,event,hitter,hittee,coords,period,period_time_remaining,hitter_team,hittee_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,hitter_id,hittee_id,description
76,hit,Artemi Panarin,Blake Comeau,[39. 39.],1,05:08,NYR,DAL,NYR,3,DAL,25,1,2,8478550,8471260.0,Artemi Panarin hit Blake Comeau
77,hit,Brendan Lemieux,Esa Lindell,[-56.  40.],1,04:55,NYR,DAL,NYR,3,DAL,25,1,2,8477962,8476902.0,Brendan Lemieux hit Esa Lindell
100,hit,Greg McKegg,Miro Heiskanen,[97. 19.],2,17:51,NYR,DAL,NYR,3,DAL,25,2,2,8475735,8480036.0,Greg McKegg hit Miro Heiskanen
102,hit,Brendan Lemieux,Blake Comeau,[ 93. -19.],2,17:37,NYR,DAL,NYR,3,DAL,25,2,2,8477962,8471260.0,Brendan Lemieux hit Blake Comeau
104,hit,Jacob Trouba,Mattias Janmark,[-36. -17.],2,17:09,NYR,DAL,NYR,3,DAL,25,2,2,8476885,8477406.0,Jacob Trouba hit Mattias Janmark
112,hit,Stephen Johns,Mika Zibanejad,[85. 35.],2,14:59,DAL,NYR,NYR,3,DAL,25,2,2,8475730,8476459.0,Stephen Johns hit Mika Zibanejad
116,hit,Jamie Benn,Artemi Panarin,[-49.  39.],2,14:09,DAL,NYR,NYR,3,DAL,25,2,2,8473994,8478550.0,Jamie Benn hit Artemi Panarin
117,hit,Brendan Lemieux,Miro Heiskanen,[93. 28.],2,13:39,NYR,DAL,NYR,3,DAL,25,2,2,8477962,8480036.0,Brendan Lemieux hit Miro Heiskanen
118,hit,Brendan Lemieux,Miro Heiskanen,[97. -8.],2,13:30,NYR,DAL,NYR,3,DAL,25,2,2,8477962,8480036.0,Brendan Lemieux hit Miro Heiskanen
119,hit,Jamie Oleksiak,Brendan Lemieux,[41. 28.],2,12:43,DAL,NYR,NYR,3,DAL,25,2,2,8476467,8477962.0,Jamie Oleksiak hit Brendan Lemieux
125,hit,Jason Dickinson,Pavel Buchnevich,[ 93. -28.],2,11:14,DAL,NYR,NYR,3,DAL,25,2,3,8477450,8477402.0,Jason Dickinson hit Pavel Buchnevich
127,hit,Stephen Johns,Mika Zibanejad,[78. 39.],2,10:59,DAL,NYR,NYR,3,DAL,25,2,3,8475730,8476459.0,Stephen Johns hit Mika Zibanejad
131,hit,Jamie Benn,Ryan Strome,[84. 36.],2,09:53,DAL,NYR,NYR,3,DAL,25,2,3,8473994,8476458.0,Jamie Benn hit Ryan Strome
132,hit,Jesper Fast,Esa Lindell,[97. -8.],2,09:45,NYR,DAL,NYR,3,DAL,25,2,3,8475855,8476902.0,Jesper Fast hit Esa Lindell
133,hit,Jesper Fast,John Klingberg,[76. 39.],2,09:37,NYR,DAL,NYR,3,DAL,25,2,3,8475855,8475906.0,Jesper Fast hit John Klingberg
136,hit,Jamie Oleksiak,Filip Chytil,[ 45. -11.],2,08:34,DAL,NYR,NYR,3,DAL,25,2,3,8476467,8480078.0,Jamie Oleksiak hit Filip Chytil
141,hit,Greg McKegg,Miro Heiskanen,[-59.  38.],2,07:37,NYR,DAL,NYR,3,DAL,25,2,4,8475735,8480036.0,Greg McKegg hit Miro Heiskanen
145,hit,Brett Howden,Corey Perry,[-89. -33.],2,07:00,NYR,DAL,NYR,3,DAL,25,2,4,8479353,8470621.0,Brett Howden hit Corey Perry
150,hit,Artemi Panarin,John Klingberg,[-91.  30.],2,05:50,NYR,DAL,NYR,3,DAL,25,2,4,8478550,8475906.0,Artemi Panarin hit John Klingberg
156,hit,Tyler Seguin,Pavel Buchnevich,[-95.  13.],2,03:36,DAL,NYR,NYR,3,DAL,25,2,4,8475794,8477402.0,Tyler Seguin hit Pavel Buchnevich
157,hit,Brendan Lemieux,Alexander Radulov,[13. 38.],2,03:02,NYR,DAL,NYR,3,DAL,25,2,4,8477962,8471228.0,Brendan Lemieux hit Alexander Radulov
158,hit,Greg McKegg,Radek Faksa,[ 5. 40.],2,02:54,NYR,DAL,NYR,3,DAL,25,2,4,8475735,8476889.0,Greg McKegg hit Radek Faksa
165,hit,Ryan Lindgren,John Klingberg,[-67.  40.],2,01:14,NYR,DAL,NYR,3,DAL,25,2,4,8479324,8475906.0,Ryan Lindgren hit John Klingberg
186,hit,Jesper Fast,Andrej Sekera,[-77.  39.],3,17:18,NYR,DAL,NYR,3,DAL,25,2,4,8475855,8471284.0,Jesper Fast hit Andrej Sekera
190,hit,Brendan Smith,Corey Perry,[-97.   9.],3,15:07,NYR,DAL,NYR,3,DAL,25,2,4,8474090,8470621.0,Brendan Smith hit Corey Perry
196,hit,Stephen Johns,Mika Zibanejad,[-87.  35.],3,14:19,DAL,NYR,NYR,3,DAL,25,2,5,8475730,8476459.0,Stephen Johns hit Mika Zibanejad
197,hit,Phillip Di Giuseppe,Andrej Sekera,[-92.  31.],3,14:09,NYR,DAL,NYR,3,DAL,25,2,5,8476858,8471284.0,Phillip Di Giuseppe hit Andrej Sekera
198,hit,Phillip Di Giuseppe,Stephen Johns,[-90. -31.],3,14:00,NYR,DAL,NYR,3,DAL,25,2,5,8476858,8475730.0,Phillip Di Giuseppe hit Stephen Johns
206,hit,Brendan Lemieux,Jason Dickinson,[-54.  39.],3,12:42,NYR,DAL,NYR,3,DAL,25,2,5,8477962,8477450.0,Brendan Lemieux hit Jason Dickinson
218,hit,Jamie Oleksiak,Phillip Di Giuseppe,[-80.  38.],3,08:17,DAL,NYR,NYR,3,DAL,25,2,5,8476467,8476858.0,Jamie Oleksiak hit Phillip Di Giuseppe
229,hit,Ryan Lindgren,Tyler Seguin,[ 92. -30.],3,05:51,NYR,DAL,NYR,3,DAL,25,3,5,8479324,8475794.0,Ryan Lindgren hit Tyler Seguin
1,hit,Pavel Buchnevich,Travis Dermott,[-75.  40.],1,19:38,NYR,TOR,NYR,3,TOR,10,0,0,8477402,8478408.0,Pavel Buchnevich hit Travis Dermott
5,hit,Ryan Strome,Andreas Johnsson,[ 38. -38.],1,18:33,NYR,TOR,NYR,3,TOR,10,0,0,8476458,8477341.0,Ryan Strome hit Andreas Johnsson
6,hit,Jake Muzzin,Kaapo Kakko,[ 5. 40.],1,18:24,TOR,NYR,NYR,3,TOR,10,0,0,8474162,8481554.0,Jake Muzzin hit Kaapo Kakko
11,hit,Chris Kreider,Travis Dermott,[-93. -16.],1,16:58,NYR,TOR,NYR,3,TOR,10,0,0,8475184,8478408.0,Chris Kreider hit Travis Dermott
25,hit,Marc Staal,Alexander Kerfoot,[ 63. -39.],1,13:29,NYR,TOR,NYR,3,TOR,10,0,0,8471686,8477021.0,Marc Staal hit Alexander Kerfoot
28,hit,Jesper Fast,Jake Muzzin,[ 4. 38.],1,12:39,NYR,TOR,NYR,3,TOR,10,0,0,8475855,8474162.0,Jesper Fast hit Jake Muzzin
41,hit,Brendan Lemieux,Rasmus Sandin,[-97. -13.],1,11:15,NYR,TOR,NYR,3,TOR,10,0,1,8477962,8480873.0,Brendan Lemieux hit Rasmus Sandin
49,hit,Marc Staal,Jason Spezza,[46. 38.],1,08:59,NYR,TOR,NYR,3,TOR,10,1,1,8471686,8469455.0,Marc Staal hit Jason Spezza
52,hit,Marc Staal,Trevor Moore,[ 27. -39.],1,08:35,NYR,TOR,NYR,3,TOR,10,1,1,8471686,8479675.0,Marc Staal hit Trevor Moore
57,hit,Brendan Lemieux,Tyson Barrie,[-42. -37.],1,08:20,NYR,TOR,NYR,3,TOR,10,1,1,8477962,8475197.0,Brendan Lemieux hit Tyson Barrie
59,hit,Brendan Lemieux,Pierre Engvall,[-97. -11.],1,07:58,NYR,TOR,NYR,3,TOR,10,1,1,8477962,8478115.0,Brendan Lemieux hit Pierre Engvall
60,hit,Pierre Engvall,Jesper Fast,[-68. -38.],1,07:46,TOR,NYR,NYR,3,TOR,10,1,1,8478115,8475855.0,Pierre Engvall hit Jesper Fast
63,hit,Jacob Trouba,Alexander Kerfoot,[ 5. 38.],1,06:39,NYR,TOR,NYR,3,TOR,10,1,1,8476885,8477021.0,Jacob Trouba hit Alexander Kerfoot
67,hit,Brett Howden,Jake Muzzin,[62. 40.],1,04:32,NYR,TOR,NYR,3,TOR,10,1,1,8479353,8474162.0,Brett Howden hit Jake Muzzin
71,hit,Brett Howden,Trevor Moore,[ 73. -39.],1,03:24,NYR,TOR,NYR,3,TOR,10,1,1,8479353,8479675.0,Brett Howden hit Trevor Moore
74,hit,Pierre Engvall,Ryan Strome,[-95.  24.],1,02:54,TOR,NYR,NYR,3,TOR,10,1,1,8478115,8476458.0,Pierre Engvall hit Ryan Strome
80,hit,Ryan Strome,Travis Dermott,[-91.  29.],1,02:13,NYR,TOR,NYR,3,TOR,10,3,1,8476458,8478408.0,Ryan Strome hit Travis Dermott
85,hit,Dmytro Timashov,Kaapo Kakko,[ 3. 39.],1,01:05,TOR,NYR,NYR,3,TOR,10,3,1,8478857,8481554.0,Dmytro Timashov hit Kaapo Kakko
88,hit,Pavel Buchnevich,Tyson Barrie,[67. 39.],1,00:05,NYR,TOR,NYR,3,TOR,10,3,1,8477402,8475197.0,Pavel Buchnevich hit Tyson Barrie
99,hit,Mitchell Marner,Brady Skjei,[-94. -27.],2,18:48,TOR,NYR,NYR,3,TOR,10,3,1,8478483,8476869.0,Mitchell Marner hit Brady Skjei
113,hit,Ryan Strome,Travis Dermott,[ 97. -18.],2,15:29,NYR,TOR,NYR,3,TOR,10,3,1,8476458,8478408.0,Ryan Strome hit Travis Dermott
115,hit,Jacob Trouba,Rasmus Sandin,[-37. -39.],2,14:48,NYR,TOR,NYR,3,TOR,10,3,1,8476885,8480873.0,Jacob Trouba hit Rasmus Sandin
122,hit,Jacob Trouba,Cody Ceci,[71. 40.],2,12:42,NYR,TOR,NYR,3,TOR,10,3,1,8476885,8476879.0,Jacob Trouba hit Cody Ceci
131,hit,Jesper Fast,Andreas Johnsson,[-37. -40.],2,10:32,NYR,TOR,NYR,3,TOR,10,3,1,8475855,8477341.0,Jesper Fast hit Andreas Johnsson
133,hit,Brendan Lemieux,Pierre Engvall,[18. 39.],2,09:52,NYR,TOR,NYR,3,TOR,10,3,1,8477962,8478115.0,Brendan Lemieux hit Pierre Engvall
135,hit,Phillip Di Giuseppe,Tyson Barrie,[91. 31.],2,09:32,NYR,TOR,NYR,3,TOR,10,3,1,8476858,8475197.0,Phillip Di Giuseppe hit Tyson Barrie
138,hit,Jason Spezza,Marc Staal,[-94. -26.],2,08:08,TOR,NYR,NYR,3,TOR,10,3,1,8469455,8471686.0,Jason Spezza hit Marc Staal
141,hit,Jacob Trouba,Cody Ceci,[-13.  39.],2,07:33,NYR,TOR,NYR,3,TOR,10,3,1,8476885,8476879.0,Jacob Trouba hit Cody Ceci
142,hit,Brendan Lemieux,Tyson Barrie,[ 85. -37.],2,07:18,NYR,TOR,NYR,3,TOR,10,3,1,8477962,8475197.0,Brendan Lemieux hit Tyson Barrie
148,hit,Jacob Trouba,Travis Dermott,[-81. -36.],2,05:42,NYR,TOR,NYR,3,TOR,10,3,1,8476885,8478408.0,Jacob Trouba hit Travis Dermott
160,hit,Marc Staal,Kasperi Kapanen,[-96.   8.],2,03:07,NYR,TOR,NYR,3,TOR,10,3,1,8471686,8477953.0,Marc Staal hit Kasperi Kapanen
186,hit,John Tavares,Brady Skjei,[97.  6.],3,19:14,TOR,NYR,NYR,3,TOR,10,4,2,8475166,8476869.0,John Tavares hit Brady Skjei
197,hit,Jake Muzzin,Jacob Trouba,[-60.  39.],3,16:29,TOR,NYR,NYR,3,TOR,10,4,2,8474162,8476885.0,Jake Muzzin hit Jacob Trouba
228,hit,Greg McKegg,Cody Ceci,[ 32. -36.],3,10:32,NYR,TOR,NYR,3,TOR,10,4,2,8475735,8476879.0,Greg McKegg hit Cody Ceci
229,hit,Brendan Lemieux,Travis Dermott,[-97. -13.],3,10:16,NYR,TOR,NYR,3,TOR,10,4,2,8477962,8478408.0,Brendan Lemieux hit Travis Dermott
239,hit,Cody Ceci,Greg McKegg,[-97. -13.],3,07:21,TOR,NYR,NYR,3,TOR,10,4,2,8476879,8475735.0,Cody Ceci hit Greg McKegg
240,hit,Pierre Engvall,Kaapo Kakko,[-89.  33.],3,07:13,TOR,NYR,NYR,3,TOR,10,4,2,8478115,8481554.0,Pierre Engvall hit Kaapo Kakko
246,hit,Ryan Lindgren,Jason Spezza,[ 96. -22.],3,05:02,NYR,TOR,NYR,3,TOR,10,4,2,8479324,8469455.0,Ryan Lindgren hit Jason Spezza
258,hit,Brady Skjei,Andreas Johnsson,[ 91. -29.],3,03:16,NYR,TOR,NYR,3,TOR,10,4,3,8476869,8477341.0,Brady Skjei hit Andreas Johnsson
262,hit,Justin Holl,Pavel Buchnevich,[-96.  -7.],3,02:14,TOR,NYR,NYR,3,TOR,10,4,3,8475718,8477402.0,Justin Holl hit Pavel Buchnevich
269,hit,Zach Hyman,Jacob Trouba,[97. -9.],3,01:03,TOR,NYR,NYR,3,TOR,10,4,3,8475786,8476885.0,Zach Hyman hit Jacob Trouba
1,hit,Chris Kreider,Rasmus Ristolainen,[-99.  17.],1,19:48,NYR,BUF,NYR,3,BUF,7,0,0,8475184,8477499.0,Chris Kreider hit Rasmus Ristolainen
2,hit,Ryan Lindgren,Sam Reinhart,[  7. -40.],1,19:38,NYR,BUF,NYR,3,BUF,7,0,0,8479324,8477933.0,Ryan Lindgren hit Sam Reinhart
3,hit,Chris Kreider,Rasmus Ristolainen,[-90. -21.],1,19:27,NYR,BUF,NYR,3,BUF,7,0,0,8475184,8477499.0,Chris Kreider hit Rasmus Ristolainen
6,hit,Marc Staal,Michael Frolik,[94. 27.],1,18:14,NYR,BUF,NYR,3,BUF,7,0,0,8471686,8473564.0,Marc Staal hit Michael Frolik
9,hit,Ryan Lindgren,Curtis Lazar,[ 25. -39.],1,17:38,NYR,BUF,NYR,3,BUF,7,0,0,8479324,8477508.0,Ryan Lindgren hit Curtis Lazar
12,hit,Jimmy Vesey,Brady Skjei,[ 50. -40.],1,17:06,BUF,NYR,NYR,3,BUF,7,0,0,8476918,8476869.0,Jimmy Vesey hit Brady Skjei
14,hit,Tony DeAngelo,Zemgus Girgensons,[ 70. -37.],1,16:33,NYR,BUF,NYR,3,BUF,7,0,0,8477950,8476878.0,Tony DeAngelo hit Zemgus Girgensons
15,hit,Brady Skjei,Scott Wilson,[98.  1.],1,16:23,NYR,BUF,NYR,3,BUF,7,0,0,8476869,8476293.0,Brady Skjei hit Scott Wilson
16,hit,Johan Larsson,Marc Staal,[-45.  38.],1,16:05,BUF,NYR,NYR,3,BUF,7,0,0,8475728,8471686.0,Johan Larsson hit Marc Staal
18,hit,Brendan Lemieux,Rasmus Ristolainen,[-91. -31.],1,15:30,NYR,BUF,NYR,3,BUF,7,0,0,8477962,8477499.0,Brendan Lemieux hit Rasmus Ristolainen
21,hit,Jake McCabe,Greg McKegg,[-97.  12.],1,14:46,BUF,NYR,NYR,3,BUF,7,0,0,8476931,8475735.0,Jake McCabe hit Greg McKegg
25,hit,Scott Wilson,Tony DeAngelo,[-97.   4.],1,13:19,BUF,NYR,NYR,3,BUF,7,0,0,8476293,8477950.0,Scott Wilson hit Tony DeAngelo
27,hit,Brendan Lemieux,Rasmus Ristolainen,[ 54. -39.],1,12:27,NYR,BUF,NYR,3,BUF,7,0,0,8477962,8477499.0,Brendan Lemieux hit Rasmus Ristolainen
29,hit,Brett Howden,Brandon Montour,[-42.  38.],1,11:31,NYR,BUF,NYR,3,BUF,7,0,0,8479353,8477986.0,Brett Howden hit Brandon Montour
34,hit,Chris Kreider,Rasmus Dahlin,[ 49. -38.],1,10:13,NYR,BUF,NYR,3,BUF,7,0,0,8475184,8480839.0,Chris Kreider hit Rasmus Dahlin
41,hit,Rasmus Ristolainen,Phillip Di Giuseppe,[-92. -30.],1,08:47,BUF,NYR,NYR,3,BUF,7,0,1,8477499,8476858.0,Rasmus Ristolainen hit Phillip Di Giuseppe
42,hit,Johan Larsson,Brendan Lemieux,[-82. -37.],1,08:37,BUF,NYR,NYR,3,BUF,7,0,1,8475728,8477962.0,Johan Larsson hit Brendan Lemieux
50,hit,Curtis Lazar,Mika Zibanejad,[ -6. -39.],1,07:03,BUF,NYR,NYR,3,BUF,7,0,1,8477508,8476459.0,Curtis Lazar hit Mika Zibanejad
57,hit,Brandon Montour,Jesper Fast,[-96. -19.],1,05:46,BUF,NYR,NYR,3,BUF,7,0,1,8477986,8475855.0,Brandon Montour hit Jesper Fast
58,hit,Henri Jokiharju,Greg McKegg,[-88. -34.],1,05:20,BUF,NYR,NYR,3,BUF,7,0,1,8480035,8475735.0,Henri Jokiharju hit Greg McKegg
64,hit,Marc Staal,Zemgus Girgensons,[45. 39.],1,02:19,NYR,BUF,NYR,3,BUF,7,0,1,8471686,8476878.0,Marc Staal hit Zemgus Girgensons
69,hit,Evan Rodrigues,Adam Fox,[  8. -38.],1,01:09,BUF,NYR,NYR,3,BUF,7,0,1,8478542,8479323.0,Evan Rodrigues hit Adam Fox
73,hit,Pavel Buchnevich,Colin Miller,[-96.   0.],1,00:04,NYR,BUF,NYR,3,BUF,7,0,1,8477402,8476525.0,Pavel Buchnevich hit Colin Miller
76,hit,Ryan Lindgren,Sam Reinhart,[-6. 39.],2,19:54,NYR,BUF,NYR,3,BUF,7,0,1,8479324,8477933.0,Ryan Lindgren hit Sam Reinhart
79,hit,Zemgus Girgensons,Tony DeAngelo,[-91. -31.],2,19:09,BUF,NYR,NYR,3,BUF,7,0,1,8476878,8477950.0,Zemgus Girgensons hit Tony DeAngelo
98,hit,Henri Jokiharju,Filip Chytil,[22. 38.],2,13:57,BUF,NYR,NYR,3,BUF,7,0,1,8480035,8480078.0,Henri Jokiharju hit Filip Chytil
101,hit,Jimmy Vesey,Ryan Lindgren,[-74.  40.],2,13:25,BUF,NYR,NYR,3,BUF,7,0,1,8476918,8479324.0,Jimmy Vesey hit Ryan Lindgren
103,hit,Jacob Trouba,Scott Wilson,[-83.  38.],2,13:02,NYR,BUF,NYR,3,BUF,7,0,1,8476885,8476293.0,Jacob Trouba hit Scott Wilson
105,hit,Johan Larsson,Brendan Lemieux,[-67. -38.],2,12:51,BUF,NYR,NYR,3,BUF,7,0,1,8475728,8477962.0,Johan Larsson hit Brendan Lemieux
107,hit,Scott Wilson,Brady Skjei,[-97. -12.],2,12:42,BUF,NYR,NYR,3,BUF,7,0,1,8476293,8476869.0,Scott Wilson hit Brady Skjei
112,hit,Rasmus Ristolainen,Brett Howden,[43. 38.],2,12:08,BUF,NYR,NYR,3,BUF,7,0,1,8477499,8479353.0,Rasmus Ristolainen hit Brett Howden
113,hit,Rasmus Ristolainen,Brett Howden,[97.  7.],2,11:52,BUF,NYR,NYR,3,BUF,7,0,1,8477499,8479353.0,Rasmus Ristolainen hit Brett Howden
141,hit,Jimmy Vesey,Brady Skjei,[-86. -35.],2,06:23,BUF,NYR,NYR,3,BUF,7,0,1,8476918,8476869.0,Jimmy Vesey hit Brady Skjei
152,hit,Marc Staal,Conor Sheary,[-20.   0.],2,04:34,NYR,BUF,NYR,3,BUF,7,0,2,8471686,8477839.0,Marc Staal hit Conor Sheary
156,hit,Brady Skjei,Zemgus Girgensons,[-12.  40.],2,03:43,NYR,BUF,NYR,3,BUF,7,0,2,8476869,8476878.0,Brady Skjei hit Zemgus Girgensons
163,hit,Artemi Panarin,Rasmus Ristolainen,[-88.  35.],2,02:24,NYR,BUF,NYR,3,BUF,7,0,2,8478550,8477499.0,Artemi Panarin hit Rasmus Ristolainen
174,hit,Brady Skjei,Sam Reinhart,[ 11. -39.],3,19:54,NYR,BUF,NYR,3,BUF,7,0,2,8476869,8477933.0,Brady Skjei hit Sam Reinhart
179,hit,Curtis Lazar,Filip Chytil,[-31. -39.],3,17:58,BUF,NYR,NYR,3,BUF,7,0,2,8477508,8480078.0,Curtis Lazar hit Filip Chytil
180,hit,Evan Rodrigues,Ryan Lindgren,[ 98. -15.],3,17:35,BUF,NYR,NYR,3,BUF,7,0,2,8478542,8479324.0,Evan Rodrigues hit Ryan Lindgren
184,hit,Brendan Lemieux,Rasmus Ristolainen,[-57. -40.],3,17:06,NYR,BUF,NYR,3,BUF,7,0,2,8477962,8477499.0,Brendan Lemieux hit Rasmus Ristolainen
191,hit,Zemgus Girgensons,Ryan Strome,[-96.   9.],3,15:44,BUF,NYR,NYR,3,BUF,7,0,2,8476878,8476458.0,Zemgus Girgensons hit Ryan Strome
202,hit,Jesper Fast,Henri Jokiharju,[-95. -24.],3,13:49,NYR,BUF,NYR,3,BUF,7,0,2,8475855,8480035.0,Jesper Fast hit Henri Jokiharju
204,hit,Zemgus Girgensons,Brady Skjei,[97. 21.],3,13:10,BUF,NYR,NYR,3,BUF,7,0,2,8476878,8476869.0,Zemgus Girgensons hit Brady Skjei
218,hit,Phillip Di Giuseppe,Scott Wilson,[ 43. -39.],3,10:01,NYR,BUF,NYR,3,BUF,7,0,2,8476858,8476293.0,Phillip Di Giuseppe hit Scott Wilson
228,hit,Rasmus Ristolainen,Filip Chytil,[-17. -38.],3,07:49,BUF,NYR,NYR,3,BUF,7,0,3,8477499,8480078.0,Rasmus Ristolainen hit Filip Chytil
229,hit,Zemgus Girgensons,Pavel Buchnevich,[-94. -26.],3,07:40,BUF,NYR,NYR,3,BUF,7,0,3,8476878,8477402.0,Zemgus Girgensons hit Pavel Buchnevich
230,hit,Curtis Lazar,Ryan Lindgren,[-40.  39.],3,07:00,BUF,NYR,NYR,3,BUF,7,0,3,8477508,8479324.0,Curtis Lazar hit Ryan Lindgren
235,hit,Phillip Di Giuseppe,Johan Larsson,[  8. -39.],3,05:14,NYR,BUF,NYR,3,BUF,7,0,3,8476858,8475728.0,Phillip Di Giuseppe hit Johan Larsson
240,hit,Jesper Fast,Evan Rodrigues,[-48. -38.],3,04:46,NYR,BUF,NYR,3,BUF,7,0,3,8475855,8478542.0,Jesper Fast hit Evan Rodrigues
247,hit,Brett Howden,Brandon Montour,[ 1. 39.],3,03:20,NYR,BUF,NYR,3,BUF,7,0,3,8479353,8477986.0,Brett Howden hit Brandon Montour
10,hit,Phillip Di Giuseppe,Austin Wagner,[-95. -26.],1,18:27,NYR,LAK,NYR,3,LAK,26,0,0,8476858,8478455.0,Phillip Di Giuseppe hit Austin Wagner
13,hit,Marc Staal,Trevor Moore,[ 96. -20.],1,18:09,NYR,LAK,NYR,3,LAK,26,0,0,8471686,8479675.0,Marc Staal hit Trevor Moore
18,hit,Joakim Ryan,Ryan Strome,[-77.  39.],1,17:07,LAK,NYR,NYR,3,LAK,26,1,0,8477046,8476458.0,Joakim Ryan hit Ryan Strome
24,hit,Phillip Di Giuseppe,Matt Roy,[-88. -32.],1,16:05,NYR,LAK,NYR,3,LAK,26,1,0,8476858,8478911.0,Phillip Di Giuseppe hit Matt Roy
27,hit,Marc Staal,Blake Lizotte,[97. 16.],1,15:48,NYR,LAK,NYR,3,LAK,26,1,0,8471686,8481481.0,Marc Staal hit Blake Lizotte
28,hit,Austin Wagner,Filip Chytil,[ 75. -38.],1,15:41,LAK,NYR,NYR,3,LAK,26,1,0,8478455,8480078.0,Austin Wagner hit Filip Chytil
29,hit,Phillip Di Giuseppe,Trevor Moore,[-86.  34.],1,15:32,NYR,LAK,NYR,3,LAK,26,1,0,8476858,8479675.0,Phillip Di Giuseppe hit Trevor Moore
38,hit,Dustin Brown,Jesper Fast,[-49. -37.],1,13:42,LAK,NYR,NYR,3,LAK,26,1,0,8470606,8475855.0,Dustin Brown hit Jesper Fast
40,hit,Marc Staal,Alex Iafallo,[43. 39.],1,12:43,NYR,LAK,NYR,3,LAK,26,1,0,8471686,8480113.0,Marc Staal hit Alex Iafallo
46,hit,Dustin Brown,Marc Staal,[ 87. -33.],1,11:25,LAK,NYR,NYR,3,LAK,26,1,0,8470606,8471686.0,Dustin Brown hit Marc Staal
55,hit,Matt Roy,Phillip Di Giuseppe,[-89. -33.],1,09:18,LAK,NYR,NYR,3,LAK,26,1,0,8478911,8476858.0,Matt Roy hit Phillip Di Giuseppe
56,hit,Austin Wagner,Ryan Lindgren,[-89.  32.],1,08:54,LAK,NYR,NYR,3,LAK,26,1,0,8478455,8479324.0,Austin Wagner hit Ryan Lindgren
66,hit,Dustin Brown,Artemi Panarin,[-60. -39.],1,07:14,LAK,NYR,NYR,3,LAK,26,1,0,8470606,8478550.0,Dustin Brown hit Artemi Panarin
70,hit,Phillip Di Giuseppe,Matt Roy,[-97. -18.],1,05:38,NYR,LAK,NYR,3,LAK,26,1,0,8476858,8478911.0,Phillip Di Giuseppe hit Matt Roy
