,event,player_one,coords,period,period_time_remaining,player_one_team,player_two_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,player_one_id,description
195,takeaway,Robby Fabbri,[-67.  14.],4,02:27,DET,BUF,BUF,7,DET,17,3,3,8477952,Takeaway by Robby Fabbri
11,giveaway,Pierre-Luc Dubois,[ 78. -24.],1,15:58,CBJ,DET,CBJ,29,DET,17,0,0,8479400,Giveaway by Pierre-Luc Dubois
15,giveaway,Cam Atkinson,[ 22. -10.],1,14:22,CBJ,DET,CBJ,29,DET,17,0,0,8474715,Giveaway by Cam Atkinson
16,giveaway,Boone Jenner,[ 40. -11.],1,14:06,CBJ,DET,CBJ,29,DET,17,0,0,8476432,Giveaway by Boone Jenner
34,giveaway,Dylan Larkin,[ 95. -10.],1,11:02,DET,CBJ,CBJ,29,DET,17,0,0,8477946,Giveaway by Dylan Larkin
54,giveaway,Valtteri Filppula,[-66.  42.],1,05:07,DET,CBJ,CBJ,29,DET,17,0,0,8470047,Giveaway by Valtteri Filppula
59,giveaway,Robby Fabbri,[ 9. 40.],1,02:28,DET,CBJ,CBJ,29,DET,17,0,0,8477952,Giveaway by Robby Fabbri
75,giveaway,Dylan Larkin,[60. 42.],2,19:36,DET,CBJ,CBJ,29,DET,17,0,0,8477946,Giveaway by Dylan Larkin
81,giveaway,Cam Atkinson,[-47.  29.],2,17:32,CBJ,DET,CBJ,29,DET,17,0,0,8474715,Giveaway by Cam Atkinson
97,giveaway,Robby Fabbri,[ 56. -24.],2,13:19,DET,CBJ,CBJ,29,DET,17,1,0,8477952,Giveaway by Robby Fabbri
101,giveaway,Cam Atkinson,[-8. 38.],2,12:45,CBJ,DET,CBJ,29,DET,17,1,0,8474715,Giveaway by Cam Atkinson
122,giveaway,Oliver Bjorkstrand,[-43. -36.],2,04:59,CBJ,DET,CBJ,29,DET,17,1,0,8477416,Giveaway by Oliver Bjorkstrand
142,giveaway,Pierre-Luc Dubois,[56. 42.],2,00:33,CBJ,DET,CBJ,29,DET,17,1,0,8479400,Giveaway by Pierre-Luc Dubois
149,giveaway,Scott Harrington,[-97.  18.],3,17:46,CBJ,DET,CBJ,29,DET,17,1,0,8476449,Giveaway by Scott Harrington
157,giveaway,Seth Jones,[71. 25.],3,14:28,CBJ,DET,CBJ,29,DET,17,1,0,8477495,Giveaway by Seth Jones
162,giveaway,Dylan Larkin,[-58.  39.],3,13:24,DET,CBJ,CBJ,29,DET,17,1,0,8477946,Giveaway by Dylan Larkin
180,giveaway,Patrik Nemeth,[98. -9.],3,08:27,DET,CBJ,CBJ,29,DET,17,1,0,8475747,Giveaway by Patrik Nemeth
207,giveaway,Brendan Perlini,[-63.  40.],3,00:39,DET,CBJ,CBJ,29,DET,17,2,0,8477943,Giveaway by Brendan Perlini
45,takeaway,Gustav Lindstrom,[45. 21.],1,07:24,DET,CBJ,CBJ,29,DET,17,0,0,8480184,Takeaway by Gustav Lindstrom
100,takeaway,Cam Atkinson,[46. 38.],2,12:50,CBJ,DET,CBJ,29,DET,17,1,0,8474715,Takeaway by Cam Atkinson
104,takeaway,Andreas Athanasiou,[61. 39.],2,10:48,DET,CBJ,CBJ,29,DET,17,1,0,8476960,Takeaway by Andreas Athanasiou
114,takeaway,Andreas Athanasiou,[-60. -31.],2,06:46,DET,CBJ,CBJ,29,DET,17,1,0,8476960,Takeaway by Andreas Athanasiou
158,takeaway,Scott Harrington,[-59. -28.],3,14:15,CBJ,DET,CBJ,29,DET,17,1,0,8476449,Takeaway by Scott Harrington
190,takeaway,Zach Werenski,[-95.  -9.],3,06:27,CBJ,DET,CBJ,29,DET,17,1,0,8478460,Takeaway by Zach Werenski
204,takeaway,Dylan Larkin,[-39. -17.],3,01:45,DET,CBJ,CBJ,29,DET,17,1,0,8477946,Takeaway by Dylan Larkin
15,giveaway,David Pastrnak,[-45. -27.],1,17:25,BOS,DET,DET,17,BOS,6,0,0,8477956,Giveaway by David Pastrnak
35,giveaway,Tyler Bertuzzi,[ 8. 15.],1,09:51,DET,BOS,DET,17,BOS,6,0,0,8477479,Giveaway by Tyler Bertuzzi
44,giveaway,Trevor Daley,[-97.  -6.],1,07:35,DET,BOS,DET,17,BOS,6,0,0,8470110,Giveaway by Trevor Daley
50,giveaway,David Pastrnak,[-9. 13.],1,06:14,BOS,DET,DET,17,BOS,6,0,0,8477956,Giveaway by David Pastrnak
56,giveaway,Patrik Nemeth,[96. 12.],1,05:09,DET,BOS,DET,17,BOS,6,0,0,8475747,Giveaway by Patrik Nemeth
64,giveaway,Gustav Lindstrom,[99.  0.],1,04:00,DET,BOS,DET,17,BOS,6,0,0,8480184,Giveaway by Gustav Lindstrom
65,giveaway,Matt Grzelcyk,[62.  0.],1,03:58,BOS,DET,DET,17,BOS,6,0,0,8476891,Giveaway by Matt Grzelcyk
81,giveaway,Charlie Coyle,[-35.  -9.],2,19:36,BOS,DET,DET,17,BOS,6,0,0,8475745,Giveaway by Charlie Coyle
85,giveaway,Zdeno Chara,[ 43. -36.],2,18:57,BOS,DET,DET,17,BOS,6,0,0,8465009,Giveaway by Zdeno Chara
86,giveaway,David Pastrnak,[37. 34.],2,17:58,BOS,DET,DET,17,BOS,6,0,0,8477956,Giveaway by David Pastrnak
91,giveaway,Trevor Daley,[ 85. -26.],2,16:41,DET,BOS,DET,17,BOS,6,1,0,8470110,Giveaway by Trevor Daley
92,giveaway,Tyler Bertuzzi,[ 51. -22.],2,16:18,DET,BOS,DET,17,BOS,6,1,0,8477479,Giveaway by Tyler Bertuzzi
99,giveaway,Valtteri Filppula,[-19.   1.],2,14:15,DET,BOS,DET,17,BOS,6,1,0,8470047,Giveaway by Valtteri Filppula
101,giveaway,Torey Krug,[-35.  36.],2,13:36,BOS,DET,DET,17,BOS,6,1,0,8476792,Giveaway by Torey Krug
103,giveaway,Par Lindholm,[62. -2.],2,13:10,BOS,DET,DET,17,BOS,6,1,0,8480944,Giveaway by Par Lindholm
129,giveaway,Justin Abdelkader,[-75.  31.],2,06:19,DET,BOS,DET,17,BOS,6,1,0,8471716,Giveaway by Justin Abdelkader
132,giveaway,Givani Smith,[-58. -36.],2,06:03,DET,BOS,DET,17,BOS,6,1,0,8479379,Giveaway by Givani Smith
134,giveaway,Jonathan Bernier,[95. -8.],2,05:52,DET,BOS,DET,17,BOS,6,1,0,8473541,Giveaway by Jonathan Bernier
141,giveaway,Luke Glendening,[70. 38.],2,04:38,DET,BOS,DET,17,BOS,6,1,0,8476822,Giveaway by Luke Glendening
143,giveaway,Mike Green,[-57.  33.],2,03:52,DET,BOS,DET,17,BOS,6,1,0,8471242,Giveaway by Mike Green
152,giveaway,David Pastrnak,[-17.  30.],2,01:49,BOS,DET,DET,17,BOS,6,1,0,8477956,Giveaway by David Pastrnak
168,giveaway,Andreas Athanasiou,[69. 12.],3,18:50,DET,BOS,DET,17,BOS,6,1,1,8476960,Giveaway by Andreas Athanasiou
171,giveaway,Trevor Daley,[-36. -32.],3,17:45,DET,BOS,DET,17,BOS,6,1,1,8470110,Giveaway by Trevor Daley
175,giveaway,Sean Kuraly,[ 76. -35.],3,17:11,BOS,DET,DET,17,BOS,6,1,1,8476374,Giveaway by Sean Kuraly
190,giveaway,David Krejci,[-56.   9.],3,14:04,BOS,DET,DET,17,BOS,6,1,1,8471276,Giveaway by David Krejci
204,giveaway,Anders Bjork,[-13.  40.],3,10:12,BOS,DET,DET,17,BOS,6,2,1,8478075,Giveaway by Anders Bjork
205,giveaway,Sean Kuraly,[-58.  14.],3,09:49,BOS,DET,DET,17,BOS,6,2,1,8476374,Giveaway by Sean Kuraly
213,giveaway,Andreas Athanasiou,[ 72. -31.],3,08:49,DET,BOS,DET,17,BOS,6,2,1,8476960,Giveaway by Andreas Athanasiou
226,giveaway,Taro Hirose,[ 54. -29.],3,06:42,DET,BOS,DET,17,BOS,6,2,1,8481433,Giveaway by Taro Hirose
228,giveaway,Taro Hirose,[ 65. -28.],3,06:24,DET,BOS,DET,17,BOS,6,2,1,8481433,Giveaway by Taro Hirose
235,giveaway,Danton Heinen,[ 80. -31.],3,04:56,BOS,DET,DET,17,BOS,6,2,1,8478046,Giveaway by Danton Heinen
242,giveaway,Jonathan Bernier,[97. -8.],3,02:30,DET,BOS,DET,17,BOS,6,2,1,8473541,Giveaway by Jonathan Bernier
21,takeaway,Charlie Coyle,[-10.  -4.],1,15:25,BOS,DET,DET,17,BOS,6,0,0,8475745,Takeaway by Charlie Coyle
24,takeaway,Justin Abdelkader,[-14.  13.],1,14:36,DET,BOS,DET,17,BOS,6,0,0,8471716,Takeaway by Justin Abdelkader
38,takeaway,Karson Kuhlman,[22. 35.],1,09:22,BOS,DET,DET,17,BOS,6,0,0,8480901,Takeaway by Karson Kuhlman
118,takeaway,Tyler Bertuzzi,[ 17. -29.],2,09:51,DET,BOS,DET,17,BOS,6,1,0,8477479,Takeaway by Tyler Bertuzzi
146,takeaway,Valtteri Filppula,[-59.  36.],2,03:33,DET,BOS,DET,17,BOS,6,1,0,8470047,Takeaway by Valtteri Filppula
169,takeaway,Taro Hirose,[ 90. -22.],3,18:24,DET,BOS,DET,17,BOS,6,1,1,8481433,Takeaway by Taro Hirose
180,takeaway,Dylan Larkin,[-42.  37.],3,16:28,DET,BOS,DET,17,BOS,6,1,1,8477946,Takeaway by Dylan Larkin
182,takeaway,Chris Wagner,[94. 22.],3,15:55,BOS,DET,DET,17,BOS,6,1,1,8475780,Takeaway by Chris Wagner
22,giveaway,Johan Larsson,[97.  1.],1,13:47,BUF,DET,BUF,7,DET,17,1,1,8475728,Giveaway by Johan Larsson
38,giveaway,Sam Reinhart,[27.  2.],1,10:07,BUF,DET,BUF,7,DET,17,1,1,8477933,Giveaway by Sam Reinhart
63,giveaway,Alex Biega,[23. 36.],1,04:00,DET,BUF,BUF,7,DET,17,1,1,8473415,Giveaway by Alex Biega
81,giveaway,Evan Rodrigues,[ 10. -36.],2,17:44,BUF,DET,BUF,7,DET,17,1,1,8478542,Giveaway by Evan Rodrigues
96,giveaway,Johan Larsson,[-54. -37.],2,13:37,BUF,DET,BUF,7,DET,17,1,1,8475728,Giveaway by Johan Larsson
122,giveaway,Rasmus Dahlin,[97.  1.],2,05:56,BUF,DET,BUF,7,DET,17,1,2,8480839,Giveaway by Rasmus Dahlin
151,giveaway,Jimmy Vesey,[-3. 22.],3,19:34,BUF,DET,BUF,7,DET,17,2,2,8476918,Giveaway by Jimmy Vesey
162,giveaway,Jeff Skinner,[ 63. -29.],3,15:05,BUF,DET,BUF,7,DET,17,3,2,8475784,Giveaway by Jeff Skinner
167,giveaway,Jonathan Bernier,[85. 11.],3,14:13,DET,BUF,BUF,7,DET,17,3,2,8473541,Giveaway by Jonathan Bernier
176,giveaway,Colin Miller,[-96.   0.],3,11:41,BUF,DET,BUF,7,DET,17,3,2,8476525,Giveaway by Colin Miller
179,giveaway,Michael Frolik,[-19. -38.],3,10:17,BUF,DET,BUF,7,DET,17,3,2,8473564,Giveaway by Michael Frolik
182,giveaway,Sam Reinhart,[ -6. -39.],3,09:41,BUF,DET,BUF,7,DET,17,3,2,8477933,Giveaway by Sam Reinhart
195,giveaway,Tyler Bertuzzi,[59. -4.],3,05:27,DET,BUF,BUF,7,DET,17,3,2,8477479,Giveaway by Tyler Bertuzzi
205,giveaway,Jack Eichel,[55. 19.],3,02:10,BUF,DET,BUF,7,DET,17,3,2,8478403,Giveaway by Jack Eichel
15,takeaway,Curtis Lazar,[56. 33.],1,16:34,BUF,DET,BUF,7,DET,17,1,1,8477508,Takeaway by Curtis Lazar
17,takeaway,Johan Larsson,[49. 13.],1,14:34,BUF,DET,BUF,7,DET,17,1,1,8475728,Takeaway by Johan Larsson
34,takeaway,Jack Eichel,[54. 19.],1,11:00,BUF,DET,BUF,7,DET,17,1,1,8478403,Takeaway by Jack Eichel
43,takeaway,Evan Rodrigues,[ 37. -31.],1,09:13,BUF,DET,BUF,7,DET,17,1,1,8478542,Takeaway by Evan Rodrigues
57,takeaway,Curtis Lazar,[-53.  40.],1,04:49,BUF,DET,BUF,7,DET,17,1,1,8477508,Takeaway by Curtis Lazar
116,takeaway,Michael Frolik,[ 80. -23.],2,07:33,BUF,DET,BUF,7,DET,17,1,2,8473564,Takeaway by Michael Frolik
133,takeaway,Valtteri Filppula,[13. -9.],2,03:34,DET,BUF,BUF,7,DET,17,2,2,8470047,Takeaway by Valtteri Filppula
194,takeaway,Tyler Bertuzzi,[87. 33.],3,05:41,DET,BUF,BUF,7,DET,17,3,2,8477479,Takeaway by Tyler Bertuzzi
212,takeaway,Curtis Lazar,[77. 35.],3,00:47,BUF,DET,BUF,7,DET,17,3,2,8477508,Takeaway by Curtis Lazar
21,giveaway,Jesper Bratt,[ 30. -38.],1,14:34,NJD,DET,NJD,1,DET,17,0,0,8479407,Giveaway by Jesper Bratt
22,giveaway,Justin Abdelkader,[-99.  -8.],1,14:23,DET,NJD,NJD,1,DET,17,0,0,8471716,Giveaway by Justin Abdelkader
48,giveaway,Andreas Athanasiou,[-57.  10.],1,07:19,DET,NJD,NJD,1,DET,17,0,0,8476960,Giveaway by Andreas Athanasiou
51,giveaway,Alex Biega,[33. 39.],1,05:59,DET,NJD,NJD,1,DET,17,0,0,8473415,Giveaway by Alex Biega
59,giveaway,Tyler Bertuzzi,[-50. -19.],1,04:17,DET,NJD,NJD,1,DET,17,0,0,8477479,Giveaway by Tyler Bertuzzi
66,giveaway,P.K. Subban,[-81. -39.],1,03:14,NJD,DET,NJD,1,DET,17,0,0,8474056,Giveaway by P.K. Subban
82,giveaway,P.K. Subban,[ 31. -28.],1,00:19,NJD,DET,NJD,1,DET,17,0,0,8474056,Giveaway by P.K. Subban
95,giveaway,Pavel Zacha,[-51. -20.],2,17:15,NJD,DET,NJD,1,DET,17,0,0,8478401,Giveaway by Pavel Zacha
102,giveaway,Blake Coleman,[-54. -38.],2,16:31,NJD,DET,NJD,1,DET,17,0,0,8476399,Giveaway by Blake Coleman
103,giveaway,Patrik Nemeth,[-46.  39.],2,16:02,DET,NJD,NJD,1,DET,17,0,0,8475747,Giveaway by Patrik Nemeth
106,giveaway,Nikita Gusev,[ 41. -14.],2,15:20,NJD,DET,NJD,1,DET,17,0,0,8477038,Giveaway by Nikita Gusev
122,giveaway,Jack Hughes,[-58.  15.],2,09:03,NJD,DET,NJD,1,DET,17,0,0,8481559,Giveaway by Jack Hughes
153,giveaway,Will Butcher,[ 31. -40.],2,00:28,NJD,DET,NJD,1,DET,17,0,1,8477355,Giveaway by Will Butcher
161,giveaway,Kyle Palmieri,[ 40. -32.],3,18:40,NJD,DET,NJD,1,DET,17,0,1,8475151,Giveaway by Kyle Palmieri
162,giveaway,Patrik Nemeth,[45. 33.],3,18:27,DET,NJD,NJD,1,DET,17,0,1,8475747,Giveaway by Patrik Nemeth
181,giveaway,Travis Zajac,[52. 40.],3,14:03,NJD,DET,NJD,1,DET,17,1,1,8471233,Giveaway by Travis Zajac
216,giveaway,Tyler Bertuzzi,[-49.  -6.],3,06:27,DET,NJD,NJD,1,DET,17,4,1,8477479,Giveaway by Tyler Bertuzzi
9,takeaway,Wayne Simmonds,[5. 0.],1,16:58,NJD,DET,NJD,1,DET,17,0,0,8474190,Takeaway by Wayne Simmonds
42,takeaway,Luke Glendening,[34.  7.],1,08:56,DET,NJD,NJD,1,DET,17,0,0,8476822,Takeaway by Luke Glendening
49,takeaway,Damon Severson,[-64.   4.],1,06:56,NJD,DET,NJD,1,DET,17,0,0,8476923,Takeaway by Damon Severson
52,takeaway,P.K. Subban,[-30. -25.],1,05:45,NJD,DET,NJD,1,DET,17,0,0,8474056,Takeaway by P.K. Subban
62,takeaway,Dylan Larkin,[-92. -31.],1,03:51,DET,NJD,NJD,1,DET,17,0,0,8477946,Takeaway by Dylan Larkin
74,takeaway,Jack Hughes,[37. 40.],1,01:39,NJD,DET,NJD,1,DET,17,0,0,8481559,Takeaway by Jack Hughes
78,takeaway,Blake Coleman,[99. 11.],1,00:38,NJD,DET,NJD,1,DET,17,0,0,8476399,Takeaway by Blake Coleman
110,takeaway,Andy Greene,[60. 41.],2,13:42,NJD,DET,NJD,1,DET,17,0,0,8472382,Takeaway by Andy Greene
112,takeaway,Travis Zajac,[31. 18.],2,12:50,NJD,DET,NJD,1,DET,17,0,0,8471233,Takeaway by Travis Zajac
128,takeaway,Frans Nielsen,[ -9. -38.],2,07:10,DET,NJD,NJD,1,DET,17,0,0,8470144,Takeaway by Frans Nielsen
159,takeaway,Blake Coleman,[69. 20.],3,19:23,NJD,DET,NJD,1,DET,17,0,1,8476399,Takeaway by Blake Coleman
172,takeaway,Jack Hughes,[-30.  40.],3,15:45,NJD,DET,NJD,1,DET,17,0,1,8481559,Takeaway by Jack Hughes
189,takeaway,Jesper Bratt,[ 30. -20.],3,12:28,NJD,DET,NJD,1,DET,17,2,1,8479407,Takeaway by Jesper Bratt
193,takeaway,Wayne Simmonds,[85. 36.],3,12:06,NJD,DET,NJD,1,DET,17,2,1,8474190,Takeaway by Wayne Simmonds
208,takeaway,Anthony Mantha,[ 6. 40.],3,08:15,DET,NJD,NJD,1,DET,17,4,1,8477511,Takeaway by Anthony Mantha
211,takeaway,Travis Zajac,[99. -4.],3,07:50,NJD,DET,NJD,1,DET,17,4,1,8471233,Takeaway by Travis Zajac
217,takeaway,John Hayden,[ 44. -40.],3,05:17,NJD,DET,NJD,1,DET,17,4,1,8477401,Takeaway by John Hayden
229,takeaway,Kevin Rooney,[93. -9.],3,01:21,NJD,DET,NJD,1,DET,17,4,1,8479291,Takeaway by Kevin Rooney
232,takeaway,Robby Fabbri,[-76. -38.],3,00:15,DET,NJD,NJD,1,DET,17,4,1,8477952,Takeaway by Robby Fabbri
8,giveaway,Filip Hronek,[59. 19.],1,18:39,DET,BOS,BOS,6,DET,17,0,0,8479425,Giveaway by Filip Hronek
24,giveaway,Danton Heinen,[ 56. -12.],1,15:37,BOS,DET,BOS,6,DET,17,0,1,8478046,Giveaway by Danton Heinen
40,giveaway,Torey Krug,[-13.  20.],1,11:40,BOS,DET,BOS,6,DET,17,0,1,8476792,Giveaway by Torey Krug
88,giveaway,Patrik Nemeth,[-72.  33.],2,19:43,DET,BOS,BOS,6,DET,17,0,1,8475747,Giveaway by Patrik Nemeth
94,giveaway,Zdeno Chara,[ 65. -17.],2,17:00,BOS,DET,BOS,6,DET,17,0,1,8465009,Giveaway by Zdeno Chara
157,giveaway,Dylan Larkin,[59. 36.],2,00:44,DET,BOS,BOS,6,DET,17,3,1,8477946,Giveaway by Dylan Larkin
158,giveaway,Brad Marchand,[ 42. -26.],2,00:24,BOS,DET,BOS,6,DET,17,3,1,8473419,Giveaway by Brad Marchand
166,giveaway,Tyler Bertuzzi,[ 5. 35.],3,16:50,DET,BOS,BOS,6,DET,17,3,1,8477479,Giveaway by Tyler Bertuzzi
173,giveaway,Alex Biega,[86.  9.],3,14:46,DET,BOS,BOS,6,DET,17,3,1,8473415,Giveaway by Alex Biega
207,giveaway,David Pastrnak,[92. 15.],3,07:32,BOS,DET,BOS,6,DET,17,3,1,8477956,Giveaway by David Pastrnak
19,takeaway,Darren Helm,[64. 33.],1,16:52,DET,BOS,BOS,6,DET,17,0,0,8471794,Takeaway by Darren Helm
27,takeaway,Valtteri Filppula,[-24. -34.],1,14:08,DET,BOS,BOS,6,DET,17,0,1,8470047,Takeaway by Valtteri Filppula
45,takeaway,Jeremy Lauzon,[-9.  1.],1,10:30,BOS,DET,BOS,6,DET,17,0,1,8478468,Takeaway by Jeremy Lauzon
61,takeaway,Robby Fabbri,[-71.  18.],1,08:10,DET,BOS,BOS,6,DET,17,0,1,8477952,Takeaway by Robby Fabbri
83,takeaway,Patrice Bergeron,[-67.  -1.],1,01:13,BOS,DET,BOS,6,DET,17,0,1,8470638,Takeaway by Patrice Bergeron
84,takeaway,Patrik Nemeth,[57. -1.],1,01:06,DET,BOS,BOS,6,DET,17,0,1,8475747,Takeaway by Patrik Nemeth
100,takeaway,Robby Fabbri,[58. 37.],2,16:10,DET,BOS,BOS,6,DET,17,0,1,8477952,Takeaway by Robby Fabbri
112,takeaway,Brandon Carlo,[-5. 19.],2,13:17,BOS,DET,BOS,6,DET,17,0,1,8478443,Takeaway by Brandon Carlo
127,takeaway,Patrice Bergeron,[-64.  28.],2,08:33,BOS,DET,BOS,6,DET,17,2,1,8470638,Takeaway by Patrice Bergeron
159,takeaway,Patrice Bergeron,[42.  4.],2,00:21,BOS,DET,BOS,6,DET,17,3,1,8470638,Takeaway by Patrice Bergeron
165,takeaway,Matt Grzelcyk,[-92.  15.],3,17:31,BOS,DET,BOS,6,DET,17,3,1,8476891,Takeaway by Matt Grzelcyk
202,takeaway,Filip Hronek,[72.  0.],3,08:19,DET,BOS,BOS,6,DET,17,3,1,8479425,Takeaway by Filip Hronek
209,takeaway,Brad Marchand,[-47.  34.],3,07:00,BOS,DET,BOS,6,DET,17,3,1,8473419,Takeaway by Brad Marchand
238,takeaway,Sean Kuraly,[-93.  15.],3,00:22,BOS,DET,BOS,6,DET,17,4,1,8476374,Takeaway by Sean Kuraly
3,giveaway,Dominik Simon,[-60.  26.],1,18:51,PIT,DET,PIT,5,DET,17,0,0,8478866,Giveaway by Dominik Simon
5,giveaway,Zach Aston-Reese,[44. 38.],1,18:15,PIT,DET,PIT,5,DET,17,0,0,8479944,Giveaway by Zach Aston-Reese
12,giveaway,Gustav Lindstrom,[-39. -19.],1,16:29,DET,PIT,PIT,5,DET,17,0,0,8480184,Giveaway by Gustav Lindstrom
26,giveaway,Kris Letang,[-68.   1.],1,14:25,PIT,DET,PIT,5,DET,17,0,0,8471724,Giveaway by Kris Letang
38,giveaway,Marcus Pettersson,[-72.  33.],1,11:03,PIT,DET,PIT,5,DET,17,1,1,8477969,Giveaway by Marcus Pettersson
