"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Aaron Johnson","AARON.JOHNSON","12-13","BOS","D","L",1983-04-30,29,10,148.7,44.29,57.85,57.7,58.18,53.63,1.57,1.97,31.61,23.03,45.2,33.13,63.69,45.78,2.41,2.09,-0.4,8.58,12.07,17.92,0.33,4.95,91.45
"Aaron MacKenzie","AARON.MACKENZIE","08-09","COL","D","L",1981-03-07,27,5,73.17,51.44,54.29,52.49,47.7,43.09,0.88,0.83,26.67,22.45,38.2,34.57,46.67,51.18,1.33,1.75,0.05,4.21,3.62,-4.51,-0.43,3.29,96.31
"Aaron Miller","AARON.MILLER","07-08","VAN","D","R",1971-08-11,36,57,988.18,40.32,40.03,39.9,39.78,40.01,1.95,2.88,20.84,31.22,29.06,43.77,38.31,57.99,1.68,2.51,-0.93,-10.38,-14.71,-19.68,-0.84,9.34,90.77
"Aaron Ness","AARON.NESS","11-12","NYI","D","L",1990-05-18,21,9,152.43,42.09,37.16,41.54,41.72,49.88,1.54,2.12,20.09,33.99,33.56,47.23,45.55,63.64,2.39,2.4,-0.58,-13.89,-13.67,-18.09,-0.01,7.66,93.77
"Aaron Ness","AARON.NESS","13-14","NYI","D","L",1990-05-18,23,20,295.88,14.39,42.42,44.27,45.86,44.64,0.61,3.62,25.41,34.5,37.69,47.45,54.27,64.07,2.26,2.81,-3.01,-9.09,-9.76,-9.8,-0.54,2.39,89.51
"Aaron Ness","AARON.NESS","15-16","WSH","D","L",1990-05-18,25,8,99.1,76.59,55.79,51.73,56.01,48.33,3.72,1.14,27.81,22.04,39.36,36.72,62.08,48.76,2.19,2.34,2.59,5.77,2.64,13.31,-0.15,13.39,94.84
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,101.82,55.18,43.66,41.93,41.76,41.59,3.58,2.91,28.06,36.21,37.25,51.58,46.09,64.28,2.04,2.86,0.67,-8.15,-14.33,-18.2,-0.82,12.75,91.98
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,300.83,49.44,51.3,49.38,49.42,50.48,2.56,2.61,30.91,29.34,42,43.04,54.95,56.24,2.22,2.18,-0.06,1.57,-1.05,-1.29,0.04,8.27,91.09
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,287.52,54.04,53.81,53.77,56.08,54.31,1.68,1.43,27.71,23.79,41.08,35.32,62.97,49.31,2.18,1.83,0.25,3.92,5.76,13.66,0.35,6.05,94.01
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,282.88,46.6,50.36,49.3,48.95,52.21,2.78,3.18,32.81,32.34,42.16,43.36,54.77,57.12,2.45,2.25,-0.41,0.46,-1.2,-2.35,0.21,8.46,90.16
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,309.03,29.69,48.11,48.68,47.33,47.66,1.16,2.75,24.96,26.92,33.66,35.48,42.27,47.03,1.91,2.1,-1.59,-1.96,-1.82,-4.76,-0.19,4.65,89.79
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,123.73,46.94,61.36,59.98,56.9,65.18,1.97,2.23,30.9,19.46,43.22,28.84,53.08,40.2,2.62,1.4,-0.26,11.44,14.38,12.88,1.22,6.39,88.54
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,743.77,46.12,49.03,48.02,49.13,47.48,2.38,2.78,28.78,29.92,38.81,42.02,51.98,53.82,2.24,2.47,-0.4,-1.13,-3.2,-1.84,-0.24,8.26,90.72
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,975.03,47.68,44.48,46.04,47.4,44.68,2.2,2.41,25.41,31.72,36.41,42.67,49.87,55.35,2.22,2.75,-0.21,-6.31,-6.26,-5.47,-0.53,8.64,92.4
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,654.73,42.91,52.05,51.55,51.01,49.28,1.91,2.54,30.31,27.91,40.46,38.03,54.46,52.31,2.27,2.34,-0.63,2.39,2.43,2.15,-0.07,6.31,90.89
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,414.02,35.58,37.87,38.08,40.98,37.1,2,3.63,21.68,35.57,30.78,50.05,44.76,64.45,1.87,3.17,-1.62,-13.89,-19.27,-19.69,-1.3,9.24,89.8
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,327.2,34.81,45.92,46.14,46.38,43.99,2.2,4.11,25.8,30.39,37.1,43.31,53.3,61.62,2.34,2.98,-1.92,-4.59,-6.21,-8.32,-0.64,8.51,86.46
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,102.47,49.84,57.27,53.33,51.39,51.37,1.78,1.79,29.99,22.38,39.65,34.69,49.16,46.5,1.97,1.87,-0.01,7.61,4.95,2.66,0.11,5.94,91.99
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,206.28,37.68,44.59,44.97,45.34,46.03,1.42,2.35,22.06,27.41,32.21,39.42,45.5,54.85,1.59,1.86,-0.93,-5.35,-7.2,-9.35,-0.27,6.44,91.43
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,117,49.88,53.09,52.59,51.45,56.51,1.06,1.06,23.28,20.56,34.13,30.76,44.58,42.08,1.63,1.25,-0.01,2.71,3.36,2.51,0.37,4.54,94.84
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,158.13,36.89,41.62,46.15,42.73,43.51,1.12,1.91,23.08,32.38,34.09,39.79,42.88,57.47,1.83,2.38,-0.79,-9.3,-5.7,-14.58,-0.55,4.83,94.11
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,301.87,37.01,39.99,40.29,40.4,40.31,0.81,1.38,20.14,30.22,27.87,41.31,39.27,57.93,1.44,2.12,-0.57,-10.08,-13.44,-18.66,-0.69,4.04,95.42
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,504.6,50.45,46.68,47.15,48.9,55.25,3.01,2.96,25.87,29.55,36.55,40.96,49.04,51.25,2.37,1.92,0.05,-3.68,-4.41,-2.22,0.45,11.63,90
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,603.58,44.99,56.77,56.68,59.69,54.17,2.29,2.8,35.05,26.69,48.78,37.29,65.3,44.1,3.4,2.88,-0.51,8.36,11.49,21.2,0.52,6.54,89.51
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,251.83,48.33,44.36,45.03,44.04,42.35,2.21,2.36,24.14,30.28,34.04,41.56,46.25,58.78,1.95,2.65,-0.15,-6.14,-7.52,-12.52,-0.7,9.14,92.21
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.55,17.54,48.87,48.22,45.28,46.58,0.96,4.53,26.1,27.31,39.11,42,46.17,55.79,1.97,2.25,-3.57,-1.21,-2.89,-9.62,-0.29,3.7,83.39
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1325.75,50.07,47.41,47.6,48.44,45.37,2.48,2.47,26.72,29.63,37.32,41.08,49.03,52.19,2.2,2.65,0.01,-2.92,-3.76,-3.16,-0.45,9.28,91.66
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1214.9,49.68,45.25,46.29,45.84,45.16,2.32,2.35,26.62,32.21,37.38,43.37,49.08,57.98,2.25,2.74,-0.03,-5.59,-5.99,-8.9,-0.48,8.7,92.72
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,245.47,42.45,41.62,42.33,42.98,36.09,2.66,3.61,27.77,38.95,39.41,53.68,49.73,65.99,2.31,4.09,-0.95,-11.19,-14.27,-16.26,-1.78,9.6,90.73
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,1062.55,34.79,42.5,42.92,43.19,37.98,2.04,3.82,24.06,32.55,34.47,45.84,47.56,62.55,2.05,3.36,-1.78,-8.5,-11.37,-14.99,-1.3,8.47,88.26
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,665.12,53.93,51.05,51.85,53.17,52.5,3.47,2.97,35.35,33.89,46.58,43.26,61.89,54.52,3.27,2.96,0.51,1.45,3.32,7.37,0.31,9.83,91.24
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,54.97,60,53.64,47.95,46.69,51.52,3.21,2.14,24.06,20.79,35.29,38.3,46.18,52.73,2.59,2.43,1.07,3.26,-3.01,-6.55,0.15,13.34,89.71
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,938.38,26.67,36.22,35.62,34.5,31.23,1.25,3.44,18.97,33.41,24.11,43.57,30.6,58.09,1.39,3.05,-2.19,-14.43,-19.46,-27.49,-1.67,6.59,89.7
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,606.65,42.34,46,45.61,43.29,44.02,1.72,2.35,25.37,29.79,32.53,38.8,40.94,53.64,1.91,2.43,-0.62,-4.42,-6.27,-12.69,-0.52,6.79,92.12
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,114.07,61.42,51.8,52.02,51.08,47.91,3.28,2.06,33.46,31.14,44.85,41.37,58.97,56.48,2.36,2.56,1.22,2.32,3.48,2.49,-0.21,9.81,93.38
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,904.03,40.26,41.32,40.34,38.62,37.44,1.72,2.56,22.87,32.48,31.4,46.43,41.77,66.39,1.7,2.84,-0.83,-9.61,-15.03,-24.62,-1.14,7.53,92.13
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,831.22,47.98,43.93,45.04,45.24,43.57,2.3,2.49,24.46,31.21,35.81,43.7,50.01,60.54,1.94,2.51,-0.19,-6.75,-7.89,-10.53,-0.57,9.41,92.01
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,486.2,21.01,38.58,39.72,39.56,38.5,0.62,2.32,20.75,33.03,31.44,47.72,44.01,67.23,1.7,2.72,-1.7,-12.28,-16.28,-23.22,-1.02,2.97,92.98
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,144.3,19.6,50.84,53.16,48.13,52.7,0.81,3.33,24.82,24,40.96,36.09,50.7,54.64,2.39,2.15,-2.52,0.82,4.87,-3.93,0.25,3.27,86.14
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,222.9,18.96,32.32,32.83,33.69,27.53,0.81,3.45,17.57,36.8,25.47,52.1,36.66,72.17,1.31,3.45,-2.64,-19.23,-26.64,-35.51,-2.14,4.6,90.62
"Adam Clendening","ADAM.CLENDENING","14-15","CHI","D","R",1992-10-26,21,4,52.68,77.58,59.43,60.62,63.94,56.35,7.45,2.15,37.23,25.42,53.87,35,78.76,44.42,3.59,2.78,5.3,11.81,18.87,34.34,0.81,20.01,91.53
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,296.7,53.43,54.6,54.82,52.94,48.46,2.79,2.43,33.56,27.9,45.02,37.1,56.03,49.81,2.58,2.75,0.36,5.66,7.92,6.22,-0.16,8.3,91.3
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,310.9,56.52,49.16,47.78,48.27,50.48,2.54,1.95,30.18,31.22,42.03,45.95,56.83,60.91,2.52,2.47,0.59,-1.04,-3.91,-4.07,0.05,8.42,93.74
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,118.18,65.69,49.15,50.36,53.25,51.02,2.95,1.54,29.36,30.37,37.37,36.83,51.71,45.4,2.03,1.95,1.41,-1.02,0.54,6.31,0.08,10.07,94.92
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,490.1,57.01,55.45,56.96,57.71,56.16,2.78,2.1,29.64,23.82,44.68,33.75,61.01,44.71,2.85,2.23,0.68,5.83,10.92,16.3,0.63,9.39,91.18
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,79.67,39.32,44.03,43.07,41.81,34.97,3.05,4.71,30.67,38.99,40.91,54.07,52.54,73.11,2.2,4.09,-1.66,-8.31,-13.16,-20.57,-1.89,9.94,87.93
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,214.17,52.72,49.64,47.97,48.77,44.14,2.85,2.55,25.73,26.11,35.69,38.71,51.18,53.76,1.82,2.31,0.29,-0.38,-3.02,-2.58,-0.48,11.07,90.21
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,172.28,68.14,58.31,56.97,56.44,56.11,2.09,0.98,29.41,21.03,41.84,31.6,55.97,43.2,2.14,1.68,1.11,8.39,10.24,12.77,0.47,7.12,95.35
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,155.45,49.46,51.39,50.37,49.92,44.02,2.32,2.37,27.77,26.27,38.25,37.68,50.14,50.3,1.82,2.31,-0.05,1.51,0.57,-0.17,-0.49,8.34,90.99
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,169.1,7.78,37.45,37.09,38.16,32.14,0.33,3.96,21.09,35.23,29.36,49.81,39.14,63.43,1.21,2.55,-3.62,-14.14,-20.44,-24.29,-1.34,1.58,88.77
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,90.42,0,47.99,51.35,50.36,56.79,0,1.33,28.5,30.88,41.77,39.56,56.04,55.24,2.42,1.84,-1.33,-2.38,2.2,0.8,0.58,0,95.68
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,545.6,41.27,43.93,43.62,43.51,41.38,1.45,2.06,23.23,29.64,32.36,41.82,44.4,57.66,1.82,2.58,-0.61,-6.42,-9.46,-13.26,-0.76,6.22,93.06
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,721.75,54.58,51.55,51.12,49.93,48.8,2.4,2,29.16,27.4,42.52,40.67,57.96,58.12,2.36,2.47,0.4,1.76,1.86,-0.16,-0.12,8.24,92.7
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,306.98,27.55,50.6,52.96,52.18,53.02,0.98,2.56,27.49,26.84,41.08,36.48,54.22,49.69,2.21,1.96,-1.59,0.65,4.6,4.53,0.25,3.55,90.45
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,232.73,47.76,53.2,54.49,53.29,52.96,2.28,2.5,29.19,25.68,39.89,33.32,52.58,46.08,1.99,1.76,-0.21,3.51,6.57,6.49,0.22,7.83,90.27
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,685.63,62.04,49.35,49.09,49.57,51.64,3,1.84,27.81,28.53,38.81,40.24,51.52,52.41,2.17,2.03,1.17,-0.73,-1.43,-0.89,0.14,10.8,93.56
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,661.68,20.95,44.27,43.73,44.04,42.47,0.79,2.99,22.33,28.11,31.43,40.45,42.01,53.38,1.84,2.49,-2.2,-5.78,-9.01,-11.37,-0.65,3.55,89.37
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1514.07,41.16,43.08,43.05,42.82,42.22,1.91,2.73,24.16,31.93,32.41,42.88,41.42,55.32,1.9,2.6,-0.82,-7.77,-10.46,-13.89,-0.7,7.91,91.45
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,240.18,36.31,40.93,38.89,38.77,42.97,1.26,2.21,21.28,30.71,25.73,40.43,33.89,53.51,1.89,2.5,-0.95,-9.43,-14.7,-19.62,-0.62,5.92,92.81
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,825.65,28.37,37.06,36.83,34.98,35.34,1.42,3.58,21.46,36.44,29.11,49.92,37.09,68.94,1.74,3.18,-2.16,-14.98,-20.82,-31.85,-1.44,6.61,90.18
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1297.13,43.61,38.77,38.17,38.37,38.73,2.52,3.26,23.82,37.62,32.28,52.3,42.08,67.6,2.01,3.19,-0.74,-13.8,-20.01,-25.52,-1.17,10.59,91.33
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,842.48,31.39,37.17,36.62,36.21,38.2,2.03,4.44,23.23,39.27,30.8,53.31,40.1,70.64,2.12,3.42,-2.41,-16.04,-22.51,-30.54,-1.31,8.74,88.7
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1323.3,63.82,55.49,55.92,55.03,56.31,3.93,2.23,33.98,27.26,46.22,36.44,60.28,49.26,3.18,2.47,1.7,6.73,9.79,11.03,0.71,11.55,91.84
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,63.93,100,46.73,46.64,46.92,49.91,1.83,0,27.52,31.37,39.04,44.67,54.89,62.09,2.68,2.69,1.83,-3.86,-5.63,-7.21,-0.01,6.65,100
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,613.15,48.51,48.56,50.01,50.26,44.42,2.35,2.5,28.89,30.61,40.46,40.45,54.37,53.81,2.01,2.52,-0.14,-1.72,0.01,0.56,-0.51,8.14,91.85
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,730.63,55.2,48.03,50.9,50.91,52.98,3.74,3.03,30.59,33.1,44.21,42.66,59.15,57.03,2.76,2.45,0.7,-2.51,1.56,2.12,0.31,12.21,90.84
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,546.15,25.89,31.18,29.61,28.49,26.89,0.87,2.48,16.31,36.01,22.44,53.33,28.09,70.51,1.27,3.45,-1.62,-19.7,-30.9,-42.42,-2.18,5.32,93.1
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,828.65,27.3,40.17,39.18,37.74,36.92,1.11,2.95,23.05,34.33,30.16,46.81,37.88,62.5,1.74,2.97,-1.84,-11.28,-16.65,-24.62,-1.23,4.81,91.4
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,1217.65,31.06,46.31,44.37,40.89,44.18,1.38,3.06,25.09,29.09,33.53,42.05,41.99,60.69,2.1,2.66,-1.68,-4,-8.52,-18.7,-0.55,5.5,89.48
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,676.35,24.58,37.13,35.36,33.52,28.87,1.41,4.32,20.97,35.51,27.08,49.5,34.09,67.62,1.37,3.37,-2.91,-14.54,-22.42,-33.53,-2,6.71,87.84
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,63.08,0,39.69,44.92,44.46,44.87,0,1.84,19.25,29.25,31.91,39.13,43.42,54.24,1.79,2.2,-1.84,-10,-7.22,-10.81,-0.41,0,93.72
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,120.77,34.87,43.04,41.29,36.22,36.96,1.51,2.81,24.19,32.01,32.53,46.25,38.12,67.11,1.79,3.05,-1.31,-7.82,-13.72,-29,-1.26,6.22,91.22
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,205.83,41.94,34.32,33.65,29.72,32.59,1.47,2.04,17.5,33.48,23.52,46.39,26.89,63.59,1.4,2.89,-0.57,-15.98,-22.86,-36.7,-1.5,8.41,93.91
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,787.08,24.15,34.09,34.42,34.51,28.12,1.23,3.85,17.95,34.7,24.87,47.39,34.7,65.84,1.31,3.35,-2.62,-16.75,-22.52,-31.15,-2.04,6.82,88.91
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1343.85,53.04,51.31,52.15,51.46,52.89,2.93,2.6,27.51,26.1,37.72,34.6,48.98,46.2,2.49,2.22,0.34,1.41,3.11,2.77,0.27,10.66,90.05
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,769.37,44.51,54.02,56.87,57.25,54.23,2.39,2.98,27.45,23.37,40.72,30.89,56.72,42.36,2.74,2.31,-0.59,4.08,9.84,14.36,0.43,8.71,87.24
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1390.18,53.42,50.98,52.06,52.21,53.12,2.8,2.44,26.46,25.44,37.42,34.45,49.97,45.74,2.64,2.33,0.36,1.02,2.96,4.23,0.31,10.59,90.4
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1330.78,48.23,43.49,44.95,44.93,46.69,2.78,2.98,24.84,32.27,34.96,42.83,47.27,57.95,2.6,2.97,-0.2,-7.43,-7.86,-10.68,-0.37,11.17,90.77
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1586.12,53.91,46.57,46.45,45.82,48.07,2.96,2.53,24.85,28.51,34.31,39.56,43.95,51.97,2.7,2.92,0.43,-3.66,-5.25,-8.03,-0.22,11.9,91.13
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1490.12,42.53,45.92,45.94,46.61,45.83,2.52,3.41,27.37,32.22,38.1,44.84,50.25,57.55,2.75,3.25,-0.89,-4.86,-6.73,-7.3,-0.5,9.22,89.42
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,1002.42,68.59,54.04,54.28,54.06,57.79,3.77,1.73,33.26,28.28,47.66,40.15,63.27,53.78,3.7,2.7,2.05,4.98,7.52,9.5,1,11.35,93.89
