"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,296.2,4.7,65.85,5,51,114,73,15,113,247,0,2
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,150.93,3.68,53.9,3,22,84,60,5,32,134,0,1
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,177.88,2.65,45.08,4,16,104,115,8,32,142,0,2
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,132.95,2.83,46.89,0,13,91,72,3,19,123,0,0
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,149.33,3.25,46.63,3,61,86,65,8,69,126,1,1
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,187.87,2.54,33.41,6,21,197,142,7,29,234,0,0
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,227.73,2.78,45.96,8,34,199,152,9,45,250,0,0
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,161.5,2.83,50.05,1,26,149,76,5,33,196,1,0
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,236.03,2.95,44.73,6,30,189,160,12,43,219,0,5
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.87,1.82,33.38,4,14,76,119,5,22,104,0,0
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,72.88,1.74,33.29,4,16,45,72,5,21,50,0,0
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,166.42,2.16,38.56,6,23,100,155,8,33,125,0,1
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,138.72,1.87,32.54,4,18,108,94,6,24,145,0,1
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,78,207.98,2.67,47.55,4,22,173,111,7,32,242,0,0
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,183.95,2.24,42.92,3,18,152,103,8,39,202,0,4
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,57.18,1.04,19.77,2,6,22,80,4,8,25,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,69.62,3.03,45.62,2,13,71,31,4,16,87,0,3
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.73,1.12,19.49,3,7,80,100,4,10,96,0,3
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,202.3,3.21,58.77,2,16,133,50,3,29,212,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,80,271.03,3.39,60.31,7,34,172,88,16,52,291,0,2
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,124,1.61,33.77,6,16,68,93,9,21,88,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,150.13,2.46,47.73,3,19,100,92,8,32,138,0,2
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,162.15,2,40.77,2,21,113,85,8,42,165,1,1
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,47,78.42,1.67,35.86,0,5,55,43,2,8,83,0,0
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,50.32,0.63,9.86,7,12,17,61,9,18,19,0,0
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,154.17,2.11,36.6,3,25,120,101,6,30,158,0,1
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,179.33,2.24,41.79,8,28,166,101,9,40,215,0,0
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,91.13,2.03,36.91,3,10,63,77,4,19,82,1,1
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,175.83,2.34,45.09,1,38,156,100,2,50,199,0,0
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,107.42,2.24,54.38,2,12,93,53,4,20,128,0,1
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,95.78,1.43,27.82,0,15,43,78,3,25,64,0,1
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,74.6,1.08,19.95,1,13,15,84,4,18,30,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,54.38,1.88,33.71,2,6,30,42,5,15,41,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,118.5,1.94,38.59,5,17,77,60,17,24,105,0,2
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,154.63,2.53,44.9,2,23,101,55,13,38,158,0,1
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,182.83,2.37,43.49,5,9,100,104,13,21,147,0,3
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,77.6,2.16,40.43,1,10,46,41,3,19,69,0,1
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,80.3,2.23,40.24,1,5,41,69,3,16,54,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,52.28,0.89,13.23,2,5,25,48,2,11,33,1,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,64.98,1.18,18.37,0,7,13,95,3,11,20,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,59.7,1,17.26,1,6,23,59,4,11,34,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,132.32,2.41,38.32,2,14,67,85,8,30,106,0,1
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,176.37,2.29,49.07,1,15,114,93,4,31,195,0,3
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,123,1.6,38.9,0,11,75,96,2,15,104,0,2
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,103.88,2.81,56.07,2,15,67,28,8,24,106,0,4
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,128,1.71,22.14,9,17,53,119,12,37,74,0,2
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,231.95,2.9,41.97,4,27,169,129,12,44,234,1,5
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,219.58,2.68,43.01,3,21,128,166,11,28,169,0,3
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,221.97,2.96,51.96,4,22,153,98,8,37,236,0,1
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,2.09,40.44,1,13,78,93,9,31,100,1,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,1.55,30.08,0,7,29,36,2,13,38,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.54,4,2,34,84,6,4,35,0,3
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,33.54,2,10,48,72,4,19,57,0,3
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,2.27,39.98,3,17,100,152,16,31,127,0,6
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,2.21,42.49,2,8,94,156,12,18,114,0,2
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,2.35,44.54,3,11,87,143,7,23,124,0,2
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,1.87,41.73,2,7,56,92,3,13,72,0,1
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,1.8,40.91,2,9,39,39,5,13,63,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,1.77,31.8,4,9,64,111,6,17,92,1,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,1.26,24.38,5,10,41,82,7,10,51,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,1.87,38.03,1,14,118,102,6,20,158,0,2
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,2.1,45.72,4,28,150,94,7,39,191,0,3
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,25.62,2,7,34,87,5,14,43,0,4
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,1.09,20.7,0,4,30,59,0,10,40,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,1.77,32.09,0,6,37,60,3,10,53,0,1
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,1.16,21.76,4,16,34,115,6,24,39,0,1
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,1.81,31.11,5,12,35,144,10,28,51,0,2
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,32.18,1,8,19,72,2,12,28,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,2.03,35.72,3,26,125,108,6,32,151,0,2
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,2.95,41.49,6,87,119,141,8,108,160,0,1
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,2.93,41.4,4,39,137,169,5,58,182,0,1
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,2.36,37.04,5,28,122,160,7,37,155,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,2.23,35.25,11,22,82,142,13,35,113,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,1.88,32.56,5,17,82,148,8,25,101,0,2
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,1.99,34.53,2,4,85,56,4,6,109,0,1
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,1.83,31.46,3,5,56,85,5,9,73,0,2
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,22.82,1,12,71,60,3,16,86,0,2
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,1.74,34.39,4,23,90,91,5,33,112,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,1.54,34.49,4,5,63,64,8,8,82,0,1
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.32,6,6,8,83,8,13,10,0,1
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,15.89,9,5,11,100,10,7,12,0,1
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,30.63,6,23,75,92,9,30,95,0,7
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,15.99,3,10,15,113,5,13,21,0,2
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,29.78,1,15,82,64,5,21,102,0,2
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,127.8,1.7,24.39,2,22,54,115,9,34,72,1,1
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,128.1,1.64,23.44,1,10,58,133,8,16,81,0,1
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,164.33,2.16,34.1,2,20,95,106,9,33,141,0,1
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,110.42,2.17,36.14,4,13,69,85,10,25,88,0,1
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,184.3,2.28,38.8,4,23,115,113,8,42,157,0,4
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,88.03,1.96,33.97,1,8,49,65,3,15,67,0,1
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,137.02,2.17,36.99,3,15,59,121,12,24,81,0,2
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,190.23,2.64,46.85,1,29,140,101,7,43,201,0,3
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,132.75,2.6,48.91,0,22,99,59,6,27,155,0,3
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,172.97,2.54,57.76,6,22,120,43,15,30,186,0,3
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,184.47,2.67,50.62,1,19,113,69,6,32,182,1,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,147.05,2.67,53.66,3,8,87,39,6,18,154,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,180.48,3.06,58.46,2,16,100,28,4,25,208,0,1
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,185.5,2.41,32.91,3,32,74,191,4,45,93,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.47,1.36,22.49,2,24,15,166,2,34,17,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,102.62,1.51,21.95,1,13,46,109,6,23,64,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70.58,1.2,17.31,2,11,25,71,4,20,33,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,90.32,1.31,21.66,5,11,44,103,9,16,55,0,2
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.75,1.42,23.78,3,8,39,58,9,15,45,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,200.18,2.5,49.52,3,24,132,100,13,41,207,0,2
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,235.2,2.9,56.18,5,32,149,116,13,54,253,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,190.08,2.41,47,2,25,103,119,9,41,154,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,201.48,2.55,48,1,24,124,121,9,36,168,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,148.23,1.95,43.45,0,16,76,123,9,26,114,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,118.75,1.58,33.34,0,7,49,104,2,15,74,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,160.03,2.32,50,2,19,71,96,6,25,110,0,1
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,101.5,1.45,32.53,4,12,80,66,4,14,94,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.35,2,6,36,57,3,11,43,0,2
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,114.92,1.42,27.13,3,14,70,86,5,19,92,0,1
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,136.57,1.67,31.91,2,28,85,112,2,35,103,0,1
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,157.05,1.92,34.44,4,32,83,141,6,41,94,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,149.4,2.2,40.01,4,22,69,149,5,30,90,0,1
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,112.13,1.37,20.64,6,27,62,82,7,38,74,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,116.63,1.5,21.58,2,8,63,108,6,22,83,1,2
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,12.67,7,8,22,100,8,15,31,0,1
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,112.47,1.73,32.83,4,10,74,69,9,17,95,1,2
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,62.85,1.31,25.99,1,4,26,52,3,8,48,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.07,2.8,45.05,0,11,26,36,0,18,39,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72.3,1.64,25.05,1,8,24,71,6,12,37,0,1
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,156.47,2.01,36.47,2,27,92,120,5,41,129,0,1
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,255.47,3.23,54.37,2,40,187,136,10,67,288,0,2
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,137.22,3.05,55.89,4,20,103,75,10,29,153,1,4
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,269.62,3.37,55.7,5,45,190,130,16,66,291,0,6
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,244.22,3.17,57.47,2,34,160,123,11,48,280,0,7
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,225.12,3.13,58.3,3,30,162,99,10,44,263,0,3
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,236.6,2.96,55.04,6,28,163,121,11,44,260,0,3
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,178.33,2.32,51.21,2,21,99,112,6,36,186,0,2
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,145.02,2.1,46.6,0,12,95,104,2,20,119,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,122.45,1.83,37.55,2,8,78,98,6,13,94,0,1
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,19.92,4,17,23,110,7,23,28,0,2
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,15.84,3,5,8,102,5,12,10,0,1
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,14.94,3,4,2,102,6,10,6,0,3
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,222.08,2.92,40.44,11,58,127,143,15,77,153,0,3
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,116.08,1.93,28.13,4,23,72,118,5,38,95,0,1
"Alex Steen","ALEX.STEEN","08-09","TOR","C","L",1984-03-01,24,19,53.37,2.81,45.78,0,8,47,25,1,14,63,0,0
"Alex Steen","ALEX.STEEN","09-10","STL","C","L",1984-03-01,25,68,74.57,1.1,15.79,3,11,44,67,7,20,61,0,1
"Alex Steen","ALEX.STEEN","10-11","STL","C","L",1984-03-01,26,71,68.38,0.96,16.67,4,12,28,82,6,18,38,0,0
"Alex Steen","ALEX.STEEN","11-12","STL","C","L",1984-03-01,27,40,72.33,1.81,30.28,1,11,57,73,3,12,67,0,1
"Alex Steen","ALEX.STEEN","12-13","STL","C","L",1984-03-01,28,38,62.33,1.64,31.02,8,13,41,70,10,19,50,0,5
"Alex Steen","ALEX.STEEN","13-14","STL","C/L","L",1984-03-01,29,68,128.47,1.89,32,4,24,154,91,8,31,180,0,1
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,70,123.3,1.76,31.65,6,28,140,108,9,32,184,0,3
"Alex Steen","ALEX.STEEN","15-16","STL","L","L",1984-03-01,31,66,118,1.79,31.8,7,18,127,95,8,21,167,0,1
"Alex Steen","ALEX.STEEN","16-17","STL","L","L",1984-03-01,32,76,139.7,1.84,34.4,3,29,145,92,7,32,193,0,2
"Alex Steen","ALEX.STEEN","17-18","STL","L","L",1984-03-01,33,75,89.83,1.2,27.49,3,15,103,64,5,17,127,0,0
"Alex Steen","ALEX.STEEN","18-19","STL","L","L",1984-03-01,34,64,125.83,1.97,42.77,1,22,108,65,1,29,142,0,0
"Alex Steen","ALEX.STEEN","19-20","STL","L","L",1984-03-01,35,53,125.75,2.37,48.2,5,13,105,66,7,18,139,0,1
"Alex Tanguay","ALEX.TANGUAY","07-08","CGY","L","L",1979-11-21,27,77,127.27,1.65,22.03,6,31,61,135,8,55,81,0,1
"Alex Tanguay","ALEX.TANGUAY","10-11","CGY","L","L",1979-11-21,30,78,100.72,1.29,22.24,1,18,71,101,4,27,84,0,0
"Alex Tanguay","ALEX.TANGUAY","11-12","CGY","L","L",1979-11-21,31,62,86.07,1.39,25.31,2,10,51,92,5,21,68,0,2
"Alex Tanguay","ALEX.TANGUAY","12-13","CGY","L","L",1979-11-21,32,38,50.6,1.33,25.56,2,13,33,59,2,15,39,0,0
"Alex Tanguay","ALEX.TANGUAY","14-15","COL","L","L",1979-11-21,34,77,112.9,1.47,27.99,6,20,70,102,9,25,91,0,3
"Alex Wennberg","ALEX.WENNBERG","14-15","CBJ","C","L",1994-09-22,19,68,122.43,1.8,29.93,7,17,80,106,9,26,102,0,1
"Alex Wennberg","ALEX.WENNBERG","17-18","CBJ","C","L",1994-09-22,22,63,66.63,1.06,24.36,8,9,27,77,9,14,29,0,1
"Alex Wennberg","ALEX.WENNBERG","18-19","CBJ","C","L",1994-09-22,23,73,95.8,1.31,31.44,9,22,31,125,12,26,36,0,4
"Alex Wennberg","ALEX.WENNBERG","19-20","CBJ","C","L",1994-09-22,24,53,81.93,1.55,32.9,3,17,40,93,4,20,51,0,0
"Alexei Emelin","ALEXEI.EMELIN","11-12","MTL","D","L",1986-04-25,25,66,87.43,1.32,21.45,1,5,29,104,5,15,33,0,1
"Alexei Emelin","ALEXEI.EMELIN","12-13","MTL","D","L",1986-04-25,26,37,81.75,2.21,39.82,3,10,28,67,6,17,37,0,0
"Alexei Emelin","ALEXEI.EMELIN","13-14","MTL","D","L",1986-04-25,27,59,100.6,1.71,28.79,3,7,45,88,5,15,67,0,0
"Alexei Emelin","ALEXEI.EMELIN","14-15","MTL","D","L",1986-04-25,28,66,159.18,2.41,44.83,5,14,98,80,7,28,154,0,1
"Alexei Emelin","ALEXEI.EMELIN","15-16","MTL","D","L",1986-04-25,29,71,149.88,2.11,43.4,0,19,101,71,6,25,144,0,1
"Alexei Emelin","ALEXEI.EMELIN","16-17","MTL","D","L",1986-04-25,30,74,192.25,2.6,51.94,3,18,135,70,9,30,211,0,2
"Alexei Emelin","ALEXEI.EMELIN","17-18","NSH","D","L",1986-04-25,31,76,123.13,1.62,27.91,5,13,60,91,8,26,68,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","08-09","TOR","L","L",1980-04-09,28,80,69.02,0.86,14.53,5,9,28,79,6,20,33,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","10-11","L.A","L","L",1980-04-09,30,59,59.08,1,16.81,1,9,1,96,3,12,1,0,1
"Alexei Zhitnik","ALEXEI.ZHITNIK","07-08","ATL","D","L",1972-10-10,34,65,82.28,1.27,19.07,1,15,33,55,3,31,55,0,2
