"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,846.1,0,0.07,0,0.07,3.12,4.75,6.95,0.15,0,0,3.07,3.69,1.21,0.85,5.46,7.38,1.13,0.14,0.07,0.07,-0.99,0,0,0
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,598.7,0.3,0.1,0.3,0.7,3.51,6.11,9.52,0.15,8.57,4.92,2.44,5.61,1.2,0.4,6.31,7.82,1,0.6,0.2,0.1,-0.5,0,0,0
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,366.13,0,0.49,0.16,0.66,2.13,3.11,6.23,0.07,0,0,2.16,4.42,1.15,0.33,6.88,7.05,1.47,0.66,0,0,-0.82,0,0,0
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,299.92,0,0.2,0,0.2,3,4.4,7.2,0.1,0,0,2.32,6.8,2.4,0.4,3.8,8.2,0.4,0,0.2,0.2,-0.4,0,0,0
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,0.62,0.62,0,1.23,3.7,4.32,6.78,0.25,16.67,14.29,5.71,1.85,0,0,21.59,11.1,1.85,0.62,1.23,1.23,-1.23,0,0,0
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,0.3,0,0,0.3,5.03,6.8,10.35,0.4,5.88,4.35,5.87,2.37,0.89,0.3,18.04,11.24,1.18,0.89,1.48,1.48,-0.3,1.18,0,1.18
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.73,0.52,0,0,0.52,5.23,7.32,10.46,0.38,10,7.14,5.14,1.57,1.05,0.52,21.96,12.03,2.09,1.05,2.09,2.09,-1.05,0,1.05,-1.05
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,0,0.38,0,0.38,3.84,6.52,8.06,0.41,0,0,6.35,2.69,1.15,1.15,14.58,13.43,0.38,0.38,0.38,0.38,0,0.38,0.38,0
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,0.4,0,0,0.4,3.61,5.41,7.81,0.4,11.11,7.41,7.48,2,0.2,1.2,15.43,11.02,1.2,0.4,1,1,-0.8,0.8,1.6,-0.8
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.58,0.99,0.71,0.14,1.85,5.96,7.81,9.8,0.59,16.67,12.73,7.58,0.71,1.14,1.14,12.92,8.8,2.98,1.85,2.13,1.99,-1.28,0.28,1.42,-1.14
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.88,0.59,0.7,0.23,1.52,5.86,8.44,9.85,0.68,10,6.94,8.01,0.82,1.17,0.59,12.66,8.56,2.34,1.88,1.05,0.94,-0.59,0.47,0.7,-0.23
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,0.48,0.96,0,1.44,5.06,6.5,8.67,0.38,9.52,7.41,5.89,2.65,0,0.48,13.49,10.84,2.17,1.44,3.13,3.13,-0.72,0.72,0.72,0
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,0,0,0,0,7.24,8.14,9.05,0.52,0,0,6.44,0.9,0,0.9,10.86,14.48,3.62,2.71,3.62,3.62,-0.9,1.81,0.9,0.9
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1051.48,0.29,0.11,0.17,0.57,2.91,4.62,6.56,0.09,9.8,6.17,1.86,4.62,1.03,0.29,7.08,4.28,1.14,0.57,0,0,-0.57,0,0,0
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1034.47,0.12,0.12,0.17,0.41,2.73,4.41,6.67,0.1,4.26,2.63,2.16,5.68,0.99,0.29,7.6,4.87,0.99,0.17,0,0,-0.81,0,0,0
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,216.15,0,0,0.28,0.28,2.5,3.89,6.94,0.13,0,0,3.43,5.55,0.56,0.56,9.72,3.89,0.56,0,0,0,-0.56,0,0,0
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,903.12,0.07,0.07,0.47,0.6,1.79,2.79,5.45,0.06,3.7,2.38,1.98,6.05,1.26,0.66,7.77,5.38,1.33,0.6,0,0,-0.73,0,0,0
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,563.95,0.43,0.43,0.32,1.17,3.83,5.43,8.62,0.21,11.11,7.84,3.78,4.36,2.77,1.06,3.3,6.17,0.32,0.96,0,0,0.64,0,0,0
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,0,2.33,1.16,3.49,2.33,4.65,5.81,0.43,0,0,9.25,1.16,1.16,2.33,0,6.98,0,1.16,0,0,1.16,4.65,5.81,-1.16
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,682.63,0.26,0.26,0.09,0.62,5.45,6.24,7.03,0.45,4.84,4.23,7.27,2.11,0.53,0.62,7.47,6.94,1.85,2.11,1.32,1.32,0.26,6.68,8.09,-1.41
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,476.43,0.76,0.25,0.13,1.13,9.7,11.08,12.22,0.88,7.79,6.82,7.97,1.89,0.13,0.88,5.54,9.19,2.14,2.14,0.63,0.63,0,4.53,6.55,-2.01
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,0.54,1.07,0.54,2.14,4.82,8.57,10.17,0.46,11.11,6.25,5.31,4.82,1.07,1.07,4.82,6.42,1.07,2.14,1.07,1.07,1.07,3.21,6.96,-3.75
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,754.28,0.56,0.24,0.24,1.03,6.52,8.83,10.34,0.58,8.54,6.31,6.62,3.74,1.03,0.95,6.05,8.19,1.35,1.35,0.24,0.16,-0.08,14.72,11.93,2.78
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,693.18,0.43,0.52,0.43,1.38,6.49,8.92,10.91,0.54,6.67,4.85,6.01,1.3,0.87,1.04,5.89,6.75,1.04,1.21,0,0,0.17,14.02,10.47,3.55
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,422.57,0,0.14,0.14,0.28,5.25,7.81,10.08,0.45,0,0,5.78,3.55,1.42,0.43,9.09,6.67,0.99,2.27,0.14,0.14,1.28,13.91,13.49,0.43
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,125.27,0,0,0,0,4.31,7.66,8.62,0.5,0,0,6.56,3.83,0.48,0.96,11.02,8.14,1.44,0,0,0,-1.44,15.81,16.28,-0.48
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.88,0.31,0.63,0,0.94,6.29,8.17,10.37,0.3,5,3.85,3.62,3.77,0.63,1.26,3.46,7.86,2.2,2.2,0.31,0.31,0,13.83,12.89,0.94
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,262.68,0,0,0.23,0.23,3.2,5.25,7.77,0.11,0,0,2.17,3.88,2.74,0.46,1.83,7.31,0.69,0,0,0,-0.69,0,0,0
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,286.9,0.21,0.21,0.84,1.25,6.27,8.99,11.5,0.26,3.33,2.33,2.93,5.65,2.93,0.42,3.14,7.95,1.05,0.42,0,0,-0.63,0,0,0
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,112.28,0,0,0.53,0.53,5.88,6.95,10.69,0.11,0,0,1.54,1.6,1.07,1.6,2.14,8.55,2.14,1.07,0,0,-1.07,0,0,0
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,0.14,0.27,0.82,1.23,4.66,6.85,10.41,0.12,2.94,2,1.68,3.56,2.47,0.82,2.74,8.77,0.82,0.55,0.14,0.14,-0.27,0,0,0
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,0,0,1.57,1.57,3.14,6.29,8.65,0.09,0,0,1.38,4.72,2.36,0,1.57,3.93,0.79,0,0,0,-0.79,0,0,0
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,0.87,0.87,0.29,2.03,6.68,10.17,12.78,0.58,13.04,8.57,5.69,2.03,0.29,2.03,8.43,5.81,0.87,0.58,0,0,-0.29,13.36,20.05,-6.68
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,0.7,0.7,0.7,2.11,7.37,10.18,13.69,0.55,9.52,6.9,5.41,2.46,0.35,2.11,7.72,10.18,0.7,0.7,0,0,0,2.11,6.67,-4.56
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,0,0.4,0.4,0.8,6.36,9.15,11.14,0.46,0,0,5.04,3.18,0,1.19,13.13,10.34,0,0.8,0,0,0.8,3.98,6.76,-2.78
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,0,0.38,0,0.38,6.09,9.13,10.27,0.36,0,0,3.96,2.28,1.14,1.52,15.98,7.99,0.38,0.38,0,0,0,7.23,13.69,-6.47
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,0,0,0,0,8.58,10.72,12.15,1.05,0,0,9.8,2.14,0.71,2.14,21.44,7.15,1.43,0,0,0,-1.43,2.86,6.43,-3.57
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,0.59,0.48,0.12,1.19,6.41,8.91,11.76,0.48,9.26,6.67,5.36,2.49,1.31,2.38,10.93,5.94,0.71,0.83,0,0,0.12,16.75,24.47,-7.72
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,0.8,0.27,0.27,1.33,7,10.36,13.99,0.59,11.39,7.69,5.65,3.19,1.33,1.68,7.97,4.43,0.44,1.15,0,0,0.71,11.33,13.28,-1.95
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,0.65,0,0,0.65,7.75,11.41,12.91,0.62,8.33,5.66,5.43,2.8,1.08,0.43,14.85,4.73,0.65,0.86,0.22,0.22,0.22,0,0.22,-0.22
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,0.78,0,0.26,1.04,7.57,10.96,12.79,0.66,10.34,7.14,6.05,1.83,1.04,1.04,9.66,5.22,0.52,0.78,0.26,0.26,0.26,1.31,0.78,0.52
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,0.48,0.48,0.67,1.62,5.7,8.84,11.69,0.54,8.33,5.38,6.05,2.28,0.76,1.43,14.92,5.04,0.86,0.67,0.19,0.19,-0.19,0.67,0.76,-0.1
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,0.2,0.3,0,0.5,5.8,7.5,10,0.48,3.45,2.67,6.41,2.5,2.7,0.5,13.91,2.9,0.8,0.5,0,0,-0.3,1.9,1.1,0.8
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,0,0.1,0.26,0.36,2.43,3.77,5.01,0.08,0,0,2.04,4.08,0.26,0.67,2.99,2.84,1.14,0.52,0.05,0.05,-0.62,0,0,0
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,0,0,0.3,0.3,2.71,3.01,6.32,0.14,0,0,4.6,5.12,2.11,0.9,3.91,2.11,1.81,0.6,0,0,-1.2,0,0,0
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,0.09,0.09,0.45,0.63,1.54,2.36,3.63,0.08,5.88,3.85,3.23,4.53,2.18,1.18,3.81,3.72,1.18,0.09,0,0.09,-1,0,0,0
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,0,0.11,0.16,0.27,1.37,2.52,4.17,0.06,0,0,2.28,4.39,1.04,0.38,4.88,3.13,1.1,0.55,0,0.05,-0.49,0,0,0
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,0,0.17,0.43,0.6,1.9,2.42,3.45,0.08,0,0,3.43,4.49,1.12,0.35,3.71,2.67,0.78,0.69,0.09,0.09,-0.09,0,0,0
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,0.31,0.63,0.31,1.25,5.11,7.15,10.02,0.3,6.12,4.38,4.2,4.38,2.66,2.71,1.72,4.64,0.52,0.31,0,0,-0.21,0,0,0
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,0,0,0,0,9.02,14.03,20.04,0.66,0,0,4.71,3.01,4.01,1,2,6.01,0,0,0,0,0,6.01,9.02,-3.01
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,0.56,0.34,0.22,1.12,5.17,7.53,10.34,0.48,10.87,7.46,6.37,1.69,0.67,1.12,5.39,5.62,1.01,1.57,0,0,0.56,15.39,23.14,-7.75
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,0.67,0.57,0.57,1.81,5.61,8.75,11.51,0.61,11.86,7.61,6.96,1.71,1.24,2,2.76,4.09,1.05,0.86,0.1,0.1,-0.19,15.12,21.11,-5.99
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,0.31,0.16,0.31,0.79,5.51,7.72,8.5,0.4,5.71,4.08,5.2,2.68,0.16,0.79,6.61,4.25,0.79,1.26,0.31,0.31,0.47,13.38,13.7,-0.31
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,0.38,0.29,0.1,0.77,7.67,10.07,12.46,0.6,5,3.81,6.01,1.82,0.48,1.44,7.67,6.23,0.29,1.44,0.29,0.29,1.15,11.02,8.63,2.4
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,0.44,0.38,0.13,0.94,9.81,12.89,14.59,0.85,4.49,3.41,6.57,2.52,0.75,0.75,9.31,6.86,0.5,1.13,0.13,0.13,0.63,16.61,11.57,5.03
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,0.24,0.48,0.12,0.84,6.93,8.96,9.79,0.52,3.45,2.67,5.79,1.79,0.48,0.96,10.39,4.66,0.48,0.72,0.12,0.12,0.24,22.09,13.85,8.24
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,0,0,0,0,3.18,6.36,9.55,0.33,0,0,5.17,4.24,1.06,1.06,20.15,2.12,0,0,0,0,0,1.06,5.3,-4.24
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,0,0,0,0,7.81,11.71,12.36,0.62,0,0,5.28,3.9,1.3,1.95,7.16,6.51,0,0.65,0,0,0.65,14.96,10.41,4.55
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,0,0.75,0.37,1.12,5.61,6.73,7.1,0.31,0,0,4.61,2.24,1.12,2.24,10.47,5.98,0.75,1.5,0.37,0.37,0.75,26.16,19.06,7.1
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,0.22,0.22,0.22,0.67,5.45,7.23,9.23,0.41,4.08,3.08,5.69,2.67,0.56,1.22,8.01,6.56,0.89,0.44,0.11,0.11,-0.44,22.35,13.01,9.34
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,0.67,0.67,0.67,2,5.66,6.94,8.11,0.61,11.76,9.6,8.81,2.22,1.11,2.05,4.5,2.89,0,0.67,0.06,0.06,0.67,22.33,24.16,-1.83
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,0.53,0.32,0,0.85,5.73,8.38,10.18,0.69,9.26,6.33,8.19,1.17,0.74,1.8,2.76,3.29,0.74,0.74,0,0,0,27.46,26.4,1.06
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,0.87,0.29,0.35,1.51,5.47,7.39,9.37,0.67,15.96,11.81,9.11,2.27,1.28,2.15,3.84,3.78,0.41,0.87,0,0,0.47,16.59,21.42,-4.83
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,0.58,0.41,0.35,1.34,6.23,7.69,10.71,0.6,9.35,7.58,7.78,2.1,0.87,1.57,3.2,4.13,0.58,0.47,0,0,-0.12,11.12,9.67,1.46
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,1.02,0.16,0.54,1.73,5.88,7.39,9.22,0.64,17.43,13.87,8.67,2.05,1.08,1.46,2.91,3.61,0.38,0.59,0.05,0.05,0.22,24.49,30.64,-6.15
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,0.62,0.5,0.34,1.46,5.82,8.18,10.53,0.68,10.58,7.53,8.29,2.74,1.06,1.85,4.37,4.37,0.67,0.78,0,0,0.11,24.48,26.88,-2.41
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,0.93,0.47,0.31,1.71,4.97,7.46,9.71,0.62,18.75,12.5,8.35,3.11,1.55,1.55,3.26,3.57,0.31,0.47,0,0,0.16,21.98,24.78,-2.8
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,0.41,0.61,0.2,1.22,7.52,9.35,11.99,0.85,5.41,4.35,9.07,1.83,0.61,2.24,3.05,4.67,0.61,0.61,0,0,0,20.12,20.12,0
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1035.15,0.58,0.58,0.35,1.51,4.93,7.65,8.98,0.61,11.76,7.58,7.95,3.54,1.22,1.74,4,3.71,0.52,0.64,0,0,0.12,25.04,22.32,2.72
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,947.27,1.08,0.57,0.25,1.9,7.79,11.59,13.55,0.85,13.82,9.29,7.37,1.77,1.71,1.27,4.24,2.22,0.51,0.63,0,0,0.13,25.27,22.04,3.23
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1194.55,0.1,0.25,0.2,0.55,2.96,3.97,6.23,0.09,3.39,2.53,2.29,3.16,1.81,0.55,4.37,5.17,0.45,0.2,0,0,-0.25,0,0,0
