"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,49,65.12,1.33,40.3,19.1,22.47,16.85,41.57,38.1,32.14,29.76,2,2,50
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,45,57.47,1.28,43.85,26.39,18.06,12.5,43.06,45.9,27.87,26.23,1,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,51,65.28,1.28,45.97,16.25,21.25,18.75,43.75,30.99,33.8,35.21,2,3,60
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,55,73.63,1.34,47.68,13.33,35.56,14.44,36.67,31.07,41.75,27.18,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,54,60.37,1.12,48.4,18.07,25.3,32.53,24.1,35.05,25.77,39.18,2,2,50
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,57,62.45,1.1,35.47,20.27,29.73,20.27,29.73,26.76,42.25,30.99,2,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,56,56.93,1.02,33.77,25,22.06,14.71,38.24,42.25,28.17,29.58,1,0,0
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,55,54.63,0.99,42.11,14.93,35.82,11.94,37.31,27.12,54.24,18.64,0,1,100
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,58,56.77,0.98,38.51,25,25,6.58,43.42,43.84,36.99,19.18,0,3,100
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,58,51.98,0.9,30.43,19.23,15.38,11.54,53.85,46.81,29.79,23.4,1,2,66.67
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,58,72.4,1.25,40.42,21.43,46.43,7.14,25,34.48,48.28,17.24,2,4,66.67
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,57,87.2,1.53,46.83,13.22,27.27,16.53,42.98,36.75,35.04,28.21,3,3,50
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,55,84.55,1.54,49.99,11.93,29.36,17.43,41.28,31.13,40.57,28.3,1,4,80
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,52,77.9,1.5,48.87,19.61,28.43,20.59,31.37,31.31,39.39,29.29,1,2,66.67
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,47,51.45,1.09,34.74,18.29,37.8,17.07,26.83,26.32,44.74,28.95,2,1,33.33
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,57,71.93,1.26,40.86,17.02,28.72,15.96,38.3,28.26,41.3,30.43,3,3,50
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,56,73.2,1.31,43.04,24.21,30.53,11.58,33.68,35.19,35.19,29.63,2,0,0
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,49,69.92,1.43,47.95,15.05,26.88,8.6,49.46,31.65,48.1,20.25,1,0,0
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,56,79.83,1.43,47.73,17.35,29.59,17.35,35.71,31.63,39.8,28.57,5,1,16.67
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,57,61.13,1.07,40.91,18.75,23.75,13.75,43.75,40,35.71,24.29,1,1,50
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,57,70.38,1.23,41.21,11.43,25.71,17.14,45.71,28.92,38.55,32.53,1,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,52,52.88,1.02,40.41,14.47,21.05,9.21,55.26,37.1,33.87,29.03,1,2,66.67
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,1.05,38.22,10.26,16.67,20.51,52.56,32.79,31.15,36.07,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,1.09,41.6,10.71,20.24,11.9,57.14,34.38,32.81,32.81,3,1,25
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,1.26,41.9,3.49,20.93,31.4,44.19,16.67,34.72,48.61,2,3,60
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,1.02,42.71,20.99,24.69,16.05,38.27,37.33,36,26.67,2,1,33.33
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,1.46,41.52,2.6,38.96,11.69,46.75,15.38,70.77,13.85,0,1,100
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,0.94,36.3,18.75,28.12,18.75,34.38,31.58,42.11,26.32,2,0,0
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,1.04,34.29,7.59,40.51,18.99,32.91,21.79,48.72,29.49,2,3,60
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,1.06,36.4,13.75,40,12.5,33.75,22.37,55.26,22.37,1,2,66.67
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,1.32,46.07,13.24,26.47,16.18,44.12,27.87,42.62,29.51,0,1,100
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,1.26,49.74,10.26,34.62,25.64,29.49,24.1,34.94,40.96,8,0,0
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,1.36,44.42,9.38,20.31,26.56,43.75,27.69,29.23,43.08,1,1,50
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,1.2,42.34,22.73,14.77,10.23,52.27,49.15,25.42,25.42,1,1,50
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,1.24,47.55,6.98,24.42,17.44,51.16,20.59,39.71,39.71,4,2,33.33
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,1.34,45.5,9.46,31.08,24.32,35.14,25,42.19,32.81,0,1,100
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,0.93,33.36,25.64,16.67,14.1,43.59,43.55,25.81,30.65,1,2,66.67
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,1.39,39.29,18.84,24.64,21.74,34.78,28.12,31.25,40.62,2,1,33.33
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,1.03,37.55,22.09,29.07,19.77,29.07,31.65,37.97,30.38,0,1,100
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,1.14,36.28,15.69,28.43,15.69,40.2,30.38,44.3,25.32,1,1,50
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,0.99,35.15,19.51,10.98,19.51,50,42.19,20.31,37.5,2,1,33.33
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,1.13,42.35,12.5,27.78,18.06,41.67,31.08,33.78,35.14,0,1,100
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,1.08,38.91,13.85,29.23,9.23,47.69,33.33,46.67,20,0,0,0
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,1.11,38.12,23.76,19.8,20.79,35.64,39.08,27.59,33.33,0,2,100
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,1.24,36.75,19.35,25.81,13.98,40.86,34.88,37.21,27.91,1,2,66.67
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,1.14,35.92,9.52,23.81,22.62,44.05,22.95,39.34,37.7,0,2,100
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,1.11,41.81,15.12,32.56,13.95,38.37,28.75,41.25,30,2,0,0
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,1.19,44.36,9.3,31.4,15.12,44.19,26.03,45.21,28.77,0,2,100
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,1.36,49.61,10.74,21.49,30.58,37.19,26.79,29.46,43.75,2,1,33.33
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,1.25,45.45,9.3,23.26,18.6,48.84,22.37,36.84,40.79,2,2,50
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,1.03,31.71,8.33,21.88,28.12,41.67,20,41.43,38.57,0,1,100
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,1.1,41.99,18.75,23.75,17.5,40,33.33,33.33,33.33,2,2,50
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,1.03,33.61,32.56,13.95,6.98,46.51,56.06,27.27,16.67,0,0,0
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,0.99,33.58,15.19,12.66,18.99,53.16,30.16,28.57,41.27,4,1,20
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,1.01,28.94,27.78,13.89,15.28,43.06,46.43,23.21,30.36,0,1,100
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,0.84,30.59,28.72,12.77,10.64,47.87,50.79,30.16,19.05,1,2,66.67
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,1.14,36.88,17.33,25.33,10.67,46.67,32.26,40.32,27.42,0,1,100
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,1.22,37.95,17.74,29.03,12.9,40.32,31.82,45.45,22.73,0,1,100
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,1.09,37.26,18.06,23.61,13.89,44.44,38,40,22,0,2,100
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,1.28,43.68,19.48,20.78,11.69,48.05,46.15,33.85,20,0,1,100
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,1.26,41.77,15.09,9.43,13.21,62.26,42.19,25,32.81,1,2,66.67
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,1.15,39.29,9.76,23.17,17.07,50,26.67,36.67,36.67,2,0,0
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,1.19,38.36,10.48,30.65,13.71,45.16,23.23,53.54,23.23,1,3,75
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,1.41,47.03,13.71,18.55,20.97,46.77,28.57,37.82,33.61,2,3,60
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,1.21,41.81,22.11,10.53,23.16,44.21,37.63,22.58,39.78,2,2,50
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,1.1,43.91,12.79,18.6,24.42,44.19,28.21,29.49,42.31,1,0,0
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,1.19,39.93,16.49,19.59,13.4,50.52,32.91,35.44,31.65,2,3,60
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,1.22,43.62,11.32,29.25,26.42,33.02,22.92,39.58,37.5,0,3,100
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,1.1,38.94,5.26,19.74,28.95,46.05,23.33,36.67,40,0,0,0
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,1.18,45.02,13.89,17.59,13.89,54.63,30,42.86,27.14,1,2,66.67
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,1.4,48.19,16.33,20.41,16.33,46.94,37.35,36.14,26.51,1,0,0
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,1.18,37.71,8.24,11.76,15.29,64.71,33.96,32.08,33.96,1,1,50
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,1.11,41.56,14.86,18.92,20.27,45.95,38.57,25.71,35.71,2,2,50
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,0.95,40.26,11.54,37.18,23.08,28.21,24.73,48.39,26.88,0,0,0
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,1.25,46.52,15.29,21.18,23.53,40,27.16,34.57,38.27,2,1,33.33
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,1.49,50.8,15.52,26.72,16.38,41.38,28.44,42.2,29.36,2,0,0
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,1.55,48.08,9.78,27.17,13.04,50,25,50,25,0,0,0
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,1.18,47.12,16.85,20.22,12.36,50.56,49.28,31.88,18.84,0,3,100
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,1.43,46.68,16.46,35.44,12.66,35.44,39.02,43.9,17.07,1,1,50
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,1.16,47.28,12.99,35.06,14.29,37.66,23.94,52.11,23.94,0,0,0
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,1.04,33.57,17.71,22.92,20.83,38.54,29.41,32.94,37.65,2,1,33.33
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,1.54,52.12,14.86,18.92,13.51,52.7,30,40,30,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,1.27,47.5,26.14,22.73,10.23,40.91,40,30.67,29.33,0,1,100
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,1.32,43.97,15.73,12.36,14.61,57.3,47.14,24.29,28.57,1,3,75
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,1.86,58.68,12.12,25.25,11.11,51.52,34.09,35.23,30.68,0,1,100
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,1.78,59.87,15.91,26.14,12.5,45.45,31.18,41.94,26.88,1,0,0
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,1.63,43.66,22.22,20,7.78,50,39.08,41.38,19.54,1,3,75
"Brian Gionta","BRIAN.GIONTA","09-10","MTL","R","R",1979-01-18,30,43,52.98,1.23,38.58,17.57,28.38,14.86,39.19,35.29,39.71,25,2,1,33.33
"Brian Gionta","BRIAN.GIONTA","10-11","MTL","R","R",1979-01-18,31,52,56.58,1.09,41.34,19.35,22.58,16.13,41.94,31.88,33.33,34.78,0,1,100
"Brian Gionta","BRIAN.GIONTA","13-14","MTL","R","R",1979-01-18,34,50,52.37,1.05,35.74,8.33,36.11,19.44,36.11,20.69,51.72,27.59,1,2,66.67
"Brian Rafalski","BRIAN.RAFALSKI","07-08","DET","D","R",1973-09-28,33,54,69.67,1.29,51.74,19.35,44.09,9.68,26.88,29.9,56.7,13.4,1,1,50
"Brian Rafalski","BRIAN.RAFALSKI","08-09","DET","D","R",1973-09-28,34,49,69.37,1.42,48.82,15.96,27.66,14.89,41.49,32.61,39.13,28.26,0,1,100
"Brian Rafalski","BRIAN.RAFALSKI","09-10","DET","D","R",1973-09-28,35,52,81.25,1.56,52.57,17.7,23.89,16.81,41.59,34.65,36.63,28.71,1,0,0
"Brooks Orpik","BROOKS.ORPIK","08-09","PIT","D","L",1980-09-26,27,57,69.65,1.22,39.14,6.32,25.26,24.21,44.21,20.48,39.76,39.76,1,0,0
"Brooks Orpik","BROOKS.ORPIK","09-10","PIT","D","L",1980-09-26,28,50,65.12,1.3,39.4,22.99,27.59,16.09,33.33,39.74,38.46,21.79,0,4,100
"Brooks Orpik","BROOKS.ORPIK","11-12","PIT","D","L",1980-09-26,30,49,61.27,1.25,45.41,14.29,25.97,28.57,31.17,24.68,31.17,44.16,0,1,100
"Brooks Orpik","BROOKS.ORPIK","14-15","WSH","D","L",1980-09-26,33,57,66.47,1.17,38.17,14.29,31.17,22.08,32.47,30.38,43.04,26.58,3,1,25
"Bryan Little","BRYAN.LITTLE","08-09","ATL","C","R",1987-11-12,20,51,53.08,1.04,34.42,25.71,32.86,14.29,27.14,29.23,43.08,27.69,3,0,0
"Bryan Little","BRYAN.LITTLE","10-11","ATL","R","R",1987-11-12,22,58,52.28,0.9,35.82,22.62,32.14,17.86,27.38,32.1,39.51,28.4,3,1,25
"Bryan Little","BRYAN.LITTLE","13-14","WPG","C/R","R",1987-11-12,25,57,59.92,1.05,34.39,4.65,39.53,20.93,34.88,17.86,50,32.14,2,3,60
"Bryan Little","BRYAN.LITTLE","14-15","WPG","C","R",1987-11-12,26,47,50.53,1.08,37.62,16.44,41.1,13.7,28.77,24,52,24,2,2,50
"Bryan McCabe","BRYAN.MCCABE","09-10","FLA","D","L",1975-06-08,34,53,63.55,1.2,41.23,19.79,18.75,18.75,42.71,40.91,25,34.09,2,2,50
"Cam Fowler","CAM.FOWLER","10-11","ANA","D","L",1991-12-05,18,44,64.37,1.46,47.55,17.44,16.28,6.98,59.3,46.43,41.07,12.5,0,2,100
"Cam Fowler","CAM.FOWLER","11-12","ANA","D","L",1991-12-05,19,47,62.77,1.34,55.64,23.19,23.19,11.59,42.03,36.11,34.72,29.17,0,1,100
"Cam Fowler","CAM.FOWLER","13-14","ANA","D","L",1991-12-05,21,48,57.67,1.2,46.46,18.18,23.38,18.18,40.26,33.77,31.17,35.06,3,1,25
"Cam Fowler","CAM.FOWLER","14-15","ANA","D","L",1991-12-05,22,50,54.43,1.09,39.82,15.07,24.66,21.92,38.36,37.18,30.77,32.05,2,5,71.43
"Carl Gunnarsson","CARL.GUNNARSSON","13-14","TOR","D","L",1986-11-09,26,52,59.22,1.14,38,11.46,30.21,31.25,27.08,22.22,35.56,42.22,0,0,0
"Carl Soderberg","CARL.SODERBERG","14-15","BOS","C","L",1985-10-12,28,52,52.55,1.01,33.6,18.06,25,4.17,52.78,39.22,39.22,21.57,2,4,66.67
"Carlo Colaiacovo","CARLO.COLAIACOVO","11-12","STL","D","L",1983-01-27,28,43,50.85,1.18,35.19,15.38,19.23,16.67,48.72,40.85,28.17,30.99,2,2,50
"Chris Butler","CHRIS.BUTLER","11-12","CGY","D","L",1986-10-27,24,42,58.58,1.39,49.15,13.25,24.1,24.1,38.55,25.97,35.06,38.96,0,0,0
"Chris Campoli","CHRIS.CAMPOLI","09-10","OTT","D","L",1984-07-09,25,48,51.97,1.08,42.13,27.94,16.18,16.18,39.71,47.54,29.51,22.95,2,1,33.33
"Chris Drury","CHRIS.DRURY","07-08","NYR","C","R",1976-08-20,31,62,50.05,0.81,29.26,16.47,21.18,12.94,49.41,31.03,39.66,29.31,2,0,0
"Chris Drury","CHRIS.DRURY","08-09","NYR","C","R",1976-08-20,32,60,66.22,1.1,35.11,26.17,16.82,15.89,41.12,45.12,24.39,30.49,1,1,50
"Chris Higgins","CHRIS.HIGGINS","07-08","MTL","C/L","L",1983-06-02,24,57,50.42,0.88,28.64,23.19,27.54,10.14,39.13,36.51,46.03,17.46,2,1,33.33
"Chris Higgins","CHRIS.HIGGINS","13-14","VAN","L","L",1983-06-02,30,52,50.18,0.96,30.44,17.07,21.95,12.2,48.78,33.93,41.07,25,0,1,100
"Chris Kunitz","CHRIS.KUNITZ","07-08","ANA","L","L",1979-09-26,27,65,57.73,0.89,28.29,17.39,20.65,8.7,53.26,42.19,40.62,17.19,0,1,100
"Chris Phillips","CHRIS.PHILLIPS","07-08","OTT","D","L",1978-03-09,29,57,62.38,1.09,41.75,18.28,25.81,12.9,43.01,34.67,44,21.33,0,0,0
"Chris Phillips","CHRIS.PHILLIPS","08-09","OTT","D","L",1978-03-09,30,54,63.22,1.17,42.35,12.09,13.19,27.47,47.25,37.04,23.46,39.51,1,1,50
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,56,63.1,1.13,42.28,12.22,28.89,24.44,34.44,21.43,38.1,40.48,0,0,0
"Chris Phillips","CHRIS.PHILLIPS","10-11","OTT","D","L",1978-03-09,32,50,55.8,1.12,44.02,9.59,31.51,21.92,36.99,25.76,46.97,27.27,0,1,100
"Chris Phillips","CHRIS.PHILLIPS","13-14","OTT","D","L",1978-03-09,35,58,51.48,0.89,32.06,22.97,16.22,22.97,37.84,37.1,29.03,33.87,0,2,100
"Chris Pronger","CHRIS.PRONGER","07-08","ANA","D","L",1974-10-10,32,58,72.72,1.25,39.55,14.12,21.18,9.41,55.29,35.63,43.68,20.69,0,1,100
"Chris Pronger","CHRIS.PRONGER","08-09","ANA","D","L",1974-10-10,33,48,64.15,1.34,46.77,18.52,24.69,12.35,44.44,37.8,36.59,25.61,3,1,25
"Chris Pronger","CHRIS.PRONGER","09-10","PHI","D","L",1974-10-10,34,59,78.4,1.33,45.63,15.45,16.36,20.91,47.27,31.31,31.31,37.37,2,1,33.33
"Chris Tanev","CHRIS.TANEV","13-14","VAN","D","R",1989-12-20,23,45,56.28,1.25,37.63,16.85,30.34,21.35,31.46,33.33,37.33,29.33,1,2,66.67
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","07-08","S.J","D","L",1982-07-06,25,56,72.85,1.3,44.02,8.57,30.48,11.43,49.52,24.1,48.19,27.71,3,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","08-09","S.J","D","L",1982-07-06,26,55,69.03,1.26,43.54,15.38,17.58,16.48,50.55,31.25,37.5,31.25,2,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","09-10","VAN","D","L",1982-07-06,27,50,59.1,1.18,41.8,20.73,17.07,17.07,45.12,41.1,30.14,28.77,0,3,100
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","11-12","BUF","D","L",1982-07-06,29,42,57.58,1.37,44.15,10.67,14.67,16,58.67,33.82,30.88,35.29,3,2,40
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","12-13","BUF","D","L",1982-07-06,30,34,53.25,1.57,47.49,16.42,20.9,16.42,46.27,34.85,37.88,27.27,0,2,100
"Clarke MacArthur","CLARKE.MACARTHUR","13-14","OTT","L","L",1985-04-06,28,62,51.92,0.84,28.32,13.1,32.14,20.24,34.52,28.57,42.86,28.57,0,1,100
"Claude Giroux","CLAUDE.GIROUX","11-12","PHI","R","R",1988-01-12,23,55,57.98,1.05,34.78,15.48,33.33,15.48,35.71,29.87,40.26,29.87,1,1,50
"Claude Giroux","CLAUDE.GIROUX","13-14","PHI","R","R",1988-01-12,25,52,56.9,1.09,39.03,30.68,14.77,19.32,35.23,45,26.25,28.75,0,2,100
"Claude Giroux","CLAUDE.GIROUX","14-15","PHI","R","R",1988-01-12,26,49,65.52,1.34,43.17,23.6,28.09,16.85,31.46,41.67,33.33,25,0,2,100
"Cody Ceci","CODY.CECI","14-15","OTT","D","R",1993-12-21,20,54,77.9,1.44,41.03,13.59,9.71,21.36,55.34,35.06,22.08,42.86,0,0,0
"Colin White","COLIN.WHITE","09-10","N.J","D","L",1977-12-12,31,46,50.82,1.1,38.26,6.19,19.59,25.77,48.45,21.31,34.43,44.26,0,1,100
"Corey Perry","COREY.PERRY","09-10","ANA","R","R",1985-05-16,24,50,53.77,1.08,34.03,15.07,26.03,12.33,46.58,28.85,44.23,26.92,2,0,0
"Corey Perry","COREY.PERRY","10-11","ANA","R","R",1985-05-16,25,48,52.33,1.09,37.4,14.29,28.57,11.43,45.71,27.78,44.44,27.78,2,0,0
"Corey Perry","COREY.PERRY","13-14","ANA","R","R",1985-05-16,28,55,50.48,0.92,35.27,22.06,29.41,11.76,36.76,33.33,41.67,25,3,0,0
