"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,45,59.68,26.72,64.72,64.52,61.6,60.9,1.86,5.1,47.63,25.96,56.44,31.03,69.11,43.09,3.66,2.35,-3.24,21.67,25.41,26.02,1.31,3.91,80.35
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,49,65.12,50,56.51,57.03,54.25,62.54,2.16,2.16,40.92,31.49,57.83,43.58,68.55,57.81,4.34,2.6,0,9.43,14.25,10.74,1.74,5.28,93.14
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,45,57.47,100,54.87,59.16,60.21,61.08,1.08,0,36.97,30.41,56.99,39.35,70.77,46.76,3.61,2.3,1.08,6.56,17.64,24.01,1.31,2.92,100
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,51,65.28,100,49.42,49.34,46.84,55.34,2.16,0,37.34,38.22,48.99,50.3,59.48,67.51,4.04,3.26,2.16,-0.88,-1.31,-8.03,0.78,5.78,100
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,55,73.63,50,40.18,40.22,43.64,39.92,4.18,4.18,35.18,52.38,47.34,70.35,65.36,84.42,3.13,4.71,0,-17.2,-23.01,-19.06,-1.58,11.88,92.02
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,54,60.37,32.2,44.5,48.02,48.29,54.55,2.94,6.19,32.01,39.93,45.99,49.79,57.08,61.13,3.9,3.25,-3.25,-7.92,-3.8,-4.05,0.65,9.18,84.5
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,57,62.45,100,50.84,47.28,47.19,56.6,1.08,0,29.09,28.13,35.14,39.18,48.32,54.07,2.1,1.61,1.08,0.96,-4.04,-5.75,0.49,3.71,100
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,56,56.93,41.14,50.84,50.55,48.39,49.64,2.16,3.09,32.31,31.24,43.37,42.43,58.46,62.36,2.75,2.79,-0.93,1.07,0.94,-3.9,-0.04,6.69,90.11
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,55,54.63,80.92,52.31,57.5,58.24,56.04,7.89,1.86,33.87,30.88,52.51,38.81,69.42,49.77,3.06,2.4,6.03,2.99,13.7,19.65,0.66,23.29,93.98
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,58,56.77,50,55.53,56.76,56.84,51.3,3.09,3.09,35.29,28.26,54.25,41.32,66.12,50.21,3.16,3,0,7.03,12.93,15.91,0.16,8.76,89.07
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,58,51.98,50,55.29,59.49,60.11,59.78,4.18,4.18,35.02,28.32,54.92,37.4,71.63,47.54,3.33,2.24,0,6.7,17.52,24.09,1.09,11.94,85.24
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,58,72.4,75.49,63.22,61.29,60.28,69.58,6.19,2.01,47.89,27.86,63.06,39.83,86.33,56.88,4.85,2.12,4.18,20.03,23.23,29.45,2.73,12.93,92.79
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,57,87.2,84.18,51.8,54.68,56.22,59.33,4.95,0.93,57.32,53.33,83.59,69.27,106.65,83.06,6.01,4.12,4.02,3.99,14.32,23.59,1.89,8.64,98.26
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,55,84.55,55.3,48.05,51.73,51.92,48.77,4.02,3.25,44.42,48.02,63.38,59.13,85.47,79.15,4.37,4.59,0.77,-3.6,4.25,6.32,-0.22,9.05,93.23
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,52,77.9,48.76,53.27,56.32,56.51,49.69,2.94,3.09,49.48,43.41,68.84,53.39,93.02,71.59,4.02,4.07,-0.15,6.07,15.45,21.43,-0.05,5.94,92.88
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,47,51.45,75.97,54.31,56.98,59.98,55.87,2.94,0.93,24.93,20.97,36.88,27.85,57.98,38.68,1.95,1.54,2.01,3.96,9.03,19.3,0.41,11.79,95.57
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,57,71.93,62.42,49.61,47.22,46.64,50.41,3.09,1.86,44.15,44.84,56.92,63.62,70.13,80.22,3.68,3.62,1.23,-0.69,-6.7,-10.09,0.06,7,95.85
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,56,73.2,65.55,60.13,55.5,55.69,55.89,5.88,3.09,47.11,31.24,59.06,47.36,80.95,64.41,3.89,3.07,2.79,15.87,11.7,16.54,0.82,12.48,90.11
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,49,69.92,72.69,45.33,45.32,44.98,40.15,4.95,1.86,35.46,42.76,46.77,56.43,60.93,74.52,2.65,3.95,3.09,-7.3,-9.66,-13.59,-1.3,13.96,95.65
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,56,79.83,58.11,50.32,52.03,52.44,51.68,3.87,2.79,41.69,41.16,57.7,53.2,75.08,68.1,3.38,3.16,1.08,0.53,4.5,6.98,0.22,9.28,93.22
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,57,61.13,41.29,48.86,48.19,53.9,42.12,2.94,4.18,32.05,33.54,46.38,49.86,65.24,55.8,2.54,3.49,-1.24,-1.49,-3.48,9.44,-0.95,9.17,87.54
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,57,70.38,32.46,47.34,40.82,44.43,36.51,1.86,3.87,32.51,36.17,39.43,57.17,55.29,69.16,2.26,3.93,-2.01,-3.66,-17.74,-13.87,-1.67,5.72,89.3
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,52,52.88,80,50.47,47.77,46.09,52.94,3.72,0.93,30.82,30.25,38.82,42.44,47.65,55.74,3.42,3.04,2.79,0.57,-3.62,-8.09,0.38,12.07,96.93
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,0,51.79,50.25,48.94,37.55,0,2.16,33.37,31.06,40.54,40.13,51.98,54.24,1.72,2.86,-2.16,2.31,0.41,-2.26,-1.14,0,93.05
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,30.26,54.15,52.94,54.88,61.88,3.09,7.12,45.75,38.73,55.83,49.63,71.23,58.57,4.95,3.05,-4.03,7.02,6.2,12.66,1.9,6.75,81.62
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,32.47,51.71,54.24,50.94,51.26,2.01,4.18,28.48,26.6,44.3,37.38,47.98,46.2,2.64,2.51,-2.17,1.88,6.92,1.78,0.13,7.06,84.29
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,42.35,51.59,50.19,54.74,54.68,2.16,2.94,26.96,25.3,40.71,40.4,57.5,47.54,2.57,2.13,-0.78,1.66,0.31,9.96,0.44,8.01,88.38
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,48.76,61.56,53.85,53.6,44.66,2.94,3.09,35.02,21.87,45.14,38.68,53.94,46.7,2.09,2.59,-0.15,13.15,6.46,7.24,-0.5,8.4,85.87
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,64.92,59.33,57.99,55.27,56.53,3.72,2.01,51.55,35.33,59.83,43.34,76.66,62.05,4.63,3.56,1.71,16.22,16.49,14.61,1.07,7.22,94.31
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,60,57.74,57.08,57.99,51.76,2.79,1.86,39.93,29.22,54.76,41.17,74.76,54.16,3.53,3.29,0.93,10.71,13.59,20.6,0.24,6.99,93.63
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,57.65,55.79,56.33,58.95,59.38,2.94,2.16,41.12,32.59,52,40.31,69.17,48.17,4.94,3.38,0.78,8.53,11.69,21,1.56,7.15,93.37
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,100,46.83,42.74,41.46,45.67,4.8,0,25.8,29.29,36.79,49.28,45.35,64.02,2.9,3.45,4.8,-3.49,-12.49,-18.67,-0.55,18.6,100
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,0,48.54,50.05,46.62,58.01,0,3.09,30.03,31.84,38.15,38.08,47.2,54.05,2.86,2.07,-3.09,-1.81,0.07,-6.85,0.79,0,90.3
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,31.63,46.84,43.78,41.35,47.66,0.93,2.01,27.8,31.55,34.87,44.77,43,60.98,3.16,3.47,-1.08,-3.75,-9.9,-17.98,-0.31,3.35,93.63
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,39.41,47.42,51.39,46.71,56.74,2.01,3.09,26.85,29.77,38.88,36.78,46.04,52.52,2.61,1.99,-1.08,-2.92,2.1,-6.48,0.62,7.49,89.62
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,78.82,48.88,48.54,46.36,53.52,4.02,1.08,32.39,33.87,40.33,42.76,47.2,54.61,3.12,2.71,2.94,-1.48,-2.43,-7.41,0.41,12.41,96.81
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,18.2,38.72,38.69,37.34,37.46,0.93,4.18,24.91,39.43,35.76,56.66,42.68,71.61,2.48,4.14,-3.25,-14.52,-20.9,-28.93,-1.66,3.73,89.4
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,44.4,54.1,50.68,51.86,49.18,3.09,3.87,34.95,29.65,44.97,43.76,60.09,55.77,2.7,2.79,-0.78,5.3,1.21,4.32,-0.09,8.84,86.95
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,0,51.17,50.82,49.69,52.49,0,0,23.97,22.87,35.83,34.68,44.86,45.42,2.42,2.19,0,1.1,1.15,-0.56,0.23,0,100
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,41.14,39.49,41.88,42.2,36.7,2.16,3.09,24.01,36.79,32.16,44.63,42.43,58.12,1.49,2.57,-0.93,-12.78,-12.47,-15.69,-1.08,9,91.6
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,46.55,57.94,55.97,54.75,54.32,4.18,4.8,46.89,34.04,59.78,47.02,72.94,60.29,4.09,3.44,-0.62,12.85,12.76,12.65,0.65,8.91,85.9
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,37.58,52.7,53.96,56,55.7,1.86,3.09,32.74,29.38,43.89,37.45,55.06,43.27,3.08,2.45,-1.23,3.36,6.44,11.79,0.63,5.68,89.48
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,65.82,59.69,57.67,58.34,65.01,3.87,2.01,35.66,24.08,43.59,32,52.62,37.58,3.01,1.62,1.86,11.58,11.59,15.04,1.39,10.85,91.65
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,68.37,59.75,57.13,54.61,54.03,2.01,0.93,31.19,21.01,42.84,32.15,55.4,46.05,2.48,2.11,1.08,10.18,10.69,9.35,0.37,6.44,95.57
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,50,55.35,53.2,50.72,59.16,3.25,3.25,44.4,35.82,59.25,52.13,70.15,68.16,3.81,2.63,0,8.58,7.12,1.99,1.18,7.32,90.93
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,39.41,44.98,38.95,40.3,33.61,2.01,3.09,24.9,30.46,34.81,54.57,45.75,67.77,1.63,3.22,-1.08,-5.56,-19.76,-22.02,-1.59,8.07,89.86
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,0,51.26,49.94,51.2,47.93,0,3.87,31.43,29.88,44.63,44.74,57.32,54.63,2.43,2.64,-3.87,1.55,-0.11,2.69,-0.21,0,87.05
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,57.65,55.16,56.79,58.44,54.87,2.94,2.16,33.05,26.87,45.89,34.91,62.93,44.75,2.48,2.04,0.78,6.18,10.98,18.18,0.44,8.9,91.96
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,0,56.96,55.47,55.96,63.3,0,2.01,40.21,30.38,50.38,40.44,63.73,50.16,2.76,1.6,-2.01,9.83,9.94,13.57,1.16,0,93.38
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,33.33,53.26,51.94,50.57,52.11,2.01,4.02,45.75,40.15,60.79,56.25,77.72,75.97,3.95,3.63,-2.01,5.6,4.54,1.75,0.32,4.39,89.99
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,62.27,42.29,44.63,45.14,41.57,5.1,3.09,30.38,41.45,42.34,52.52,55.43,67.36,2.76,3.88,2.01,-11.07,-10.18,-11.93,-1.12,16.79,92.55
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,0,52.89,54.54,58.76,60.86,0,0,34.42,30.66,47.66,39.72,64.95,45.59,3.25,2.09,0,3.76,7.94,19.36,1.16,0,100
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,78.18,54.22,53.16,46.38,49.18,3.87,1.08,26.88,22.7,37.96,33.45,45.99,53.17,2.39,2.47,2.79,4.18,4.51,-7.18,-0.08,14.4,95.24
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,55.92,50.66,51.47,51.08,48.79,5.1,4.02,35.07,34.15,48.97,46.17,63.05,60.38,2.82,2.96,1.08,0.92,2.8,2.67,-0.14,14.54,88.23
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,54.42,49.45,51.72,51.44,56.48,4.8,4.02,28.02,28.64,39.09,36.49,50.91,48.06,3.18,2.45,0.78,-0.62,2.6,2.85,0.73,17.13,85.96
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,67.54,44.67,47.62,51.32,40.75,3.87,1.86,24.12,29.87,35.32,38.85,48.43,45.93,1.96,2.85,2.01,-5.75,-3.53,2.5,-0.89,16.04,93.77
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,51.93,50.1,53.97,56.48,57.83,4.18,3.87,26.12,26.02,41.02,34.99,58.26,44.9,2.88,2.1,0.31,0.1,6.03,13.36,0.78,16,85.13
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,41.88,49.61,53.84,51.42,49.76,2.01,2.79,30.69,31.17,49.39,42.34,59.99,56.68,3.11,3.14,-0.78,-0.48,7.05,3.31,-0.03,6.55,91.05
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,66.67,49.78,50.64,46.33,56.56,2.16,1.08,22.97,23.17,35,34.12,44.14,51.14,2.89,2.22,1.08,-0.2,0.88,-7,0.67,9.4,95.34
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,65.05,57.94,59.7,53.87,66.44,2.01,1.08,30.77,22.34,47.68,32.18,53.74,46.02,3.88,1.96,0.93,8.43,15.5,7.72,1.92,6.53,95.17
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,27.93,49.76,51.43,50.3,45.25,1.86,4.8,26.3,26.55,39.68,37.48,47.68,47.11,2.05,2.48,-2.94,-0.25,2.2,0.57,-0.43,7.07,81.92
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,29.75,39.08,43.16,41.4,38.98,2.16,5.1,29.48,45.96,46.95,61.84,57.03,80.72,2.6,4.07,-2.94,-16.48,-14.89,-23.69,-1.47,7.33,88.9
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,33.33,45.26,46.1,47.39,42.01,0.93,1.86,26.66,32.25,36.74,42.96,46.75,51.9,2.05,2.83,-0.93,-5.59,-6.22,-5.15,-0.78,3.49,94.23
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,54.18,55.39,58.07,59.37,66.82,6.03,5.1,47,37.86,70.09,50.6,88.79,60.77,5.64,2.8,0.93,9.14,19.49,28.02,2.84,12.83,86.53
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,50,53.91,52.66,52.11,49.14,2.01,2.01,54.42,46.52,71.64,64.4,91.85,84.41,4.02,4.16,0,7.9,7.24,7.44,-0.14,3.69,95.68
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,66.09,58.27,57.89,57.05,65,5.73,2.94,37.53,26.88,51.81,37.68,74.81,56.32,4.68,2.52,2.79,10.65,14.13,18.49,2.16,15.27,89.06
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,46.27,57.34,61.18,57.91,61.02,1.86,2.16,38.98,29,55.32,35.1,69.22,50.31,4.54,2.9,-0.3,9.98,20.22,18.91,1.64,4.77,92.55
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,75.97,41.78,47.82,46.19,44.12,2.94,0.93,29.86,41.61,48.08,52.46,59.26,69.05,2.89,3.66,2.01,-11.75,-4.38,-9.79,-0.77,9.85,97.76
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,51.8,51.26,51.63,51.79,49.36,2.16,2.01,32.13,30.55,46.15,43.23,58.97,54.9,2.72,2.79,0.15,1.58,2.92,4.07,-0.07,6.72,93.42
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,0,44.32,38.7,41.86,29.81,0,4.95,27.24,34.22,32.42,51.35,45.72,63.49,1.61,3.79,-4.95,-6.98,-18.93,-17.77,-2.18,0,85.53
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,74.52,51.95,56.76,53.43,55.97,5.88,2.01,30.08,27.82,48.25,36.75,60.34,52.6,2.72,2.14,3.87,2.26,11.5,7.74,0.58,19.55,92.77
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,31.7,59.64,61.25,57.08,49.23,2.01,4.33,35.34,23.92,52.01,32.91,60.94,45.82,2.56,2.64,-2.32,11.42,19.1,15.12,-0.08,5.69,81.9
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,11.79,46.87,55.13,53.34,42.16,0.93,6.96,33.22,37.65,57.31,46.65,68.11,59.57,2.34,3.21,-6.03,-4.43,10.66,8.54,-0.87,2.8,81.51
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,50,53.22,48.72,49.38,48.96,2.01,2.01,30.48,26.79,39.7,41.79,53.98,55.34,2.59,2.7,0,3.69,-2.09,-1.36,-0.11,6.59,92.5
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,44.4,48.72,48.93,51.17,51.52,3.09,3.87,33.24,34.98,41.34,43.15,54.5,52,2.54,2.39,-0.78,-1.74,-1.81,2.5,0.15,9.3,88.94
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,83.3,50.63,53.08,54.32,50,9.28,1.86,37.16,36.23,51.09,45.16,65.38,54.97,2.89,2.89,7.42,0.93,5.93,10.41,0,24.97,94.87
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,57.82,54.38,53.6,51.9,49.34,5.73,4.18,52.99,44.45,66.23,57.33,80.61,74.7,4.51,4.63,1.55,8.54,8.9,5.91,-0.12,10.81,90.6
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,40,63.96,65.31,61.21,63.54,1.86,2.79,40.75,22.96,54.68,29.04,72.99,46.26,3.73,2.14,-0.93,17.79,25.64,26.73,1.59,4.56,87.85
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,57.61,59.97,53.6,53.41,58.93,5.26,3.87,41.49,27.69,51.73,44.78,64.91,56.62,3.53,2.46,1.39,13.8,6.95,8.29,1.07,12.68,86.02
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,38.75,52.13,53.52,55.74,49.36,1.86,2.94,34.75,31.91,49.61,43.08,68.38,54.29,2.72,2.79,-1.08,2.84,6.53,14.09,-0.07,5.35,90.79
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,50,53.92,55.35,50.6,62.58,0.93,0.93,32.09,27.42,41.64,33.59,52.28,51.03,2.86,1.71,0,4.67,8.05,1.25,1.15,2.9,96.61
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,53.73,51.25,52.39,50.04,45.16,1.08,0.93,27.06,25.74,41.37,37.59,56.5,56.4,1.82,2.21,0.15,1.32,3.78,0.1,-0.39,3.99,96.39
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,29.52,45.73,47.88,47.89,41.51,2.01,4.8,31.29,37.14,43.17,46.99,56.52,61.49,2.15,3.03,-2.79,-5.85,-3.82,-4.97,-0.88,6.42,87.08
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,59.39,50.22,50.1,53.46,52.27,2.94,2.01,37.97,37.64,43.88,43.7,53.65,46.7,2.76,2.52,0.93,0.33,0.18,6.95,0.24,7.74,94.66
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,89.63,71.57,69.31,66.26,65.03,8.04,0.93,54.59,21.69,70.95,31.41,86.98,44.29,4.11,2.21,7.11,32.9,39.54,42.69,1.9,14.73,95.71
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,10.73,40.12,42.62,44.3,42.61,0.93,7.74,42.58,63.55,57.7,77.69,76.29,95.92,3.46,4.66,-6.81,-20.97,-19.99,-19.63,-1.2,2.18,87.82
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,23.13,36.02,43.13,47.97,33.93,0.93,3.09,23.93,42.51,40.66,53.61,60.49,65.61,1.7,3.31,-2.16,-18.58,-12.95,-5.12,-1.61,3.89,92.73
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,0,46.12,53.23,54.81,49.17,0,1.08,32.62,38.11,52.51,46.13,72.04,59.4,2.67,2.76,-1.08,-5.49,6.38,12.64,-0.09,0,97.17
