"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Aaron MacKenzie","AARON.MACKENZIE","08-09","COL","D","L",1981-03-07,27,5,73.17,14.63,23.55,9.02,7.38,8.2,69.7,11.48,9.84,13.94,4.1,1.64
"Aaron Miller","AARON.MILLER","07-08","VAN","D","R",1971-08-11,36,57,988.18,17.34,28.42,4.74,12.02,10.26,53.98,9.71,18.34,18.09,2.67,2.91
"Aaron Ness","AARON.NESS","11-12","NYI","D","L",1990-05-18,21,9,152.43,16.94,27.89,11.02,12.6,6.69,46.05,15.35,18.89,14.17,1.97,3.54
"Aaron Ness","AARON.NESS","13-14","NYI","D","L",1990-05-18,23,20,295.88,14.79,24.2,8.72,8.52,6.89,59.82,18.05,15.21,17.44,6.89,4.87
"Aaron Ness","AARON.NESS","15-16","WSH","D","L",1990-05-18,25,8,99.1,12.39,20.37,7.87,9.69,1.82,65.39,16.35,15.74,7.27,3.63,1.82
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,101.82,12.73,20.86,7.07,11.79,7.07,65.41,11.79,21.8,18.86,6.48,2.95
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,300.83,12.53,20.66,13.16,10.57,6.18,57.64,21.34,17.35,14.76,5.19,4.59
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,287.52,7.57,12.28,5.22,11.48,6.68,57.39,13.15,20.03,13.98,4.17,4.17
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,282.88,11.32,18.45,11.03,12.94,9.12,55.15,20.15,18.67,19.09,3.61,4.45
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,309.03,18.18,29.92,5.63,12.04,8.54,53.2,11.26,18.64,15.92,4.27,2.52
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,123.73,15.47,25.51,13.09,12.12,3.39,57.71,25.22,16,9.21,3.39,4.36
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,743.77,15.18,24.98,7.26,13.15,9.92,48.72,13.79,19.6,18.15,2.5,2.34
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,975.03,17.41,28.7,7.02,13.17,11.94,49.35,12.86,20.18,20.25,2.95,2.83
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,654.73,15.23,24.73,7.33,9.9,8.06,54.62,13.75,16.4,16.95,4.22,3.57
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,414.02,15.33,25.39,8.84,15.07,14.64,48.69,15.07,21.74,24.78,5.07,4.64
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,327.2,13.09,21.7,11.55,12.47,9.17,50.24,21.64,19.25,20.54,4.95,3.67
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,102.47,6.83,11.29,5.86,14.64,3.51,66.75,9.37,20.49,10.54,5.27,2.93
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,206.28,8.97,14.82,4.65,13.96,8.73,63.7,6.4,19.2,18.32,6.98,3.49
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,117,7.31,11.82,6.15,15.38,14.87,57.95,12.31,21.03,21.03,3.59,4.62
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,158.13,9.3,15.36,11,17.83,6.45,41.36,15.18,22.01,15.18,5.31,3.41
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,301.87,7.36,11.9,11.53,18.68,6.76,44.12,16.89,23.26,14.31,5.37,4.57
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,504.6,9.17,15.08,13.91,18.19,8.44,57.67,18.67,24.26,17.12,4.28,1.31
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,603.58,11.18,18.24,10.24,11.13,5.17,55.47,19.28,19.58,10.04,1.99,3.68
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,251.83,6.14,10.14,8.1,17.87,5.48,61.47,12.63,23.83,12.15,3.34,5.24
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.55,5.55,9.12,18.93,16.23,7.21,61.31,23.44,24.34,13.52,4.51,4.51
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1325.75,20.71,33.87,6.43,12.85,9.55,41.55,13.98,21.09,18.92,3.35,2.53
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1214.9,18.98,31.16,6.72,11.51,12.25,39.36,14.52,18.87,23.01,2.47,2.72
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,245.47,14.44,23.6,5.38,12.95,9.53,50.6,11.49,19.55,14.18,2.2,3.42
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,1062.55,18.01,29.69,6.78,12.54,11.01,49.52,13.95,18.75,19.09,2.88,3.39
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,665.12,16.22,26.73,10.01,9.92,4.6,47.36,25.71,15.97,12.72,2.98,3.79
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,54.97,7.85,12.91,9.82,13.1,8.73,55.67,16.37,14.19,17.46,6.55,6.55
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,938.38,11.73,19.3,8.25,17.78,13.11,52.11,12.4,22.32,19.5,2.56,3.01
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,606.65,9.19,15.06,10.29,11.37,17.9,54.89,15.53,17.21,26.31,3.16,2.77
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,114.07,8.77,14.43,10.52,11.57,8.94,55.76,18.94,17.36,17.88,4.73,3.16
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,904.03,14.35,23.52,8.5,14.53,24.22,41.15,13.27,19.65,37.7,3.58,2.52
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,831.22,12.79,20.98,9.46,12.34,16.1,45.48,16.17,17.54,26.2,3.75,2.82
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,486.2,10.57,17.19,8.27,12.34,17.65,61.33,13.7,18.51,27.4,3.58,4.69
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,144.3,9.62,15.74,10.4,14.14,12.06,61.12,16.63,20.37,24.12,8.32,1.66
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,222.9,11.14,18.27,6.73,12.65,22.34,59.22,10.23,17.23,33.11,4.85,4.04
"Adam Clendening","ADAM.CLENDENING","14-15","CHI","D","R",1992-10-26,21,4,52.68,13.17,21.95,14.81,7.97,4.56,55.81,30.75,15.95,17.08,9.11,4.56
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,296.7,17.45,28.61,10.92,10.92,6.88,51.37,19.62,15.98,14.56,4.85,2.63
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,310.9,15.54,25.8,7.72,7.91,6.18,56.74,17.56,13.12,15.25,5.02,4.05
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,118.18,13.13,21.54,11.17,15.74,5.58,49.75,22.34,23.86,13.2,3.05,7.11
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,490.1,15.81,26.18,16.4,11.26,4.28,47.87,27.67,17.63,11.63,5.14,4.9
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,79.67,15.93,26.56,6.02,12.05,6.02,56.48,15.82,21.09,18.83,7.53,5.27
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,214.17,8.92,14.71,11.21,13.73,5.6,64.15,19.05,19.05,12.61,3.08,3.92
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,172.28,8.61,14.22,9.4,12.19,6.62,65.47,13.23,16.02,14.28,5.22,2.44
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,155.45,8.18,13.35,8.88,13.51,3.86,60.21,13.12,20.07,10.81,4.25,3.86
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,169.1,9.95,16.34,9.23,15.61,9.93,51.09,15.61,22,18.81,4.26,3.55
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,90.42,11.3,18.69,5.97,7.96,13.93,49.1,15.26,10.62,25.88,7.96,4.64
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,545.6,12.4,20.28,8.36,11.66,10.12,54.55,14.08,18.04,18.37,3.41,5.17
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,721.75,10.46,17.27,9.73,14.22,7.15,59.44,15.38,19.45,16.29,6.23,5.07
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,306.98,11.81,19.4,14.07,17.2,8.21,46.32,19.74,23.45,15.64,4.89,4.5
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,232.73,10.12,16.52,13.92,17.79,6.19,48.21,19.59,22.95,15.98,5.93,3.09
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,685.63,10.55,17.37,8.66,16.8,9.19,50.49,13.91,22.32,17.24,5.16,4.81
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,661.68,11.82,19.55,8.89,17.32,8.98,45.61,14.51,21.13,17.05,5.26,4.9
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1514.07,24.03,39.48,5.11,15.14,11.85,41.25,11.89,24.41,25.4,2.38,3.25
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,240.18,20.02,32.4,6.74,15.74,10.99,49.71,12.74,21.23,22.98,3.75,2
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,825.65,19.66,32.21,5.6,15.55,13.95,44.33,10.61,21.44,25.8,4.29,2.83
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1297.13,19.36,31.81,7.31,13.51,12.86,46.86,13.97,20.91,21.69,2.5,3.24
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,842.48,17.93,29.42,5.91,14.1,15.88,46.01,11.32,18.94,25.42,2.71,3.7
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1323.3,18.9,31.32,8.93,13.28,7.48,43.71,19.9,18.95,13.51,3.26,4.58
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,63.93,12.79,20.37,8.45,10.32,11.26,54.43,15.95,14.08,24.4,7.51,1.88
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,613.15,10.95,17.91,14.48,12.62,4.21,55.88,19.57,17.12,10.37,4.99,3.91
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,730.63,12.38,20.41,16.01,13.55,5.83,54.86,20.69,17.49,12.07,4.85,3.45
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,546.15,11.87,19.52,7.58,18.35,19.66,42.74,10.99,22.96,29.44,2.42,2.42
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,828.65,11.2,18.32,6.3,13.03,25.27,52.21,10.28,18.46,35.12,3.11,2.68
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,1217.65,14.85,24.29,6.65,19.91,18.87,46.27,11.88,25.33,28.83,3.15,2.07
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,676.35,11.87,19.48,5.06,16.41,24.04,44.44,9.94,22.44,36.64,3.81,3.55
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,63.08,10.51,17.28,3.8,13.32,11.41,62.78,7.61,15.22,21.88,5.71,4.76
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,120.77,10.98,18.3,5.46,16.39,27.82,41.73,7.45,21.36,42.23,7.95,1.99
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,205.83,10.29,17.06,1.75,17.49,30.61,42.27,3.5,23.03,44.89,4.96,3.5
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,787.08,9.84,16.16,5.41,11.74,27.9,52.6,8.08,16.39,36.51,3.13,3.35
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1343.85,18.16,29.77,7.99,11.43,9.11,49.16,13.62,18.8,17.32,2.99,2.63
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,769.37,18.32,30.01,12.48,13.26,9.51,43.98,20.28,20.98,18.72,5.3,3.12
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1390.18,18.05,29.55,10.62,12.78,10.83,46.14,18.6,19.68,18.47,3.02,4.01
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1330.78,17.74,29.07,10.55,13.17,12.89,42.43,17.81,18.21,22.23,3.34,3.47
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1586.12,19.83,32.59,11.46,11.84,13.09,38.17,20.58,16.95,23.95,3.4,3.1
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1490.12,18.17,29.88,9.95,11.03,13.69,41.31,20.58,17.39,23.88,3.42,3.54
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,1002.42,17.59,28.82,13.65,11.31,8.8,41.24,20.83,15.86,16.7,4.37,3.71
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,438.18,18.26,29.72,12.05,11.09,16.84,35.74,20.13,17.39,28.62,4.79,2.6
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1349,16.45,27.13,14.59,10.67,10.59,41.14,23.31,15.39,19.44,4,4.45
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,1197.57,16.87,27.71,14.28,12.88,11.62,39.33,24,17.03,18.44,3.66,4.81
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1340.33,20.62,33.74,6.98,10.83,6.18,43.15,17.15,17.68,13.03,3.22,3
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,669.75,18.1,29.72,6.36,11.91,7.79,51.33,14.24,20.25,16.3,4.3,4.03
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,462.4,17.78,28.91,8.17,9.47,6.49,56.31,19.46,15.05,13.62,4.54,5.06
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1341.63,20.96,34.45,5.23,12.03,14.27,41.46,11.05,17.93,26.34,3.71,2.86
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1846.1,22.51,36.99,4.71,13.39,16.15,37.77,11.08,19.89,32.96,5.1,3.48
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1591.82,20.15,33.12,6.82,12.66,10.97,46.17,17.23,20.28,21.64,5.05,5.09
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1381.73,21.93,36.09,6.64,14.16,12.42,40.99,16.41,21.06,24.53,4.34,4.86
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1773.1,21.62,35.69,5.85,14.18,13.6,41.86,16.61,21.35,24.5,4.06,4.97
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,971.73,19.83,32.8,6.36,11.61,11.79,40.13,13.52,17.29,22.97,3.52,4.08
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,1100.25,13.75,22.52,11.34,15.32,7.96,51.75,19.36,22.25,15.76,3.87,5.62
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,1037.37,14.02,23.1,8.68,15.79,15.96,45.46,14.29,20.42,25.62,3.12,3.59
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,1316.03,16.05,26.51,10.39,14.91,16.82,44.73,17.1,20.11,27.67,3.88,3.37
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,670.03,14.89,24.5,10.66,16.57,15.94,41.01,17.19,22.12,26.24,4.57,4.12
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,1141.78,14.64,24.16,7.41,18.44,17.13,45.03,13.56,23.33,28.64,4.15,4.31
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,733.12,14.96,24.65,6.71,13.75,19.81,42.56,13.99,18.91,31.84,4.99,4.58
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,630.73,8.88,14.51,10.18,16.84,7.04,47.37,15.03,23.02,14.17,3.14,3.42
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,793.42,10.58,17.33,11.72,14.52,9,51.8,17.47,19.21,15.2,2.72,4.08
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,637.28,9.24,15.16,10.54,15.82,10.64,52.16,16.29,21.65,16.38,3.01,2.82
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,591.12,9.09,14.98,7.51,14.11,7.31,60.7,12.59,19.08,13.09,3.65,3.35
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,203.93,10.73,17.34,7.94,10.59,5.59,68.85,15.89,15.59,12.65,3.53,2.35
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,996,14.87,24.44,7.41,13.55,11.33,48.98,15.42,20.42,20.96,3.01,3.13
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,1076.57,14.95,24.59,7.69,14.1,8.36,49.38,16.33,21.4,18,4.18,3.62
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,457.35,14.29,23.54,9.45,16.01,6.3,51.43,18.63,22.43,16.4,4.72,3.54
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,481.43,16.05,26.51,8.97,13.21,13.34,46.99,19.07,21.56,24.3,4.36,3.61
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1161.47,18.44,30.15,8.94,14.62,12.14,45.56,18.8,21.44,23.76,4.96,5.11
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,1154.57,18.04,29.77,9.72,14.81,14.34,45.11,20.32,22.09,28.58,5.35,4.52
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1404.25,18.24,30.11,8.8,14.7,11.75,47.04,20.51,22.73,24.53,4.87,5.08
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,596.72,15.7,25.99,10.96,13.57,9.95,48.67,20.81,21.01,19.71,4.52,6.03
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,159.78,11.41,18.84,12.77,15.77,10.51,52.57,19.9,18.78,19.15,5.26,6.01
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,629.08,17.47,28.94,5.53,15.74,12.11,51.31,11.92,23.56,22.89,4.77,3.72
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,890.83,15.1,24.94,8.49,12.39,9.03,54.76,16.97,19.33,14.55,2.09,3.5
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,903.53,15.85,26.06,6.11,12.62,6.91,57.77,16.27,19.86,13.68,3.12,3.39
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,440.62,14.69,23.88,9.4,14.98,5.45,52.7,17.84,20.02,12.53,4.09,3.54
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,592.9,16.47,27.3,7.89,13.97,10.02,45.94,14.88,19.13,15.38,2.73,3.95
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,280.62,16.51,26.73,4.06,10.69,8.77,51.74,12.83,17.75,18.6,3.85,4.28
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,865.25,14.42,23.59,7.21,11.51,7.28,49.37,16.71,18.65,13.87,3.33,4.85
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,826.03,15.02,24.73,8.21,11.69,10.9,47.72,16.42,18.16,20.63,3.78,4.87
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,182.02,20.22,33.17,8.24,9.89,12.2,46.81,18.46,14.83,20.44,2.97,2.31
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,183.32,13.09,21.82,9.16,13.09,9.82,47.79,16.04,19.31,19.64,2.62,6.22
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,158.22,17.58,29.15,4.55,7.96,8.72,50.06,13.27,18.96,20.86,3.41,2.28
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,740.7,16.83,27.68,4.78,10.13,6.24,48.76,16.93,18.55,17.82,4.54,4.13
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1503.38,19.27,31.7,4.63,11.85,12.81,43.74,12.29,19.36,26.34,3.95,3.15
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1453.1,18.63,30.64,6.94,11.11,11.6,47.94,14.78,16.76,21.88,5.08,3.84
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,803.02,21.13,34.59,5.01,11.06,14.57,41.17,11.21,16.44,28.69,5.01,3.74
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1591.43,20.94,34.52,11.8,13.23,7.24,39.25,22.43,19.64,12.14,1.77,2.71
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1782.75,22.28,36.83,13.16,13.66,11.98,38.2,23.63,19.89,19.76,1.92,2.66
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1849.45,22.55,36.75,10.32,11.13,10.71,45.13,18.26,16.22,17.19,2.3,2.89
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1624.63,21.66,35.53,7.72,13.07,14.77,43.65,14.59,19.5,24.37,2.7,2.81
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1295.87,20.25,33.13,6.57,12.64,10.23,44.82,14.45,18.47,18.98,3.38,2.78
