"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,205.83,10.29,17.06,1.9,18.99,33.23,45.89,4.9,32.24,62.86,17,12,41.38
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,787.08,9.84,16.16,5.54,12.02,28.57,53.86,13.25,26.88,59.88,41,44,51.76
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1343.85,18.16,29.77,10.29,14.71,11.72,63.28,27.38,37.79,34.83,67,59,46.83
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,769.37,18.32,30.01,15.75,16.73,12.01,55.51,33.81,34.98,31.21,68,40,37.04
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1390.18,18.05,29.55,13.21,15.9,13.48,57.41,32.78,34.68,32.55,70,93,57.06
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1330.78,17.74,29.07,13.35,16.66,16.31,53.68,30.57,31.27,38.16,74,77,50.99
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1586.12,19.83,32.59,15.37,15.88,17.55,51.19,33.48,27.57,38.95,90,82,47.67
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1490.12,18.17,29.88,13.09,14.52,18.02,54.37,33.27,28.12,38.61,85,88,50.87
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,1002.42,17.59,28.82,18.2,15.08,11.73,54.99,39.01,29.71,31.28,73,62,45.93
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,438.18,18.26,29.72,15.91,14.65,22.24,47.2,30.43,26.29,43.27,35,19,35.19
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1349,16.45,27.13,18.95,13.86,13.75,53.44,40.09,26.47,33.44,90,100,52.63
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,1197.57,16.87,27.71,18.28,16.48,14.88,50.35,40.35,28.64,31,73,96,56.8
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1340.33,20.62,33.74,10.4,16.13,9.2,64.27,35.83,36.95,27.22,72,67,48.2
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,669.75,18.1,29.72,8.22,15.39,10.07,66.32,28.04,39.86,32.1,48,45,48.39
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,462.4,17.78,28.91,10.16,11.77,8.06,70,40.43,31.27,28.3,35,39,52.7
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1341.63,20.96,34.45,7.17,16.48,19.55,56.8,19.97,32.42,47.62,83,64,43.54
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1846.1,22.51,36.99,6.54,18.59,22.43,52.44,17.34,31.11,51.55,157,107,40.53
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1591.82,20.15,33.12,8.9,16.53,14.31,60.26,29.13,34.29,36.58,134,135,50.19
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1381.73,21.93,36.09,8.95,19.08,16.73,55.24,26.47,33.96,39.57,100,112,52.83
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1773.1,21.62,35.69,7.75,18.78,18.02,55.45,26.6,34.18,39.22,120,147,55.06
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,971.73,19.83,32.8,9.1,16.61,16.87,57.42,25.14,32.15,42.71,57,66,53.66
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,1100.25,13.75,22.52,13.13,17.74,9.22,59.91,33.75,38.78,27.47,71,103,59.2
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,1037.37,14.02,23.1,10.1,18.38,18.59,52.93,23.68,33.84,42.47,54,62,53.45
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,1316.03,16.05,26.51,11.97,17.17,19.37,51.5,26.35,30.99,42.66,85,74,46.54
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,670.03,14.89,24.5,12.66,19.68,18.94,48.72,26.23,33.74,40.03,51,46,47.42
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,1141.78,14.64,24.16,8.42,20.96,19.46,51.16,20.69,35.61,43.7,79,82,50.93
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,733.12,14.96,24.65,8.1,16.6,23.91,51.38,21.62,29.2,49.18,61,56,47.86
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,630.73,8.88,14.51,12.5,20.68,8.64,58.18,28.78,44.08,27.14,33,36,52.17
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,793.42,10.58,17.33,13.47,16.68,10.34,59.51,33.67,37.03,29.3,36,54,60
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,637.28,9.24,15.16,11.83,17.74,11.93,58.5,29.98,39.86,30.16,32,30,48.39
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,591.12,9.09,14.98,8.38,15.74,8.15,67.72,28.12,42.63,29.25,36,33,47.83
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,203.93,10.73,17.34,8.54,11.39,6.01,74.05,36,35.33,28.67,12,8,40
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,996,14.87,24.44,9.12,16.68,13.94,60.27,27.15,35.95,36.9,50,52,50.98
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,1076.57,14.95,24.59,9.67,17.73,10.51,62.09,29.3,38.4,32.3,75,65,46.43
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,457.35,14.29,23.54,11.36,19.24,7.57,61.83,32.42,39.04,28.54,36,27,42.86
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,481.43,16.05,26.51,10.88,16.01,16.16,56.95,29.37,33.21,37.43,35,29,45.31
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1161.47,18.44,30.15,11,17.99,14.94,56.07,29.38,33.49,37.13,96,99,50.77
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,1154.57,18.04,29.77,11.57,17.64,17.08,53.71,28.62,31.11,40.26,103,87,45.79
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1404.25,18.24,30.11,10.7,17.86,14.28,57.17,30.26,33.54,36.19,114,119,51.07
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,596.72,15.7,25.99,13.18,16.32,11.97,58.52,33.82,34.15,32.03,45,60,57.14
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,159.78,11.41,18.84,13.93,17.21,11.48,57.38,34.42,32.47,33.12,14,16,53.33
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,629.08,17.47,28.94,6.53,18.58,14.3,60.59,20.42,40.36,39.22,50,39,43.82
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,890.83,15.1,24.94,10.02,14.64,10.66,64.68,33.38,38.01,28.61,31,52,62.65
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,903.53,15.85,26.06,7.32,15.13,8.28,69.27,32.67,39.87,27.47,47,51,52.04
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,440.62,14.69,23.88,11.39,18.15,6.6,63.86,35.41,39.73,24.86,30,26,46.43
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,592.9,16.47,27.3,10.14,17.95,12.87,59.04,30.12,38.73,31.15,27,39,59.09
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,280.62,16.51,26.73,5.4,14.2,11.65,68.75,26.09,36.09,37.83,18,20,52.63
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,865.25,14.42,23.59,9.57,15.27,9.66,65.5,33.94,37.89,28.17,48,70,59.32
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,826.03,15.02,24.73,10.45,14.89,13.88,60.78,29.74,32.89,37.37,52,67,56.3
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,182.02,20.22,33.17,10.68,12.82,15.81,60.68,34.36,27.61,38.04,9,7,43.75
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,183.32,13.09,21.82,11.48,16.39,12.3,59.84,29.17,35.12,35.71,8,19,70.37
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,158.22,17.58,29.15,6.38,11.17,12.23,70.21,25,35.71,39.29,9,6,40
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,740.7,16.83,27.68,6.84,14.48,8.92,69.76,31.76,34.8,33.43,56,51,47.66
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1503.38,19.27,31.7,6.34,16.23,17.54,59.89,21.2,33.38,45.42,99,79,44.38
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1453.1,18.63,30.64,8.94,14.32,14.95,61.79,27.67,31.38,40.96,123,93,43.06
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,803.02,21.13,34.59,6.97,15.4,20.29,57.34,19.89,29.18,50.93,67,50,42.74
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1591.43,20.94,34.52,16.5,18.5,10.12,54.88,41.38,36.23,22.39,47,72,60.5
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1782.75,22.28,36.83,17.09,17.74,15.56,49.61,37.34,31.44,31.22,57,79,58.09
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1849.45,22.55,36.75,13.35,14.4,13.85,58.4,35.34,31.39,33.27,71,89,55.62
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1624.63,21.66,35.53,9.74,16.5,18.65,55.1,24.95,33.35,41.69,73,76,51.01
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1295.87,20.25,33.13,8.85,17.02,13.78,60.35,27.83,35.59,36.57,73,60,45.11
