"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,110.3,71.7,80.03,83.09,86.77,77.39,4.29,1.69,40.92,10.21,58.69,11.95,86.86,13.24,5.06,1.48,2.59,30.71,46.75,73.62,3.58,10.47,83.43
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,162.45,89.96,84.51,84.1,86.06,84.91,6.88,0.77,44.44,8.14,56.38,10.66,74.36,12.05,4.7,0.83,6.11,36.3,45.72,62.31,3.86,15.48,90.57
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,73,128.9,92.18,80.97,81.14,84.25,83.33,9.87,0.84,41.09,9.65,59.62,13.86,79.25,14.81,6.03,1.21,9.03,31.43,45.76,64.44,4.82,24.03,91.32
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,79,206.1,91.06,84.32,85.28,87.55,88.84,5.34,0.52,44.99,8.36,63.83,11.02,81.49,11.59,5.58,0.7,4.81,36.63,52.81,69.91,4.88,11.86,93.73
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,198.93,70.15,80.2,83.58,85.76,81.58,5.25,2.23,47.28,11.67,65.9,12.95,85.44,14.19,6.36,1.44,3.02,35.61,52.95,71.25,4.92,11.11,80.85
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,86.72,85.7,84.93,87.7,88.41,8.3,1.27,55.84,9.32,77.13,13.68,102.85,14.43,7.91,1.04,7.03,46.53,63.44,88.43,6.87,14.87,86.36
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,84.01,81.24,85.2,85.23,88.24,9.75,1.86,62.2,14.37,92.81,16.12,113.33,19.65,7.75,1.03,7.89,47.83,76.69,93.69,6.71,15.67,87.08
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,92.04,82.64,83.51,85.43,89.15,7.55,0.65,51,10.71,70.71,13.97,93.87,16.01,6.51,0.79,6.9,40.29,56.74,77.87,5.72,14.81,93.9
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,93.83,83.48,85.55,86.51,91.82,4.9,0.32,50.54,10,66.33,11.2,88.77,13.84,6.78,0.6,4.58,40.54,55.13,74.93,6.18,9.7,96.77
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,72.82,79.97,80.91,84.6,85.6,4.82,1.8,43.71,10.95,59.16,13.96,82.25,14.97,5.7,0.96,3.02,32.76,45.21,67.28,4.74,11.02,83.58
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,93.06,83.9,85.71,86.29,90.36,6.24,0.46,58.31,11.19,80.76,13.47,101.52,16.13,7.54,0.8,5.77,47.12,67.29,85.4,6.74,10.69,95.85
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,90.06,83.33,85.1,86.69,90.52,6.55,0.72,49.64,9.93,69.06,12.09,90.75,13.93,6.4,0.67,5.83,39.71,56.97,76.82,5.73,13.2,92.72
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,77.71,83.91,85.96,88.16,87.12,6.12,1.76,47.06,9.02,68.27,11.15,89.29,12,6.18,0.91,4.37,38.03,57.12,77.3,5.27,13.02,80.53
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,88.34,87.96,89.02,89.98,90.25,5.2,0.69,46.04,6.3,64.59,7.96,88.38,9.84,5.4,0.58,4.51,39.74,56.62,78.54,4.82,11.3,89.11
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,100,82.28,78.5,81.62,88.43,2.02,0,38.1,8.2,48.9,13.39,66.58,14.99,3.96,0.52,2.02,29.89,35.51,51.58,3.44,5.29,100
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,81.17,75.69,78.48,82.26,86.49,5.56,1.29,53.13,17.07,71.24,19.54,97.18,20.96,6.59,1.03,4.27,36.07,51.7,76.23,5.56,10.46,92.45
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,59.51,76.37,77.5,79.18,72.08,3.24,2.2,46.1,14.27,64.27,18.66,81.06,21.32,5.7,2.21,1.04,31.84,45.61,59.74,3.49,7.03,84.56
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,100,85.07,88.07,90.19,93.81,6.57,0,60.5,10.61,83.07,11.25,106.8,11.62,7.32,0.48,6.57,49.89,71.82,95.18,6.84,10.85,100
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,77.63,79.56,79.63,82.8,80.53,2.71,0.78,41.56,10.68,56.15,14.37,80.83,16.79,5.72,1.38,1.93,30.88,41.78,64.04,4.34,6.53,92.68
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,100,90.06,89.79,91.65,90.73,3.27,0,46.7,5.16,71.38,8.12,101.03,9.21,5.02,0.51,3.27,41.54,63.26,91.82,4.51,7,100
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,100,92.88,92.28,93.64,95.98,7.83,0,55.29,4.24,81.77,6.84,109.9,7.46,6.94,0.29,7.83,51.05,74.93,102.43,6.65,14.16,100
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,90.39,93.01,92.39,93.88,93.56,5.05,0.54,57.12,4.3,85.96,7.08,115.46,7.53,7.73,0.53,4.51,52.83,78.88,107.92,7.2,8.84,87.5
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,100,81,81.55,84.71,88.03,4.5,0,43.31,10.16,65.13,14.73,92.75,16.74,5.08,0.69,4.5,33.15,50.4,76.01,4.39,10.4,100
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,95.95,89.81,90.24,90.9,89.91,9.2,0.39,56.62,6.42,84.62,9.15,113.89,11.4,6.88,0.77,8.81,50.2,75.46,102.49,6.11,16.25,93.96
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,94.92,85.48,86.25,86.91,87.52,7.56,0.4,51.28,8.71,74.36,11.85,98.65,14.86,6.21,0.88,7.15,42.57,62.51,83.79,5.32,14.74,95.35
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,86.03,80.79,83.37,85.33,91.54,7.26,1.18,58.11,13.81,81,16.16,107.75,18.53,7.62,0.7,6.09,44.3,64.85,89.23,6.92,12.5,91.46
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,65.38,78.79,83.89,86.97,86.24,1.55,0.82,41.02,11.04,61.57,11.82,91.78,13.75,5.1,0.81,0.73,29.98,49.75,78.03,4.29,3.79,92.55
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,100,81.46,82.69,84.68,84.6,5.87,0,57.44,13.07,71.41,14.95,92.46,16.73,6.09,1.11,5.87,44.37,56.46,75.73,4.98,10.22,100
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,100,86.27,86.64,88.32,91.7,3.72,0,48.32,7.69,64.46,9.94,88.18,11.66,5.9,0.53,3.72,40.63,54.52,76.52,5.36,7.7,100
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,85.04,87.35,84.57,86.86,86.46,6.35,1.12,51.37,7.44,63.78,11.64,84.1,12.72,5.87,0.92,5.23,43.93,52.14,71.38,4.95,12.35,84.99
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,89.77,87.19,86.97,88.38,90.39,6.42,0.73,49.63,7.29,66.68,9.99,86.21,11.34,6.6,0.7,5.69,42.34,56.69,74.87,5.9,12.93,89.97
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,89.66,88.31,90.6,92,90.73,6.16,0.71,64.05,8.48,89.16,9.25,113.54,9.87,8.06,0.82,5.45,55.57,79.91,103.67,7.24,9.62,91.62
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,91.48,83.37,86.15,87.74,89.89,6.81,0.63,60.96,12.16,86.79,13.95,113.01,15.79,7.89,0.89,6.18,48.8,72.84,97.22,7,11.18,94.78
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,84.22,82.97,84.63,86.23,85.53,11.21,2.1,58.46,12,83.5,15.17,109.34,17.47,7.78,1.32,9.11,46.45,68.33,91.88,6.47,19.18,82.49
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,93.99,79.75,82.73,86.1,85.14,8.95,0.57,56.46,14.34,81.3,16.97,112.02,18.09,7.61,1.33,8.38,42.12,64.33,93.94,6.28,15.85,96.01
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,83.87,82.85,84.41,85.54,85.83,8,1.54,41.69,8.63,58.81,10.86,80.78,13.66,4.91,0.81,6.47,33.06,47.95,67.12,4.1,19.2,82.16
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,90.08,87.6,89.39,91.21,88.04,7.22,0.79,49.97,7.07,69.91,8.3,92.96,8.95,5.73,0.78,6.42,42.9,61.61,84.01,4.95,14.44,88.76
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,90.92,88.4,90.24,91.44,93.33,7.92,0.79,51.3,6.73,68.06,7.36,95.65,8.95,6.35,0.45,7.13,44.57,60.7,86.7,5.9,15.44,88.26
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,90.64,83.11,84.73,86.5,85.53,3.94,0.41,40.54,8.24,57.45,10.35,77.79,12.14,5.85,0.99,3.53,32.3,47.1,65.64,4.86,9.71,95.07
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,76.95,78.61,81.7,82.59,78.07,5.77,1.73,40.46,11.01,55.2,12.36,73.42,15.48,4.74,1.33,4.04,29.45,42.83,57.94,3.41,14.27,84.28
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,100,86.78,85.45,86.97,90.43,10.13,0,54.62,8.32,70.35,11.98,88.9,13.32,7.32,0.78,10.13,46.3,58.38,75.58,6.55,18.55,100
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,84.15,83.51,81.95,84.24,86.27,4.51,0.85,39.62,7.82,50.03,11.02,71.09,13.3,4.6,0.73,3.66,31.79,39.01,57.79,3.87,11.39,89.14
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,84.67,80.84,81.88,85.04,81.81,4.43,0.8,32.88,7.79,49.13,10.87,73.18,12.87,4,0.89,3.63,25.08,38.26,60.31,3.11,13.47,89.71
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,59.03,84.37,86.13,88.42,85.16,3.52,2.44,40.68,7.54,59.27,9.55,84.7,11.1,5.28,0.92,1.08,33.14,49.73,73.6,4.36,8.64,67.62
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,91.65,85.08,86.54,87.55,88.02,7.81,0.71,54.4,9.54,74.28,11.56,93.43,13.29,5.86,0.8,7.1,44.86,62.72,80.14,5.06,14.36,92.53
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,100,88.93,89.82,90.83,92.88,8.71,0,50.53,6.29,71.22,8.07,94.62,9.55,6,0.46,8.71,44.24,63.15,85.07,5.54,17.25,100
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,100,97.01,88.62,90.67,89.41,3.45,0,38.03,1.17,47.45,6.09,80.15,8.25,3.39,0.4,3.45,36.86,41.35,71.91,2.99,9.07,100
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,86.72,89.85,91.81,91.74,92.58,7.89,1.21,56.47,6.38,84.39,7.52,101.61,9.15,9.58,0.77,6.68,50.09,76.87,92.46,8.81,13.98,81.06
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,84.67,83.55,84.3,86.31,90.81,6.43,1.16,41.9,8.25,65.04,12.11,85.06,13.49,5.5,0.56,5.27,33.65,52.93,71.57,4.94,15.35,85.88
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,100,87.39,83.68,85.76,88.62,2.89,0,36.72,5.3,54.24,10.58,67.92,11.28,4,0.51,2.89,31.42,43.67,56.64,3.48,7.87,100
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,100,85.41,85.28,87.5,87.25,10.21,0,48.89,8.35,60.8,10.49,83.21,11.89,6.32,0.92,10.21,40.54,50.31,71.32,5.39,20.88,100
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,85.19,84.66,85.96,87.28,81.47,6.05,1.05,45.69,8.28,66.21,10.82,94.91,13.83,4.88,1.11,5,37.41,55.39,81.08,3.77,13.24,87.29
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,100,88.74,87.36,87.89,89.43,7,0,51.29,6.51,65.44,9.47,84.56,11.65,5.55,0.66,7,44.78,55.97,72.91,4.89,13.65,100
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,100,89.82,91.45,92.71,96.98,6.38,0,59.22,6.72,83.14,7.77,116.17,9.13,7.94,0.25,6.38,52.51,75.37,107.04,7.69,10.77,100
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,82.43,85.5,89.51,91.86,91.88,4.74,1.01,48.14,8.16,69.69,8.17,101.39,8.98,5.72,0.51,3.73,39.98,61.52,92.41,5.21,9.85,87.61
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,100,87.98,88.65,89.38,92.28,6.39,0,55.7,7.61,76.25,9.76,99.58,11.83,7.15,0.6,6.39,48.09,66.49,87.75,6.56,11.48,100
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,100,81.37,84.74,87.33,89.03,5.51,0,46.46,10.64,66.01,11.88,94.01,13.64,6.33,0.78,5.51,35.82,54.13,80.37,5.55,11.87,100
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,82.23,82.01,85.2,87.34,87.33,3.54,0.77,46.71,10.25,69.77,12.12,95.15,13.8,6.1,0.88,2.78,36.46,57.65,81.35,5.21,7.59,92.53
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,82.51,79.73,83.1,86.05,87.53,5.53,1.17,43.2,10.98,62.75,12.76,85.69,13.89,4.71,0.67,4.36,32.22,49.98,71.8,4.04,12.79,89.33
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,92.94,86.1,86.87,88.98,88.98,6,0.46,61.6,9.94,88.69,13.41,117.73,14.58,9.22,1.14,5.55,51.66,75.28,103.15,8.07,9.75,95.41
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,100,90.41,90.26,91.09,90.11,6.17,0,54.32,5.76,79.81,8.61,105.35,10.3,7.44,0.82,6.17,48.55,71.21,95.05,6.62,11.37,100
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,100,92.67,90.33,91.19,92.66,6.56,0,46.63,3.69,65.69,7.03,87.62,8.47,4.81,0.38,6.56,42.94,58.66,79.15,4.43,14.08,100
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,82.36,88.93,82.11,85.29,88.86,6.13,1.31,63.52,7.91,81.09,17.67,101.92,17.58,6.83,0.86,4.82,55.61,63.42,84.34,5.97,9.65,83.41
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,93.82,85.04,84.97,87.17,88.63,9.91,0.65,55.54,9.77,73.52,13,98.96,14.57,8.36,1.07,9.25,45.77,60.51,84.39,7.29,17.83,93.32
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,90.89,83.91,87.33,88.97,92.67,13.43,1.35,57.7,11.07,78.93,11.45,104.49,12.95,9.18,0.73,12.08,46.63,67.49,91.54,8.45,23.27,87.84
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,85.52,76.21,79.37,84.24,80.64,5.94,1.01,45.33,14.15,65.64,17.06,97.48,18.24,5.33,1.28,4.93,31.18,48.58,79.24,4.05,13.11,92.89
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,92.68,84.69,86.29,89.05,89.6,8.49,0.67,52.41,9.48,71.52,11.36,97.3,11.97,6.59,0.76,7.82,42.94,60.16,85.33,5.82,16.21,92.92
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,82.29,84.78,86.53,88.89,89.27,6.97,1.5,58.11,10.43,78.17,12.17,105.35,13.17,7.76,0.93,5.47,47.68,66,92.18,6.83,11.99,85.63
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,87.68,84.22,84.49,84.87,87.75,5.26,0.74,52.9,9.91,69.67,12.79,87.17,15.54,6.14,0.86,4.52,42.99,56.88,71.63,5.29,9.94,92.55
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,90.2,86.12,86.1,88.4,91.01,7.87,0.86,52.34,8.44,72.22,11.66,101.97,13.38,7.02,0.69,7.02,43.9,60.56,88.59,6.33,15.04,89.86
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,91.11,86.77,89.43,91.03,91.67,8.65,0.84,57.52,8.77,84.7,10.01,111.27,10.97,6.95,0.63,7.8,48.75,74.69,100.3,6.32,15.03,90.38
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,94.38,88.35,90.2,91.79,91.31,10.35,0.62,61.15,8.06,90.55,9.84,122.78,10.98,7.81,0.74,9.74,53.09,80.71,111.8,7.07,16.93,92.35
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,94.82,88.19,90.7,92,93.34,7.86,0.43,58.72,7.87,88,9.02,120.63,10.49,7.76,0.55,7.43,50.86,78.98,110.14,7.21,13.39,94.54
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,86.58,84.73,88.94,91.15,89.7,5.27,0.82,43.25,7.8,65.89,8.19,94.51,9.17,4.9,0.56,4.45,35.46,57.7,85.34,4.33,12.18,89.52
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,84.73,88.4,89.41,91.25,86.97,6.1,1.1,58.92,7.73,82.41,9.76,112.69,10.81,7.4,1.11,5,51.19,72.65,101.88,6.29,10.35,85.79
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,100,87.62,88.89,90.08,90.16,8.41,0,52.56,7.42,74.97,9.37,101.84,11.21,6.95,0.76,8.41,45.13,65.6,90.62,6.19,16.01,100
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,89.84,88.5,89,90.56,88.45,5.77,0.65,59.01,7.67,82.2,10.17,111.35,11.61,7.33,0.96,5.12,51.34,72.04,99.74,6.37,9.78,91.49
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,100,82.38,84.18,86.25,85.69,3.39,0,43.28,9.25,61.38,11.53,85.65,13.66,4.85,0.81,3.39,34.03,49.85,71.99,4.04,7.82,100
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,94.02,80.89,82.61,84.69,86.13,9.05,0.58,56.71,13.4,82.13,17.28,109.92,19.87,8.33,1.34,8.48,43.31,64.85,90.06,6.99,15.96,95.7
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,95.61,85.33,86.86,87.56,86.45,8.04,0.37,53.43,9.18,75.78,11.47,96.64,13.73,6.27,0.98,7.67,44.24,64.31,82.91,5.28,15.05,95.98
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,91.88,83.62,87.01,86.99,94.99,8.38,0.74,38.64,7.57,55.38,8.27,77.27,11.56,5.81,0.31,7.64,31.07,47.11,65.71,5.5,21.69,90.22
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,88.65,88.28,87.55,88.5,88.29,5.78,0.74,48.42,6.43,71.23,10.13,91.72,11.92,6.38,0.85,5.04,41.99,61.11,79.8,5.54,11.94,88.49
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,100,87.81,88.19,89.93,91.85,8.22,0,47.3,6.57,77.38,10.36,105.4,11.8,6.3,0.56,8.22,40.73,67.02,93.59,5.74,17.38,100
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,89.92,83.13,82.28,84.5,84.13,5.75,0.64,47.73,9.69,68.26,14.7,90.92,16.67,5.35,1.01,5.1,38.05,53.56,74.25,4.35,12.04,93.35
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,100,80.19,80.01,81.96,83.21,4.84,0,44.53,11,61.1,15.27,79.87,17.58,5.71,1.15,4.84,33.53,45.83,62.29,4.56,10.87,100
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,93.22,82.47,84.68,86.69,87.63,5.8,0.42,51.78,11,73.64,13.32,104.17,16,7.36,1.04,5.38,40.78,60.32,88.17,6.32,11.2,96.16
