"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,94.15,0,0,1,1,2,2,3,0.02,0,0,1,8,2,1,1,14,4,0,0,0,-4,0,0,0
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,289.15,0,1,0,1,11,19,27,0.29,0,0,1.53,19,7,1,16,48,0,4,0,0,4,0,0,0
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,282.68,1,1,3,5,37,50,69,2.41,2.7,2,4.82,11,5,9,28,50,3,8,0,0,5,0,4,-4
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,261.62,2,3,4,9,27,35,46,1.71,7.41,5.71,4.89,12,5,8,32,32,2,9,0,0,7,2,5,-3
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,251.48,1,0,1,2,13,19,27,0.35,7.69,5.26,1.84,16,4,2,32,22,4,2,3,3,-2,0,0,0
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,109.9,0,1,0,1,6,10,13,0.14,0,0,1.4,4,1,1,12,11,0,0,0,0,0,0,0,0
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,656.8,0,1,3,4,41,60,105,1.4,0,0,2.33,43,14,6,55,74,7,3,2,1,-5,0,0,0
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,827.18,0,1,0,1,43,65,96,1.78,0,0,2.74,52,17,12,77,104,14,1,1,1,-13,0,0,0
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,581.82,3,1,3,7,32,57,91,1.35,9.38,5.26,2.37,54,12,4,61,78,10,6,2,1,-5,0,0,0
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,361.1,0,3,1,4,12,17,36,0.36,0,0,2.12,26,7,2,42,43,9,4,0,0,-5,0,0,0
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,297.17,0,1,0,1,14,21,35,0.47,0,0,2.24,33,12,2,19,40,2,0,1,1,-2,0,0,0
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,1,1,0,2,6,7,11,0.4,16.67,14.29,5.71,3,0,0,35,18,3,1,2,2,-2,0,0,0
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,1,0,0,1,17,23,35,1.35,5.88,4.35,5.87,8,3,1,61,38,4,3,5,5,-1,4,0,4
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.2,1,0,0,1,10,14,20,0.72,10,7.14,5.14,3,2,1,42,23,4,2,4,4,-2,0,2,-2
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,0,1,0,1,10,17,21,1.08,0,0,6.35,7,3,3,38,35,1,1,1,1,0,1,1,0
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,2,0,0,2,18,27,39,2.02,11.11,7.41,7.48,10,1,6,77,55,6,2,5,5,-4,4,8,-4
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.43,7,5,1,13,42,55,69,4.17,16.67,12.73,7.58,5,8,8,91,62,21,13,15,14,-9,2,10,-8
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.6,5,6,2,13,49,71,83,5.68,10.2,7.04,8,7,10,5,108,73,19,16,9,8,-4,4,6,-2
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,2,4,0,6,21,27,36,1.59,9.52,7.41,5.89,11,0,2,56,45,9,6,13,13,-3,3,3,0
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,0,0,0,0,8,9,10,0.58,0,0,6.44,1,0,1,12,16,4,3,4,4,-1,2,1,1
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,997.92,3,1,3,7,43,72,104,1.37,6.98,4.17,1.9,76,17,4,118,73,18,8,0,0,-10,0,0,0
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,998.48,2,1,3,6,42,69,107,1.36,4.76,2.9,1.97,93,17,5,125,83,17,3,0,0,-14,0,0,0
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,212.88,0,0,1,1,9,14,24,0.48,0,0,3.43,20,2,2,34,13,2,0,0,0,-2,0,0,0
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,880.27,1,1,7,9,25,40,79,0.8,4,2.5,2,90,18,10,113,81,19,9,0,0,-10,0,0,0
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,549.68,4,4,3,11,34,48,77,1.59,11.76,8.33,3.31,40,25,10,31,58,3,9,0,0,6,0,0,0
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,0,2,1,3,2,4,5,0.37,0,0,9.25,1,1,2,0,6,0,1,0,0,1,4,5,-1
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,678.43,3,3,1,7,62,71,80,5.16,4.84,4.23,7.27,24,6,7,84,79,21,24,15,15,3,73,91,-18
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,474.05,6,2,1,9,77,88,97,7.01,7.79,6.82,7.97,15,1,7,44,73,17,17,5,5,0,35,52,-17
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,1,2,1,4,9,16,19,0.85,11.11,6.25,5.31,9,2,2,9,12,2,4,2,2,2,6,13,-7
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,747.53,7,3,3,13,82,111,130,7.35,8.54,6.31,6.62,47,13,12,76,103,17,15,3,2,-3,179,148,31
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,688.6,5,6,5,16,74,102,125,6.08,6.76,4.9,5.96,15,10,12,68,78,12,14,0,0,2,157,119,38
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,418.13,0,1,1,2,37,55,70,3.18,0,0,5.78,23,9,3,64,46,7,15,1,1,8,93,92,1
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,124.8,0,0,0,0,9,16,18,1.05,0,0,6.56,8,1,2,23,17,3,0,0,0,-3,32,34,-2
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.03,1,2,0,3,20,26,33,0.94,5,3.85,3.62,12,2,4,11,25,7,7,1,1,0,43,39,4
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,255.53,0,0,1,1,13,22,33,0.47,0,0,2.14,17,12,2,8,31,3,0,0,0,-3,0,0,0
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,285.2,1,1,4,6,30,43,55,1.26,3.33,2.33,2.93,27,14,2,15,38,5,2,0,0,-3,0,0,0
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,111.85,0,0,1,1,11,13,20,0.2,0,0,1.54,3,2,3,4,16,4,2,0,0,-2,0,0,0
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,437.03,1,2,6,9,34,50,76,0.84,2.94,2,1.68,26,18,6,20,64,6,4,1,1,-2,0,0,0
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,0,0,2,2,4,8,11,0.11,0,0,1.38,6,3,0,2,5,1,0,0,0,-1,0,0,0
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.47,3,3,1,7,23,35,44,1.99,13.04,8.57,5.69,7,1,7,29,20,3,2,0,0,-1,46,68,-22
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,2,2,2,6,21,29,39,1.57,9.52,6.9,5.41,7,1,6,22,29,2,2,0,0,0,6,19,-13
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,0,1,1,2,16,23,28,1.16,0,0,5.04,8,0,3,33,26,0,2,0,0,2,10,17,-7
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.47,0,1,0,1,15,23,26,0.95,0,0,4.13,6,3,4,42,21,1,1,0,0,0,19,36,-17
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,82.98,0,0,0,0,12,15,17,1.47,0,0,9.8,3,1,3,30,10,2,0,0,0,-2,4,8,-4
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,503.5,5,4,1,10,54,75,99,4.02,9.26,6.67,5.36,21,11,20,92,50,6,7,0,0,1,141,204,-63
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,676.03,9,3,3,15,79,117,158,6.61,11.39,7.69,5.65,36,15,19,90,50,5,13,0,0,8,128,150,-22
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,3,0,0,3,36,53,60,2.88,8.33,5.66,5.43,13,5,2,69,22,3,4,1,1,1,0,1,-1
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,228.2,3,0,1,4,29,42,49,2.54,10.34,7.14,6.05,7,4,4,37,20,2,3,1,1,1,5,3,2
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.27,5,5,7,17,60,93,123,5.63,8.33,5.38,6.05,24,8,15,157,53,9,7,2,2,-2,7,8,-1
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.22,2,3,0,5,58,75,100,4.81,3.45,2.67,6.41,25,27,5,139,29,8,5,0,0,-3,19,11,8
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1096.78,0,1,5,6,44,67,91,1.29,0,0,1.93,73,5,13,53,52,22,10,1,1,-12,0,0,0
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,185.88,0,0,1,1,6,7,17,0.1,0,0,1.43,15,5,3,13,7,5,2,0,0,-3,0,0,0
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,632.48,1,1,5,7,17,26,39,0.84,5.88,3.85,3.23,49,23,13,40,38,13,1,0,1,-11,0,0,0
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1058,0,2,3,5,25,46,74,1.05,0,0,2.28,77,19,4,86,56,18,9,0,1,-8,0,0,0
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,679.37,0,2,5,7,21,27,38,0.95,0,0,3.52,51,12,4,41,31,9,8,1,1,-1,0,0,0
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1118.08,6,10,6,22,96,135,190,5.49,6.25,4.44,4.07,83,48,51,32,88,10,6,0,0,-4,0,0,0
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,0,0,0,0,9,14,20,0.66,0,0,4.71,3,4,1,2,6,0,0,0,0,0,6,9,-3
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,530.88,5,3,2,10,45,66,91,4.18,11.11,7.58,6.33,15,6,10,48,50,9,14,0,0,5,136,203,-67
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,624.35,7,6,6,19,59,92,121,6.4,11.86,7.61,6.96,18,13,21,29,42,11,9,1,1,-2,158,215,-57
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,374.33,2,1,2,5,35,49,54,2.55,5.71,4.08,5.2,17,1,4,42,26,5,8,2,2,3,82,87,-5
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,624.22,4,3,1,8,80,105,130,6.31,5,3.81,6.01,19,5,15,80,65,3,15,3,3,12,115,88,27
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,938.05,7,6,2,15,156,205,232,13.47,4.49,3.41,6.57,39,12,12,147,109,8,17,2,2,9,255,176,79
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,498.57,2,4,1,7,57,74,81,4.33,3.51,2.7,5.85,15,4,8,87,39,4,6,1,1,2,179,110,69
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,0,0,0,0,3,6,9,0.31,0,0,5.17,4,1,1,19,2,0,0,0,0,0,1,5,-4
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,91.22,0,0,0,0,12,18,19,0.95,0,0,5.28,6,2,3,11,10,0,1,0,0,1,23,14,9
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.3,0,2,1,3,15,18,19,0.83,0,0,4.61,6,3,6,28,16,2,4,1,1,2,70,51,19
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,536.45,2,2,2,6,48,64,82,3.68,4.17,3.12,5.75,24,5,11,72,58,8,4,1,1,-4,193,115,78
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1049.85,10,11,11,32,94,115,133,9.71,10.64,8.7,8.44,39,20,36,78,50,0,12,1,1,12,391,415,-24
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,543.05,5,3,0,8,52,75,91,6.18,9.62,6.67,8.24,10,5,16,25,31,7,7,0,0,0,244,236,8
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,995.07,15,4,4,23,92,124,156,11.43,16.3,12.1,9.22,35,21,36,65,62,6,14,0,0,8,274,352,-78
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,991.92,10,7,6,23,103,128,178,9.97,9.71,7.81,7.79,34,14,27,54,70,10,8,0,0,-2,183,158,25
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1060.9,18,1,10,29,102,128,161,10.9,17.65,14.06,8.52,37,18,27,52,67,7,10,1,1,3,420,530,-110
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1025.97,10,7,6,23,99,138,177,11.35,10.1,7.25,8.22,48,18,29,77,75,12,13,0,0,1,421,452,-31
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,745.2,11,5,4,20,61,91,119,7.5,18.03,12.09,8.24,40,19,19,42,46,4,6,0,0,2,277,303,-26
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,281.7,2,2,1,5,33,41,54,3.55,6.06,4.88,8.66,9,3,9,14,23,2,3,0,0,1,94,90,4
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1007.67,10,8,6,24,82,127,150,9.83,12.2,7.87,7.74,59,20,30,68,63,9,11,0,0,2,420,374,46
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,919.83,17,9,4,30,118,178,209,12.98,14.41,9.55,7.29,27,26,20,66,34,8,10,0,0,2,386,332,54
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1151.4,2,5,3,10,56,75,118,1.59,3.57,2.67,2.12,60,35,11,86,102,9,4,0,0,-5,0,0,0
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,593.47,0,3,3,6,27,37,63,0.73,0,0,1.97,37,19,17,35,61,6,5,0,0,-1,0,0,0
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,408.23,1,2,0,3,19,30,50,0.5,5.26,3.33,1.67,29,10,4,39,35,5,2,0,0,-3,0,0,0
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1064.08,3,8,9,20,82,110,161,2.66,3.66,2.73,2.42,83,26,15,78,92,13,6,0,0,-7,0,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1468.85,1,5,7,13,58,93,143,2.41,1.72,1.08,2.59,104,20,19,146,153,19,4,3,2,-16,0,0,0
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1402.4,4,2,11,17,78,115,189,2.59,5.13,3.48,2.25,126,67,24,232,140,19,5,0,0,-14,0,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1189.67,3,2,6,11,82,119,181,3.44,3.66,2.52,2.89,109,41,19,216,101,15,5,0,0,-10,0,0,0
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1549.2,3,6,8,17,109,161,234,3.56,2.75,1.86,2.21,105,62,23,231,128,16,5,0,0,-11,0,0,0
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,862.57,1,2,3,6,58,90,122,1.91,1.72,1.11,2.12,67,31,16,103,65,10,1,1,0,-10,0,0,0
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,990.43,10,7,1,18,95,129,165,11.5,10.53,7.75,8.91,28,13,22,250,120,12,12,2,1,-1,364,411,-47
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,854.87,7,5,4,16,67,87,114,7.75,10.45,8.05,8.91,35,15,24,175,60,12,8,3,3,-4,310,351,-41
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,965.33,9,5,4,18,91,121,153,10.71,9.89,7.44,8.85,38,18,21,198,103,10,10,2,2,0,475,447,28
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,534.17,7,8,4,19,58,75,89,5.71,12.07,9.33,7.61,23,3,18,114,54,3,7,0,0,4,310,214,96
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,940.97,10,4,4,18,94,134,166,11.01,10.64,7.46,8.22,34,19,37,214,103,7,13,2,2,6,489,345,144
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,601.05,2,2,3,7,60,77,98,5.01,3.33,2.6,6.51,16,8,23,130,65,4,2,3,3,-2,275,218,57
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,587.18,5,6,6,17,56,71,90,4.97,8.93,7.04,7,15,16,11,108,52,19,15,4,4,-4,155,183,-28
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,754.23,8,6,5,19,75,108,130,6.84,10.67,7.41,6.33,20,21,19,107,66,20,9,5,5,-11,184,196,-12
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,615.4,6,4,3,13,66,85,103,5.27,9.09,7.06,6.2,13,17,10,95,48,18,11,2,2,-7,83,80,3
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,556.22,1,2,1,4,57,76,89,4.76,1.75,1.32,6.26,15,9,12,61,45,8,8,5,5,0,52,51,1
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,191.28,1,0,0,1,10,19,25,0.29,10,5.26,1.53,15,5,2,28,32,3,2,3,3,-1,0,0,0
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,886.55,3,5,6,14,45,61,122,1.71,6.67,4.92,2.8,107,14,5,97,94,10,9,12,14,1,0,0,0
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,980.33,2,2,6,10,63,89,155,1.56,3.17,2.25,1.75,88,17,7,99,105,16,11,7,7,-5,0,0,0
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,432.97,1,1,1,3,25,36,62,0.99,4,2.78,2.75,40,7,3,61,54,12,8,6,6,-4,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,418.27,1,2,3,6,25,31,56,0.51,4,3.23,1.65,34,9,1,53,37,12,4,7,7,-8,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1009.77,1,2,3,6,57,80,129,1.45,1.75,1.25,1.81,74,20,5,131,130,21,11,5,7,-8,0,1,-1
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,968.32,1,3,3,7,42,59,104,1.08,2.38,1.69,1.83,89,27,7,126,88,22,13,5,5,-9,0,0,0
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1183.03,2,2,3,7,58,88,129,1.63,3.45,2.27,1.85,98,21,8,144,111,14,11,5,5,-3,0,0,0
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,507.75,1,0,3,4,39,53,74,0.95,2.56,1.89,1.79,39,10,5,74,55,7,1,6,6,-6,0,0,0
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,152.67,1,0,1,2,9,14,19,0.24,11.11,7.14,1.71,11,5,1,23,19,2,4,1,1,2,0,0,0
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,532.77,2,1,1,4,18,34,52,0.75,11.11,5.88,2.21,57,13,8,86,42,11,3,1,1,-8,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,797.4,1,3,6,10,35,57,84,1.16,2.86,1.75,2.04,37,20,18,75,113,21,9,1,1,-12,0,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,809.45,2,4,1,7,36,57,94,0.86,5.56,3.51,1.51,50,26,14,51,106,18,10,2,2,-8,0,0,0
