"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,110.3,2.63,45.46,33.73,8.16,0.54,32.64,46.24,13.06,4.35,1.63,0
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,162.45,2.11,41.26,24.38,6.28,3.69,40.63,41,11.45,5.91,0.37,0
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,73,128.9,1.77,40.91,30.26,8.84,3.72,31.19,45.62,12.57,6.05,0.93,0
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,79,206.1,2.61,51.22,26.49,8.15,0.87,25.91,47.45,12.81,2.62,0,0
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,198.93,2.46,47.2,23.22,6.03,1.21,31.97,43.13,9.95,2.71,0.3,0
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,2.47,60.15,35.13,3.9,0.43,9.98,52.48,6.07,0.87,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,2.73,48.88,40.17,3.83,0,15.3,58.35,8.61,1.91,1.91,0
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,2.25,52.01,32.49,7.8,1.3,11.7,54.26,13,3.57,0.65,0
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,2.31,51.15,30.42,9.27,1.11,18.18,47.85,10.76,1.85,1.11,0
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,1.62,29.58,21.69,10.84,1.71,17.69,45.09,20.55,4.57,0.57,0
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,1.72,32.44,36.15,8.61,1.29,21.95,51.21,13.77,4.3,0.86,0
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,4.3,63.43,21.29,12.66,0.92,10.28,42.58,20.37,1.65,0.37,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,4.28,58.88,33.54,5.68,1.24,14.2,56.62,11.89,3.19,0.53,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,3.27,50.52,28.23,6.2,2.07,21.81,46.14,11.25,3.44,0.23,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,0.89,14.88,27.75,12.02,5.55,52.72,39.77,16.65,7.4,0,0
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,1.14,23.87,30.73,12.02,1.34,44.09,47.43,14.7,3.34,1.34,0
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,1.41,30.26,31.4,9.36,1.1,40.21,43.51,13.77,3.86,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,2.56,54.32,36.73,4.9,0,9.45,58.78,6.3,1.4,0.35,0
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,1.15,25.06,14.37,3.59,1.8,56.57,26.04,5.39,8.08,3.59,0
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,1.79,29.77,32.47,8.54,1.71,33.61,50.7,12.53,3.42,1.71,0
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,1.78,33.09,29.09,9.92,2.64,39.67,42.98,14.55,5.95,1.32,0
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,2.05,34.44,26.35,6.46,0,33.81,42.26,11.93,3.98,1.99,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,2.01,38.96,17.13,4.97,4.42,43.1,43.1,9.95,6.63,1.66,0.55
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,2.01,41.91,28.62,3.92,1.57,35.28,46.26,6.66,2.74,0.78,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,2.19,42.98,26.4,5.14,1.03,37.38,43.21,12,4.11,0.69,0
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,1.99,42.93,31.8,8.85,1.21,25.76,57.15,13.28,4.43,1.21,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,1.27,26.57,24.09,7.48,1.66,40.7,41.53,12.46,4.15,0.83,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,1.49,29.86,37.29,2.94,0,38.27,57.89,6.87,2.94,0.98,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,2.65,46.39,34.86,4.62,0,24.78,52.08,9.24,2.52,0.84,0
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,2.18,44.02,37.22,6.2,2.33,24.81,55.82,10.47,5.43,1.55,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,2.9,49.05,27.17,6.79,1.62,20.7,47.55,11.64,3.88,0.32,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,2.96,51.24,38.11,5.84,1.03,19.57,60.77,9.96,2.75,0.69,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,3.45,66.24,32.05,8.13,0.45,6.09,59.59,13.09,2.03,0.68,0
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,3.47,66.04,32.03,6.74,0.63,5.69,59.42,10.54,1.69,0.42,0
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,3.37,66.05,27.53,6.75,1.08,3.51,62.62,9.99,2.7,0.81,0
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,3.81,56.9,24.91,12.77,1.06,9.58,45.34,22.14,4.26,0.85,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,4.17,60.02,29.56,6.79,0.6,10.19,57.92,12.58,2,0.6,0.4
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,3.9,54.46,29.28,7.32,0.73,13.18,51.24,8.78,3.66,1.46,0
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,3.11,50.3,30.79,4.93,0.82,22.58,53.37,9.03,2.87,0.41,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,2.16,43.49,25.72,8.3,1.24,32.36,39.41,15.35,4.15,0.41,0
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,2.81,45.04,31.13,5.49,3.05,27.47,45.78,12.82,5.49,1.83,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,2.35,41.46,26.91,6.61,0.47,38.25,39.19,10.39,2.36,0.47,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,2,33.89,20.75,9.18,3.59,41.5,30.73,14.77,6.39,1.2,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,1.62,30.92,24.01,7,1,50.01,36.51,16.5,1.5,0.5,0
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,3.23,44.78,28.1,11.43,2.38,18.1,45.72,18.57,3.81,0.24,0
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,3.01,41.53,28.24,4.34,0.72,35.12,44.17,10.86,3.62,0.36,0
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,2.07,38.02,29.01,6.7,0,26.78,46.87,14.51,1.12,1.12,0
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,3.68,60.62,34.74,6.51,0.36,5.79,59.36,11.58,1.81,0.72,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,1.25,25.01,26.53,4.53,1.29,32.36,45.94,9.06,2.59,0.65,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0.96,17.75,14.22,9.48,3.95,57.65,22.11,15.01,7.9,1.58,0
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,2.22,43.83,31.52,4.5,1.13,21.39,47.28,9.01,3.38,1.13,0
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,1.4,22.54,42.39,10.47,1.05,34.54,56.52,13.61,3.14,0.52,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,1.05,18.03,17.22,5.74,3.28,72.15,23.78,7.38,4.92,0.82,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,2.21,38.76,31.42,10.24,1.06,27.19,53.32,13.42,1.41,0,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,2.88,47.53,31.54,4.17,0,18.09,57.04,9.28,2.32,1.39,0
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,2.43,41.95,36.77,5.78,1.58,23.11,55.16,12.61,3.68,0,0
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,2.14,42.13,33.94,4.19,2.09,22.21,53.63,8.38,4.19,0.84,0
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,1.99,37.58,42.06,5.16,1.59,13.89,64.29,8.33,3.97,0.79,0
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,1.4,26.87,25.97,3.02,1.21,42.89,41.08,4.83,2.42,0,0
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,3.37,54.65,37.19,5.7,0.46,12.32,59.55,10.27,1.6,0.46,0
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,1.91,33.24,30.52,7.01,0.82,24.33,52.38,13.2,2.89,1.65,0
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,1.11,22.06,24.45,7.19,0.72,43.14,36.67,12.94,2.16,0.72,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,0.67,12.36,45.65,9.13,2.28,22.83,69.62,10.27,2.28,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,2.58,58.44,29.6,6.37,0.64,6.05,55.07,10.82,1.27,0.32,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,2.22,52.23,32.49,5.91,0.42,13.5,54.43,10.13,2.11,1.27,0
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,2.05,36.57,27.4,3.6,1.8,34.97,39.65,7.93,3.24,0,0
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,3.28,67.35,31.28,4.8,0.69,8.22,53.2,8.45,3.43,1.83,0
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,3.47,66.53,31.28,5.01,0.25,5.01,59.56,9.01,1,0,0
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,3.29,47.18,21.63,11.91,2.43,27.22,37.42,19.68,6.32,1.46,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,3.38,48.06,33.22,6.29,1.35,21.33,54.78,9.43,2.92,0.67,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,3.02,48.63,32.91,6.79,1.04,21.16,55.38,10.45,3.66,1.04,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,3.95,62.24,35,5.58,0.62,7.12,65.67,9.29,2.17,0.62,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,3.54,61.3,35.41,6.87,0.43,12.23,60.73,9.23,1.07,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,3.72,61.12,34.11,3.37,1.87,8.25,57.72,6.75,3.37,0.75,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,2.93,52.38,32.59,6.05,1.34,15.46,55.1,12.1,4.03,1.01,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,3.02,58.67,31.63,6.16,1.96,11.48,56.27,8.12,3.36,0.56,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,3.38,64.07,34.45,7.25,0.36,7.98,61.29,11.6,2.9,0.73,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,2.04,42.31,20.22,6.16,2.2,32.09,45.28,11.43,3.52,0.44,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,2.82,62.69,28.66,5.85,0.31,12.02,56.39,10.17,2.16,1.54,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,3.25,65.9,25.66,6.84,0,8.9,53.38,9.24,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,1.22,21.22,22.97,10.21,3.4,38.28,44.24,17.01,4.25,0.85,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,3.55,46.63,25.46,8.09,1.67,27.13,40.69,17.85,5,0.71,0
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,3.25,45.83,34.49,8.26,0.73,25.99,50.03,13.6,2.67,1.21,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,2.26,37.89,21.59,7.64,1.33,40.19,36.21,11.29,2.33,0.66,0
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,2.32,35.94,29.55,9.23,1.23,25.85,39.4,15.39,3.08,1.23,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,2.07,33.94,27.68,6.35,0.45,33.13,47.65,11.34,2.72,0,0.45
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,2.27,44.51,30.43,7.1,1.01,29.08,45.65,9.47,2.37,0.34,0
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,206.18,2.61,47.66,36.96,7.57,0.58,18.92,53.25,10.48,2.62,0.58,0
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,137.77,2.26,51.09,34.41,4.36,0.44,16.55,51.39,9.58,1.31,0.44,0
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,234.92,2.94,58.66,33.46,5.11,0.26,13.54,58.49,9.96,0.77,0.51,0
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,221.15,3.07,58.22,31.47,6.78,0.81,14.11,51.82,12.21,1.9,0.81,0
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.35,1.5,31.27,26.73,5.35,0.89,46.33,37.42,7.13,1.78,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,178.58,3.97,56.42,27.21,8.74,0.67,8.74,51.41,14.11,3.36,0,0.34
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,257.52,3.79,58.8,30.52,4.43,0.93,8.85,53.82,10.02,2.56,0.47,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,98.62,4.48,69,29.81,3.65,1.22,4.26,57.19,9.13,4.26,1.22,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,231.95,3.87,58.17,27.16,5.95,0.52,13.45,49.67,12.42,2.85,0.52,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,218.4,3.26,61.9,26.1,6.04,0.82,12.09,48.08,12.64,2.75,0.82,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,135.4,2.94,48.6,22.16,8.42,0.44,28.36,37.67,13.29,5.76,1.33,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,267.05,3.34,54.72,28.98,7.19,1.35,12.58,61.11,11.01,3.37,0.67,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,167.62,2.1,35.2,29.71,6.09,2.51,34.36,49.04,10.74,5.01,2.15,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,157.97,1.95,37.97,20.51,10.26,0.76,38.74,37.98,18.23,1.52,0.76,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,176.1,2.23,45.1,24.53,6.13,1.7,27.26,46,11.24,4.09,1.02,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,151.1,1.96,39.76,21.84,4.77,2.38,42.09,38.12,9.13,7.15,1.19,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.92,1.87,35.78,20.15,7.72,1.29,46.74,36.45,13.72,3.86,0.43,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,133.62,1.97,36.92,20.66,8.53,0.9,47.6,33.68,13.92,3.59,1.35,0
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,131.4,1.68,35.71,28.77,7.31,1.83,31.51,49.32,11.87,3.65,1.37,0
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,171.82,2.53,53.95,41.9,4.89,0,10.83,61.81,5.94,0.7,0,0
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,193.27,2.48,41.34,30.11,6.83,2.48,28.25,41.6,11.8,3.73,0,0
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,155.93,2,35.62,25.01,6.16,2.31,39.63,39.63,11.54,4.62,1.92,0
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,1.33,28.08,13.08,5.81,2.18,57.42,31.25,8.72,2.91,1.45,0
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,71.1,1.87,36.01,23.63,5.06,3.38,35.44,34.6,10.97,6.75,0.84,0
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.97,1.89,34.86,21.29,4.26,1.94,44.52,32.14,7.36,3.48,0.77,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,144.98,2.07,35.4,27.73,9.52,1.66,20.69,43.45,13.66,2.48,0,0
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,184.2,2.3,39.71,28.34,6.84,1.3,28.34,46.91,10.42,2.61,0.65,0
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,190.08,2.35,44.16,30.62,8.21,1.26,25.25,47.35,11.36,2.53,0.95,0
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,79,228.18,2.89,52.17,31.55,5.78,1.58,15.78,56.01,9.99,2.89,0.53,0
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,81,111,1.37,27.8,29.73,5.95,1.62,42.7,40,9.73,3.78,0.54,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,67,174.75,2.61,53.19,34.68,4.81,0,18.2,55.62,6.18,1.72,0.69,0
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,337.22,4.11,57.28,21,11.21,1.07,16.72,40.57,19.04,2.67,0.18,0.18
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,77,326.85,4.24,58.15,30.66,6.06,0.73,15.97,51.22,13.03,2.57,0.55,0
"Alex Kovalev","ALEX.KOVALEV","09-10","OTT","R","L",1973-02-24,36,75,246.35,3.28,55.26,25.82,4.38,0.97,14.61,49.44,9.5,2.19,0,0
"Alex Kovalev","ALEX.KOVALEV","10-11","OTT","R","L",1973-02-24,37,54,125.58,2.33,42.83,21.02,8.12,0.96,32.01,36.31,16.24,4.3,1.43,0
"Alex Kovalev","ALEX.KOVALEV","10-11","PIT","R","L",1973-02-24,37,20,73.58,3.68,64.75,31.8,4.08,1.63,4.89,49.74,5.71,3.26,0.82,0
"Alex Nylander","ALEX.NYLANDER","19-20","CHI","L","R",1998-03-02,21,64,74.57,1.17,22.31,23.33,6.44,0,46.67,41.84,9.66,3.22,0.8,0
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,82,456.72,5.57,84.03,14.06,8.54,0.53,4.99,42.17,18.65,2.36,0.26,0
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,425.37,5.38,88.53,20.73,3.1,0.56,2.82,53.32,11,2.54,0.28,0.14
"Alex Ovechkin","ALEX.OVECHKIN","09-10","WSH","L","R",1985-09-17,23,71,361.95,5.1,85.48,21.22,3.32,0.33,2.98,55.04,11.44,2.82,0.66,0
"Alex Ovechkin","ALEX.OVECHKIN","10-11","WSH","L","R",1985-09-17,24,76,346.35,4.56,83.73,19.58,4.68,0.17,2.43,53.88,10.39,1.56,0.35,0
"Alex Ovechkin","ALEX.OVECHKIN","11-12","WSH","L","R",1985-09-17,25,75,280.13,3.74,74.03,26.99,3.64,0.43,4.07,55.47,11.57,2.14,0.64,0
"Alex Ovechkin","ALEX.OVECHKIN","12-13","WSH","L","R",1985-09-17,26,48,218.2,4.55,85.01,20.62,3.3,0,2.47,51.42,9.9,1.1,0.27,0
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,77,391,5.08,93.37,19.03,4.6,0.15,2.61,57.54,11.97,4.3,1.07,0
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,79,306.77,3.88,83.28,23.86,3.72,0,3.32,57.5,8.21,1.37,0.78,0.2
"Alex Ovechkin","ALEX.OVECHKIN","15-16","WSH","L","R",1985-09-17,29,77,337.47,4.38,89.86,25.07,3.2,0,1.78,53.87,9.96,4.09,2.13,0
"Alex Ovechkin","ALEX.OVECHKIN","16-17","WSH","L","R",1985-09-17,30,80,302.72,3.78,75.7,28.54,2.18,0.79,4.96,54.7,4.96,4.96,1.59,0
"Alex Ovechkin","ALEX.OVECHKIN","17-18","WSH","L","R",1985-09-17,31,79,339.82,4.3,87.33,21.89,3.88,0,2.12,50.85,9.36,2.3,1.94,0
"Alex Ovechkin","ALEX.OVECHKIN","18-19","WSH","L","R",1985-09-17,32,80,355.1,4.44,90.46,19.94,2.7,0,2.37,52.21,8.11,1.35,1.01,0
"Alex Ovechkin","ALEX.OVECHKIN","19-20","WSH","L","R",1985-09-17,33,67,326.03,4.87,90.66,18.59,2.21,0.18,2.39,52.82,5.7,3.68,2.39,0
