"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,296.2,0.2,0,0.2,0.41,1.42,1.62,1.62,0.1,14.29,12.5,5.88,8.51,0.81,0.41,4.05,1.22,0.61,1.22,0,0,0.61,0,0,0
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,150.93,0,0,0,0,0.8,0.8,0.8,0,0,0,0.5,10.34,1.19,1.19,4.77,0.4,0.4,0,0,0,-0.4,0,0,0
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,177.88,0,0.34,0,0.34,0,0,0.67,0,0,0,0,7.08,1.01,1.35,7.42,0.67,1.35,0.67,0,0,-0.67,0,0,0
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,132.95,0,0,0,0,0.45,0.45,0.45,0,0,0,1,5.87,0.9,0,5.42,1.35,1.35,0.45,0,0,-0.9,0,0,0
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,149.33,0,0,0,0,1.21,2.01,2.01,0.1,0,0,4.8,5.22,0.4,0.4,0.8,0.4,0.4,0,0,0,-0.4,23.3,20.49,2.81
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,187.87,0,0,0,0,1.6,1.92,1.92,0.18,0,0,9.17,5.75,0.32,0.96,1.6,0.96,0.64,0.64,0,0,0,15.33,24.59,-9.26
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,227.73,0,0,0,0,2.37,2.37,2.63,0.09,0,0,3.78,4.74,1.58,2.37,0.79,0.79,0.26,1.05,0,0,0.79,20.29,25.29,-5.01
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,161.5,0,0,0,0,1.49,1.86,2.23,0.24,0,0,13,5.57,0.74,1.49,0.74,0.37,0.37,1.49,0,0,1.11,31.21,23.41,7.8
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,236.03,0.25,0,0,0.25,2.54,3.05,4.07,0.19,10,8.33,6.25,5.34,0.25,1.53,1.27,1.53,0.25,0.25,0,0,0,27.45,23.39,4.07
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.87,1.83,0.92,0,2.75,7.79,9.63,10.54,0.92,23.53,19.05,9.57,6.42,1.83,4.13,0,1.38,0.46,0.46,0,0,0,28.43,26.59,1.83
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,72.88,1.65,0.82,0,2.47,4.12,5.76,7.41,0.8,40,28.57,13.86,6.59,0.82,7.41,0,1.65,0,2.47,0,0,2.47,23.05,34.58,-11.53
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,166.42,1.08,0.72,0,1.8,5.05,6.49,7.21,0.52,21.43,16.67,8.06,3.24,0,3.97,1.08,0,0,0.36,0,0,0.36,17.31,19.47,-2.16
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,138.72,0,0.43,0,0.43,1.3,2.16,2.6,0.21,0,0,9.8,3.03,0.43,1.73,0.43,0.43,0,0.43,0,0,0.43,17.3,22.06,-4.76
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,78,207.98,0.58,0.29,0,0.87,2.88,4.04,4.9,0.66,20,14.29,16.43,4.62,0.29,2.6,0.87,0.87,0.29,0.29,0,0,0,20.19,27.12,-6.92
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,183.95,0.65,0.33,0,0.98,2.28,2.28,3.91,0.44,28.57,28.57,19.43,5.87,0.98,2.94,0.65,0.65,0,0,0,0,0,21.2,24.46,-3.26
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,57.18,1.05,0,0,1.05,9.44,9.44,10.49,0.79,11.11,11.11,8.33,4.2,2.1,5.25,0,0,0,0,0,0,0,10.49,12.59,-2.1
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,69.62,0,1.72,0,1.72,5.17,5.17,5.17,0.56,0,0,10.83,2.59,0,2.59,0.86,0.86,0,0,0,0,0,32.75,49.99,-17.24
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.73,0,0.68,0,0.68,2.7,4.73,5.41,0.2,0,0,4.29,4.06,0.68,3.38,0.68,0.68,0,1.35,0,0,1.35,34.49,26.37,8.11
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,202.3,0,0,0.59,0.59,0.3,0.3,0.3,0,0,0,1,8.6,0.59,1.78,3.56,1.19,0.3,0,0,0,-0.3,0,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,80,271.03,0,0,0.22,0.22,0.22,0.22,0.22,0,0,0,0,7.53,1.33,0.66,3.1,1.55,0,0.44,0,0,0.44,0,0,0
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,124,0,0,0,0,1.45,1.45,1.45,0.01,0,0,0.67,12.1,1.45,1.45,9.19,0,0.48,0.97,0.48,0.48,0.48,0,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,150.13,0,0,0,0,2.4,2.4,2.8,0.04,0,0,1.83,9.99,3.2,2.4,7.99,1.6,0,0.8,0,0,0.8,0,0,0
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,162.15,0,0.37,0,0.37,0.74,0.74,0.74,0,0,0,0.5,5.92,1.48,0.74,6.66,0,0.37,0,0,0,-0.37,0,0,0
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,47,78.42,0,0,0,0,0.77,0.77,0.77,0,0,0,0,11.48,3.06,0,5.36,0,0,0.77,0,0,0.77,0,0,0
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,50.32,0,0,0,0,4.77,7.15,7.15,0.55,0,0,7.67,3.58,1.19,2.38,4.77,3.58,0,0,0,0,0,21.46,26.23,-4.77
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,154.17,0,0,0,0,1.56,1.95,1.95,0.19,0,0,9.6,4.67,1.17,3.5,4.28,1.95,0,0.39,0,0,0.39,28.41,35.8,-7.39
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,179.33,0,0,0.33,0.33,2.01,2.01,2.34,0.26,0,0,12.83,5.69,1.67,2.34,3.68,1.34,0,0.67,0,0,0.67,41.82,44.83,-3.01
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,91.13,0,0,0,0,4.61,5.27,5.27,0.17,0,0,3.25,2.63,0,1.98,5.93,1.98,0.66,1.32,0,0,0.66,27.65,34.9,-7.24
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,175.83,0.34,0.34,0.34,1.02,3.41,3.75,3.75,0.33,10,9.09,8.91,4.44,1.36,1.36,2.73,1.02,0,0.34,0,0,0.34,43,39.58,3.41
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,107.42,0.56,0.56,0,1.12,2.79,3.35,3.35,0.5,20,16.67,15,3.35,1.68,3.91,3.35,0.56,0,0.56,0,0,0.56,30.72,40.22,-9.5
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,95.78,0,0,0,0,0,0,0,0,0,0,0,13.78,0.63,0,3.13,1.25,0.63,0,0,0,-0.63,0,0,0
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,74.6,0,0,0,0,0,0,0.8,0,0,0,0,8.85,0.8,1.61,3.22,0.8,0.8,0,0,0,-0.8,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,54.38,0,0,0,0,0,1.1,1.1,0.02,0,0,2,7.72,1.1,0,1.1,2.21,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,118.5,0,0,0,0,1.01,2.03,2.03,0.02,0,0,0.75,7.09,1.01,1.01,5.06,0.51,1.52,0.51,0,0,-1.01,0,0,0
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,154.63,0,0,0,0,0,0,1.16,0,0,0,0,11.64,0,0,5.04,1.55,0.39,0,0,0,-0.39,0,0,0
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,182.83,0,0.33,0,0.33,0.66,0.66,0.66,0.01,0,0,1,13.78,0.66,0.33,3.94,2.95,0.66,0,0,0,-0.66,0,0,0
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,77.6,0,0,0,0,0,0,0.77,0,0,0,0,13.14,2.32,1.55,3.87,0.77,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,80.3,0,0.75,0,0.75,0,0,0,0,0,0,0,11.21,0.75,1.49,8.22,0.75,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,52.28,0,0,0,0,0,0,0,0,0,0,0,6.89,4.59,1.15,1.15,1.15,1.15,1.15,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,64.98,0,0,0,0,0,0,0,0,0,0,0,8.31,0.92,1.85,2.77,6.46,0.92,0.92,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,59.7,0,0,0,0,1.01,1.01,1.01,0.12,0,0,12,9.05,3.02,1.01,2.01,0,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,132.32,0,0.45,0,0.45,0.45,0.91,1.36,0.04,0,0,4.5,8.62,3.63,1.36,3.17,1.81,2.27,0.91,0,0,-1.36,0,0,0
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,176.37,0,0.34,0,0.34,0.34,1.02,1.7,0.02,0,0,1.67,9.87,3.06,1.36,1.36,1.02,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,123,0,0,0,0,0.98,0.98,0.98,0,0,0,0.5,6.34,0.98,0.98,6.83,1.46,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,103.88,0,0,1.16,1.16,2.89,2.89,2.89,0.02,0,0,0.8,10.97,2.31,0.58,4.04,0,0,0,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,128,0,0,0,0,1.41,1.88,1.88,0.05,0,0,2.75,3.28,2.34,3.75,2.34,0,0.94,0.94,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,231.95,0,0,0.26,0.26,0.78,1.03,1.03,0.01,0,0,0.75,3.62,0.52,1.55,1.55,0.26,0.78,0.78,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,219.58,0,0,0,0,0.27,0.82,1.64,0.04,0,0,4.67,2.46,0.55,0.55,4.37,0.27,0.55,0,0,0,-0.55,0.27,0,0.27
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,221.97,0,0,0,0,0.54,1.35,1.35,0.03,0,0,2,5.68,0.54,2.7,5.95,0.54,0.54,0,0,0,-0.54,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,0,0,0,0,0.9,1.35,1.35,0,0,0,0.33,3.6,0,1.8,3.15,0.45,0,0.45,0,0,0.45,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,0,0,0,0,1.11,1.11,1.11,0.01,0,0,1,1.11,3.32,1.11,7.75,0,0,0,0,0,0,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,1.91,1.91,0,3.82,4.77,5.73,7.64,0.51,40,33.33,8.83,0.95,2.86,0.95,2.86,0,1.91,1.91,0,0,0,4.77,4.77,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,0,0,0,0,0,0,0,0,0,0,0,13.66,3.42,1.37,8.88,0,0,1.37,0,0,1.37,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,0,0,0.34,0.34,0.34,0.69,0.69,0.01,0,0,1,11.66,3.09,1.03,7.54,1.71,0.34,1.03,0,0,0.69,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,0,0,0,0,0,0.34,0.67,0.01,0,0,3,11.73,1.34,0,5.03,1.68,0,0,0,0,0,0,0.34,-0.34
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,0,0,0.33,0.33,3.31,3.31,3.64,0.05,0,0,1.4,15.23,4.64,0.99,2.32,0,0,0.33,0,0,0.33,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,0,0,0,0,2.13,2.67,2.67,0.05,0,0,1.8,10.14,2.13,0.53,3.73,0.53,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,0,0,0,0,4.07,4.88,5.7,0.02,0,0,0.5,12.21,7.33,0.81,3.26,0,0,0,0,0,0,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,0.52,0,0,0.52,3.65,5.22,5.74,0.64,14.29,10,12.3,3.13,2.09,2.09,1.04,1.56,0,0,0,0,0,28.16,26.6,1.56
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,0,0,0,0,0.79,2.37,2.37,0.21,0,0,9,3.16,4.74,5.54,3.16,2.37,0,0.79,0,0,0.79,22.14,28.47,-6.33
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,1.76,0,0,1.76,6.16,7.48,7.48,0.97,28.57,23.53,13,4.4,0.88,3.08,0,0.44,0,0.44,0,0,0.44,28.16,29.04,-0.88
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,0,0.36,0,0.36,3.22,3.93,3.93,0.43,0,0,10.91,2.86,2.15,4.29,0.72,2.15,0,0.36,0,0,0.36,35.4,36.47,-1.07
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,0,0.82,0,0.82,3.3,6.59,7.41,0.75,0,0,11.38,3.3,0.82,1.65,1.65,0,0,0,0,0,0,19.77,23.89,-4.12
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,0,0,0,0,0,0,0,0,0,0,0,4.41,0,0,7.72,2.21,1.1,0,0,0,-1.1,0,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,0,0,0,0,3.61,3.61,4.33,0.02,0,0,0.6,5.05,0.72,0.72,7.22,0.72,0,0,0,0,0,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,0,0,0.71,0.71,3.56,3.56,3.56,0.26,0,0,7.4,2.13,1.42,3.56,3.56,0.71,0,1.42,0,0,1.42,16.36,25.61,-9.25
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,0.44,0,0,0.44,4.43,5.76,6.64,0.67,10,7.69,11.62,1.33,1.33,2.21,5.31,1.77,1.33,1.77,0,0,0.44,5.76,13.28,-7.53
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,0,0,0,0,1.8,2.69,2.69,0.39,0,0,14.33,3.59,1.8,2.69,6.29,1.8,0.9,0.9,0,0,0,13.47,18.86,-5.39
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,0,0.37,0,0.37,2.95,2.95,3.32,0.21,0,0,7,3.69,1.85,2.22,1.85,0.37,0.37,0.37,0,0,0,9.6,10.71,-1.11
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,0.74,0.25,0,0.99,2.73,2.98,2.98,0.29,27.27,25,9.75,3.97,0.74,3.23,0.74,2.48,0.74,1.49,0,0,0.74,1.74,2.23,-0.5
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,1.03,0.26,0,1.28,4.1,5.13,5.13,0.72,25,20,13.95,3.84,0.77,3.59,0.77,2.56,0.77,1.79,0,0,1.03,1.28,1.79,-0.51
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,1.55,0.62,0,2.17,4.35,4.97,5.59,0.77,35.71,31.25,15.44,5.28,0,5.59,0.93,1.86,0.31,0.93,0,0,0.62,1.24,2.8,-1.55
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,0,0.37,0,0.37,3.36,4.86,5.98,0.27,0,0,5.54,3.36,0.75,2.24,1.12,1.12,0.37,1.12,0,0,0.75,0.37,1.87,-1.49
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,0.81,0,0,0.81,3.64,5.26,6.87,0.55,22.22,15.38,10.38,5.66,0.81,3.24,0.4,2.43,0.81,0.81,0,0,0,0.81,1.21,-0.4
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,0,0,0,0,2.56,4.49,5.13,0.46,0,0,10.14,3.85,1.28,1.92,1.92,2.56,1.28,1.28,0,0,0,3.85,5.77,-1.92
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,0,0.67,0,0.67,2.68,3.35,4.69,0.18,0,0,5.4,8.72,0.67,2.68,1.34,0.67,0,1.34,0,0,1.34,2.01,1.34,0.67
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,0.71,0,0,0.71,4.28,4.28,5.7,0.6,16.67,16.67,14,4.99,0.71,2.85,0,2.14,1.43,1.43,0,0,0,0.71,1.43,-0.71
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,0,0,0,0,3.1,4.42,4.87,0.32,0,0,7.3,3.1,0,0.88,0.88,1.77,0.88,0.44,0.44,0.44,-0.44,2.21,3.98,-1.77
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,0,0.71,0,0.71,3.53,3.53,3.53,0.18,0,0,5,3.53,0.71,3.53,0.71,0.71,0,0,0,0,0,0,2.12,-2.12
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0,0,0,0,8.65,8.65,8.65,0.37,0,0,4.25,9.73,0,2.16,2.16,5.41,1.08,0,0,0,-1.08,1.08,4.33,-3.24
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0,0.93,0,0.93,1.87,2.8,2.8,0.17,0,0,6,0.93,0,1.87,2.8,0.93,0,0,0,0,0,0.93,4.67,-3.74
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,0.52,0,0,0.52,1.04,2.08,2.08,0.2,50,25,9.5,1.04,1.04,1.56,2.08,1.04,0,0,0,0,0,0,0,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.81,0,0,0.81,1.63,2.44,3.26,0.22,50,33.33,9,0.81,0.81,2.44,2.44,0.81,0,1.63,0,0,1.63,0,0,0
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,0.6,1.19,0,1.79,5.37,5.97,5.97,0.7,11.11,10,11.8,4.77,1.19,0.6,1.19,1.19,0.6,0,0,0,-0.6,0.6,4.18,-3.58
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,127.8,0,0,0,0,1.41,1.88,2.35,0.01,0,0,0.5,3.76,1.88,1.88,0.47,3.29,1.88,0,0,0,-1.88,0,0,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,128.1,0,0,0,0,1.87,2.34,2.34,0.18,0,0,7.8,6.09,1.41,1.87,2.81,2.81,0.47,1.41,0,0,0.94,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,164.33,0,0,0,0,2.19,2.19,2.19,0.02,0,0,0.83,6.57,1.1,0.73,1.46,2.19,0,0.73,0,0,0.73,0,0.37,-0.37
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,110.42,0,0,0,0,1.63,1.63,2.72,0.02,0,0,1,4.89,1.63,0.54,3.8,3.26,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,184.3,0.33,0,0,0.33,1.3,1.63,1.63,0.12,25,20,7.6,6.19,1.95,2.28,4.56,4.23,0,0.65,0,0,0.65,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,88.03,0,0,0,0,0.68,1.36,1.36,0.04,0,0,3,8.86,1.36,1.36,2.04,0.68,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,137.02,0,0,0,0,1.75,2.19,2.19,0.07,0,0,3.4,8.32,2.19,0.88,3.94,1.31,1.31,0.44,0,0,-0.88,0,0,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,190.23,0,0,0,0,1.58,1.89,1.89,0.02,0,0,1,6.94,2.84,1.89,1.58,0.95,0.32,0,0,0,-0.32,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,132.75,0,0,0,0,0.45,0.45,0.9,0.01,0,0,3,9.49,1.36,0.45,4.07,0.9,0.9,0.45,0,0,-0.45,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,172.97,0,0,0,0,0.69,0.69,0.69,0.01,0,0,1,11.79,1.04,2.08,1.73,0,0.35,0.35,0,0,0,0,0,0
