"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,143.82,3.13,46.98,1.25,24.2,33.79,25.45,3.34,27.53,48.81,0.42,0.42
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,181.77,2.46,34.42,1.98,6.6,62.39,45.55,2.31,9.24,73.28,0,0
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,219,2.67,45.99,2.19,9.04,51.78,41.37,2.47,12.05,64.38,0,0
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,149.32,2.62,48.56,0,10.45,55.05,30.54,1.61,12.86,69.11,0.4,0
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,227.05,2.84,44.25,1.59,7.4,47.57,42.28,2.91,10.83,53.38,0,1.06
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.22,1.81,34.54,1.38,6.45,35.02,54.83,1.84,10.14,47.92,0,0
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,67.25,1.6,32.1,3.57,13.38,36.58,62.45,4.46,17.84,40.15,0,0
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,161.75,2.1,38.22,2.23,7.79,36.35,57.13,2.97,11.5,44.51,0,0.37
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,133.13,1.8,32.64,1.8,8.11,46.42,39.66,2.7,10.82,62.19,0,0.45
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,77,201.77,2.62,47.36,1.19,6.24,49.36,32.12,2.08,9.22,68.1,0,0
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,173.3,2.11,42.37,1.04,5.19,50.2,34.97,2.42,11.43,66.13,0,1.38
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,56.28,1.02,20.18,2.13,6.4,22.39,83.16,4.26,8.53,25.59,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,67.77,2.95,45.47,1.77,11.51,60.2,27.45,3.54,13.28,73.48,0,2.66
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.17,1.12,19.76,2.04,4.76,53.08,68.05,2.72,6.81,63.97,0,2.04
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,193.33,3.07,58.36,0.62,4.66,38.79,14.9,0.93,8.69,60.83,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,79,264.32,3.35,60.34,1.59,7.72,38.36,19.52,3.18,11.8,64.24,0,0.45
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,118.53,1.54,33.78,3.04,7.09,31.89,46.06,4.56,9.62,41,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,146.9,2.41,47.6,0.82,7.76,40.03,37.58,2.86,13.07,54.32,0,0.82
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,159.5,1.97,40.9,0.75,7.9,41.38,31.97,3.01,15.8,60.19,0.38,0.38
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,46,76.32,1.66,36.08,0,3.93,41.67,33.02,0.79,6.29,63.68,0,0
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,147.13,2.02,36.01,1.22,9.38,47.31,40.37,2.45,11.42,61.17,0,0.41
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,167.27,2.09,40.54,2.51,9.68,54.16,35.15,2.87,13.27,70.31,0,0
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,86.82,1.93,36.53,2.07,5.53,42.85,51.83,2.76,10.37,53.9,0.69,0.69
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,169.72,2.26,44.46,0.35,13.08,53.38,35.35,0.71,17.32,66.11,0,0
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,101.5,2.11,53.73,1.18,7.09,50.25,30.15,2.36,11.82,68.57,0,0.59
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,94.92,1.42,28.89,0,9.48,27.18,49.3,1.9,15.8,39.19,0,0.63
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,73.45,1.06,20.85,0.82,9.8,12.25,66.98,3.27,13.89,23.69,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,53.15,1.83,34.62,1.13,6.77,31.61,47.41,4.52,16.93,44.03,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,116.5,1.91,39.12,2.58,8.76,39.14,30.9,8.76,11.85,53.56,0,1.03
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,149.98,2.46,44.66,0.8,9.2,38.01,21.6,5.2,15.2,60.01,0,0.4
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,174.45,2.27,42.66,1.72,3.1,32.33,35.43,4.47,7.22,46.78,0,1.03
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,76.45,2.12,40.07,0.78,7.85,35.32,32.18,2.35,14.91,53.37,0,0.78
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,78.57,2.18,40.16,0.76,3.82,30.55,51.93,2.29,12.22,39.71,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,50.57,0.86,13.46,2.37,5.93,27.29,55.76,2.37,13.05,35.59,1.19,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,61.98,1.13,18.24,0,6.78,11.62,89.06,2.9,10.65,13.55,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,54.47,0.91,16.46,1.1,6.61,22.03,61.69,4.41,12.12,30.84,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,123.45,2.24,37.68,0.97,6.32,31.11,41.31,3.4,14.09,46.66,0,0.49
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,170.7,2.22,48.96,0.35,5.27,38.66,32.34,1.41,10.9,65.73,0,1.05
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,118.97,1.55,38.84,0,4.54,36.31,47.91,1.01,6.56,49.93,0,1.01
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,101.53,2.74,55.87,1.18,8.86,39,16.55,4.73,14.18,61.46,0,2.36
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,124.6,1.66,22.32,4.33,8.19,21.67,55.38,5.78,17.82,31.3,0,0.96
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,215.18,2.69,41.44,1.12,6.69,43.5,35.13,3.07,11.43,59.67,0.28,1.39
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,207.82,2.53,42.3,0.87,5.77,33.78,47.35,3.18,7.22,43.88,0,0.87
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,206.23,2.83,51.62,1.16,6.4,41.6,27.93,2.33,10.76,61.97,0,0.29
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,129.18,2.02,40.27,0.46,6.04,33.91,42.73,4.18,13.93,42.73,0.46,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,53.72,1.53,31.31,0,7.82,31.27,39.09,2.23,14.52,41.33,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.91,3.82,1.91,32.46,80.19,5.73,3.82,33.41,0,2.86
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,34.02,1.37,6.83,32.79,49.19,2.73,12.98,38.94,0,2.05
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,167.43,2.17,39.46,1.08,6.09,33.33,54.11,5.73,11.11,40.85,0,2.15
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,176.57,2.18,42.86,0.68,2.72,30.92,52.33,4.08,6.12,37.38,0,0.68
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,174.8,2.27,43.84,1.03,3.43,27.8,48.4,2.4,7.21,40.16,0,0.69
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,108.2,1.8,41.37,1.11,3.88,28.84,49.91,1.66,7.21,37.15,0,0.55
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,71.42,1.74,40.41,0.84,6.72,32.76,31.92,3.36,10.08,50.41,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,113.32,1.74,32.78,2.12,4.77,33.36,58.24,3.18,9,46.59,0.53,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.3,1.25,25.04,3.98,7.97,30.28,64.54,5.58,7.97,38.25,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,132.07,1.81,38.42,0.45,6.36,50.43,45.88,2.27,9.09,67.24,0,0.45
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,159.18,1.99,45.23,1.51,10.18,54.28,34.68,2.64,14.32,66.34,0,1.13
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,26.02,1.65,5.77,28.01,71.67,4.12,11.53,35.42,0,3.3
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,53.12,1.06,21.23,0,3.39,32.76,65.51,0,9.04,42.92,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,81.25,1.73,32.7,0,4.43,26.58,43.57,2.22,7.38,37.66,0,0.74
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.05,1.15,22.71,2.86,11.42,24.27,81.38,4.28,17.13,27.84,0,0.71
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,133.72,1.78,32.11,2.24,4.94,15.26,64.16,4.49,12.11,20.64,0,0.45
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,33.82,0.9,7.19,17.07,64.67,1.8,10.78,25.15,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,161.62,2.02,36.79,1.11,9.28,45.66,40.09,2.23,11.51,55.31,0,0.74
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,225.32,2.75,40.92,1.6,21.57,27.16,37.55,2.13,26.63,36.48,0,0.27
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,219.63,2.75,41.64,1.09,9.83,34.15,44.26,1.37,14.75,44.26,0,0.27
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,185.27,2.26,36.58,1.62,9.07,36.92,50.84,1.94,11.98,46.31,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,153.72,2.13,35.45,3.9,8.2,29.66,53.47,4.68,13.27,41.76,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,145,1.84,32.49,2.07,6.62,32.69,60,3.31,9.93,40.55,0,0.83
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,89.6,1.91,34.06,1.34,2.68,52.9,37.5,2.68,4.02,68.3,0,0.67
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,87.88,1.79,31.91,2.05,3.41,35.5,57.35,3.41,6.14,47.11,0,1.37
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,23.75,0.71,8.55,50.59,42.76,2.14,11.4,61.28,0,1.43
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,132.78,1.7,36.02,1.81,9.04,40.22,40.22,2.26,13.56,50.16,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.05,1.53,34.83,2.86,3.57,44.26,44.97,5.71,5,57.82,0,0.71
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.55,6.49,6.49,8.65,89.78,8.65,14.06,10.82,0,1.08
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,16.27,8.41,4.67,10.28,93.46,9.35,6.54,11.21,0,0.93
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,31.99,3.11,11.93,38.92,47.74,4.67,15.57,49.3,0,3.63
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,16.83,2.44,8.14,12.21,91.99,4.07,10.58,17.1,0,1.63
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,30.35,0.6,8.95,48.92,38.18,2.98,12.53,60.85,0,1.19
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,125.7,1.68,25.29,0.95,10.02,25.3,52.98,4.3,15.75,33.89,0.48,0.48
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,122.67,1.57,24,0.49,4.89,26.9,61.63,3.91,7.83,36.19,0,0.49
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,159.38,2.1,34.08,0.75,7.53,33.88,39.15,3.01,12.42,50.07,0,0.38
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,103.85,2.04,35.92,2.31,6.36,37.55,46.8,5.78,13.29,47.38,0,0.58
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,182.27,2.25,39.14,1.32,7.57,36.54,36.87,2.63,13.5,49.71,0,1.32
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,86.12,1.91,34.14,0.7,5.57,31.35,44.59,2.09,10.45,43.89,0,0.7
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,131.43,2.09,37.43,1.37,6.39,26.48,53.41,5.48,10.04,35.61,0,0.91
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,183.95,2.55,47.02,0.33,9.13,43.38,32.94,2.28,13.7,61.97,0,0.98
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,122.85,2.41,48.12,0,9.77,44.93,28.82,2.93,12.21,69.35,0,1.47
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,168.2,2.47,57.41,2.14,7.49,41.74,15.34,5.35,10.34,63.5,0,1.07
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,178.32,2.58,50.3,0.34,6.39,37.35,22.88,1.68,10.43,59.56,0.34,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,141.15,2.57,53.29,1.28,3.4,34.86,16.58,2.55,7.65,61.64,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,172.25,2.92,57.64,0.35,5.57,32.39,9.75,1.04,8.71,67.23,0,0.35
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,184.18,2.39,33.78,0.98,10.1,23.78,61.9,1.3,14.33,29.97,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.42,1.36,23.15,1.09,13.04,8.15,89.66,1.09,18.47,9.24,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,100.83,1.48,22.55,0.6,7.74,26.78,63.08,3.57,13.69,37.49,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70,1.19,17.94,1.71,9.43,21.43,60,3.43,17.14,28.29,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,88.9,1.29,22.22,2.7,7.42,29.7,67.49,5.4,10.8,37.12,0,1.35
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.05,1.41,24.6,2.73,6.36,35.43,51.78,8.18,12.72,40.88,0,0.91
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,190.55,2.38,49.37,0.94,7.56,39.04,31.17,4.09,12.91,60.14,0,0.63
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,228.07,2.82,56.4,1.32,7.89,37.88,30.25,3.42,13.68,64.45,0,0.79
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,183.48,2.32,47.2,0.65,7.52,32.7,38.59,2.94,12.75,48.4,0,0.33
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,189.98,2.4,47.45,0.32,6.63,36.32,37.9,2.84,10.11,48.95,0,0.95
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,147.23,1.94,44.37,0,6.52,30.97,49.31,3.67,10.6,46.05,0,1.22
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,114.67,1.53,33.14,0,3.66,24.59,53.37,1.05,7.85,36.63,0,0.52
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,153.62,2.23,49.5,0.78,7.03,26.17,36.71,2.34,9.37,40.23,0,0.39
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,100.38,1.43,32.74,2.39,7.17,46.62,38.25,2.39,8.37,54.99,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.71,2.09,6.26,37.55,59.46,3.13,11.47,44.85,0,2.09
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,113.17,1.4,27.67,1.59,6.89,36.58,44.53,2.65,9.54,48.25,0,0.53
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,135.98,1.66,33.16,0.88,11.91,37.51,49.42,0.88,15,45.45,0,0.44
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,156.48,1.91,35.45,1.53,12.27,31.83,53.3,2.3,15.72,36.04,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,147.57,2.17,40.81,1.22,8.94,28.05,60.17,1.63,12.2,36.59,0,0.41
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,107.98,1.32,20.94,3.33,15,31.67,45.01,3.89,20.56,36.67,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,108.5,1.39,21.55,0.55,4.42,32.07,55.85,2.76,10.51,42.58,0.55,1.11
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,13.39,5.86,6.69,18.41,83.68,6.69,12.55,25.94,0,0.84
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,109.93,1.69,33.61,1.64,5.46,39.3,37.66,4.37,9.28,49.67,0.55,1.09
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,61.07,1.27,26.06,0.98,3.93,23.58,50.11,2.95,7.86,43.23,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.02,2.8,45.2,0,11.78,26.78,38.56,0,19.28,40.7,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72,1.64,25.76,0.83,6.67,20,58.33,5,10,30.83,0,0.83
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,146.25,1.88,36.05,0.82,9.85,34.46,48.41,2.05,15.59,47.59,0,0.41
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,248.5,3.15,54.19,0.48,9.18,43.7,32.35,2.41,15.69,67.36,0,0.48
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,133.82,2.97,55.49,1.79,8.52,44.84,33.63,4.48,12.55,65.91,0.45,1.79
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,256.12,3.2,54.95,1.17,10.31,42.4,29.75,3.75,14.76,63.49,0,1.41
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,234.88,3.05,56.66,0.51,7.92,39.59,31.42,2.81,11.5,67.18,0,1.79
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,213.98,2.97,57.48,0.84,8.13,43.18,27.76,2.8,11.78,67.58,0,0.84
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,223.25,2.79,54.46,1.61,7.26,41.12,32.25,2.96,11.56,63.96,0,0.81
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,174.6,2.27,50.81,0.69,7.22,33.68,38.49,2.06,12.37,62.2,0,0.69
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,139.43,2.02,45.8,0,5.16,39.16,44.75,0.86,8.61,47.77,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,113.75,1.7,36.8,1.05,3.69,37.98,51.16,3.16,6.33,45.36,0,0.53
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,21.17,2.56,10.88,14.72,70.38,4.48,14.72,17.92,0,1.28
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,16.49,2.52,4.19,6.71,85.56,4.19,10.07,8.39,0,0.84
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,15.47,2.98,3.97,1.98,101.21,5.95,9.92,5.95,0,2.98
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,218.68,2.88,42.44,2.74,15.36,34.85,38.41,3.84,20.03,41.98,0,0.82
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,115.4,1.92,29,2.08,11.96,37.44,60.83,2.6,19.76,48.87,0,0.52
