"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,263.12,10.52,20.7,46,61,42,240,82,85,89,17,21
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,259.82,15.28,33.16,24,57,32,227,46,89,67,22,13
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,113.35,14.17,27.81,22,25,5,111,46,32,17,7,8
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,678.53,13.85,28.96,77,149,99,541,151,220,190,31,29
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,846.1,15.11,31.27,107,199,137,684,196,300,247,48,45
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,598.7,13.92,27.69,69,99,79,524,130,165,171,46,39
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,366.13,13.56,28.3,61,98,73,300,100,138,133,35,31
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,299.92,12,24.38,60,62,39,247,113,98,98,27,20
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,6.49,13.66,6,24,6,113,11,31,18,9,5
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,8.82,18.72,11,47,30,216,17,65,62,23,12
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.73,7.17,15.18,10,30,29,111,21,41,41,7,9
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,9.2,18.31,27,47,17,107,38,58,40,14,9
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,7.3,14.64,55,93,34,221,82,116,72,27,23
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.58,7.68,16.21,72,136,67,438,98,178,139,36,11
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.88,9.48,20.08,65,103,46,497,137,183,90,20,37
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,6.08,12.79,32,75,23,253,50,100,51,14,22
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,5.53,11.86,21,18,8,68,26,27,15,5,5
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1051.48,16.43,34.42,109,241,142,739,241,382,304,72,53
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1034.47,16.16,33.75,123,216,162,721,265,347,327,48,55
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,216.15,12.71,25.69,20,50,26,180,42,75,42,9,14
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,903.12,15.31,32.86,107,204,129,735,229,294,247,48,58
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,563.95,13.75,27.84,76,102,50,478,202,161,137,33,39
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,7.37,14.36,9,12,7,46,14,13,15,6,5
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,682.63,8.53,18.89,113,195,77,621,166,243,143,37,46
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,476.43,7.22,15.52,99,100,62,455,149,146,116,30,27
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,8.62,17.82,20,21,16,104,36,32,32,9,6
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,754.28,11.97,24.99,117,196,255,536,179,265,390,49,38
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,693.18,10.66,21.53,107,161,146,541,184,223,257,51,37
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,422.57,9.19,18.3,61,90,105,431,103,133,171,29,37
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,125.27,8.35,16.74,23,30,23,123,38,44,49,19,4
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.88,9.54,18.99,23,46,50,190,36,61,82,17,15
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,262.68,15.45,30.85,38,53,30,238,74,76,66,24,12
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,286.9,14.34,29.52,31,41,30,277,79,67,75,26,21
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,112.28,12.48,26.29,22,30,11,91,43,46,26,6,14
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,14.13,27.67,113,86,34,362,188,136,91,40,38
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,15.27,30.27,7,16,7,71,20,28,24,10,5
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,8.61,17.14,38,48,19,216,66,67,44,11,14
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,8.55,17.07,25,35,19,187,36,46,41,15,7
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,7.94,16.39,23,35,10,146,34,52,28,11,10
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,9.28,19.11,25,43,23,129,43,59,48,12,10
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,10.49,21.3,8,11,19,67,22,15,36,11,7
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,11.48,23.03,72,99,79,432,122,153,147,31,46
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,9.82,19.75,114,162,75,645,180,223,180,74,60
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,10.72,21.3,59,85,41,219,83,116,78,24,23
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,9.99,20.05,53,69,24,186,75,89,62,23,12
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,9.71,19.69,85,179,101,519,142,235,189,59,55
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,10.71,22.06,81,180,97,450,128,220,182,56,48
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,18.45,40.37,112,320,184,895,270,482,373,57,80
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,16.61,34.89,25,51,26,173,46,69,59,14,8
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,15.76,33.52,70,187,105,535,135,257,214,58,38
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,16.32,33.88,143,268,171,862,282,411,314,52,66
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,14.8,30.56,78,180,131,556,151,241,226,38,52
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,16.43,33.96,142,281,161,854,330,394,282,67,97
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,11.97,21.53,9,11,12,53,16,14,26,8,2
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,9.54,18.84,111,120,42,515,150,161,103,50,38
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,10.69,21.78,145,155,66,593,183,197,136,54,42
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,8.28,18.27,58,100,91,314,79,129,136,20,21
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,8.46,18.29,75,156,150,551,125,223,244,43,37
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,11.63,24.28,120,364,179,766,213,460,306,60,42
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,8.81,17.93,54,159,122,420,94,216,210,42,38
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,9.43,18.08,4,13,10,57,8,15,20,6,5
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,8.38,17.31,10,29,26,70,12,38,49,15,4
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,8.03,16.56,6,55,64,119,11,70,100,16,12
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,6.74,14.23,64,120,176,518,92,165,249,40,39
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,14.6,29.33,144,230,124,869,247,371,272,65,55
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,13.47,27.48,94,139,76,432,158,219,178,65,35
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,13.39,27.04,174,256,141,804,290,386,276,66,82
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,13.74,27.38,165,255,170,780,270,349,321,66,65
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,13.9,28.39,208,263,170,809,350,367,350,77,73
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,13.06,26.35,167,236,184,817,339,356,369,77,80
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,13.55,26.8,145,174,124,586,208,236,227,62,58
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,12.3,25.2,44,64,52,214,81,102,109,30,16
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1035.15,12.62,25.4,225,209,154,789,333,294,316,85,91
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,947.27,13.34,26.62,199,227,193,698,314,301,314,68,88
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1194.55,18.38,37.16,115,219,120,894,295,353,263,71,64
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,615.88,16.65,34.01,68,127,71,503,153,216,157,48,42
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,424.52,16.33,32.87,57,70,47,385,138,110,100,35,37
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1100.03,17.19,34.19,107,250,184,851,229,366,363,78,62
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1520.95,18.55,37.87,131,371,324,1037,316,545,680,145,103
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1428.68,18.08,36.09,164,316,220,1092,434,507,467,128,132
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1211.13,19.22,37.91,144,304,184,830,361,448,418,98,109
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1577.52,19.24,38.12,163,396,289,1134,472,587,545,117,142
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,871.58,17.79,35.26,102,183,136,604,215,270,279,56,64
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,996.52,12.46,25.73,177,261,127,843,310,376,266,69,101
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,855.75,11.56,23.83,145,243,154,653,237,315,273,52,61
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,970.97,11.84,24.26,136,279,200,829,237,366,365,80,72
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,536.42,11.92,24.47,85,168,114,370,143,220,200,46,45
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,943,12.09,24.4,131,308,170,745,240,386,332,76,80
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,603.53,12.32,24.18,73,151,147,460,150,201,250,55,55
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,596.53,8.4,18.13,102,174,70,452,150,236,142,32,33
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,766.88,10.23,21.75,145,184,113,645,214,246,193,36,53
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,624.5,9.05,18.71,107,161,110,540,167,222,169,31,30
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,556.37,8.56,17.23,72,131,61,546,121,179,116,36,32
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,196.65,10.35,20.5,27,36,18,220,53,53,42,12,8
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,891.78,13.31,26.81,122,206,145,724,250,308,282,50,51
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,994.9,13.82,27.71,135,238,132,796,284,364,289,75,65
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,436.77,13.65,27.64,70,119,45,364,140,168,117,36,27
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,424.05,14.13,28.54,70,100,77,331,148,157,154,35,29
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1022.48,16.23,31.99,161,262,156,813,340,387,343,94,97
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,979.63,15.31,30.83,184,260,174,804,377,381,374,96,84
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1198.63,15.57,31.54,201,330,175,992,464,501,406,110,116
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,511.03,13.45,27.24,108,125,53,439,203,190,122,44,59
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,152.67,10.9,20.68,33,40,27,130,52,48,49,14,16
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,536.6,14.91,30.2,57,159,86,466,122,230,170,45,39
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,812.8,13.78,29.76,115,174,105,735,236,270,177,30,51
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,818.77,14.36,29.67,78,182,88,754,226,283,179,47,51
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,413.08,13.77,28.07,65,99,33,359,124,135,85,30,26
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,556.47,15.46,31.24,73,134,82,409,141,180,133,27,39
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,258.35,15.2,30.25,18,45,28,227,59,74,70,18,20
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,799.52,13.33,26.93,100,160,82,650,234,258,164,48,70
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,679.98,12.36,25.79,110,146,83,562,216,217,173,52,66
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,156.87,17.43,35.05,23,26,26,126,54,40,45,8,7
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,149.95,10.71,22.71,27,38,13,123,48,53,32,8,19
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,134.12,14.9,30.98,10,20,17,109,32,42,41,8,6
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,691.02,15.7,31.03,57,122,64,550,205,224,193,54,51
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1280.27,16.41,32.67,110,272,206,974,295,443,445,94,76
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1297.52,16.63,32.67,159,258,206,1054,347,389,406,117,90
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,678.28,17.85,34.9,60,133,128,516,137,196,265,65,46
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1123.42,14.78,32.46,188,265,134,866,344,372,238,44,69
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1189.1,14.86,32.57,198,347,180,926,359,478,324,50,72
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1342.65,16.37,34.13,192,295,193,1130,346,418,337,69,84
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1316.03,17.55,36.01,175,319,241,1027,341,469,401,71,73
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1118.37,17.47,34.77,126,252,138,840,278,355,292,71,60
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,36,532.92,14.8,29.13,91,92,82,389,162,157,154,40,28
"Adrian Kempe","ADRIAN.KEMPE","16-17","L.A","L","L",1996-09-13,20,25,267.8,10.71,21.6,56,48,39,222,96,66,78,17,25
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,81,974.03,12.03,24.16,227,246,62,911,366,319,169,83,90
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,81,1008.27,12.45,24.51,167,221,144,916,298,309,267,72,81
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,841.02,12.19,24.21,162,192,124,719,280,260,242,64,70
"Akim Aliu","AKIM.ALIU","12-13","CGY","R","R",1989-04-24,23,5,50.55,10.11,20.63,5,16,7,41,10,20,19,9,3
"Alain Nasreddine","ALAIN.NASREDDINE","07-08","PIT","D","L",1975-07-10,32,6,66.2,11.03,24.87,4,12,5,69,9,19,16,3,4
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,61,670.75,11,21.57,100,163,85,578,181,241,199,57,48
"Alan Quine","ALAN.QUINE","17-18","NYI","C","L",1993-02-25,24,21,236.77,11.27,22.62,35,52,29,182,59,77,68,21,13
"Alan Quine","ALAN.QUINE","18-19","CGY","C","L",1993-02-25,25,13,119.6,9.2,19,19,31,18,97,26,39,34,14,8
"Alan Quine","ALAN.QUINE","19-20","CGY","C","L",1993-02-25,26,9,87.4,9.71,19.24,16,17,17,75,26,21,26,6,5
"Alec Martinez","ALEC.MARTINEZ","09-10","L.A","D","L",1987-07-26,22,4,59.18,14.8,30.89,10,6,12,40,15,11,18,2,5
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,60,803.52,13.39,27.19,155,193,122,622,228,260,204,53,49
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,650,12.75,25.94,128,147,88,519,204,206,161,46,48
"Alec Martinez","ALEC.MARTINEZ","12-13","L.A","D","L",1987-07-26,25,27,374.75,13.88,28.39,65,93,41,333,129,121,74,18,28
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,61,804.95,13.2,27,131,151,93,778,238,233,181,48,66
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,56,906.37,16.19,32.1,134,181,144,785,276,291,284,64,67
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,78,1297.45,16.63,33.6,226,251,227,1099,440,396,415,90,99
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,82,1387.88,16.93,34.01,271,262,245,1164,509,407,426,110,129
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,1399.73,18.18,36.36,198,233,189,1126,419,410,436,115,116
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,1078.35,17.97,35.49,102,200,152,864,291,336,341,85,91
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,727,17.73,35.61,109,148,119,460,238,230,241,62,55
"Alec Martinez","ALEC.MARTINEZ","19-20","VGK","D","L",1987-07-26,32,10,192.82,19.28,36.56,37,39,13,141,69,65,44,16,18
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,756,14,28.12,142,196,121,573,231,277,211,47,55
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,1033.12,14.55,28.78,129,263,124,722,289,397,315,77,80
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,66,947.87,14.36,29.8,114,228,123,649,264,375,303,62,72
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,61,900.03,14.75,29.72,171,241,126,576,311,325,252,59,60
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,79,1273.9,16.13,32.32,224,341,298,809,380,507,583,125,108
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,1310.35,15.98,31.9,235,355,271,839,400,508,534,133,87
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,978.33,14.82,29.63,191,294,111,621,334,396,237,81,71
"Aleksi Saarela","ALEKSI.SAARELA","19-20","FLA","C","L",1997-01-07,22,9,106.25,11.81,23.26,12,14,9,92,23,21,27,14,5
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,1049.85,14.19,30.37,181,336,168,684,293,442,281,36,52
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,1003.7,13.94,29.89,175,325,172,735,304,433,314,41,47
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,22,298.77,13.58,28.71,35,94,59,219,71,117,99,14,19
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,653.12,13.9,29.13,108,215,100,471,190,285,177,25,45
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,69,1038.92,15.06,30.53,174,273,154,742,293,377,292,47,78
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,38,484.25,12.74,26.31,107,110,90,377,166,158,157,29,38
