"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,57,87.2,1,1,1,3,11,21,27,1.24,9.09,4.76,5.9,5,1,2,6,6,0,0,0,0,0,0,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,55,84.55,1,1,0,2,5,11,19,0.88,20,9.09,8,9,0,3,0,3,1,0,0,0,-1,0,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,52,77.9,1,0,2,3,13,20,25,1.03,7.69,5,5.15,4,2,2,2,3,0,1,0,0,1,0,0,0
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,47,51.45,1,0,1,2,3,7,15,0.58,33.33,14.29,8.29,1,3,2,2,6,1,0,0,0,-1,5,11,-6
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,57,71.93,0,0,0,0,6,10,12,0.32,0,0,3.2,6,3,4,1,1,0,1,0,0,1,0,0,0
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,56,73.2,1,3,0,4,8,11,16,0.5,12.5,9.09,4.55,5,4,3,1,0,0,2,0,0,2,0,0,0
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,49,69.92,1,1,1,3,4,5,6,0.23,25,20,4.6,12,2,2,5,1,1,0,0,0,-1,0,0,0
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,56,79.83,1,1,1,3,6,10,16,0.24,16.67,10,2.4,8,2,2,6,3,0,0,0,0,0,0,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,57,61.13,0,1,1,2,11,13,17,0.42,0,0,3.23,2,1,3,5,2,2,0,0,0,-2,0,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,57,70.38,1,1,0,2,10,11,15,0.41,10,9.09,3.73,3,1,0,4,3,1,0,0,0,-1,0,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,52,52.88,3,0,0,3,8,10,16,0.41,37.5,30,4.1,7,2,4,9,2,0,0,0,0,0,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,0,0,0,0,5,6,9,0.11,0,0,1.83,7,3,3,3,1,0,0,0,0,0,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,0,1,1,2,4,4,7,0.27,0,0,6.75,2,1,5,2,6,1,1,0,0,0,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,0,0,1,1,6,9,9,0.41,0,0,4.56,3,3,1,0,5,0,2,0,0,2,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,1,0,1,2,6,8,11,0.37,16.67,12.5,4.62,3,1,1,4,6,2,0,0,0,-2,0,0,0
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,0,1,0,1,8,10,14,0.16,0,0,1.6,2,4,0,2,1,0,0,0,0,0,0,0,0
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,1,0,1,2,11,12,15,1.32,9.09,8.33,11,1,0,4,2,5,0,1,0,0,1,0,2,-2
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,2,1,0,3,11,17,27,1.52,18.18,11.76,8.94,1,2,6,12,4,2,3,1,1,1,1,2,-1
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,1,1,0,2,9,15,21,1.52,11.11,6.67,10.13,2,1,1,5,1,1,0,0,0,-1,1,0,1
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,1,0,4,5,2,5,6,0.23,50,20,4.6,7,4,2,0,1,2,0,0,0,-2,0,0,0
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,0,0,1,1,3,4,4,0.18,0,0,4.5,7,2,2,1,3,0,0,0,0,0,0,0,0
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,0,0,1,1,5,5,8,0.26,0,0,5.2,9,3,1,3,4,0,0,0,0,0,0,0,0
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,0,1,0,1,2,3,4,0.11,0,0,3.67,13,0,4,1,3,0,0,0,0,0,0,0,0
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,2,1,0,3,5,7,9,0.55,40,28.57,7.86,5,1,4,2,6,0,2,0,0,2,0,0,0
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,0,1,0,1,6,7,9,0.38,0,0,5.43,3,2,1,1,3,1,0,0,0,-1,0,0,0
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,3,0,0,3,8,11,15,1.15,37.5,27.27,10.45,2,0,1,3,5,0,0,0,0,0,24,21,3
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,0,0,0,0,3,4,6,0.25,0,0,6.25,5,2,1,5,0,0,0,0,0,0,0,0,0
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,1,0,1,2,4,4,8,0.07,25,25,1.75,1,1,2,3,1,1,0,0,0,-1,46,32,14
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,2,1,1,4,14,17,19,1.85,14.29,11.76,10.88,1,1,2,3,0,0,0,0,0,0,41,38,3
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,1,0,0,1,7,8,8,0.3,14.29,12.5,3.75,4,1,3,0,2,0,0,0,0,0,0,0,0
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,0,1,1,2,6,6,9,0.13,0,0,2.17,0,2,1,5,1,2,2,0,0,0,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,0,0,2,2,8,11,14,0.45,0,0,4.09,5,1,1,4,1,0,2,0,0,2,0,0,0
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,0,2,0,2,12,18,22,1.09,0,0,6.06,3,4,2,3,4,0,1,0,0,1,39,42,-3
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,1,0,0,1,10,14,17,0.58,10,7.14,4.14,3,0,3,3,8,0,0,0,0,0,40,39,1
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,0,0,0,0,11,15,16,1.03,0,0,6.87,1,4,3,3,4,0,0,0,0,0,36,20,16
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,1,2,0,3,7,8,9,0.61,14.29,12.5,7.62,0,1,5,3,2,0,3,0,0,3,37,26,11
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,0,0,0,0,5,7,8,0.48,0,0,6.86,3,3,2,3,5,0,0,0,0,0,0,0,0
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,0,0,1,1,5,8,10,0.31,0,0,3.88,8,0,4,6,0,2,0,0,0,-2,0,0,0
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,1,0,1,2,3,5,10,0.15,33.33,20,3,4,4,4,3,0,0,0,0,0,0,0,0,0
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,0,0,0,0,4,6,11,0.46,0,0,7.67,3,1,1,4,1,1,0,0,0,-1,0,0,0
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,0,2,0,2,6,8,8,0.17,0,0,2.12,9,2,1,9,5,1,0,0,0,-1,0,0,0
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,2,3,0,5,12,19,24,1.21,16.67,10.53,6.37,3,1,2,4,5,1,0,0,0,-1,4,3,1
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,1,0,1,2,11,18,22,1.29,9.09,5.56,7.17,3,0,3,2,7,0,0,1,1,0,1,4,-3
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,2,1,1,4,8,12,17,0.95,25,16.67,7.92,1,0,3,3,7,0,1,0,0,1,0,1,-1
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,2,1,0,3,8,15,20,1.07,25,13.33,7.13,3,3,4,0,2,1,1,0,0,0,10,11,-1
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,0,0,0,0,6,13,15,0.65,0,0,5,1,4,2,1,2,0,1,0,0,1,30,26,4
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,1,0,0,1,6,10,12,0.83,16.67,10,8.3,0,4,1,0,4,0,0,0,0,0,22,16,6
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,1,0,1,2,10,15,18,1.6,10,6.67,10.67,2,2,5,1,5,0,1,0,0,1,24,22,2
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,0,1,0,1,8,9,13,0.32,0,0,3.56,4,0,1,5,1,0,0,0,0,0,0,0,0
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,1,0,0,1,5,7,11,0.24,20,14.29,3.43,10,2,0,5,4,0,0,0,0,0,0,0,0
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,0,0,0,0,7,8,11,0.2,0,0,2.5,5,2,3,3,7,1,0,0,0,-1,0,0,0
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,1,0,0,1,7,11,14,0.45,14.29,9.09,4.09,2,2,0,3,5,1,2,0,0,1,0,0,0
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,1,0,1,2,16,18,23,0.89,6.25,5.56,4.94,6,5,1,7,4,0,0,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,2,1,1,4,9,14,18,0.64,22.22,14.29,4.57,4,0,3,3,5,0,0,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,0,1,0,1,9,12,14,0.66,0,0,5.5,5,0,3,9,2,1,0,0,0,-1,0,0,0
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,0,0,2,2,6,11,12,0.21,0,0,1.91,5,2,4,7,2,1,1,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,0,0,1,1,11,14,18,0.54,0,0,3.86,2,1,1,8,5,0,1,0,0,1,0,0,0
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,0,0,0,0,5,5,10,0.12,0,0,2.4,5,2,4,3,2,1,1,0,0,0,0,0,0
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,1,0,1,2,3,6,8,0.48,33.33,16.67,8,5,2,3,1,3,1,0,0,0,-1,0,0,0
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,0,2,0,2,5,10,13,0.41,0,0,4.1,2,4,5,4,0,2,0,0,0,-2,0,0,0
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,0,0,0,0,8,15,18,0.31,0,0,2.07,3,3,0,3,2,0,0,0,0,0,0,0,0
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,1,1,0,2,8,11,16,0.88,12.5,9.09,8,4,1,1,5,0,1,2,0,0,1,0,0,0
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,1,1,0,2,6,9,11,0.48,16.67,11.11,5.33,5,2,0,5,2,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,1,1,2,4,8,14,16,0.51,12.5,7.14,3.64,5,1,3,7,0,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,2,0,1,3,9,12,17,0.77,22.22,16.67,6.42,9,1,4,7,7,0,1,0,0,1,0,0,0
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,0,0,2,2,9,13,18,0.59,0,0,4.54,9,1,3,7,5,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,0,1,1,2,5,6,7,0.33,0,0,5.5,6,2,5,8,5,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,0,0,0,0,8,12,16,0.3,0,0,2.5,3,0,2,4,2,1,1,0,0,0,0,0,0
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,0,0,1,1,2,4,7,0.06,0,0,1.5,6,2,1,1,3,0,0,0,0,0,0,0,0
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,0,1,0,1,4,8,14,0.14,0,0,1.75,9,2,2,4,1,1,0,0,0,-1,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,0,0,1,1,5,8,10,0.24,0,0,3,3,1,0,1,5,2,0,0,0,-2,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,1,0,0,1,9,9,9,0.38,11.11,11.11,4.22,2,0,0,1,4,1,0,0,0,-1,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,1,3,2,6,17,19,23,0.78,5.88,5.26,4.11,2,0,0,3,5,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,0,0,1,1,9,13,17,0.36,0,0,2.77,5,1,1,1,5,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,0,0,0,0,4,10,15,0.44,0,0,4.4,3,0,0,0,3,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,0,0,0,0,9,11,13,0.33,0,0,3,5,1,1,4,3,0,0,0,0,0,0,0,0
"Brian Gionta","BRIAN.GIONTA","09-10","MTL","R","R",1979-01-18,30,43,52.98,1,0,0,1,12,18,23,1.36,8.33,5.56,7.56,1,0,2,2,2,1,0,0,0,-1,0,0,0
"Brian Gionta","BRIAN.GIONTA","10-11","MTL","R","R",1979-01-18,31,52,56.58,1,1,0,2,9,12,15,0.79,11.11,8.33,6.58,0,0,2,1,3,0,2,0,0,2,0,0,0
"Brian Gionta","BRIAN.GIONTA","13-14","MTL","R","R",1979-01-18,34,50,52.37,1,0,0,1,11,12,15,0.7,9.09,8.33,5.83,0,1,1,0,1,0,1,0,0,1,0,4,-4
"Brian Rafalski","BRIAN.RAFALSKI","07-08","DET","D","R",1973-09-28,33,54,69.67,0,0,1,1,8,13,18,0.74,0,0,5.69,3,3,1,4,2,0,0,0,0,0,0,0,0
"Brian Rafalski","BRIAN.RAFALSKI","08-09","DET","D","R",1973-09-28,34,49,69.37,0,0,1,1,7,10,12,0.16,0,0,1.6,2,2,1,4,5,0,1,0,0,1,0,0,0
"Brian Rafalski","BRIAN.RAFALSKI","09-10","DET","D","R",1973-09-28,35,52,81.25,0,1,1,2,14,19,23,0.8,0,0,4.21,5,2,2,1,3,0,0,0,0,0,0,0,0
"Brooks Orpik","BROOKS.ORPIK","08-09","PIT","D","L",1980-09-26,27,57,69.65,0,1,3,4,0,4,6,0.09,0,0,2.25,7,5,0,9,3,0,0,0,0,0,0,0,0
"Brooks Orpik","BROOKS.ORPIK","09-10","PIT","D","L",1980-09-26,28,50,65.12,0,0,0,0,6,9,10,0.37,0,0,4.11,8,2,0,13,1,1,1,0,0,0,0,0,0
"Brooks Orpik","BROOKS.ORPIK","11-12","PIT","D","L",1980-09-26,30,49,61.27,0,0,0,0,1,1,3,0.02,0,0,2,3,2,0,11,3,0,0,0,1,1,0,0,0
"Brooks Orpik","BROOKS.ORPIK","14-15","WSH","D","L",1980-09-26,33,57,66.47,0,2,0,2,8,8,10,0.27,0,0,3.38,9,1,0,9,3,0,0,0,0,0,0,0,0
"Bryan Little","BRYAN.LITTLE","08-09","ATL","C","R",1987-11-12,20,51,53.08,1,0,0,1,7,11,11,1.14,14.29,9.09,10.36,0,1,1,0,3,2,2,0,0,0,23,26,-3
"Bryan Little","BRYAN.LITTLE","10-11","ATL","R","R",1987-11-12,22,58,52.28,1,1,1,3,8,11,16,1.11,12.5,9.09,10.09,1,1,2,2,4,1,0,0,0,-1,34,43,-9
"Bryan Little","BRYAN.LITTLE","13-14","WPG","C/R","R",1987-11-12,25,57,59.92,0,1,0,1,8,11,15,0.63,0,0,5.73,2,0,1,3,4,0,0,0,0,0,51,29,22
"Bryan Little","BRYAN.LITTLE","14-15","WPG","C","R",1987-11-12,26,47,50.53,1,1,1,3,12,16,19,1.95,8.33,6.25,12.19,1,1,1,1,2,0,0,0,0,0,37,37,0
"Bryan McCabe","BRYAN.MCCABE","09-10","FLA","D","L",1975-06-08,34,53,63.55,1,1,2,4,14,16,20,0.75,7.14,6.25,4.69,5,1,1,6,1,3,0,1,1,-3,0,0,0
"Cam Fowler","CAM.FOWLER","10-11","ANA","D","L",1991-12-05,18,44,64.37,3,1,1,5,9,14,15,0.7,33.33,21.43,5,3,3,0,3,4,0,0,0,0,0,0,0,0
"Cam Fowler","CAM.FOWLER","11-12","ANA","D","L",1991-12-05,19,47,62.77,1,1,0,2,5,6,10,0.21,20,16.67,3.5,2,2,0,1,3,0,0,0,0,0,0,0,0
"Cam Fowler","CAM.FOWLER","13-14","ANA","D","L",1991-12-05,21,48,57.67,0,1,3,4,8,11,14,0.36,0,0,3.27,7,1,2,1,1,0,0,0,0,0,0,0,0
"Cam Fowler","CAM.FOWLER","14-15","ANA","D","L",1991-12-05,22,50,54.43,1,2,1,4,7,8,9,0.44,14.29,12.5,5.5,9,1,0,1,2,0,0,0,0,0,0,0,0
"Carl Gunnarsson","CARL.GUNNARSSON","13-14","TOR","D","L",1986-11-09,26,52,59.22,0,0,1,1,4,7,8,0.37,0,0,5.29,6,3,0,8,3,0,0,0,0,0,0,0,0
"Carl Soderberg","CARL.SODERBERG","14-15","BOS","C","L",1985-10-12,28,52,52.55,0,4,0,4,9,12,14,1.15,0,0,9.58,4,2,3,1,5,0,0,0,0,0,17,24,-7
"Carlo Colaiacovo","CARLO.COLAIACOVO","11-12","STL","D","L",1983-01-27,28,43,50.85,1,0,0,1,6,8,11,0.34,16.67,12.5,4.25,2,0,0,2,0,0,0,0,0,0,0,0,0
"Chris Butler","CHRIS.BUTLER","11-12","CGY","D","L",1986-10-27,24,42,58.58,0,0,0,0,6,8,12,0.39,0,0,4.88,8,3,0,2,1,0,0,0,0,0,0,0,0
"Chris Campoli","CHRIS.CAMPOLI","09-10","OTT","D","L",1984-07-09,25,48,51.97,0,0,0,0,1,1,4,0.27,0,0,27,4,2,1,6,2,1,0,0,0,-1,0,0,0
"Chris Drury","CHRIS.DRURY","07-08","NYR","C","R",1976-08-20,31,62,50.05,0,1,0,1,9,13,16,0.9,0,0,6.92,2,1,3,2,2,0,1,0,0,1,23,34,-11
"Chris Drury","CHRIS.DRURY","08-09","NYR","C","R",1976-08-20,32,60,66.22,1,2,1,4,11,16,19,1.21,9.09,6.25,7.56,1,2,1,0,3,0,0,0,0,0,38,26,12
"Chris Higgins","CHRIS.HIGGINS","07-08","MTL","C/L","L",1983-06-02,24,57,50.42,1,0,0,1,15,18,22,1.85,6.67,5.56,10.28,1,0,2,3,1,0,1,0,0,1,3,2,1
"Chris Higgins","CHRIS.HIGGINS","13-14","VAN","L","L",1983-06-02,30,52,50.18,1,0,1,2,15,17,21,1.13,6.67,5.88,6.65,1,0,2,2,3,1,2,0,0,1,1,0,1
"Chris Kunitz","CHRIS.KUNITZ","07-08","ANA","L","L",1979-09-26,27,65,57.73,0,3,0,3,10,20,22,1.45,0,0,7.25,3,4,3,14,6,1,2,0,0,1,1,5,-4
"Chris Phillips","CHRIS.PHILLIPS","07-08","OTT","D","L",1978-03-09,29,57,62.38,1,0,1,2,9,9,16,0.68,11.11,11.11,7.56,7,2,2,6,1,0,0,0,0,0,0,0,0
"Chris Phillips","CHRIS.PHILLIPS","08-09","OTT","D","L",1978-03-09,30,54,63.22,0,3,1,4,9,11,12,0.48,0,0,4.36,8,0,2,5,3,3,0,0,0,-3,0,0,0
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,56,63.1,0,1,0,1,3,4,8,0.06,0,0,1.5,8,2,1,6,3,0,0,0,0,0,0,0,0
"Chris Phillips","CHRIS.PHILLIPS","10-11","OTT","D","L",1978-03-09,32,50,55.8,0,0,0,0,6,8,8,0.19,0,0,2.38,5,2,3,4,3,0,0,0,0,0,0,0,0
