"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,292.63,12.19,24.74,15.29,12.47,6.82,65.41,40.15,32.95,26.89,26,23,46.94
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,282.68,7.44,15.39,6.58,14.21,8.42,70.79,28,42.22,29.78,20,20,50
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,263.12,10.52,20.7,11.83,15.68,10.8,61.7,32.03,33.2,34.77,17,21,55.26
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,259.82,15.28,33.16,7.06,16.76,9.41,66.76,22.77,44.06,33.17,22,13,37.14
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,113.35,14.17,27.81,13.5,15.34,3.07,68.1,48.42,33.68,17.89,7,8,53.33
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,678.53,13.85,28.96,8.89,17.21,11.43,62.47,26.92,39.22,33.87,31,29,48.33
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,846.1,15.11,31.27,9.49,17.66,12.16,60.69,26.38,40.38,33.24,48,45,48.39
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,598.7,13.92,27.69,8.95,12.84,10.25,67.96,27.9,35.41,36.7,46,39,45.88
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,366.13,13.56,28.3,11.47,18.42,13.72,56.39,26.95,37.2,35.85,35,31,46.97
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,299.92,12,24.38,14.71,15.2,9.56,60.54,36.57,31.72,31.72,27,20,42.55
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,6.49,13.66,4.03,16.11,4.03,75.84,18.33,51.67,30,9,5,35.71
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,8.82,18.72,3.62,15.46,9.87,71.05,11.81,45.14,43.06,23,12,34.29
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.73,7.17,15.18,5.56,16.67,16.11,61.67,20.39,39.81,39.81,7,9,56.25
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,9.2,18.31,13.64,23.74,8.59,54.04,27.94,42.65,29.41,14,9,39.13
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,7.3,14.64,13.65,23.08,8.44,54.84,30.37,42.96,26.67,27,23,46
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.58,7.68,16.21,10.1,19.07,9.4,61.43,23.61,42.89,33.49,36,11,23.4
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.88,9.48,20.08,9.14,14.49,6.47,69.9,33.41,44.63,21.95,20,37,64.91
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,6.08,12.79,8.36,19.58,6.01,66.06,24.88,49.75,25.37,14,22,61.11
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,5.53,11.86,18.26,15.65,6.96,59.13,38.24,39.71,22.06,5,5,50
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1051.48,16.43,34.42,8.85,19.58,11.54,60.03,26,41.21,32.79,72,53,42.4
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1034.47,16.16,33.75,10.07,17.68,13.26,59,28.22,36.95,34.82,48,55,53.4
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,216.15,12.71,25.69,7.25,18.12,9.42,65.22,26.42,47.17,26.42,9,14,60.87
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,903.12,15.31,32.86,9.11,17.36,10.98,62.55,29.74,38.18,32.08,48,58,54.72
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,563.95,13.75,27.84,10.76,14.45,7.08,67.71,40.4,32.2,27.4,33,39,54.17
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,7.37,14.36,12.16,16.22,9.46,62.16,33.33,30.95,35.71,6,5,45.45
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,682.63,8.53,18.89,11.23,19.38,7.65,61.73,30.07,44.02,25.91,37,46,55.42
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,476.43,7.22,15.52,13.83,13.97,8.66,63.55,36.25,35.52,28.22,30,27,47.37
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,8.62,17.82,12.42,13.04,9.94,64.6,36,32,32,9,6,40
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,754.28,11.97,24.99,10.6,17.75,23.1,48.55,21.46,31.77,46.76,49,38,43.68
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,693.18,10.66,21.53,11.2,16.86,15.29,56.65,27.71,33.58,38.7,51,37,42.05
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,422.57,9.19,18.3,8.88,13.1,15.28,62.74,25.31,32.68,42.01,29,37,56.06
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,125.27,8.35,16.74,11.56,15.08,11.56,61.81,29.01,33.59,37.4,19,4,17.39
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.88,9.54,18.99,7.44,14.89,16.18,61.49,20.11,34.08,45.81,17,15,46.88
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,262.68,15.45,30.85,10.58,14.76,8.36,66.3,34.26,35.19,30.56,24,12,33.33
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,286.9,14.34,29.52,8.18,10.82,7.92,73.09,35.75,30.32,33.94,26,21,44.68
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,112.28,12.48,26.29,14.29,19.48,7.14,59.09,37.39,40,22.61,6,14,70
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,14.13,27.67,18.99,14.45,5.71,60.84,45.3,32.77,21.93,40,38,48.72
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,15.27,30.27,6.93,15.84,6.93,70.3,27.78,38.89,33.33,10,5,33.33
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,8.61,17.14,11.84,14.95,5.92,67.29,37.29,37.85,24.86,11,14,56
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,8.55,17.07,9.4,13.16,7.14,70.3,29.27,37.4,33.33,15,7,31.82
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,7.94,16.39,10.75,16.36,4.67,68.22,29.82,45.61,24.56,11,10,47.62
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,9.28,19.11,11.36,19.55,10.45,58.64,28.67,39.33,32,12,10,45.45
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,10.49,21.3,7.62,10.48,18.1,63.81,30.14,20.55,49.32,11,7,38.89
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,11.48,23.03,10.56,14.52,11.58,63.34,28.91,36.26,34.83,31,46,59.74
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,9.82,19.75,11.45,16.27,7.53,64.76,30.87,38.25,30.87,74,60,44.78
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,10.72,21.3,14.6,21.04,10.15,54.21,29.96,41.88,28.16,24,23,48.94
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,9.99,20.05,15.96,20.78,7.23,56.02,33.19,39.38,27.43,23,12,34.29
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,9.71,19.69,9.62,20.25,11.43,58.71,25.09,41.52,33.39,59,55,48.25
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,10.71,22.06,10.02,22.28,12,55.69,24.15,41.51,34.34,56,48,46.15
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,18.45,40.37,7.41,21.18,12.18,59.23,24,42.84,33.16,57,80,58.39
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,16.61,34.89,9.09,18.55,9.45,62.91,26.44,39.66,33.91,14,8,36.36
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,15.76,33.52,7.8,20.85,11.71,59.64,22.28,42.41,35.31,58,38,39.58
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,16.32,33.88,9.9,18.56,11.84,59.7,28,40.81,31.18,52,66,55.93
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,14.8,30.56,8.25,19.05,13.86,58.84,24.43,39,36.57,38,52,57.78
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,16.43,33.96,9.87,19.54,11.2,59.39,32.8,39.17,28.03,67,97,59.15
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,11.97,21.53,10.59,12.94,14.12,62.35,28.57,25,46.43,8,2,20
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,9.54,18.84,14.09,15.23,5.33,65.36,36.23,38.89,24.88,50,38,43.18
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,10.69,21.78,15.12,16.16,6.88,61.84,35.47,38.18,26.36,54,42,43.75
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,8.28,18.27,10.3,17.76,16.16,55.77,22.97,37.5,39.53,20,21,51.22
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,8.46,18.29,8.05,16.74,16.09,59.12,21.11,37.67,41.22,43,37,46.25
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,11.63,24.28,8.4,25.47,12.53,53.6,21.76,46.99,31.26,60,42,41.18
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,8.81,17.93,7.15,21.06,16.16,55.63,18.08,41.54,40.38,42,38,47.5
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,9.43,18.08,4.76,15.48,11.9,67.86,18.6,34.88,46.51,6,5,45.45
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,8.38,17.31,7.41,21.48,19.26,51.85,12.12,38.38,49.49,15,4,21.05
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,8.03,16.56,2.46,22.54,26.23,48.77,6.08,38.67,55.25,16,12,42.86
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,6.74,14.23,7.29,13.67,20.05,59,18.18,32.61,49.21,40,39,49.37
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,14.6,29.33,10.53,16.83,9.07,63.57,27.75,41.69,30.56,65,55,45.83
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,13.47,27.48,12.69,18.76,10.26,58.3,28.47,39.46,32.07,65,35,35
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,13.39,27.04,12.65,18.62,10.25,58.47,30.46,40.55,28.99,66,82,55.41
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,13.74,27.38,12.04,18.61,12.41,56.93,28.72,37.13,34.15,66,65,49.62
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,13.9,28.39,14.34,18.14,11.72,55.79,32.8,34.4,32.8,77,73,48.67
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,13.06,26.35,11.89,16.81,13.11,58.19,31.86,33.46,34.68,77,80,50.96
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,13.55,26.8,14.09,16.91,12.05,56.95,31,35.17,33.83,62,58,48.33
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,12.3,25.2,11.76,17.11,13.9,57.22,27.74,34.93,37.33,30,16,34.78
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1035.15,12.62,25.4,16.34,15.18,11.18,57.3,35.31,31.18,33.51,85,91,51.7
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,947.27,13.34,26.62,15.11,17.24,14.65,53,33.8,32.4,33.8,68,88,56.41
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1194.55,18.38,37.16,8.53,16.25,8.9,66.32,32.38,38.75,28.87,71,64,47.41
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,615.88,16.65,34.01,8.84,16.51,9.23,65.41,29.09,41.06,29.85,48,42,46.67
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,424.52,16.33,32.87,10.2,12.52,8.41,68.87,39.66,31.61,28.74,35,37,51.39
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1100.03,17.19,34.19,7.69,17.96,13.22,61.14,23.9,38.2,37.89,78,62,44.29
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1520.95,18.55,37.87,7.03,19.91,17.39,55.66,20.51,35.37,44.13,145,103,41.53
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1428.68,18.08,36.09,9.15,17.63,12.28,60.94,30.82,36.01,33.17,128,132,50.77
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1211.13,19.22,37.91,9.85,20.79,12.59,56.77,29.42,36.51,34.07,98,109,52.66
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1577.52,19.24,38.12,8.22,19.98,14.58,57.21,29.43,36.6,33.98,117,142,54.83
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,871.58,17.79,35.26,9.95,17.85,13.27,58.93,28.14,35.34,36.52,56,64,53.33
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,996.52,12.46,25.73,12.57,18.54,9.02,59.87,32.56,39.5,27.94,69,101,59.41
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,855.75,11.56,23.83,12.13,20.33,12.89,54.64,28.73,38.18,33.09,52,61,53.98
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,970.97,11.84,24.26,9.42,19.32,13.85,57.41,24.48,37.81,37.71,80,72,47.37
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,536.42,11.92,24.47,11.53,22.8,15.47,50.2,25.4,39.08,35.52,46,45,49.45
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,943,12.09,24.4,9.68,22.75,12.56,55.02,25.05,40.29,34.66,76,80,51.28
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,603.53,12.32,24.18,8.78,18.17,17.69,55.35,24.96,33.44,41.6,55,55,50
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,596.53,8.4,18.13,12.78,21.8,8.77,56.64,28.41,44.7,26.89,32,33,50.77
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,766.88,10.23,21.75,13.34,16.93,10.4,59.34,32.77,37.67,29.56,36,53,59.55
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,624.5,9.05,18.71,11.66,17.54,11.98,58.82,29.93,39.78,30.29,31,30,49.18
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,556.37,8.56,17.23,8.89,16.17,7.53,67.41,29.09,43.03,27.88,36,32,47.06
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,196.65,10.35,20.5,8.97,11.96,5.98,73.09,35.81,35.81,28.38,12,8,40
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,891.78,13.31,26.81,10.19,17.21,12.11,60.48,29.76,36.67,33.57,50,51,50.5
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,994.9,13.82,27.71,10.38,18.29,10.15,61.18,30.31,38.85,30.84,75,65,46.43
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,436.77,13.65,27.64,11.71,19.9,7.53,60.87,32.94,39.53,27.53,36,27,42.86
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,424.05,14.13,28.54,12.11,17.3,13.32,57.27,32.24,34.2,33.55,35,29,45.31
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1022.48,16.23,31.99,11.57,18.82,11.21,58.41,31.78,36.17,32.06,94,97,50.79
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,979.63,15.31,30.83,12.94,18.28,12.24,56.54,33.3,33.66,33.04,96,84,46.67
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1198.63,15.57,31.54,11.84,19.43,10.31,58.42,33.84,36.54,29.61,110,116,51.33
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,511.03,13.45,27.24,14.9,17.24,7.31,60.55,39.42,36.89,23.69,44,59,57.28
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,152.67,10.9,20.68,14.35,17.39,11.74,56.52,34.9,32.21,32.89,14,16,53.33
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,536.6,14.91,30.2,7.42,20.7,11.2,60.68,23.37,44.06,32.57,45,39,46.43
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,812.8,13.78,29.76,10.19,15.41,9.3,65.1,34.55,39.53,25.92,30,51,62.96
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,818.77,14.36,29.67,7.08,16.52,7.99,68.42,32.85,41.13,26.02,47,51,52.04
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,413.08,13.77,28.07,11.69,17.81,5.94,64.57,36.05,39.24,24.71,30,26,46.43
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,556.47,15.46,31.24,10.46,19.2,11.75,58.6,31.06,39.65,29.3,27,39,59.09
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,258.35,15.2,30.25,5.66,14.15,8.81,71.38,29.06,36.45,34.48,18,20,52.63
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,799.52,13.33,26.93,10.08,16.13,8.27,65.52,35.67,39.33,25,48,70,59.32
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,679.98,12.36,25.79,12.21,16.2,9.21,62.38,35.64,35.81,28.55,52,66,55.93
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,156.87,17.43,35.05,11.44,12.94,12.94,62.69,38.85,28.78,32.37,8,7,46.67
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,149.95,10.71,22.71,13.43,18.91,6.47,61.19,36.09,39.85,24.06,8,19,70.37
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,134.12,14.9,30.98,6.41,12.82,10.9,69.87,27.83,36.52,35.65,8,6,42.86
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,691.02,15.7,31.03,7.19,15.38,8.07,69.36,32.96,36.01,31.03,54,51,48.57
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1280.27,16.41,32.67,7.04,17.41,13.19,62.36,24.94,37.45,37.62,94,76,44.71
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1297.52,16.63,32.67,9.48,15.38,12.28,62.85,30.39,34.06,35.55,117,90,43.48
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,678.28,17.85,34.9,7.17,15.89,15.29,61.65,22.91,32.78,44.31,65,46,41.44
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1123.42,14.78,32.46,12.94,18.24,9.22,59.6,36.06,38.99,24.95,44,69,61.06
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1189.1,14.86,32.57,11.99,21.02,10.9,56.09,30.92,41.17,27.91,50,72,59.02
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1342.65,16.37,34.13,10.61,16.3,10.66,62.43,31.43,37.97,30.61,69,84,54.9
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1316.03,17.55,36.01,9.93,18.1,13.68,58.29,28.16,38.73,33.11,71,73,50.69
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1118.37,17.47,34.77,9.29,18.58,10.18,61.95,30.05,38.38,31.57,71,60,45.8
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,36,532.92,14.8,29.13,13.91,14.07,12.54,59.48,34.25,33.19,32.56,40,28,41.18
"Adrian Kempe","ADRIAN.KEMPE","16-17","L.A","L","L",1996-09-13,20,25,267.8,10.71,21.6,15.34,13.15,10.68,60.82,40,27.5,32.5,17,25,59.52
