"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,138.1,1.3,0.87,0.43,2.61,4.78,6.08,9.12,0.71,27.27,21.43,11.71,0.43,1.74,0.87,0.43,3.48,0,0,0,0,0,28.67,26.07,2.61
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,150.53,0.8,0.4,1.2,2.39,6.78,8.77,10.36,0.86,11.76,9.09,9.77,0,1.2,1.2,1.59,6.78,1.2,0,0,0,-1.2,19.53,23.52,-3.99
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,181.17,2.32,1.32,0.66,4.31,9.94,13.25,15.57,1.53,23.33,17.5,11.57,0,1.32,0.99,0.33,4.64,0,0.33,0,0,0.33,18.88,20.86,-1.99
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,165.12,1.09,1.09,2.18,4.36,11.63,15.63,18.17,1.59,9.38,6.98,10.19,0,0.73,0.36,1.09,2.54,0.73,0,0,0,-0.73,22.89,24.35,-1.45
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,256,1.17,0.7,1.41,3.28,12.66,17.11,19.92,1.72,9.26,6.85,10.03,0,2.81,0.94,0,3.52,0.47,0.23,0,0,-0.23,22.97,21.33,1.64
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,275.4,2.18,1.53,1.31,5.01,6.97,9.59,10.89,1.33,31.25,22.73,13.91,0.22,2.83,1.31,0.44,1.96,0.22,0,0,0,-0.22,32.68,27.45,5.23
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,218.2,1.92,1.65,1.65,5.22,10.17,14.85,15.95,1.97,18.92,12.96,13.26,0.27,1.37,1.1,0.27,1.65,0,0.55,0,0,0.55,43.17,27.77,15.4
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,269.05,1.56,2.45,1.78,5.8,8.03,9.37,13.6,0.87,19.44,16.67,9.24,0,3.35,1.12,0.45,2.45,0.67,0,0,0,-0.67,0,0,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,273.27,0.88,2.2,1.76,4.83,7.68,9.22,14.27,0.95,11.43,9.52,10.31,0,4.83,0.66,0,5.71,0.44,0.66,0,0,0.22,0,0,0
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,76.32,2.36,2.36,0,4.72,11.01,12.58,18.87,0.81,21.43,18.75,6.44,0,3.93,1.57,0.79,3.14,0,0.79,0,0,0.79,0.79,0,0.79
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,133.6,0.45,2.25,0.9,3.59,5.84,10.33,13.02,0.94,7.69,4.35,9.13,0,2.69,1.35,0,4.94,0,0.45,0,0,0.45,0,0,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,142.72,0.42,0.42,2.1,2.94,5.47,8.41,11.77,0.55,7.69,5,6.55,0.42,1.68,0,0.42,4.2,0.42,0.42,0,0,0,0.42,0,0.42
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,90.23,3.32,0.66,1.99,5.98,8.64,11.3,13.3,1.48,38.46,29.41,13.06,0,1.33,0,0.66,3.99,0,0,0,0,0,1.33,1.33,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,53,125.38,0.96,1.44,1.44,3.83,4.79,6.22,9.09,0.53,20,15.38,8.54,0,3.83,0.96,0,3.35,0.96,0,0,0,-0.96,0,0,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,148.3,0.4,1.62,1.21,3.24,4.86,7.28,12.14,0.54,8.33,5.56,7.39,0.4,2.43,2.02,0.81,4.86,0.81,0,0,0,-0.81,0,0,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.33,0.5,0,1.51,2.01,9.55,12.07,16.09,0.98,5.26,4.17,8.08,0,5.03,0,0,2.51,0,0,0,0,0,0.5,1.01,-0.5
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,223.47,2.15,0.54,1.07,3.76,12.89,16.92,21.75,1.22,16.67,12.7,7.22,0,1.88,0.54,3.22,0.81,0.81,0.27,0,0,-0.54,6.44,4.56,1.88
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,149.5,1.2,0.8,2.01,4.01,12.04,16.86,24.88,0.95,10,7.14,5.64,0,2.41,0.4,2.81,2.81,1.61,0.4,0,0,-1.2,4.41,7.63,-3.21
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,1.12,0,0,1.12,6.7,10.04,18.97,0.49,16.67,11.11,4.89,0,2.23,1.12,1.12,2.23,1.12,0,0,0,-1.12,1.12,0,1.12
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,158.18,1.52,0.76,2.28,4.55,13.28,21.62,27.69,1.56,11.43,7.02,7.23,0.38,1.9,0.38,3.79,4.93,1.14,0,0,0,-1.14,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,0.65,0,1.29,1.94,5.18,9.06,11,0.88,12.5,7.14,9.71,0,1.29,0,3.88,2.59,0,0.65,0,0,0.65,15.53,8.41,7.12
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0,0,0.79,0.79,1.58,4.74,7.11,0.3,0,0,6.33,0,1.58,0.79,3.16,1.58,0.79,0,0,0,-0.79,11.85,16.59,-4.74
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,52.83,4.54,1.14,0,5.68,13.63,14.76,19.31,1.77,33.33,30.77,12,0,1.14,0,0,3.41,1.14,1.14,0,0,0,5.68,13.63,-7.95
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,113.85,2.11,1.58,0,3.69,8.43,11.07,14.23,1.24,25,19.05,11.19,0,1.58,0,1.05,0.53,1.58,1.05,0,0,-0.53,0,0.53,-0.53
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,71.83,0.84,0,0,0.84,6.68,7.52,9.19,0.68,12.5,11.11,9.11,0,0.84,0,0.84,5.01,0.84,0,0,0,-0.84,1.67,1.67,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,155.32,1.16,1.16,0.77,3.09,8.5,11.59,14.68,1.46,13.64,10,12.6,0.77,1.16,0.39,0.77,3.09,1.55,0.39,0,0,-1.16,0.39,0.39,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,127.18,0.47,0.47,0.47,1.42,11.32,14.62,16.98,1.98,4.17,3.23,13.52,0,2.83,0,1.42,2.36,2.83,2.36,0,0,-0.47,1.89,1.89,0
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,109.73,1.09,1.09,1.09,3.28,9.84,14.22,14.76,1.68,11.11,7.69,11.85,0.55,0.55,0,3.28,4.92,2.19,1.09,0,0,-1.09,1.09,4.92,-3.83
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,140.87,1.7,1.28,0.43,3.41,10.65,16.19,17.04,2.24,16,10.53,13.82,0,1.28,0,1.28,2.98,1.7,1.28,0,0.43,0,0.43,1.28,-0.85
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,145.35,0.41,1.24,0.41,2.06,8.26,11.15,11.97,1.28,5,3.7,11.52,0.41,1.24,0,2.48,1.65,2.89,1.24,0,0,-1.65,0.83,0,0.83
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.28,1.21,0,0.6,1.81,6.04,7.25,11.48,1.18,20,16.67,16.33,0,0.6,0,0.6,2.42,0,0,0,0,0,1.81,3.02,-1.21
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,252.48,1.43,0.95,0.71,3.09,12.83,17.11,19.25,2.52,11.11,8.33,14.71,0,0.95,0.71,0.95,3.33,0.24,0.24,0,0,0,6.89,7.37,-0.48
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,142.57,1.26,0.84,0.42,2.53,8.84,12.63,13.05,1.73,14.29,10,13.67,0,1.26,0,1.68,4.63,1.26,0,0.42,0,-1.68,0,0.42,-0.42
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,1.44,0,0,1.44,7.19,7.91,9.35,1.15,20,18.18,14.55,0,1.44,0,0.72,5.75,2.16,0.72,0,0,-1.44,0,0.72,-0.72
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,51.82,0,0,2.32,2.32,8.1,12.74,12.74,1.9,0,0,14.91,0,2.32,0,0,3.47,0,1.16,0,0,1.16,0,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,183.87,2.61,1.63,0.65,4.89,10.12,14.03,14.68,2.41,25.81,18.6,17.16,0.33,0,0.33,1.31,1.96,0,0.33,0,0,0.33,0,0,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,138.83,2.16,2.16,0.86,5.19,12.53,16.42,17.29,3,17.24,13.16,18.26,0,0,0.43,0.86,1.73,0,0,0,0,0,0,0.43,-0.43
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,164.23,2.19,1.1,0.73,4.02,10.59,14.98,23.75,1.34,20.69,14.63,8.98,0,1.46,0.73,1.1,2.56,0,0,0,0,0,1.1,1.46,-0.37
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,251.48,2.62,1.67,0.48,4.77,10.26,15.03,20.76,1.49,25.58,17.46,9.89,0.24,1.67,0.72,0.48,2.62,0,0.24,0,0,0.24,0.24,0.48,-0.24
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,226.58,2.38,0.79,0.53,3.71,11.12,16.68,20.92,1.82,21.43,14.29,10.94,0,1.06,1.06,0.26,2.91,0,0.53,0,0,0.53,0.26,0.53,-0.26
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,238.47,0.75,1.01,0.75,2.52,10.57,12.83,18.12,0.55,7.14,5.88,4.31,0.25,2.26,0.5,0.25,1.76,0.5,0.25,0,0,-0.25,0.25,0,0.25
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,258.3,0.93,0.46,2.32,3.72,9.76,13.7,23.93,0.67,9.52,6.78,4.86,1.39,3.02,0.23,0.93,1.63,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,217.07,0.55,2.49,1.93,4.98,9.95,14.65,24.05,0.56,5.56,3.77,3.85,0.83,1.11,0.55,0.83,2.76,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,185.68,1.62,1.94,1.94,5.49,10.34,16.16,23.59,0.88,15.62,10,5.46,0,1.29,1.29,1.29,1.94,0.65,0,0,0,-0.65,0,0.32,-0.32
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,270.15,1.11,1.33,2,4.44,15.55,21.77,32.87,1.14,7.14,5.1,5.26,0.67,0.89,1.11,1.55,2.89,0.44,0.44,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,155.82,1.93,0.77,0.77,3.47,14.25,18.1,30.03,0.7,13.51,10.64,3.87,0.39,1.54,0.39,1.16,1.16,0.77,0.39,0.39,0,-0.77,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,175.62,1.37,1.37,1.37,4.1,12.64,18.45,32.8,1.15,10.81,7.41,6.22,0.34,1.71,0.34,0.68,2.05,1.02,0,0,0,-1.02,0.34,0.34,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,210.02,1.43,0.57,1.43,3.43,12,17.71,29.71,0.85,11.9,8.06,4.82,1.14,1.71,0.29,1.14,2.29,0.86,0.29,0,0,-0.57,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,153.48,0.39,0,0.78,1.17,9.38,15.64,27.37,0.82,4.17,2.5,5.25,1.17,1.17,0,2.35,0.78,0.78,0,0,0,-0.78,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.32,0.44,0.88,0,1.32,10.56,17.17,29.49,0.9,4.17,2.56,5.26,1.76,0.88,0.44,2.64,0.88,0.44,0,0,0,-0.44,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,186.78,0.32,2.25,1.28,3.85,11.24,16.06,26.34,0.77,2.86,2,4.78,0.96,2.57,1.28,2.57,2.25,1.93,0.32,0,0,-1.61,0,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,171.38,1.4,3.5,0.35,5.25,12.25,17.15,22.76,0.65,11.43,8.16,3.8,1.4,3.15,0.7,1.4,1.75,0.35,0,0,0,-0.35,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,66.77,0.9,1.8,2.7,5.39,7.19,8.99,18.87,0.28,12.5,10,3.1,2.7,2.7,0,0.9,1.8,0.9,0.9,0,0,0,0,0,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,230.42,1.3,0.52,1.56,3.39,8.33,12.5,15.62,1.08,15.62,10.42,8.65,0.26,7.03,1.3,0.52,4.43,0.26,0.52,0,0,0.26,0.26,1.82,-1.56
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,238.52,3.02,1.26,1.51,5.79,8.8,15.34,18.61,1.53,34.29,19.67,9.95,0,4.78,0.75,0.75,2.01,0.5,0.25,0,0,-0.25,0.5,0.25,0.25
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,178.72,1.01,1.01,1.34,3.36,10.41,13.09,17.12,0.99,9.68,7.69,7.56,0,1.68,0,0.67,2.35,0.34,1.34,0,0,1.01,0,0.34,-0.34
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,95.42,0,0,0.63,0.63,7.55,10.69,12.58,1.19,0,0,11.12,0,0.63,1.89,3.77,1.26,0.63,0,0,0,-0.63,0.63,0.63,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,130.3,0.92,1.84,0.46,3.22,10.13,12.43,16.58,1.59,9.09,7.41,12.81,0,2.3,1.38,0.92,2.3,0.46,0.46,0,0,0,0,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,173.85,1.04,0.69,1.38,3.11,10.7,15.53,20.02,1.74,9.68,6.67,11.18,0,0.35,0,0,4.49,0.69,0,0,0,-0.69,4.14,4.14,0
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,201.03,2.39,1.49,0.6,4.48,11.64,17.91,22.98,1.76,20.51,13.33,9.82,0,1.19,0.6,0.3,3.88,0.6,0.6,0,0,0,11.64,12.54,-0.9
