"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,57,87.2,1.53,46.83,11.01,22.71,13.76,35.78,29.59,28.21,22.71,2.06,2.06
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,55,84.55,1.54,49.99,9.23,22.71,13.48,31.93,23.42,30.51,21.29,0.71,2.84
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,52,77.9,1.5,48.87,15.4,22.34,16.17,24.65,23.88,30.04,22.34,0.77,1.54
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,47,51.45,1.09,34.74,17.49,36.15,16.33,25.66,23.32,39.65,25.66,2.33,1.17
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,57,71.93,1.26,40.86,13.35,22.52,12.51,30.03,21.69,31.7,23.36,2.5,2.5
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,56,73.2,1.31,43.04,18.85,23.77,9.02,26.23,31.15,31.15,26.23,1.64,0
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,49,69.92,1.43,47.95,12.01,21.45,6.86,39.47,21.45,32.61,13.73,0.86,0
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,56,79.83,1.43,47.73,12.78,21.8,12.78,26.31,23.3,29.31,21.04,3.76,0.75
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,57,61.13,1.07,40.91,14.72,18.65,10.8,34.35,27.48,24.54,16.69,0.98,0.98
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,57,70.38,1.23,41.21,10.23,23.02,15.35,40.92,20.46,27.28,23.02,0.85,0
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,52,52.88,1.02,40.41,12.48,18.15,7.94,47.66,26.1,23.83,20.42,1.13,2.27
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,1.05,38.22,8.59,13.96,17.18,44.03,21.48,20.4,23.63,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,1.09,41.6,8.43,15.92,9.36,44.95,20.6,19.67,19.67,2.81,0.94
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,1.26,41.9,3.17,19,28.51,40.12,12.67,26.39,36.95,2.11,3.17
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,1.02,42.71,18.93,22.28,14.48,34.53,31.19,30.07,22.28,2.23,1.11
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,1.46,41.52,2.22,33.31,9.99,39.98,11.1,51.08,9.99,0,1.11
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,0.94,36.3,19.05,28.57,19.05,34.92,25.4,33.86,21.16,2.12,0
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,1.04,34.29,6.39,34.06,15.97,27.67,18.09,40.45,24.48,2.13,3.19
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,1.06,36.4,11.57,33.67,10.52,28.41,17.89,44.2,17.89,1.05,2.1
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,1.32,46.07,9.53,19.05,11.64,31.76,18,27.52,19.05,0,1.06
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,1.26,49.74,7.62,25.73,19.06,21.92,19.06,27.63,32.4,7.62,0
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,1.36,44.42,6.79,14.71,19.23,31.68,20.37,21.5,31.68,1.13,1.13
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,1.2,42.34,22.24,14.46,10.01,51.16,32.25,16.68,16.68,1.11,1.11
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,1.24,47.55,5.7,19.94,14.24,41.77,13.29,25.63,25.63,3.8,1.9
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,1.34,45.5,6.79,22.31,17.46,25.22,15.52,26.19,20.37,0,0.97
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,0.93,33.36,22.74,14.78,12.51,38.66,30.7,18.19,21.6,1.14,2.27
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,1.39,39.29,14.79,19.34,17.07,27.31,20.48,22.76,29.58,2.28,1.14
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,1.03,37.55,20.5,26.98,18.35,26.98,26.98,32.37,25.9,0,1.08
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,1.14,36.28,13.86,25.12,13.86,35.51,20.79,30.31,17.32,0.87,0.87
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,0.99,35.15,19.02,10.7,19.02,48.73,32.09,15.45,28.53,2.38,1.19
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,1.13,42.35,9.52,21.16,13.76,31.75,24.34,26.46,27.51,0,1.06
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,1.08,38.91,10.64,22.47,7.1,36.66,23.65,33.12,14.19,0,0
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,1.11,38.12,22.35,18.63,19.56,33.53,31.67,22.35,27.01,0,1.86
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,1.24,36.75,16.42,21.89,11.86,34.66,27.36,29.19,21.89,0.91,1.82
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,1.14,35.92,7.81,19.52,18.54,36.11,13.66,23.42,22.45,0,1.95
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,1.11,41.81,12.72,27.4,11.74,32.29,22.5,32.29,23.48,1.96,0
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,1.19,44.36,7.21,24.34,11.72,34.26,17.13,29.75,18.93,0,1.8
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,1.36,49.61,9.25,18.5,26.33,32.02,21.35,23.48,34.87,1.42,0.71
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,1.25,45.45,7.98,19.96,15.97,41.91,16.96,27.94,30.93,2,2
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,1.03,31.71,8.15,21.38,27.49,40.73,14.26,29.53,27.49,0,1.02
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,1.1,41.99,15.13,19.17,14.12,32.28,26.23,26.23,26.23,2.02,2.02
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,1.03,33.61,28.68,12.29,6.15,40.98,37.9,18.44,11.27,0,0
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,0.99,33.58,14.02,11.68,17.53,49.07,22.2,21.03,30.38,4.67,1.17
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,1.01,28.94,23.34,11.67,12.84,36.17,30.34,15.17,19.84,0,1.17
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,0.84,30.59,31.17,13.85,11.54,51.94,36.94,21.93,13.85,1.15,2.31
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,1.14,36.88,13.42,19.61,8.26,36.13,20.64,25.8,17.55,0,1.03
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,1.22,37.95,12.9,21.1,9.38,29.31,16.41,23.45,11.72,0,1.17
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,1.09,37.26,13.54,17.71,10.42,33.33,19.79,20.83,11.46,0,2.08
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,1.28,43.68,16.71,17.82,10.02,41.21,33.41,24.5,14.48,0,1.11
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,1.26,41.77,13.83,8.64,12.1,57.04,23.33,13.83,18.15,0.86,1.73
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,1.15,39.29,8.71,20.68,15.24,44.63,17.42,23.95,23.95,2.18,0
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,1.19,38.36,10.36,30.29,13.55,44.64,18.33,42.25,18.33,0.8,2.39
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,1.41,47.03,11.29,15.27,17.27,38.52,22.58,29.88,26.56,1.33,1.99
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,1.21,41.81,17.89,8.52,18.74,35.78,29.82,17.89,31.52,1.7,1.7
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,1.1,43.91,11.32,16.47,21.61,39.11,22.64,23.67,33.96,1.03,0
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,1.19,39.93,13.89,16.5,11.29,42.55,22.58,24.31,21.71,1.74,2.6
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,1.22,43.62,11.32,29.25,26.42,33.02,20.75,35.85,33.96,0,2.83
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,1.1,38.94,4.04,15.13,22.2,35.31,14.12,22.2,24.21,0,0
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,1.18,45.02,12.12,15.35,12.12,47.66,16.97,24.24,15.35,0.81,1.62
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,1.4,48.19,14.56,18.2,14.56,41.85,28.2,27.29,20.02,0.91,0
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,1.18,37.71,7.25,10.36,13.47,56.98,18.65,17.61,18.65,1.04,1.04
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,1.11,41.56,12.88,16.39,17.56,39.8,31.61,21.07,29.27,2.34,2.34
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,0.95,40.26,8.35,26.89,16.69,20.4,21.33,41.73,23.18,0,0
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,1.25,46.52,12.03,16.66,18.51,31.47,20.36,25.92,28.69,1.85,0.93
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,1.49,50.8,12.47,21.48,13.17,33.26,21.48,31.88,22.18,1.39,0
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,1.55,48.08,8.32,23.11,11.09,42.51,15.71,31.42,15.71,0,0
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,1.18,47.12,13.91,16.7,10.2,41.74,31.54,20.41,12.06,0,2.78
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,1.43,46.68,12.39,26.69,9.53,26.69,30.5,34.31,13.34,0.95,0.95
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,1.16,47.28,11.28,30.45,12.41,32.71,19.17,41.73,19.17,0,0
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,1.04,33.57,17.49,22.63,20.58,38.07,25.72,28.81,32.92,2.06,1.03
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,1.54,52.12,10.42,13.27,9.48,36.96,17.06,22.74,17.06,0,0
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,1.27,47.5,20.85,18.13,8.16,32.64,27.2,20.85,19.95,0,0.91
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,1.32,43.97,12.27,9.64,11.39,44.69,28.92,14.9,17.53,0.88,2.63
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,1.86,58.68,7.92,16.49,7.26,33.64,19.79,20.45,17.81,0,0.66
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,1.78,59.87,10.96,18,8.61,31.31,22.7,30.53,19.57,0.78,0
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,1.63,43.66,14.7,13.23,5.14,33.07,24.98,26.45,12.49,0.73,2.2
"Brian Gionta","BRIAN.GIONTA","09-10","MTL","R","R",1979-01-18,30,43,52.98,1.23,38.58,14.72,23.78,12.46,32.84,27.18,30.58,19.25,2.27,1.13
"Brian Gionta","BRIAN.GIONTA","10-11","MTL","R","R",1979-01-18,31,52,56.58,1.09,41.34,12.73,14.85,10.6,27.57,23.33,24.39,25.45,0,1.06
"Brian Gionta","BRIAN.GIONTA","13-14","MTL","R","R",1979-01-18,34,50,52.37,1.05,35.74,6.87,29.79,16.04,29.79,13.75,34.37,18.33,1.15,2.29
"Brian Rafalski","BRIAN.RAFALSKI","07-08","DET","D","R",1973-09-28,33,54,69.67,1.29,51.74,15.5,35.31,7.75,21.53,24.97,47.37,11.2,0.86,0.86
"Brian Rafalski","BRIAN.RAFALSKI","08-09","DET","D","R",1973-09-28,34,49,69.37,1.42,48.82,12.97,22.49,12.11,33.73,25.95,31.14,22.49,0,0.86
"Brian Rafalski","BRIAN.RAFALSKI","09-10","DET","D","R",1973-09-28,35,52,81.25,1.56,52.57,14.77,19.94,14.03,34.71,25.85,27.32,21.42,0.74,0
"Brooks Orpik","BROOKS.ORPIK","08-09","PIT","D","L",1980-09-26,27,57,69.65,1.22,39.14,5.17,20.67,19.81,36.18,14.64,28.43,28.43,0.86,0
"Brooks Orpik","BROOKS.ORPIK","09-10","PIT","D","L",1980-09-26,28,50,65.12,1.3,39.4,18.43,22.11,12.9,26.72,28.56,27.64,15.66,0,3.69
"Brooks Orpik","BROOKS.ORPIK","11-12","PIT","D","L",1980-09-26,30,49,61.27,1.25,45.41,10.77,19.59,21.54,23.5,18.61,23.5,33.3,0,0.98
"Brooks Orpik","BROOKS.ORPIK","14-15","WSH","D","L",1980-09-26,33,57,66.47,1.17,38.17,9.93,21.66,15.35,22.57,21.66,30.69,18.96,2.71,0.9
"Bryan Little","BRYAN.LITTLE","08-09","ATL","C","R",1987-11-12,20,51,53.08,1.04,34.42,20.35,26,11.3,21.48,21.48,31.65,20.35,3.39,0
"Bryan Little","BRYAN.LITTLE","10-11","ATL","R","R",1987-11-12,22,58,52.28,0.9,35.82,21.81,30.99,17.21,26.4,29.84,36.73,26.4,3.44,1.15
"Bryan Little","BRYAN.LITTLE","13-14","WPG","C/R","R",1987-11-12,25,57,59.92,1.05,34.39,4.01,34.05,18.02,30.04,15.02,42.06,27.04,2,3
"Bryan Little","BRYAN.LITTLE","14-15","WPG","C","R",1987-11-12,26,47,50.53,1.08,37.62,14.25,35.62,11.87,24.94,21.37,46.31,21.37,2.37,2.37
"Bryan McCabe","BRYAN.MCCABE","09-10","FLA","D","L",1975-06-08,34,53,63.55,1.2,41.23,17.94,16.99,16.99,38.71,33.99,20.77,28.32,1.89,1.89
"Cam Fowler","CAM.FOWLER","10-11","ANA","D","L",1991-12-05,18,44,64.37,1.46,47.55,13.98,13.05,5.59,47.54,24.23,21.44,6.52,0,1.86
"Cam Fowler","CAM.FOWLER","11-12","ANA","D","L",1991-12-05,19,47,62.77,1.34,55.64,15.29,15.29,7.65,27.72,24.85,23.9,20.07,0,0.96
"Cam Fowler","CAM.FOWLER","13-14","ANA","D","L",1991-12-05,21,48,57.67,1.2,46.46,14.57,18.73,14.57,32.25,27.05,24.97,28.09,3.12,1.04
"Cam Fowler","CAM.FOWLER","14-15","ANA","D","L",1991-12-05,22,50,54.43,1.09,39.82,12.13,19.84,17.64,30.87,31.97,26.46,27.56,2.2,5.51
"Carl Gunnarsson","CARL.GUNNARSSON","13-14","TOR","D","L",1986-11-09,26,52,59.22,1.14,38,11.14,29.38,30.4,26.34,20.26,32.42,38.5,0,0
"Carl Soderberg","CARL.SODERBERG","14-15","BOS","C","L",1985-10-12,28,52,52.55,1.01,33.6,14.84,20.55,3.43,43.39,22.84,22.84,12.56,2.28,4.57
"Carlo Colaiacovo","CARLO.COLAIACOVO","11-12","STL","D","L",1983-01-27,28,43,50.85,1.18,35.19,14.16,17.7,15.34,44.84,34.22,23.6,25.96,2.36,2.36
"Chris Butler","CHRIS.BUTLER","11-12","CGY","D","L",1986-10-27,24,42,58.58,1.39,49.15,11.27,20.48,20.48,32.78,20.48,27.65,30.73,0,0
"Chris Campoli","CHRIS.CAMPOLI","09-10","OTT","D","L",1984-07-09,25,48,51.97,1.08,42.13,21.94,12.7,12.7,31.17,33.48,20.78,16.16,2.31,1.15
"Chris Drury","CHRIS.DRURY","07-08","NYR","C","R",1976-08-20,31,62,50.05,0.81,29.26,16.78,21.58,13.19,50.35,21.58,27.57,20.38,2.4,0
"Chris Drury","CHRIS.DRURY","08-09","NYR","C","R",1976-08-20,32,60,66.22,1.1,35.11,25.37,16.31,15.4,39.87,33.52,18.12,22.65,0.91,0.91
"Chris Higgins","CHRIS.HIGGINS","07-08","MTL","C/L","L",1983-06-02,24,57,50.42,0.88,28.64,19.04,22.61,8.33,32.13,27.37,34.51,13.09,2.38,1.19
"Chris Higgins","CHRIS.HIGGINS","13-14","VAN","L","L",1983-06-02,30,52,50.18,0.96,30.44,16.74,21.52,11.96,47.83,22.72,27.5,16.74,0,1.2
"Chris Kunitz","CHRIS.KUNITZ","07-08","ANA","L","L",1979-09-26,27,65,57.73,0.89,28.29,16.63,19.75,8.31,50.93,28.06,27.02,11.43,0,1.04
"Chris Phillips","CHRIS.PHILLIPS","07-08","OTT","D","L",1978-03-09,29,57,62.38,1.09,41.75,16.35,23.08,11.54,38.47,25.01,31.74,15.39,0,0
"Chris Phillips","CHRIS.PHILLIPS","08-09","OTT","D","L",1978-03-09,30,54,63.22,1.17,42.35,10.44,11.39,23.73,40.81,28.47,18.03,30.37,0.95,0.95
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,56,63.1,1.13,42.28,10.46,24.72,20.92,29.48,17.12,30.43,32.33,0,0
"Chris Phillips","CHRIS.PHILLIPS","10-11","OTT","D","L",1978-03-09,32,50,55.8,1.12,44.02,7.53,24.73,17.2,29.03,18.28,33.33,19.35,0,1.08
"Chris Phillips","CHRIS.PHILLIPS","13-14","OTT","D","L",1978-03-09,35,58,51.48,0.89,32.06,19.81,13.99,19.81,32.63,26.81,20.98,24.48,0,2.33
"Chris Pronger","CHRIS.PRONGER","07-08","ANA","D","L",1974-10-10,32,58,72.72,1.25,39.55,9.9,14.85,6.6,38.78,25.58,31.35,14.85,0,0.83
"Chris Pronger","CHRIS.PRONGER","08-09","ANA","D","L",1974-10-10,33,48,64.15,1.34,46.77,14.03,18.71,9.35,33.67,28.99,28.06,19.64,2.81,0.94
"Chris Pronger","CHRIS.PRONGER","09-10","PHI","D","L",1974-10-10,34,59,78.4,1.33,45.63,13.01,13.78,17.6,39.8,23.72,23.72,28.32,1.53,0.77
"Chris Tanev","CHRIS.TANEV","13-14","VAN","D","R",1989-12-20,23,45,56.28,1.25,37.63,15.99,28.78,20.26,29.85,26.65,29.85,23.45,1.07,2.13
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","07-08","S.J","D","L",1982-07-06,25,56,72.85,1.3,44.02,7.41,26.36,9.88,42.83,16.47,32.94,18.94,2.47,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","08-09","S.J","D","L",1982-07-06,26,55,69.03,1.26,43.54,12.17,13.91,13.04,39.98,21.73,26.08,21.73,1.74,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","09-10","VAN","D","L",1982-07-06,27,50,59.1,1.18,41.8,17.26,14.21,14.21,37.56,30.46,22.34,21.32,0,3.05
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","11-12","BUF","D","L",1982-07-06,29,42,57.58,1.37,44.15,8.34,11.46,12.5,45.85,23.97,21.88,25.01,3.13,2.08
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","12-13","BUF","D","L",1982-07-06,30,34,53.25,1.57,47.49,12.39,15.77,12.39,34.93,25.92,28.17,20.28,0,2.25
"Clarke MacArthur","CLARKE.MACARTHUR","13-14","OTT","L","L",1985-04-06,28,62,51.92,0.84,28.32,12.71,31.2,19.65,33.51,23.11,34.67,23.11,0,1.16
"Claude Giroux","CLAUDE.GIROUX","11-12","PHI","R","R",1988-01-12,23,55,57.98,1.05,34.78,13.45,28.98,13.45,31.05,23.8,32.08,23.8,1.03,1.03
"Claude Giroux","CLAUDE.GIROUX","13-14","PHI","R","R",1988-01-12,25,52,56.9,1.09,39.03,28.47,13.71,17.93,32.69,37.96,22.14,24.25,0,2.11
"Claude Giroux","CLAUDE.GIROUX","14-15","PHI","R","R",1988-01-12,26,49,65.52,1.34,43.17,19.23,22.89,13.74,25.64,32.05,25.64,19.23,0,1.83
"Cody Ceci","CODY.CECI","14-15","OTT","D","R",1993-12-21,20,54,77.9,1.44,41.03,10.78,7.7,16.94,43.9,20.8,13.09,25.42,0,0
"Colin White","COLIN.WHITE","09-10","N.J","D","L",1977-12-12,31,46,50.82,1.1,38.26,7.08,22.43,29.52,55.49,15.35,24.79,31.88,0,1.18
"Corey Perry","COREY.PERRY","09-10","ANA","R","R",1985-05-16,24,50,53.77,1.08,34.03,12.27,21.2,10.04,37.94,16.74,25.66,15.62,2.23,0
