"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,1.49,50.8,18,31,19,48,31,46,32,2,0
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,1.55,48.08,9,25,12,46,17,34,17,0,0
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,1.18,47.12,15,18,11,45,34,22,13,0,3
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,1.43,46.68,13,28,10,28,32,36,14,1,1
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,1.16,47.28,10,27,11,29,17,37,17,0,0
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,1.04,33.57,17,22,20,37,25,28,32,2,1
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,1.54,52.12,11,14,10,39,18,24,18,0,0
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,1.27,47.5,23,20,9,36,30,23,22,0,1
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,1.32,43.97,14,11,13,51,33,17,20,1,3
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,1.86,58.68,12,25,11,51,30,31,27,0,1
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,1.78,59.87,14,23,11,40,29,39,25,1,0
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,1.63,43.66,20,18,7,45,34,36,17,1,3
"Brian Gionta","BRIAN.GIONTA","09-10","MTL","R","R",1979-01-18,30,43,52.98,1.23,38.58,13,21,11,29,24,27,17,2,1
"Brian Gionta","BRIAN.GIONTA","10-11","MTL","R","R",1979-01-18,31,52,56.58,1.09,41.34,12,14,10,26,22,23,24,0,1
"Brian Gionta","BRIAN.GIONTA","13-14","MTL","R","R",1979-01-18,34,50,52.37,1.05,35.74,6,26,14,26,12,30,16,1,2
"Brian Rafalski","BRIAN.RAFALSKI","07-08","DET","D","R",1973-09-28,33,54,69.67,1.29,51.74,18,41,9,25,29,55,13,1,1
"Brian Rafalski","BRIAN.RAFALSKI","08-09","DET","D","R",1973-09-28,34,49,69.37,1.42,48.82,15,26,14,39,30,36,26,0,1
"Brian Rafalski","BRIAN.RAFALSKI","09-10","DET","D","R",1973-09-28,35,52,81.25,1.56,52.57,20,27,19,47,35,37,29,1,0
"Brooks Orpik","BROOKS.ORPIK","08-09","PIT","D","L",1980-09-26,27,57,69.65,1.22,39.14,6,24,23,42,17,33,33,1,0
"Brooks Orpik","BROOKS.ORPIK","09-10","PIT","D","L",1980-09-26,28,50,65.12,1.3,39.4,20,24,14,29,31,30,17,0,4
"Brooks Orpik","BROOKS.ORPIK","11-12","PIT","D","L",1980-09-26,30,49,61.27,1.25,45.41,11,20,22,24,19,24,34,0,1
"Brooks Orpik","BROOKS.ORPIK","14-15","WSH","D","L",1980-09-26,33,57,66.47,1.17,38.17,11,24,17,25,24,34,21,3,1
"Bryan Little","BRYAN.LITTLE","08-09","ATL","C","R",1987-11-12,20,51,53.08,1.04,34.42,18,23,10,19,19,28,18,3,0
"Bryan Little","BRYAN.LITTLE","10-11","ATL","R","R",1987-11-12,22,58,52.28,0.9,35.82,19,27,15,23,26,32,23,3,1
"Bryan Little","BRYAN.LITTLE","13-14","WPG","C/R","R",1987-11-12,25,57,59.92,1.05,34.39,4,34,18,30,15,42,27,2,3
"Bryan Little","BRYAN.LITTLE","14-15","WPG","C","R",1987-11-12,26,47,50.53,1.08,37.62,12,30,10,21,18,39,18,2,2
"Bryan McCabe","BRYAN.MCCABE","09-10","FLA","D","L",1975-06-08,34,53,63.55,1.2,41.23,19,18,18,41,36,22,30,2,2
"Cam Fowler","CAM.FOWLER","10-11","ANA","D","L",1991-12-05,18,44,64.37,1.46,47.55,15,14,6,51,26,23,7,0,2
"Cam Fowler","CAM.FOWLER","11-12","ANA","D","L",1991-12-05,19,47,62.77,1.34,55.64,16,16,8,29,26,25,21,0,1
"Cam Fowler","CAM.FOWLER","13-14","ANA","D","L",1991-12-05,21,48,57.67,1.2,46.46,14,18,14,31,26,24,27,3,1
"Cam Fowler","CAM.FOWLER","14-15","ANA","D","L",1991-12-05,22,50,54.43,1.09,39.82,11,18,16,28,29,24,25,2,5
"Carl Gunnarsson","CARL.GUNNARSSON","13-14","TOR","D","L",1986-11-09,26,52,59.22,1.14,38,11,29,30,26,20,32,38,0,0
"Carl Soderberg","CARL.SODERBERG","14-15","BOS","C","L",1985-10-12,28,52,52.55,1.01,33.6,13,18,3,38,20,20,11,2,4
"Carlo Colaiacovo","CARLO.COLAIACOVO","11-12","STL","D","L",1983-01-27,28,43,50.85,1.18,35.19,12,15,13,38,29,20,22,2,2
"Chris Butler","CHRIS.BUTLER","11-12","CGY","D","L",1986-10-27,24,42,58.58,1.39,49.15,11,20,20,32,20,27,30,0,0
"Chris Campoli","CHRIS.CAMPOLI","09-10","OTT","D","L",1984-07-09,25,48,51.97,1.08,42.13,19,11,11,27,29,18,14,2,1
"Chris Drury","CHRIS.DRURY","07-08","NYR","C","R",1976-08-20,31,62,50.05,0.81,29.26,14,18,11,42,18,23,17,2,0
"Chris Drury","CHRIS.DRURY","08-09","NYR","C","R",1976-08-20,32,60,66.22,1.1,35.11,28,18,17,44,37,20,25,1,1
"Chris Higgins","CHRIS.HIGGINS","07-08","MTL","C/L","L",1983-06-02,24,57,50.42,0.88,28.64,16,19,7,27,23,29,11,2,1
"Chris Higgins","CHRIS.HIGGINS","13-14","VAN","L","L",1983-06-02,30,52,50.18,0.96,30.44,14,18,10,40,19,23,14,0,1
"Chris Kunitz","CHRIS.KUNITZ","07-08","ANA","L","L",1979-09-26,27,65,57.73,0.89,28.29,16,19,8,49,27,26,11,0,1
"Chris Phillips","CHRIS.PHILLIPS","07-08","OTT","D","L",1978-03-09,29,57,62.38,1.09,41.75,17,24,12,40,26,33,16,0,0
"Chris Phillips","CHRIS.PHILLIPS","08-09","OTT","D","L",1978-03-09,30,54,63.22,1.17,42.35,11,12,25,43,30,19,32,1,1
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,56,63.1,1.13,42.28,11,26,22,31,18,32,34,0,0
"Chris Phillips","CHRIS.PHILLIPS","10-11","OTT","D","L",1978-03-09,32,50,55.8,1.12,44.02,7,23,16,27,17,31,18,0,1
"Chris Phillips","CHRIS.PHILLIPS","13-14","OTT","D","L",1978-03-09,35,58,51.48,0.89,32.06,17,12,17,28,23,18,21,0,2
"Chris Pronger","CHRIS.PRONGER","07-08","ANA","D","L",1974-10-10,32,58,72.72,1.25,39.55,12,18,8,47,31,38,18,0,1
"Chris Pronger","CHRIS.PRONGER","08-09","ANA","D","L",1974-10-10,33,48,64.15,1.34,46.77,15,20,10,36,31,30,21,3,1
"Chris Pronger","CHRIS.PRONGER","09-10","PHI","D","L",1974-10-10,34,59,78.4,1.33,45.63,17,18,23,52,31,31,37,2,1
"Chris Tanev","CHRIS.TANEV","13-14","VAN","D","R",1989-12-20,23,45,56.28,1.25,37.63,15,27,19,28,25,28,22,1,2
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","07-08","S.J","D","L",1982-07-06,25,56,72.85,1.3,44.02,9,32,12,52,20,40,23,3,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","08-09","S.J","D","L",1982-07-06,26,55,69.03,1.26,43.54,14,16,15,46,25,30,25,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","09-10","VAN","D","L",1982-07-06,27,50,59.1,1.18,41.8,17,14,14,37,30,22,21,0,3
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","11-12","BUF","D","L",1982-07-06,29,42,57.58,1.37,44.15,8,11,12,44,23,21,24,3,2
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","12-13","BUF","D","L",1982-07-06,30,34,53.25,1.57,47.49,11,14,11,31,23,25,18,0,2
"Clarke MacArthur","CLARKE.MACARTHUR","13-14","OTT","L","L",1985-04-06,28,62,51.92,0.84,28.32,11,27,17,29,20,30,20,0,1
"Claude Giroux","CLAUDE.GIROUX","11-12","PHI","R","R",1988-01-12,23,55,57.98,1.05,34.78,13,28,13,30,23,31,23,1,1
"Claude Giroux","CLAUDE.GIROUX","13-14","PHI","R","R",1988-01-12,25,52,56.9,1.09,39.03,27,13,17,31,36,21,23,0,2
"Claude Giroux","CLAUDE.GIROUX","14-15","PHI","R","R",1988-01-12,26,49,65.52,1.34,43.17,21,25,15,28,35,28,21,0,2
"Cody Ceci","CODY.CECI","14-15","OTT","D","R",1993-12-21,20,54,77.9,1.44,41.03,14,10,22,57,27,17,33,0,0
"Colin White","COLIN.WHITE","09-10","N.J","D","L",1977-12-12,31,46,50.82,1.1,38.26,6,19,25,47,13,21,27,0,1
"Corey Perry","COREY.PERRY","09-10","ANA","R","R",1985-05-16,24,50,53.77,1.08,34.03,11,19,9,34,15,23,14,2,0
"Corey Perry","COREY.PERRY","10-11","ANA","R","R",1985-05-16,25,48,52.33,1.09,37.4,10,20,8,32,15,24,15,2,0
"Corey Perry","COREY.PERRY","13-14","ANA","R","R",1985-05-16,28,55,50.48,0.92,35.27,15,20,8,25,20,25,15,3,0
"Craig Rivet","CRAIG.RIVET","07-08","S.J","D","R",1974-09-13,33,55,55.78,1.01,35.05,10,25,7,46,15,33,13,2,0
"Dan Boyle","DAN.BOYLE","08-09","S.J","D","R",1976-07-12,32,55,79,1.44,48.33,14,23,15,46,35,34,25,0,1
"Dan Boyle","DAN.BOYLE","09-10","S.J","D","R",1976-07-12,33,51,77.28,1.52,45.9,11,18,14,55,37,33,28,0,2
"Dan Boyle","DAN.BOYLE","10-11","S.J","D","R",1976-07-12,34,41,50.63,1.23,42.11,8,14,9,33,22,19,19,1,0
"Dan Boyle","DAN.BOYLE","11-12","S.J","D","R",1976-07-12,35,49,71.5,1.46,46.75,13,31,14,47,22,38,24,0,2
"Dan Boyle","DAN.BOYLE","13-14","S.J","D","R",1976-07-12,37,45,50.97,1.13,34.27,17,9,7,37,21,17,20,4,0
"Dan Girardi","DAN.GIRARDI","07-08","NYR","D","R",1984-04-29,23,62,67.02,1.08,39.18,7,32,15,45,17,44,18,1,0
"Dan Girardi","DAN.GIRARDI","08-09","NYR","D","R",1984-04-29,24,60,73.9,1.23,39.18,26,20,25,42,44,24,30,1,1
"Dan Girardi","DAN.GIRARDI","09-10","NYR","D","R",1984-04-29,25,56,59.73,1.07,38.26,13,21,26,40,18,23,34,0,0
"Dan Girardi","DAN.GIRARDI","10-11","NYR","D","R",1984-04-29,26,47,58.52,1.25,45.27,7,26,13,44,15,35,23,1,2
"Dan Girardi","DAN.GIRARDI","11-12","NYR","D","R",1984-04-29,27,53,82.72,1.56,53.51,12,31,17,38,31,41,36,2,3
"Dan Girardi","DAN.GIRARDI","13-14","NYR","D","R",1984-04-29,29,54,59.27,1.1,44.24,16,22,19,28,34,27,35,0,1
"Dan Girardi","DAN.GIRARDI","14-15","NYR","D","R",1984-04-29,30,45,52.15,1.16,43.56,6,23,13,27,12,29,18,2,1
"Dan Hamhuis","DAN.HAMHUIS","07-08","NSH","D","L",1982-12-13,24,58,58.55,1.01,39.09,7,25,14,32,21,37,22,1,0
"Dan Hamhuis","DAN.HAMHUIS","08-09","NSH","D","L",1982-12-13,25,51,56,1.1,40.54,8,25,19,27,20,31,24,1,0
"Dan Hamhuis","DAN.HAMHUIS","09-10","NSH","D","L",1982-12-13,26,52,52.87,1.02,41.3,10,16,16,29,22,22,24,1,2
"Dan Hamhuis","DAN.HAMHUIS","11-12","VAN","D","L",1982-12-13,28,59,87,1.47,45.19,19,25,21,46,37,33,29,1,3
"Dan Hamhuis","DAN.HAMHUIS","13-14","VAN","D","L",1982-12-13,30,54,74.53,1.38,44.1,17,34,24,33,34,36,29,1,2
"Daniel Briere","DANIEL.BRIERE","07-08","PHI","C","R",1977-10-06,29,64,61.1,0.95,31.81,22,28,8,33,28,38,14,0,2
"Daniel Briere","DANIEL.BRIERE","11-12","PHI","C","R",1977-10-06,33,51,51.15,1,32.96,18,9,15,28,24,13,18,0,2
"Daniel Sedin","DANIEL.SEDIN","07-08","VAN","L","L",1980-09-26,26,60,77.35,1.29,38.9,21,40,17,37,32,48,24,1,2
"Daniel Sedin","DANIEL.SEDIN","08-09","VAN","L","L",1980-09-26,27,56,58.82,1.05,35.79,26,22,13,28,37,25,26,1,2
"Daniel Sedin","DANIEL.SEDIN","09-10","VAN","L","L",1980-09-26,28,43,52.2,1.21,40.59,30,23,12,16,38,31,17,0,2
"Daniel Sedin","DANIEL.SEDIN","11-12","VAN","L","L",1980-09-26,30,50,55.53,1.11,33.86,19,23,4,28,28,30,7,0,4
"Daniel Sedin","DANIEL.SEDIN","13-14","VAN","L","L",1980-09-26,32,50,64.88,1.3,43.46,28,26,8,21,38,35,12,0,1
"Daniel Sedin","DANIEL.SEDIN","14-15","VAN","L","L",1980-09-26,33,47,52.27,1.11,40.61,12,24,14,22,16,27,19,1,2
"Danny Dekeyser","DANNY.DEKEYSER","13-14","DET","D","L",1990-03-07,23,51,59.1,1.16,42.65,9,14,16,40,18,25,23,2,2
"Danny Dekeyser","DANNY.DEKEYSER","14-15","DET","D","L",1990-03-07,24,52,66.35,1.28,40.18,12,15,23,51,26,21,30,2,1
"Dany Heatley","DANY.HEATLEY","07-08","OTT","L/R","L",1981-01-21,26,51,52.45,1.03,37.47,16,19,8,31,23,24,11,1,0
"Dany Heatley","DANY.HEATLEY","08-09","OTT","L","L",1981-01-21,27,54,53.27,0.99,35.69,17,11,4,33,27,16,9,0,2
"Dany Heatley","DANY.HEATLEY","09-10","S.J","L","L",1981-01-21,28,55,52.8,0.96,30.04,15,15,7,46,25,22,11,0,1
"Dany Heatley","DANY.HEATLEY","11-12","MIN","L","L",1981-01-21,30,57,75.08,1.32,39.4,23,30,17,38,26,36,22,1,0
"David Backes","DAVID.BACKES","11-12","STL","R","R",1984-05-01,27,58,60.02,1.03,31.96,15,27,23,35,23,30,35,3,1
