"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Aaron MacKenzie","AARON.MACKENZIE","08-09","COL","D","L",1981-03-07,27,5,66.07,100,60.91,58.04,55.17,64.29,0.97,0,29.53,18.95,42.3,30.59,51.68,42,1.47,0.82,0.97,10.58,11.71,9.68,0.65,3.29,100
"Aaron Miller","AARON.MILLER","07-08","VAN","D","R",1971-08-11,36,57,828.23,47.88,45.34,45.02,45.18,47.81,2.16,2.36,23.3,28.09,32.61,39.82,42.91,52.05,1.82,1.98,-0.19,-4.79,-7.22,-9.15,-0.17,9.29,91.61
"Aaron Ness","AARON.NESS","11-12","NYI","D","L",1990-05-18,21,9,149.23,41.18,36.78,41.13,41.21,48.04,1.18,1.69,19.4,33.34,32.75,46.86,44.6,63.63,2.12,2.29,-0.51,-13.95,-14.12,-19.03,-0.17,6.09,94.94
"Aaron Ness","AARON.NESS","13-14","NYI","D","L",1990-05-18,23,20,273.02,17.69,43.46,44.57,45.98,45.23,0.66,3.07,26.4,34.34,38.57,47.96,55.15,64.8,2.2,2.66,-2.41,-7.94,-9.4,-9.65,-0.46,2.5,91.07
"Aaron Ness","AARON.NESS","15-16","WSH","D","L",1990-05-18,25,8,97.35,76.59,55.79,52.14,56.3,48.46,3.79,1.16,28.31,22.44,40.07,36.78,63.19,49.05,2.22,2.37,2.63,5.87,3.29,14.14,-0.14,13.39,94.84
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,94.7,61.19,44.68,43.39,43.05,45.86,3.85,2.44,28.94,35.83,38.81,50.63,47.73,63.14,2.17,2.57,1.41,-6.89,-11.82,-15.41,-0.39,13.29,93.19
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,292.63,49.44,51.47,49.69,49.55,50.93,2.63,2.69,31.31,29.53,42.71,43.25,55.6,56.61,2.24,2.16,-0.06,1.78,-0.54,-1.01,0.08,8.39,90.9
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,282.68,54.04,52.69,52.76,55.66,53.17,1.7,1.45,26.94,24.19,39.9,35.72,62.15,49.51,2.12,1.86,0.25,2.75,4.18,12.64,0.25,6.33,94.01
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,263.12,45.91,49.59,48.94,48.78,52.86,2.72,3.2,32.51,33.05,42.14,43.97,55.09,57.85,2.44,2.18,-0.48,-0.54,-1.83,-2.76,0.26,8.35,90.32
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,259.82,40.13,50.47,51.15,48.63,50.83,1.38,2.06,26.75,26.25,36.42,34.78,43.99,46.47,1.91,1.85,-0.68,0.5,1.63,-2.47,0.06,5.16,92.15
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,113.35,58.73,60.9,59.34,56.91,64.87,2.15,1.51,30.21,19.4,42.48,29.11,52.11,39.46,2.48,1.34,0.64,10.81,13.37,12.66,1.14,7.13,92.2
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,678.53,43.89,49.86,49.2,50.49,47.59,2.05,2.62,29.18,29.34,39.8,41.08,53.6,52.57,2.18,2.41,-0.57,-0.16,-1.29,1.03,-0.22,7.02,91.07
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,846.1,48.73,47.2,49.11,50.22,47.66,2,2.1,26.44,29.57,38.17,39.55,52.65,52.18,2.16,2.37,-0.1,-3.13,-1.38,0.47,-0.21,7.56,92.89
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,598.7,42.41,51.88,51.77,51.37,49.19,1.58,2.15,29.95,27.79,40.45,37.68,55.05,52.12,2.16,2.23,-0.57,2.17,2.77,2.93,-0.07,5.29,92.26
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,366.13,44.3,41.42,41.62,44.45,43.63,2.11,2.65,23.55,33.31,32.85,46.09,48.18,60.22,1.91,2.47,-0.54,-9.76,-13.24,-12.04,-0.56,8.96,92.04
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,299.92,37.07,48,48.73,48.93,49.2,2.02,3.44,26.4,28.6,38.33,40.33,55.18,57.6,2.39,2.47,-1.41,-2.2,-2,-2.42,-0.08,7.67,87.98
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,40.12,54.52,49.9,48.63,46.39,1.26,1.89,28.25,23.57,36.4,36.54,46.37,48.98,1.7,1.97,-0.62,4.68,-0.14,-2.61,-0.27,4.48,91.99
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,45.44,44.78,45.29,45.71,47.33,1.44,1.73,22.06,27.2,32.38,39.12,45.89,54.51,1.6,1.78,-0.29,-5.14,-6.73,-8.62,-0.18,6.54,93.63
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.73,49.88,50.64,50.94,50.49,51.42,1.08,1.08,21.05,20.53,32.12,30.93,42.78,41.95,1.33,1.26,-0.01,0.53,1.18,0.83,0.07,5.12,94.73
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,36.89,41.62,46.15,42.73,43.51,1.13,1.93,23.35,32.75,34.48,40.24,43.37,58.12,1.85,2.41,-0.8,-9.41,-5.76,-14.75,-0.55,4.83,94.11
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,37.01,39.76,40.12,40.03,40.01,0.82,1.39,20.1,30.46,27.89,41.64,38.97,58.39,1.43,2.14,-0.57,-10.36,-13.75,-19.42,-0.71,4.08,95.42
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.58,44.69,40.26,40.47,41.96,44.82,2.27,2.81,21.98,32.61,30.62,45.05,41.23,57.03,1.68,2.07,-0.54,-10.63,-14.42,-15.8,-0.39,10.33,91.38
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.88,46.49,53.09,51.61,54.52,48.28,2.24,2.58,32.35,28.59,43.42,40.7,58.27,48.6,2.78,2.98,-0.34,3.76,2.72,9.66,-0.2,6.93,90.97
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,45.48,44.1,44.99,43.98,41.96,1.99,2.38,24.15,30.61,34.16,41.77,46.27,58.93,1.92,2.66,-0.39,-6.46,-7.61,-12.66,-0.74,8.24,92.21
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,17.54,48.87,48.22,45.28,46.58,0.97,4.55,26.19,27.4,39.25,42.14,46.33,55.98,1.97,2.26,-3.58,-1.21,-2.9,-9.65,-0.29,3.7,83.39
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1051.48,56.67,50.27,50.58,51.72,48.39,2.32,1.77,27.72,27.42,39.14,38.25,52.13,48.66,2.02,2.16,0.55,0.3,0.89,3.47,-0.13,8.36,93.54
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1034.47,54.9,49.92,50.92,50.44,50.03,2.25,1.85,28.93,29.02,40.45,39,53.37,52.45,2.16,2.15,0.4,-0.09,1.46,0.92,0,7.79,93.62
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,216.15,52.97,47.39,47.12,47.9,41.01,2.48,2.2,29.93,33.22,42.62,47.83,54.01,58.75,2.31,3.32,0.28,-3.29,-5.2,-4.74,-1.01,8.28,93.37
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,903.12,37.74,46.07,46.66,47.16,43.26,2.01,3.31,26.6,31.14,38,43.44,52.58,58.9,2.12,2.78,-1.3,-4.53,-5.44,-6.32,-0.66,7.54,89.37
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,563.95,52.72,46.47,47.06,48.2,48.27,3.31,2.97,32.46,37.4,42.69,48.02,56.77,61,2.75,2.95,0.34,-4.93,-5.33,-4.23,-0.2,10.2,92.06
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,74.81,54.99,49.59,48.47,53.99,3.42,1.15,25.63,20.98,37.59,38.22,49.2,52.31,2.76,2.35,2.27,4.65,-0.63,-3.12,0.41,13.34,94.51
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,682.63,34.58,45.31,44.55,44.23,43.85,1.29,2.44,23.01,27.77,29.09,36.21,36.87,46.48,1.59,2.03,-1.15,-4.76,-7.12,-9.61,-0.44,5.6,91.23
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,476.43,60.97,55.68,54.71,54.27,56.76,2.2,1.41,30.37,24.18,38.93,32.22,49.35,41.58,2.26,1.72,0.79,6.19,6.71,7.77,0.54,7.23,94.19
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,61.42,52.24,52.35,51.1,48.17,3.34,2.1,34.06,31.14,45.65,41.55,59.48,56.93,2.4,2.58,1.24,2.92,4.1,2.55,-0.18,9.81,93.26
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,754.28,49.6,47.6,46.49,45.18,45.83,1.82,1.85,25.3,27.85,35.06,40.36,47.13,57.17,1.76,2.08,-0.03,-2.55,-5.3,-10.05,-0.32,7.21,93.34
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,693.18,50.93,48.01,48.74,49.17,47.99,1.89,1.82,25.95,28.11,37.94,39.9,52.9,54.68,1.79,1.94,0.07,-2.16,-1.96,-1.78,-0.15,7.27,93.53
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,422.57,26.13,42.54,43.99,44,44.46,0.54,1.53,23.12,31.23,35.13,44.73,49.01,62.37,1.81,2.26,-0.99,-8.11,-9.59,-13.36,-0.45,2.35,95.09
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,125.27,24.87,55.39,58.95,54.46,64.37,0.93,2.82,28.01,22.55,46.59,32.45,56.72,47.42,2.73,1.51,-1.89,5.45,14.15,9.3,1.22,3.34,87.49
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.88,25.1,36.41,35.63,37.64,32.56,0.94,2.81,19.25,33.62,27.52,49.72,40.6,67.27,1.36,2.82,-1.87,-14.37,-22.2,-26.67,-1.46,4.9,91.63
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,262.68,55.92,52.01,51.98,50.22,44.09,2.9,2.29,31.74,29.29,42.67,39.42,53.82,53.34,2.19,2.78,0.61,2.45,3.25,0.47,-0.59,9.14,92.19
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,286.9,58.98,47.62,46.08,46.65,48.77,2.75,1.92,29.47,32.42,41.2,48.2,55.58,63.57,2.46,2.58,0.84,-2.94,-7,-7.99,-0.12,9.35,94.09
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,112.28,73.76,48.73,50.05,52.67,51.35,3.11,1.11,29.87,31.43,38.31,38.23,51.98,46.71,2.04,1.93,2,-1.56,0.07,5.27,0.11,10.41,96.48
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,53.34,52.82,54.11,55.1,51.97,2.55,2.23,28.17,25.17,42.27,35.85,58.7,47.82,2.45,2.27,0.32,3.01,6.41,10.88,0.19,9.05,91.13
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,44.46,44.55,43.42,42.06,34.94,3.18,3.98,31.26,38.91,41.94,54.65,54.09,74.51,2.22,4.14,-0.79,-7.65,-12.72,-20.42,-1.92,10.18,89.78
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,52.72,50.15,48.63,49.25,44.75,2.95,2.65,25.79,25.64,35.81,37.83,51.56,53.13,1.77,2.19,0.31,0.15,-2.02,-1.57,-0.42,11.46,89.66
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,68.14,59.13,57.52,56.84,56.89,2.11,0.99,29.64,20.48,42.17,31.15,56.41,42.82,2.16,1.64,1.12,9.16,11.02,13.58,0.52,7.12,95.19
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,49.46,51.11,50.8,50.31,45.7,2.39,2.44,27.79,26.59,38.59,37.36,50.08,49.46,1.86,2.21,-0.05,1.21,1.22,0.62,-0.35,8.59,90.83
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,9.49,38.08,38.17,39.13,33.44,0.36,3.41,22.24,36.16,30.69,49.71,40.79,63.44,1.24,2.47,-3.05,-13.92,-19.02,-22.65,-1.23,1.61,90.57
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,0,47.75,51.83,51.56,56.45,0,1.44,28.5,31.18,42.06,39.09,56.74,53.31,2.25,1.74,-1.44,-2.68,2.97,3.43,0.51,0,95.39
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,48.67,46.14,45.83,45.85,41.65,1.32,1.4,24.62,28.74,34.13,40.35,46.79,55.27,1.68,2.36,-0.07,-4.12,-6.21,-8.48,-0.67,5.37,95.14
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,56.48,51.97,52.01,50.94,49.76,2.29,1.76,29.39,27.16,43.18,39.84,59.27,57.09,2.28,2.31,0.53,2.22,3.34,2.18,-0.02,7.8,93.5
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,24.67,48.12,50.34,49.66,50.71,0.86,2.61,26.15,28.2,38.9,38.38,52.01,52.72,1.85,1.8,-1.76,-2.04,0.52,-0.71,0.05,3.27,90.73
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,50.4,53.26,54.55,53.75,53,2.31,2.28,29.03,25.47,39.87,33.22,52.71,45.36,1.96,1.74,0.04,3.56,6.65,7.35,0.22,7.97,91.06
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,58.54,48.91,49,49.19,51.22,2.67,1.89,27.66,28.89,39.23,40.83,52.08,53.79,2.07,1.97,0.78,-1.23,-1.6,-1.71,0.1,9.66,93.45
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,22.54,42.86,42.88,42.79,42.26,0.87,3,21.62,28.82,30.94,41.22,41.26,55.17,1.74,2.37,-2.13,-7.21,-10.27,-13.9,-0.64,4.05,89.58
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,46.85,50.5,50.3,49.92,50.66,1.91,2.16,27.86,27.3,37.29,36.84,47.2,47.35,1.92,1.87,-0.26,0.56,0.45,-0.15,0.05,6.85,92.08
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,50.63,46.05,43.83,43.11,48.89,1.21,1.18,23.85,27.94,28.9,37.03,37.21,49.1,1.85,1.94,0.03,-4.09,-8.13,-11.89,-0.08,5.06,95.79
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,38.44,44.78,44.55,43.03,47.92,1.77,2.83,25.27,31.17,34.43,42.85,44,58.25,2.02,2.2,-1.06,-5.9,-8.42,-14.25,-0.17,7,90.91
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,50.98,44.17,43.94,43.91,46.24,2.54,2.44,26.55,33.56,36.31,46.34,47.2,60.28,2.06,2.4,0.1,-7.01,-10.02,-13.09,-0.34,9.56,92.73
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,39.36,42.8,42.69,42.22,48.09,2.11,3.25,26.39,35.28,35.02,47.02,45.97,62.91,2.27,2.45,-1.14,-8.88,-12,-16.94,-0.18,7.99,90.79
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,59.88,52.88,52.69,51.64,52.58,3.45,2.31,32.32,28.8,43.38,38.96,56.3,52.72,2.74,2.47,1.14,3.52,4.43,3.58,0.27,10.68,91.97
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,100,47.46,46.04,45.22,47.89,1.95,0,28.42,31.47,38.94,45.65,53.03,64.26,2.51,2.73,1.95,-3.05,-6.7,-11.22,-0.22,6.88,100
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,40.85,44.88,45.97,46.12,38.12,1.9,2.74,27.45,33.71,37.89,44.54,51.18,59.78,1.68,2.72,-0.85,-6.26,-6.65,-8.61,-1.05,6.9,91.86
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,44.65,42.89,45.95,46.02,46.06,2.54,3.15,27.18,36.2,39.89,46.92,53.39,62.62,2.19,2.56,-0.61,-9.01,-7.03,-9.22,-0.37,9.34,91.31
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,43.57,38.06,37.36,36.12,35.75,0.96,1.24,18.98,30.88,27.01,45.28,34,60.14,1.29,2.32,-0.28,-11.9,-18.28,-26.14,-1.03,5.06,95.97
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,38.1,48.68,48.09,47.18,49.08,1.18,1.92,27.97,29.49,36.22,39.1,45.59,51.04,2,2.08,-0.74,-1.52,-2.87,-5.45,-0.07,4.24,93.47
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,38.41,55.27,53.5,50.11,56.7,1.45,2.32,29.31,23.72,39.24,34.1,49.41,49.19,2.25,1.72,-0.87,5.59,5.14,0.22,0.53,4.94,90.22
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,36.81,47.49,46.45,44.24,45.69,1.65,2.83,25.72,28.45,33.1,38.16,42.2,53.19,1.62,1.92,-1.18,-2.72,-5.06,-10.99,-0.3,6.42,90.04
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,0,43.01,48.04,47.69,48.45,0,2.05,21.47,28.45,35.58,38.49,48.42,53.12,1.99,2.12,-2.05,-6.98,-2.91,-4.7,-0.13,0,92.8
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,34.45,47.33,47.07,42.01,39.22,1.34,2.55,24.91,27.72,35.14,39.51,42.45,58.61,1.57,2.44,-1.21,-2.81,-4.37,-16.15,-0.87,5.38,90.8
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,67,42.36,40.84,36.09,42.05,1.52,0.75,21.35,29.05,27.3,39.55,31.6,55.97,1.29,1.77,0.77,-7.7,-12.25,-24.37,-0.49,7.14,97.41
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,30.07,42.46,43.29,44.3,41.26,1.34,3.11,21.72,29.43,30.53,39.99,43.59,54.81,1.4,1.99,-1.77,-7.71,-9.46,-11.22,-0.59,6.16,89.43
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,53.4,52,52.51,52.23,55.49,2.73,2.38,27.96,25.81,37.95,34.33,49.68,45.44,2.29,1.84,0.35,2.15,3.63,4.24,0.45,9.77,90.77
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,44.98,52.11,55.41,56.06,55.34,1.68,2.05,26.1,23.99,39.25,31.58,54.14,42.44,2.21,1.79,-0.37,2.11,7.66,11.7,0.43,6.43,91.44
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,50.22,50.33,52.57,52.99,55.73,2.12,2.1,25.47,25.13,37.2,33.56,50.52,44.82,2.41,1.91,0.02,0.34,3.64,5.7,0.5,8.32,91.64
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,47.73,44.37,45.54,45.36,47.89,2.05,2.24,25.42,31.87,35.36,42.29,47.94,57.74,2.26,2.45,-0.19,-6.45,-6.93,-9.8,-0.2,8.05,92.97
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,55.42,46.55,45.99,45.53,51.13,2.63,2.12,24.03,27.59,32.44,38.1,41.81,50.02,2.19,2.09,0.52,-3.56,-5.66,-8.2,0.1,10.96,92.32
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,44.22,45.05,45.17,45.89,46.68,2.13,2.68,26.67,32.53,37.42,45.43,49.65,58.55,2.24,2.56,-0.56,-5.86,-8,-8.9,-0.32,7.97,91.75
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,65.46,49.91,50.74,50.2,51.49,2.63,1.39,30.04,30.15,43.77,42.49,57.37,56.92,2.56,2.41,1.24,-0.11,1.28,0.45,0.15,8.77,95.39
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,45.23,44.94,45.77,46.12,46.74,1.87,2.26,29.33,35.94,41.2,48.8,54.02,63.1,2.44,2.79,-0.39,-6.61,-7.61,-9.08,-0.34,6.37,93.7
