"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,14.13,27.67,15.48,11.78,4.66,49.58,25.75,18.63,12.46,5.48,5.2
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,15.27,30.27,5.5,12.58,5.5,55.81,15.72,22.01,18.87,7.86,3.93
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,8.61,17.14,11.04,13.95,5.52,62.75,19.17,19.47,12.78,3.2,4.07
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,8.55,17.07,8.77,12.28,6.67,65.63,12.64,16.15,14.39,5.26,2.46
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,7.94,16.39,9.15,13.92,3.98,58.07,13.52,20.68,11.14,4.38,3.98
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,9.28,19.11,9.51,16.36,8.75,49.07,16.36,22.44,18.26,4.56,3.8
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,10.49,21.3,5.72,7.86,13.58,47.89,15.72,10.72,25.73,7.86,5
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,11.48,23.03,8.55,11.76,9.38,51.31,14.49,18.17,17.46,3.68,5.46
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,9.82,19.75,10.09,14.34,6.64,57.11,15.94,19.75,15.94,6.55,5.31
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,10.72,21.3,12.7,18.29,8.82,47.13,17.86,24.96,16.79,5.16,4.95
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,9.99,20.05,13.84,18.01,6.26,48.55,19.58,23.23,16.18,6,3.13
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,9.71,19.69,8.08,17.01,9.6,49.32,13.49,22.33,17.96,5.61,5.23
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,10.71,22.06,8.1,18.01,9.7,45.02,12.81,22.01,18.21,5.6,4.8
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,18.45,40.37,5.78,16.51,9.5,46.19,13.93,24.87,19.25,2.94,4.13
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,16.61,34.89,7.53,15.35,7.83,52.08,13.85,20.77,17.76,4.21,2.41
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,15.76,33.52,6.35,16.96,9.52,48.51,12.24,23.3,19.4,5.26,3.45
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,16.32,33.88,7.85,14.71,9.38,47.3,15.47,22.55,17.23,2.85,3.62
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,14.8,30.56,6.73,15.53,11.3,47.96,13.02,20.79,19.49,3.28,4.49
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,16.43,33.96,7.41,14.66,8.4,44.56,17.22,20.56,14.71,3.5,5.06
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,11.97,21.53,9.02,11.02,12.03,53.12,16.03,14.03,26.06,8.02,2
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,9.54,18.84,12.47,13.48,4.72,57.86,16.85,18.09,11.57,5.62,4.27
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,10.69,21.78,13.79,14.74,6.28,56.39,17.4,18.73,12.93,5.14,3.99
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,8.28,18.27,9.13,15.75,14.33,49.44,12.44,20.31,21.41,3.15,3.31
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,8.46,18.29,7.19,14.95,14.38,52.82,11.98,21.38,23.39,4.12,3.55
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,11.63,24.28,7.55,22.9,11.26,48.18,13.4,28.93,19.25,3.77,2.64
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,8.81,17.93,6.45,18.99,14.57,50.16,11.23,25.8,25.08,5.02,4.54
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,9.43,18.08,4.24,13.79,10.61,60.46,8.49,15.91,21.21,6.36,5.3
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,8.38,17.31,6.51,18.87,16.92,45.54,7.81,24.72,31.88,9.76,2.6
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,8.03,16.56,2.24,20.56,23.92,44.48,4.11,26.16,37.38,5.98,4.49
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,6.74,14.23,7.12,13.34,19.57,57.6,10.23,18.35,27.69,4.45,4.34
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,14.6,29.33,8,12.77,6.89,48.26,13.72,20.61,15.11,3.61,3.05
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,13.47,27.48,9.97,14.74,8.06,45.8,16.75,23.22,18.87,6.89,3.71
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,13.39,27.04,10.13,14.9,8.21,46.8,16.88,22.47,16.07,3.84,4.77
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,13.74,27.38,9.61,14.85,9.9,45.42,15.72,20.32,18.69,3.84,3.78
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,13.9,28.39,11.22,14.19,9.17,43.64,18.88,19.8,18.88,4.15,3.94
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,13.06,26.35,9.35,13.22,10.31,45.76,18.99,19.94,20.67,4.31,4.48
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,13.55,26.8,11.26,13.52,9.63,45.52,16.16,18.33,17.63,4.82,4.51
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,12.3,25.2,8.94,13.01,10.57,43.49,16.46,20.73,22.15,6.1,3.25
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1035.15,12.62,25.4,13.04,12.11,8.93,45.73,19.3,17.04,18.32,4.93,5.27
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,947.27,13.34,26.62,12.6,14.38,12.22,44.21,19.89,19.07,19.89,4.31,5.57
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1194.55,18.38,37.16,5.78,11,6.03,44.9,14.82,17.73,13.21,3.57,3.21
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,615.88,16.65,34.01,6.62,12.37,6.92,49,14.91,21.04,15.3,4.68,4.09
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,424.52,16.33,32.87,8.06,9.89,6.64,54.41,19.5,15.55,14.13,4.95,5.23
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1100.03,17.19,34.19,5.84,13.64,10.04,46.42,12.49,19.96,19.8,4.25,3.38
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1520.95,18.55,37.87,5.17,14.64,12.78,40.91,12.47,21.5,26.83,5.72,4.06
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1428.68,18.08,36.09,6.89,13.27,9.24,45.86,18.23,21.29,19.61,5.38,5.54
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1211.13,19.22,37.91,7.13,15.06,9.12,41.12,17.88,22.19,20.71,4.85,5.4
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1577.52,19.24,38.12,6.2,15.06,10.99,43.13,17.95,22.33,20.73,4.45,5.4
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,871.58,17.79,35.26,7.02,12.6,9.36,41.58,14.8,18.59,19.21,3.86,4.41
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,996.52,12.46,25.73,10.66,15.71,7.65,50.76,18.66,22.64,16.02,4.15,6.08
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,855.75,11.56,23.83,10.17,17.04,10.8,45.78,16.62,22.09,19.14,3.65,4.28
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,970.97,11.84,24.26,8.4,17.24,12.36,51.23,14.65,22.62,22.55,4.94,4.45
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,536.42,11.92,24.47,9.51,18.79,12.75,41.39,15.99,24.61,22.37,5.15,5.03
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,943,12.09,24.4,8.34,19.6,10.82,47.4,15.27,24.56,21.12,4.84,5.09
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,603.53,12.32,24.18,7.26,15.01,14.61,45.73,14.91,19.98,24.85,5.47,5.47
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,596.53,8.4,18.13,10.26,17.5,7.04,45.46,15.09,23.74,14.28,3.22,3.32
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,766.88,10.23,21.75,11.34,14.4,8.84,50.46,16.74,19.25,15.1,2.82,4.15
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,624.5,9.05,18.71,10.28,15.47,10.57,51.88,16.04,21.33,16.24,2.98,2.88
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,556.37,8.56,17.23,7.76,14.13,6.58,58.88,13.05,19.3,12.51,3.88,3.45
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,196.65,10.35,20.5,8.24,10.98,5.49,67.12,16.17,16.17,12.81,3.66,2.44
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,891.78,13.31,26.81,8.21,13.86,9.76,48.71,16.82,20.72,18.97,3.36,3.43
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,994.9,13.82,27.71,8.14,14.35,7.96,48,17.13,21.95,17.43,4.52,3.92
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,436.77,13.65,27.64,9.62,16.35,6.18,50,19.23,23.08,16.07,4.95,3.71
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,424.05,14.13,28.54,9.9,14.15,10.89,46.83,20.94,22.21,21.79,4.95,4.1
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1022.48,16.23,31.99,9.45,15.37,9.15,47.71,19.95,22.71,20.13,5.52,5.69
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,979.63,15.31,30.83,11.27,15.92,10.66,49.24,23.09,23.34,22.91,5.88,5.14
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1198.63,15.57,31.54,10.06,16.52,8.76,49.66,23.23,25.08,20.32,5.51,5.81
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,511.03,13.45,27.24,12.68,14.68,6.22,51.54,23.83,22.31,14.32,5.17,6.93
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,152.67,10.9,20.68,12.97,15.72,10.61,51.09,20.44,18.86,19.26,5.5,6.29
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,536.6,14.91,30.2,6.37,17.78,9.62,52.11,13.64,25.72,19.01,5.03,4.36
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,812.8,13.78,29.76,8.49,12.84,7.75,54.26,17.42,19.93,13.07,2.21,3.76
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,818.77,14.36,29.67,5.72,13.34,6.45,55.25,16.56,20.74,13.12,3.44,3.74
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,413.08,13.77,28.07,9.44,14.38,4.79,52.14,18.01,19.61,12.35,4.36,3.78
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,556.47,15.46,31.24,7.87,14.45,8.84,44.1,15.2,19.41,14.34,2.91,4.21
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,258.35,15.2,30.25,4.18,10.45,6.5,52.72,13.7,17.19,16.26,4.18,4.64
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,799.52,13.33,26.93,7.5,12.01,6.15,48.78,17.56,19.36,12.31,3.6,5.25
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,679.98,12.36,25.79,9.71,12.88,7.32,49.59,19.06,19.15,15.27,4.59,5.82
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,156.87,17.43,35.05,8.8,9.94,9.94,48.19,20.65,15.3,17.21,3.06,2.68
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,149.95,10.71,22.71,10.8,15.21,5.2,49.22,19.21,21.21,12.8,3.2,7.6
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,134.12,14.9,30.98,4.47,8.95,7.61,48.76,14.32,18.79,18.34,3.58,2.68
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,691.02,15.7,31.03,4.95,10.59,5.56,47.76,17.8,19.45,16.76,4.69,4.43
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1280.27,16.41,32.67,5.16,12.75,9.65,45.65,13.83,20.76,20.85,4.41,3.56
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1297.52,16.63,32.67,7.35,11.93,9.53,48.74,16.05,17.99,18.77,5.41,4.16
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,678.28,17.85,34.9,5.31,11.77,11.32,45.64,12.12,17.34,23.44,5.75,4.07
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1123.42,14.78,32.46,10.04,14.15,7.16,46.25,18.37,19.87,12.71,2.35,3.69
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1189.1,14.86,32.57,9.99,17.51,9.08,46.72,18.11,24.12,16.35,2.52,3.63
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1342.65,16.37,34.13,8.58,13.18,8.62,50.5,15.46,18.68,15.06,3.08,3.75
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1316.03,17.55,36.01,7.98,14.54,10.99,46.82,15.55,21.38,18.28,3.24,3.33
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1118.37,17.47,34.77,6.76,13.52,7.4,45.07,14.91,19.05,15.67,3.81,3.22
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,36,532.92,14.8,29.13,10.25,10.36,9.23,43.8,18.24,17.68,17.34,4.5,3.15
