"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,121.9,8.85,11.88,9.57,7.78,6.1,1.08,11.12,15.51,115.08,16.43,155.2,19.2,227.66,0.88,13.54,-10.04,-99.57,-138.77,-208.46,-12.66,6.96,90.34
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,63,93.05,0,7.49,6.41,7.87,4.2,0,13.55,7.97,98.46,8.91,130.18,15.88,185.97,0.49,11.17,-13.55,-90.49,-121.27,-170.09,-10.68,0,86.24
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,42,58.67,12.85,7.33,6.18,5.25,9.77,1.18,8,3.23,40.85,4.27,64.87,5.24,94.62,0.55,5.08,-6.82,-37.62,-60.6,-89.38,-4.53,36.53,80.42
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,282.18,14.31,14.99,14.55,13.38,10.55,3.16,18.92,39,221.11,50.47,296.35,60.3,390.46,2.73,23.14,-15.76,-182.11,-245.88,-330.16,-20.41,8.1,91.44
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,143.1,0,8.44,7.34,5.96,5.13,0,13.06,12.61,136.82,14.82,187.15,17.07,269.38,0.9,16.66,-13.06,-124.21,-172.33,-252.31,-15.76,0,90.45
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,171.18,12.05,7.71,6.78,7.27,5.62,3.18,23.2,14.08,168.54,17.19,236.43,24.05,306.68,1.23,20.66,-20.02,-154.46,-219.24,-282.63,-19.43,22.59,86.23
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,127.87,4.67,11.04,10.41,8.58,9.1,1.01,20.6,15.3,123.33,20.6,177.23,21.46,228.61,1.57,15.68,-19.59,-108.03,-156.63,-207.15,-14.11,6.6,83.3
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,143.82,0,15.13,11.3,10.16,10.55,0,13.75,20.81,116.77,22.58,177.31,26.13,231,1.76,14.92,-13.75,-95.96,-154.73,-204.87,-13.16,0,88.22
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,181.77,0,6.49,7.06,6.61,6.3,0,18.79,10.43,150.38,16.36,215.52,21.24,300.08,1.16,17.24,-18.79,-139.95,-199.16,-278.84,-16.08,0,87.5
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,219,4.59,8.46,6.97,5.17,3.46,0.93,19.35,16.25,175.9,19.24,256.68,20.29,371.98,0.74,20.66,-18.42,-159.65,-237.44,-351.69,-19.92,5.72,89
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,149.32,0,7.85,7.07,6.17,6.02,0,20.28,11.87,139.36,15.95,209.73,17.75,269.94,1.14,17.79,-20.28,-127.49,-193.78,-252.19,-16.65,0,85.45
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,227.05,5.43,16.74,16.01,13.8,8.37,1.01,17.6,33.09,164.62,42.63,223.68,51.08,319.19,1.88,20.59,-16.59,-131.53,-181.05,-268.11,-18.71,3.05,89.31
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.22,39.79,27.17,25.35,21.47,27.8,6,9.08,34.15,91.53,41.55,122.38,46.73,170.96,4.39,11.4,-3.08,-57.38,-80.83,-124.23,-7.01,17.57,90.08
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,67.25,32.59,25.94,26.51,23.2,24.34,4.96,10.26,14.55,41.54,20.01,55.47,25.9,85.75,1.76,5.47,-5.3,-26.99,-35.46,-59.85,-3.71,34.09,75.3
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,161.75,38.54,17.33,16.77,14.58,12.87,5.85,9.33,24.18,115.38,34.15,169.44,38.34,224.68,2.07,14.01,-3.48,-91.2,-135.29,-186.34,-11.94,24.19,91.91
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,133.13,6.21,6.86,6.88,5.64,8.03,1.18,17.83,9.11,123.67,12.02,162.75,12.95,216.74,1.31,15.01,-16.65,-114.56,-150.73,-203.79,-13.7,12.95,85.58
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,77,201.77,16.99,11.15,11.04,9.35,13,3.06,14.95,21.04,167.68,29.56,238.13,33.62,325.96,3.26,21.81,-11.89,-146.64,-208.57,-292.34,-18.55,14.54,91.08
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,173.3,17.85,11.22,8.53,8.78,9.24,3.25,14.96,18.46,146.03,19.57,209.75,26.03,270.44,1.93,18.96,-11.71,-127.57,-190.18,-244.41,-17.03,17.61,89.76
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,56.28,65.65,32.14,24.83,24.28,18.9,1.93,1.01,19.14,40.41,21.05,63.73,26.26,81.9,1.45,6.22,0.92,-21.27,-42.68,-55.64,-4.77,10.08,97.5
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,67.77,9.51,16.29,13.56,10.59,11.84,1.18,11.23,12.66,65.07,14.73,93.86,14.69,124.06,1.38,10.28,-10.05,-52.41,-79.13,-109.37,-8.9,9.32,82.74
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.17,8.68,11.63,12.52,10.54,9.18,0.93,9.79,11.66,88.64,15.63,109.17,16.5,140.09,0.98,9.7,-8.86,-76.98,-93.54,-123.59,-8.72,7.98,88.96
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,193.33,6.83,9.86,8.29,7.8,4.65,1.01,13.77,19.06,174.29,21.15,233.93,26.29,310.97,1.08,22.14,-12.76,-155.23,-212.78,-284.68,-21.06,5.3,92.1
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,79,264.32,11.6,8.38,8.01,7.5,7.77,2.98,22.72,21.49,235.08,27.58,316.61,33.66,415.38,2.44,28.98,-19.74,-213.59,-289.03,-381.72,-26.54,13.87,90.34
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,118.53,5.6,14.29,14.78,12.84,9.19,0.93,15.69,16.88,101.26,24.41,140.73,28.72,194.96,1.34,13.24,-14.76,-84.38,-116.32,-166.24,-11.9,5.51,84.51
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,146.9,9.54,17.82,15.98,14.28,12.33,2.01,19.06,28.09,129.55,33.63,176.87,40.5,243.03,2.5,17.78,-17.05,-101.46,-143.24,-202.53,-15.28,7.16,85.29
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,159.5,12.18,16.33,16.75,15.7,15.68,3.34,24.09,27.13,139.02,37.4,185.87,42.6,228.68,3.17,17.05,-20.75,-111.89,-148.47,-186.08,-13.88,12.31,82.67
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,46,76.32,17.9,16.7,15.08,12.43,8.36,0.87,3.99,14.56,72.63,17.7,99.7,19.77,139.28,0.77,8.44,-3.12,-58.07,-82,-119.51,-7.67,5.98,94.51
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,147.13,5.11,10.96,9.45,8.79,8.31,0.93,17.27,19.16,155.73,22.27,213.49,27.18,281.89,1.75,19.3,-16.34,-136.57,-191.22,-254.71,-17.55,4.85,88.91
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,167.27,20.85,14.63,13.08,11.1,13.09,4.61,17.5,25.3,147.58,31.1,206.61,36.64,293.34,2.89,19.19,-12.89,-122.28,-175.51,-256.7,-16.3,18.22,88.14
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,86.82,21.7,24.99,21.49,19.99,16.96,2.12,7.65,24.73,74.22,27.88,101.86,31.3,125.31,1.72,8.42,-5.53,-49.49,-73.98,-94.01,-6.7,8.57,89.69
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,169.72,21.94,12.87,12.65,10.41,12.05,3.92,13.95,23.82,161.22,31.27,215.97,33.55,288.65,2.66,19.42,-10.03,-137.4,-184.7,-255.1,-16.76,16.46,91.35
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,101.5,16.57,17.8,15.06,12.64,17.04,2.01,10.12,19.82,91.53,23.2,130.88,25.23,174.45,2.19,10.66,-8.11,-71.71,-107.68,-149.22,-8.47,10.14,88.94
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,94.92,28.68,14.36,15.17,13.65,19.39,3.06,7.61,11.98,71.47,18.79,105.04,24.93,157.66,1.96,8.15,-4.55,-59.49,-86.25,-132.73,-6.19,25.54,89.35
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,73.45,11.07,16.85,18.59,18.62,16.36,0.87,6.99,10.05,49.61,16.41,71.85,21.69,94.79,1.08,5.52,-6.12,-39.56,-55.44,-73.1,-4.44,8.66,85.91
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,53.15,0,22,19.68,17.86,14.16,0,6.79,11.34,40.2,13.93,56.85,17.48,80.38,0.66,4,-6.79,-28.86,-42.92,-62.9,-3.34,0,83.11
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,116.5,6.18,16.96,18.23,14.19,11.79,0.99,15.03,17.67,86.49,27.91,125.17,29.9,180.87,1.54,11.52,-14.04,-68.82,-97.26,-150.97,-9.98,5.6,82.62
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,149.98,22.65,21.92,17.74,15.44,15.8,4.16,14.21,27.8,99.05,36.3,168.32,42.29,231.62,2.39,12.74,-10.05,-71.25,-132.02,-189.33,-10.35,14.96,85.65
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,174.45,18.54,21.04,18.17,15.17,13.2,3.74,16.43,31.34,117.59,39.61,178.44,46.7,261.16,2.37,15.58,-12.69,-86.25,-138.83,-214.46,-13.21,11.93,86.03
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,76.45,26.03,11.28,9.97,8.83,7.02,1.01,2.87,8.78,69.04,10.82,97.68,12.81,132.2,0.58,7.68,-1.86,-60.26,-86.86,-119.39,-7.1,11.5,95.84
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,78.57,15.74,14.9,14.67,13.37,11,1.87,10.01,12.4,70.8,15.52,90.27,18.1,117.25,1.13,9.14,-8.14,-58.4,-74.75,-99.15,-8.01,15.08,85.86
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,50.57,0,13.11,9.53,7.69,7.6,0,4.91,5.72,37.91,6.58,62.44,7.5,90.02,0.45,5.47,-4.91,-32.19,-55.86,-82.52,-5.02,0,87.05
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,61.98,0,20.21,15.21,15.37,15.01,0,4.61,11.55,45.59,11.54,64.32,15.35,84.5,0.71,4.02,-4.61,-34.04,-52.78,-69.15,-3.31,0,89.89
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,54.47,0,16.68,18.63,17.53,19.23,0,4.82,9.69,48.41,14.49,63.27,17.49,82.28,1.59,6.68,-4.82,-38.72,-48.78,-64.79,-5.09,0,90.04
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,123.45,21.81,17.79,19.36,16.19,15.51,2.12,7.6,21.36,98.73,28.55,118.91,32.75,169.48,2.23,12.15,-5.48,-77.37,-90.36,-136.73,-9.92,9.93,92.3
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,170.7,6.82,10.23,9.99,9.89,6.2,2.12,28.98,24.26,212.79,31.52,284.14,39.07,355.88,1.58,23.9,-26.86,-188.53,-252.62,-316.81,-22.32,8.74,86.38
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,118.97,5.44,8.24,8.05,6.7,5.06,1.01,17.56,10.39,115.67,12.47,142.49,13.52,188.34,0.74,13.89,-16.55,-105.28,-130.02,-174.82,-13.15,9.72,84.82
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,101.53,30.51,28.59,23.51,18.43,23.27,2.99,6.81,30.22,75.47,32.24,104.88,35.38,156.57,2.83,9.33,-3.82,-45.25,-72.64,-121.19,-6.5,9.89,90.98
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,124.6,6.63,20.86,18.76,18.09,16.56,1.08,15.2,24.78,93.99,29.78,129,34.88,157.96,2.15,10.83,-14.12,-69.21,-99.22,-123.08,-8.68,4.36,83.83
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,215.18,9.87,12.14,11.92,11.68,9.66,1.8,16.43,27.24,197.13,39.39,291.01,47.07,355.91,2.48,23.18,-14.63,-169.89,-251.62,-308.84,-20.7,6.61,91.67
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,207.82,0,13.31,12.65,14.2,12.04,0,16.81,28.48,185.43,38.2,263.78,54.05,326.5,2.87,20.96,-16.81,-156.95,-225.58,-272.45,-18.09,0,90.93
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,206.23,4.54,9.77,10.05,10.64,6.62,1.18,24.79,22.51,207.87,33.17,296.75,43.95,369.3,1.76,24.82,-23.61,-185.36,-263.58,-325.35,-23.06,5.24,88.07
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,129.18,5.97,14.74,14.97,14.76,9.71,0.93,14.64,22.05,127.5,30.11,171.05,36.82,212.67,1.56,14.5,-13.71,-105.45,-140.94,-175.85,-12.94,4.22,88.52
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,53.72,0,16.3,16.1,13.98,10.87,0,2.05,6.99,35.89,9.88,51.49,10.74,66.08,0.5,4.1,-2.05,-28.9,-41.61,-55.34,-3.6,0,94.29
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,50.19,27.55,21.58,19.7,15.69,3.94,3.91,17.62,46.34,18.56,67.45,20.63,84.09,1.13,6.07,0.03,-28.72,-48.89,-63.46,-4.94,22.36,91.56
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,13.8,29.06,22.2,14.84,19.06,1.01,6.31,17.64,43.06,21.41,75.04,21.34,122.47,1.42,6.03,-5.3,-25.42,-53.63,-101.13,-4.61,5.73,85.35
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,167.43,16.2,11.78,9.78,9.73,7.47,3.08,15.93,18.91,141.66,22.32,205.79,29.93,277.67,1.52,18.83,-12.85,-122.75,-183.47,-247.74,-17.31,16.29,88.75
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,176.57,7.97,18.89,17.91,14.9,17.02,0.93,10.74,25.74,110.55,38.25,175.28,45.15,257.89,3.25,15.84,-9.81,-84.81,-137.03,-212.74,-12.59,3.61,90.28
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,174.8,11.51,21.49,18.39,14.29,11.96,1.99,15.3,37.95,138.67,43.61,193.56,48.25,289.31,2.69,19.8,-13.31,-100.72,-149.95,-241.06,-17.11,5.24,88.97
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,108.2,0,16.4,15.47,12.67,10.65,0,11.29,16.98,86.55,24.54,134.11,26.28,181.17,1.35,11.33,-11.29,-69.57,-109.57,-154.89,-9.98,0,86.96
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,71.42,13.35,28.36,20.81,17.7,14.57,1.93,12.53,23,58.09,23.87,90.85,28.12,130.71,1.55,9.09,-10.6,-35.09,-66.98,-102.59,-7.54,8.39,78.43
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,113.32,7.25,12.44,11.02,10.41,11.46,0.99,12.66,13.3,93.65,16.61,134.13,19.88,171.05,1.4,10.82,-11.67,-80.35,-117.52,-151.17,-9.42,7.44,86.48
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.3,0,11.93,12.77,15.4,9.97,0,5.48,7.53,55.61,10.78,73.64,15.8,86.78,0.7,6.32,-5.48,-48.08,-62.86,-70.98,-5.62,0,90.15
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,132.07,36.62,19.63,19.79,17.39,21.73,4.01,6.94,33.45,136.96,45.07,182.72,48.11,228.55,4.07,14.66,-2.93,-103.51,-137.65,-180.44,-10.59,11.99,94.93
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,159.18,5.23,24.28,20.73,18.26,15.94,0.99,17.94,40.97,127.75,48.86,186.81,53.41,239.16,3.28,17.3,-16.95,-86.78,-137.95,-185.75,-14.02,2.42,85.96
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,28.29,21.17,20.25,19.35,19.99,2,5.07,19.9,74.11,25.45,100.25,29.49,122.94,2.7,10.81,-3.07,-54.21,-74.8,-93.45,-8.11,10.05,93.16
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,53.12,0,15.22,13.05,11.81,12.98,0,2.66,9.91,55.21,9.93,66.16,10.88,81.21,0.84,5.63,-2.66,-45.3,-56.23,-70.33,-4.79,0,95.18
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,81.25,8.41,21.94,19.94,19.24,16.15,1.08,11.76,19.75,70.25,20.67,82.99,23.41,98.27,1.62,8.41,-10.68,-50.5,-62.32,-74.86,-6.79,5.47,83.26
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.05,9.71,12.9,11.31,11.68,9.21,0.99,9.21,11.02,74.41,12.96,101.64,17.94,135.72,1.01,9.96,-8.22,-63.39,-88.68,-117.78,-8.95,8.98,87.62
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,133.72,13.49,18.85,20.29,17.16,20.72,1.87,11.99,22.27,95.88,33.54,131.78,36.45,175.94,3,11.48,-10.12,-73.61,-98.24,-139.49,-8.48,8.4,87.49
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,0,25.94,24.66,20.66,18.78,0,5.12,16.98,48.48,20.68,63.19,23.65,90.81,1.35,5.84,-5.12,-31.5,-42.51,-67.16,-4.49,0,89.44
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,161.62,5.1,9.93,9.98,8.87,7.19,1.01,18.8,15.97,144.82,22.21,200.26,27.39,281.47,1.42,18.32,-17.79,-128.85,-178.05,-254.08,-16.9,6.32,87.02
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,225.32,14.69,11.43,9.11,8.65,6.27,3.99,23.18,23.6,182.82,25.5,254.45,30.86,326.02,1.51,22.57,-19.19,-159.22,-228.95,-295.16,-21.06,16.91,87.32
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,219.63,23.72,19.28,18.51,16.39,20.9,6.19,19.91,31.66,132.59,44.03,193.84,49.25,251.3,4.8,18.17,-13.72,-100.93,-149.81,-202.05,-13.37,19.55,84.98
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,185.27,35.71,16.6,14.21,12.03,17.55,6.85,12.33,28.8,144.73,34,205.2,37.25,272.51,3.69,17.34,-5.48,-115.93,-171.2,-235.26,-13.65,23.78,91.48
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,153.72,20.29,17.86,18.92,19.06,16.57,1.8,7.07,26.89,123.63,39.39,168.79,50.25,213.36,2.72,13.7,-5.27,-96.74,-129.4,-163.11,-10.98,6.69,94.28
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,145,21.43,14.51,16.43,17.2,13.15,3,11,21.72,127.97,31.09,158.17,41.65,200.53,2.24,14.8,-8,-106.25,-127.08,-158.88,-12.56,13.81,91.4
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,89.6,0,12.89,14.72,11.71,15.04,0,11.07,9.79,66.16,15.19,87.97,16.27,122.64,1.53,8.64,-11.07,-56.37,-72.78,-106.37,-7.11,0,83.27
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,87.88,12.38,16.75,14.66,12.67,11.93,1.01,7.15,13.55,67.36,17.52,101.99,20.17,139.05,1.17,8.64,-6.14,-53.81,-84.47,-118.88,-7.47,7.45,89.39
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,12.72,19.83,15.87,13.24,12.81,1.01,6.93,14.87,60.1,15.92,84.38,19.12,125.26,1.14,7.76,-5.92,-45.23,-68.46,-106.14,-6.62,6.79,88.47
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,132.78,5.86,10.92,12.19,11.92,8.49,0.87,13.98,13.76,112.28,20.64,148.68,24.55,181.39,1.24,13.37,-13.11,-98.52,-128.04,-156.84,-12.13,6.32,87.55
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.05,6.32,11.38,10.58,9.55,8.64,0.99,14.67,12.49,97.26,15.31,129.44,16.29,154.32,1.12,11.85,-13.68,-84.77,-114.13,-138.03,-10.73,7.93,84.92
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0,21.25,20.21,15.91,9.46,0,9.57,15.09,55.93,18.14,71.63,18.09,95.61,0.75,7.18,-9.57,-40.84,-53.49,-77.52,-6.43,0,82.89
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,16.56,19.31,16.38,12.17,10.46,1.01,5.09,10.31,43.09,11.38,58.11,11.37,82.07,0.55,4.71,-4.08,-32.78,-46.73,-70.7,-4.16,9.8,88.19
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,5.41,11.98,11.05,9.7,7.9,0.99,17.32,14.14,103.86,17.24,138.79,19.32,179.89,1,11.66,-16.33,-89.72,-121.55,-160.57,-10.66,7,83.32
