"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Aaron Gagnon","AARON.GAGNON","10-11","DAL","C","R",1986-04-24,24,19,142.23,33.59,40.23,46.49,50.07,52.72,3.03,5.99,49.22,73.14,78.9,90.83,125.08,124.72,5.62,5.04,-2.96,-23.92,-11.93,0.36,0.58,6.16,91.81
"Aaron Gagnon","AARON.GAGNON","11-12","WPG","C","R",1986-04-24,25,7,65.33,0,51.34,56.77,54.9,58.01,0,0.99,30.76,29.16,52.56,40.02,70.91,58.25,2.97,2.15,-0.99,1.6,12.54,12.66,0.82,0,96.6
"Aaron Gagnon","AARON.GAGNON","12-13","WPG","C","R",1986-04-24,26,10,73.27,55.08,49.77,49.22,50.16,52.64,4.93,4.02,30.06,30.34,44.18,45.58,64.15,63.73,2.99,2.69,0.91,-0.28,-1.4,0.42,0.3,16.4,86.75
"Aaron Johnson","AARON.JOHNSON","07-08","NYI","D","L",1983-04-30,24,30,334.18,57.7,46.68,46.17,47.38,44.22,14.95,10.96,151.38,172.88,202.52,236.16,283.67,315.04,10.83,13.66,3.99,-21.5,-33.64,-31.37,-2.83,9.88,93.66
"Aaron Johnson","AARON.JOHNSON","08-09","CHI","D","L",1983-04-30,25,38,448.45,69.94,49.4,52.88,52.41,50.55,23.75,10.21,203.87,208.84,293.89,261.83,371.87,337.72,14.22,13.91,13.54,-4.97,32.06,34.15,0.31,11.65,95.11
"Aaron Johnson","AARON.JOHNSON","09-10","CGY","D","L",1983-04-30,26,22,251.78,50.39,53.76,54.21,54.37,52.46,10.97,10.8,138.98,119.54,194.97,164.7,253.34,212.65,10.11,9.16,0.17,19.44,30.27,40.69,0.95,7.89,90.97
"Aaron Johnson","AARON.JOHNSON","09-10","EDM","D","L",1983-04-30,26,19,286.3,33.33,40.66,41.25,39.27,40.38,6.88,13.76,117.92,172.08,167.29,238.31,214.39,331.48,9.72,14.35,-6.88,-54.16,-71.02,-117.09,-4.63,5.83,92
"Aaron Johnson","AARON.JOHNSON","11-12","CBJ","D","L",1983-04-30,28,56,773.4,43.37,47.09,47.25,46.22,52.01,28.02,36.59,356.64,400.79,478.77,534.49,622.3,724.11,30.16,27.83,-8.57,-44.15,-55.72,-101.81,2.33,7.86,90.87
"Aaron Johnson","AARON.JOHNSON","12-13","BOS","D","L",1983-04-30,29,10,133.28,49.62,57.61,58.3,59.28,53.45,3.88,3.94,70.82,52.1,100.55,71.92,142.41,97.81,5.11,4.45,-0.06,18.72,28.63,44.6,0.66,5.48,92.44
"Aaron MacKenzie","AARON.MACKENZIE","08-09","COL","D","L",1981-03-07,27,5,64.25,100,61.32,59.01,55.83,65.18,1.07,0,31.55,19.9,45.61,31.68,55.93,44.25,1.61,0.86,1.07,11.65,13.93,11.68,0.75,3.39,100
"Aaron Miller","AARON.MILLER","07-08","VAN","D","R",1971-08-11,36,57,802.02,47.88,45.25,44.98,45.11,47.52,29.88,32.53,312.34,377.88,434.7,531.8,574.88,699.53,23.85,26.34,-2.65,-65.54,-97.1,-124.65,-2.49,9.57,91.39
"Aaron Ness","AARON.NESS","11-12","NYI","D","L",1990-05-18,21,9,143.98,48.51,35.55,39.86,39.82,45.16,2.94,3.12,44.1,79.96,75.28,113.59,102.75,155.28,4.57,5.55,-0.18,-35.86,-38.31,-52.53,-0.98,6.67,96.1
"Aaron Ness","AARON.NESS","13-14","NYI","D","L",1990-05-18,23,20,264.7,18.89,44.71,45.45,47.1,46.5,3,12.88,118.16,146.12,172.52,207.03,246.98,277.44,9.69,11.15,-9.88,-27.96,-34.51,-30.46,-1.46,2.54,91.19
"Aaron Ness","AARON.NESS","15-16","WSH","D","L",1990-05-18,25,8,97.35,76.59,55.79,52.14,56.3,48.46,6.15,1.88,45.94,36.41,65.01,59.68,102.53,79.59,3.61,3.84,4.27,9.53,5.33,22.94,-0.23,13.39,94.84
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,94.15,61.19,44.68,43.39,43.05,45.86,6.07,3.85,45.67,56.55,61.25,79.91,75.33,99.66,3.43,4.05,2.22,-10.88,-18.66,-24.33,-0.62,13.29,93.19
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,289.15,49.44,51.48,49.81,49.65,50.87,12.82,13.11,151.68,142.98,207.25,208.83,270.14,274,10.8,10.43,-0.29,8.7,-1.58,-3.86,0.37,8.45,90.83
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,282.68,54.04,52.69,52.76,55.66,53.17,8.03,6.83,126.93,113.98,187.98,168.31,292.81,233.28,9.97,8.78,1.2,12.95,19.67,59.53,1.19,6.33,94.01
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,261.62,45.91,49.59,48.94,48.78,52.86,11.91,14.03,142.57,144.94,184.81,192.83,241.59,253.68,10.72,9.56,-2.12,-2.37,-8.02,-12.09,1.16,8.35,90.32
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,251.48,40.13,50.5,50.5,48.04,50.16,5.98,8.92,110.82,108.63,148.57,145.62,181.42,196.2,7.79,7.74,-2.94,2.19,2.95,-14.78,0.05,5.4,91.79
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,109.9,58.73,60.05,58.41,56.21,64.28,4.07,2.86,55.08,36.65,77.23,54.99,94.42,73.56,4.57,2.54,1.21,18.43,22.24,20.86,2.03,7.39,92.2
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,656.8,42.71,49.75,49.04,50.3,47.32,22.08,29.62,319.91,323.09,436.89,453.95,588.17,581.08,23.84,26.54,-7.54,-3.18,-17.06,7.09,-2.7,6.9,90.83
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,827.18,50.35,47.7,49.5,50.25,48.11,28.18,27.79,367.81,403.23,530.25,541.07,726.54,719.22,29.84,32.19,0.39,-35.42,-10.82,7.32,-2.35,7.66,93.11
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,581.82,43.67,51.24,51.31,50.89,48.44,15.81,20.39,285.08,271.27,388.78,368.94,529.44,510.92,20.62,21.95,-4.58,13.81,19.84,18.52,-1.33,5.55,92.48
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,361.1,44.3,41.09,40.99,44.2,42.84,12.87,16.18,141.76,203.25,195.36,281.26,288.85,364.64,11.31,15.09,-3.31,-61.49,-85.9,-75.79,-3.78,9.08,92.04
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,297.17,37.07,47.63,48.47,48.83,48.79,10.12,17.18,129.12,141.99,187.7,199.56,271.98,284.98,11.66,12.24,-7.06,-12.87,-11.86,-13,-0.58,7.84,87.9
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,40.12,54.52,49.9,48.63,46.39,2.05,3.06,45.81,38.22,59.02,59.25,75.18,79.41,2.76,3.19,-1.01,7.59,-0.23,-4.23,-0.43,4.48,91.99
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,45.44,44.78,45.29,45.71,47.33,4.88,5.86,74.6,92,109.52,132.29,155.2,184.35,5.41,6.02,-0.98,-17.4,-22.77,-29.15,-0.61,6.54,93.63
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.2,49.88,50.64,50.94,50.49,51.42,2.06,2.07,40.26,39.25,61.41,59.15,81.8,80.22,2.54,2.4,-0.01,1.01,2.26,1.58,0.14,5.12,94.73
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,36.89,41.62,46.15,42.73,43.51,2.94,5.03,60.84,85.35,89.85,104.86,113.02,151.45,4.83,6.27,-2.09,-24.51,-15.01,-38.43,-1.44,4.83,94.11
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,37.01,39.76,40.12,40.03,40.01,4.09,6.96,100.33,152.03,139.23,207.84,194.52,291.44,7.13,10.69,-2.87,-51.7,-68.61,-96.92,-3.56,4.08,95.42
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.43,44.69,40.26,40.47,41.96,44.82,15.99,19.79,154.77,229.66,215.69,317.26,290.39,401.64,11.82,14.55,-3.8,-74.89,-101.57,-111.25,-2.73,10.33,91.38
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.6,46.49,53,51.55,54.47,48.17,19.13,22.02,275.01,243.9,369.46,347.24,496.16,414.65,23.6,25.39,-2.89,31.11,22.22,81.51,-1.79,6.96,90.97
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,45.48,44.1,44.99,43.98,41.96,8.26,9.9,100.28,127.09,141.85,173.45,192.13,244.69,7.99,11.05,-1.64,-26.81,-31.6,-52.56,-3.06,8.24,92.21
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,17.54,48.87,48.22,45.28,46.58,1.07,5.03,28.95,30.29,43.38,46.58,51.21,61.88,2.18,2.5,-3.96,-1.34,-3.2,-10.67,-0.32,3.7,83.39
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,997.92,56.41,49.92,50.43,51.62,48.61,37.55,29.02,455.55,457.01,645.64,634.7,863.4,809.08,33.47,35.38,8.53,-1.46,10.94,54.32,-1.91,8.24,93.65
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,998.48,53.58,49.9,50.78,50.48,49.81,36.86,31.93,481.6,483.56,673.16,652.59,889.92,873.01,35.84,36.11,4.93,-1.96,20.57,16.91,-0.27,7.65,93.4
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,212.88,52.97,47.79,47.38,48.12,41.58,8.93,7.93,104.95,114.65,149.69,166.24,189.75,204.57,8.15,11.45,1,-9.7,-16.55,-14.82,-3.3,8.51,93.08
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,880.27,38.18,46.4,47.15,47.42,44.24,30.2,48.89,387.32,447.46,558.89,626.51,770.56,854.24,31.4,39.57,-18.69,-60.14,-67.62,-83.68,-8.17,7.8,89.07
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,549.68,54.67,46.66,47.15,48.13,48.27,31.11,25.79,298.98,341.78,393.18,440.67,520.28,560.82,24.76,26.53,5.32,-42.8,-47.49,-40.54,-1.77,10.41,92.45
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,74.81,54.99,49.59,48.47,53.99,2.94,0.99,22.04,18.04,32.33,32.87,42.31,44.99,2.37,2.02,1.95,4,-0.54,-2.68,0.35,13.34,94.51
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,678.43,34.58,45.1,44.3,44.03,43.5,14.65,27.71,258.72,314.88,326.82,410.88,415.14,527.71,17.69,22.98,-13.06,-56.16,-84.06,-112.57,-5.29,5.66,91.2
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,474.05,60.97,55.81,54.84,54.31,56.88,17.43,11.16,241.14,190.91,308.15,253.8,390.02,328.12,17.95,13.61,6.27,50.23,54.35,61.9,4.34,7.23,94.15
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,61.42,52.24,52.35,51.1,48.17,6.24,3.92,63.62,58.16,85.27,77.61,111.1,106.33,4.48,4.82,2.32,5.46,7.66,4.77,-0.34,9.81,93.26
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,747.53,49.6,47.52,46.42,45.23,45.75,22.94,23.31,316.14,349.13,437.78,505.4,589.45,713.83,21.97,26.05,-0.37,-32.99,-67.62,-124.38,-4.08,7.26,93.32
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,688.6,49.66,48,48.91,49.26,47.86,20.73,21.01,294.93,319.55,433.43,452.81,605.24,623.46,20.35,22.17,-0.28,-24.62,-19.38,-18.22,-1.82,7.03,93.43
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,418.13,27.9,42.43,43.89,44.08,43.82,3.82,9.87,159.9,216.95,242.5,310.08,339.26,430.37,12.08,15.49,-6.05,-57.05,-67.58,-91.11,-3.41,2.39,95.45
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,124.8,24.87,55.45,59.02,54.46,64.29,1.95,5.89,57.4,46.11,96.2,66.8,117.28,98.08,5.67,3.15,-3.94,11.29,29.4,19.2,2.52,3.4,87.23
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.03,25.1,36.41,35.63,37.74,32.56,3,8.95,61.23,106.96,87.55,158.17,129.15,213.03,4.33,8.97,-5.95,-45.73,-70.62,-83.88,-4.64,4.9,91.63
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,255.53,53.72,51.09,51.45,49.9,42.92,11.62,10.01,133.91,128.21,180.74,170.53,229.57,230.51,9.1,12.1,1.61,5.7,10.21,-0.94,-3,8.68,92.19
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,285.2,58.98,47.62,46.08,46.56,48.77,13.17,9.16,139.99,153.98,196.05,229.45,263.91,302.95,11.72,12.31,4.01,-13.99,-33.4,-39.04,-0.59,9.41,94.05
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,111.85,70.26,48.31,49.72,52.19,50.07,4.89,2.07,54.96,58.81,70.75,71.55,95.42,87.41,3.62,3.61,2.82,-3.85,-0.8,8.01,0.01,8.9,96.48
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,437.03,52.06,52.7,54.02,55.04,51.49,17.69,16.29,204.67,183.73,307.57,261.77,427.5,349.15,17.58,16.56,1.4,20.94,45.8,78.35,1.02,8.64,91.13
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,44.46,44.55,43.42,42.06,34.94,4.05,5.06,39.77,49.5,53.35,69.53,68.81,94.79,2.83,5.27,-1.01,-9.73,-16.18,-25.98,-2.44,10.18,89.78
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.47,52.72,50.15,48.63,49.25,44.75,10.17,9.12,88.77,88.24,123.25,130.21,177.47,182.87,6.1,7.53,1.05,0.53,-6.96,-5.4,-1.43,11.46,89.66
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,68.14,59.13,57.52,56.84,56.89,6.01,2.81,84.45,58.36,120.14,88.74,160.71,122.01,6.15,4.66,3.2,26.09,31.4,38.7,1.49,7.12,95.19
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,49.46,51.11,50.8,50.31,45.7,6,6.13,69.87,66.84,97.01,93.94,125.92,124.35,4.68,5.56,-0.13,3.03,3.07,1.57,-0.88,8.59,90.83
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.47,9.49,37.66,37.87,38.9,33.37,0.94,8.96,57.43,95.06,79.64,130.67,106.2,166.78,3.25,6.49,-8.02,-37.63,-51.03,-60.58,-3.24,1.64,90.57
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,82.98,0,47.16,51.43,51.28,56.45,0,2.01,38.94,43.63,57.91,54.69,78.5,74.59,3.15,2.43,-2.01,-4.69,3.22,3.91,0.72,0,95.39
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,503.5,48.67,46.24,45.81,45.83,41.69,11.14,11.75,206.34,239.9,285.43,337.63,391.98,463.24,14.1,19.72,-0.61,-33.56,-52.2,-71.26,-5.62,5.4,95.1
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,676.03,56.48,51.89,52.01,50.93,49.69,25.87,19.93,330.79,306.75,486.58,448.99,668.32,643.84,25.69,26.01,5.94,24.04,37.59,24.48,-0.32,7.82,93.5
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,24.67,48.12,50.34,49.66,50.71,3.98,12.15,121.53,131.03,180.78,178.37,241.67,244.98,8.6,8.36,-8.17,-9.5,2.41,-3.31,0.24,3.27,90.73
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,228.2,50.4,53.04,54.39,53.77,52.9,8.86,8.72,110.22,97.58,151.74,127.25,200.92,172.74,7.48,6.66,0.14,12.64,24.49,28.18,0.82,8.04,91.06
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.27,58.54,48.91,49,49.19,51.22,28.13,19.92,291.07,304.01,412.8,429.65,548,566.01,21.76,20.72,8.21,-12.94,-16.85,-18.01,1.04,9.66,93.45
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.22,22.54,42.86,42.88,42.79,42.26,8.74,30.03,216.06,288.1,309.29,411.96,412.43,551.4,17.37,23.73,-21.29,-72.04,-102.67,-138.97,-6.36,4.05,89.58
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1096.78,47.25,51.2,50.92,50.52,51.26,34.78,38.83,511.96,487.98,685.61,660.96,865.86,847.87,35.4,33.66,-4.05,23.98,24.65,17.99,1.74,6.79,92.04
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,185.88,50.63,45.4,43.24,42.69,46.29,4.01,3.91,72.25,86.88,86.94,114.13,112.64,151.24,5.24,6.08,0.1,-14.63,-27.19,-38.6,-0.84,5.55,95.5
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,632.48,37.29,44.59,44.63,43.07,47.91,18.58,31.25,267.71,332.67,365.64,453.55,466.29,616.34,21.5,23.38,-12.67,-64.96,-87.91,-150.05,-1.88,6.94,90.61
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1058,50.98,44.19,43.93,43.97,46.26,46.26,44.48,472.82,597.06,644.85,823.04,839.3,1069.63,36.57,42.49,1.78,-124.24,-178.19,-230.33,-5.92,9.78,92.55
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,679.37,39.14,43.08,42.92,42.45,48.39,23.54,36.6,300.28,396.75,398.43,529.78,523.47,709.74,25.88,27.6,-13.06,-96.47,-131.35,-186.27,-1.72,7.84,90.78
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1118.08,59.9,52.89,52.64,51.59,52.64,63.1,42.25,604.24,538.22,812.23,730.81,1056.84,991.6,50.5,45.43,20.85,66.02,81.42,65.24,5.07,10.44,92.15
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,100,47.46,46.04,45.22,47.89,1.95,0,28.36,31.4,38.86,45.55,52.92,64.12,2.5,2.72,1.95,-3.04,-6.69,-11.2,-0.22,6.88,100
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,530.88,40.85,44.94,46.02,46.21,38.3,16.87,24.43,243.32,298.09,336.3,394.49,454.52,529.03,14.85,23.92,-7.56,-54.77,-58.19,-74.51,-9.07,6.93,91.8
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,624.35,46.08,42.7,45.85,45.95,46.32,26.69,31.23,280,375.68,413.62,488.41,555.7,653.55,22.89,26.53,-4.54,-95.68,-74.79,-97.85,-3.64,9.53,91.69
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,374.33,43.57,37.69,37.18,35.75,35.92,6.1,7.9,117.44,194.12,168.44,284.66,210.87,379.02,8.16,14.56,-1.8,-76.68,-116.22,-168.15,-6.4,5.19,95.93
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,624.22,39.41,48.77,48.16,47.28,49.21,12.36,19,291.77,306.53,377.87,406.75,475.58,530.24,20.87,21.54,-6.64,-14.76,-28.88,-54.66,-0.67,4.24,93.8
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,938.05,39.85,55.98,54.18,50.63,58.05,23,34.71,463.06,364.1,619.95,524.2,781.58,762.23,35.47,25.63,-11.71,98.96,95.75,19.35,9.84,4.97,90.47
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,498.57,36.81,47.37,46.36,44.16,45.69,13.82,23.72,213.43,237.16,275.27,318.52,350.57,443.36,13.51,16.06,-9.9,-23.73,-43.25,-92.79,-2.55,6.48,90
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,0,43.01,48.04,47.69,48.45,0,1.93,20.24,26.82,33.55,36.29,45.65,50.08,1.88,2,-1.93,-6.58,-2.74,-4.43,-0.12,0,92.8
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,91.22,34.45,46.62,46.57,41.59,37.71,2.06,3.92,37.21,42.6,52.93,60.73,64.14,90.08,2.27,3.75,-1.86,-5.39,-7.8,-25.94,-1.48,5.54,90.8
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.3,67,42.68,41.07,36.24,42.16,4.08,2.01,57.12,76.7,73.03,104.78,84.54,148.72,3.44,4.72,2.07,-19.58,-31.75,-64.18,-1.28,7.14,97.38
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,536.45,30.07,42.34,43.21,44.24,41.2,12.03,27.98,194.33,264.62,273.6,359.64,391.01,492.87,12.57,17.94,-15.95,-70.29,-86.04,-101.86,-5.37,6.19,89.43
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1049.85,51.91,51.89,52.34,52.02,55.07,45.32,41.99,482.65,447.57,657.58,598.85,860.76,793.95,39.25,32.02,3.33,35.08,58.73,66.81,7.23,9.39,90.62
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,543.05,46.21,52.41,55.71,56.18,56.58,15.83,18.43,238.21,216.3,357.12,283.89,492.61,384.29,20.12,15.44,-2.6,21.91,73.23,108.32,4.68,6.65,91.48
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,995.07,48.23,50.1,52.42,52.86,55.24,33.63,36.1,415.56,413.91,611.19,554.71,829.96,740.24,39.11,31.69,-2.47,1.65,56.48,89.72,7.42,8.09,91.28
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,991.92,49.05,44.61,45.99,45.87,48.69,34.23,35.56,419.83,521.18,587.6,690.15,798.58,942.35,37.23,39.23,-1.33,-101.35,-102.55,-143.77,-2,8.15,93.18
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1060.9,55.15,46.62,46.01,45.51,50.82,45.94,37.36,418.38,478.98,567.39,665.81,733.91,878.63,37.26,36.06,8.58,-60.6,-98.42,-144.72,1.2,10.98,92.2
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1025.97,44.46,45.5,45.52,46.34,47.59,35.04,43.77,453.16,542.82,639.14,765.01,853.41,988.34,37.43,41.22,-8.73,-89.66,-125.87,-134.93,-3.79,7.73,91.94
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,745.2,66.09,50.29,50.8,50.29,51.29,30.83,15.82,375.66,371.32,545.24,528.08,719.1,710.82,31.05,29.49,15.01,4.34,17.16,8.28,1.56,8.21,95.74
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,281.7,42.49,43.68,44.75,45.56,44.14,8.23,11.14,133.31,171.9,189.7,234.25,251.74,300.8,10.54,13.34,-2.91,-38.59,-44.55,-49.06,-2.8,6.17,93.52
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1007.67,52.19,46.16,45.88,45.65,47.65,35.81,32.81,422.72,493.07,630.95,744.22,848.72,1010.59,37.06,40.71,3,-70.35,-113.27,-161.87,-3.65,8.47,93.35
