"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,119.17,1.81,29.71,1.33,6.22,52,40.44,2.92,14.04,83.04,0,1,100
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,121.9,1.93,33.19,0,9.44,59.44,31.11,2.86,13.14,84,0,0,0
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,63,93.05,1.48,25.24,1.97,4.61,50,43.42,2.68,9.82,87.5,0,0,0
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,42,58.67,1.4,27.28,2.83,7.55,33.02,56.6,6.35,23.81,69.84,0,1,100
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,282.18,4.48,66.54,2.15,21.46,45.06,31.33,4.31,30.75,64.94,0,2,100
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,143.1,3.49,52.92,1.85,12.35,48.77,37.04,3.14,18.87,77.99,0,1,100
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,171.18,2.55,44.97,1.74,6.96,42.17,49.13,4.68,18.71,76.61,0,2,100
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,127.87,2.72,46.55,0,7.6,50.29,42.11,2.21,13.97,83.82,0,0,0
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,143.82,3.13,46.98,1.48,28.57,39.9,30.05,4.19,34.55,61.26,1,1,50
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,181.77,2.46,34.42,1.7,5.67,53.54,39.09,2.72,10.89,86.38,0,0,0
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,219,2.67,45.99,2.1,8.66,49.61,39.63,3.12,15.28,81.6,0,0,0
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,149.32,2.62,48.56,0,10.88,57.32,31.8,1.92,15.38,82.69,1,0,0
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,227.05,2.84,44.25,1.6,7.49,48.13,42.78,4.33,16.14,79.53,0,4,100
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.22,1.81,34.54,1.42,6.6,35.85,56.13,3.08,16.92,80,0,0,0
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,67.25,1.6,32.1,3.08,11.54,31.54,53.85,7.14,28.57,64.29,0,0,0
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,161.75,2.1,38.22,2.15,7.53,35.13,55.2,5.03,19.5,75.47,0,1,100
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,133.13,1.8,32.64,1.88,8.45,48.36,41.31,3.57,14.29,82.14,0,1,100
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,77,201.77,2.62,47.36,1.34,7.02,55.52,36.12,2.62,11.61,85.77,0,0,0
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,173.3,2.11,42.37,1.14,5.68,54.92,38.26,3.03,14.29,82.68,0,4,100
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,56.28,1.02,20.18,1.87,5.61,19.63,72.9,11.11,22.22,66.67,0,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,67.77,2.95,45.47,1.75,11.4,59.65,27.19,3.92,14.71,81.37,0,3,100
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.17,1.12,19.76,1.6,3.72,41.49,53.19,3.7,9.26,87.04,0,3,100
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,193.33,3.07,58.36,1.05,7.89,65.79,25.26,1.32,12.33,86.34,0,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,79,264.32,3.35,60.34,2.36,11.49,57.09,29.05,4.01,14.9,81.09,0,2,100
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,118.53,1.54,33.78,3.45,8.05,36.21,52.3,8.26,17.43,74.31,0,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,146.9,2.41,47.6,0.95,9,46.45,43.6,4.07,18.6,77.33,0,2,100
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,159.5,1.97,40.9,0.92,9.63,50.46,38.99,3.81,20,76.19,1,1,50
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,46,76.32,1.66,36.08,0,5,53,42,1.11,8.89,90,0,0,0
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,147.13,2.02,36.01,1.24,9.54,48.13,41.08,3.26,15.22,81.52,0,1,100
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,167.27,2.09,40.54,2.47,9.54,53.36,34.63,3.32,15.35,81.33,0,0,0
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,86.82,1.93,36.53,2.03,5.41,41.89,50.68,4.12,15.46,80.41,1,1,50
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,169.72,2.26,44.46,0.35,12.8,52.25,34.6,0.84,20.59,78.57,0,0,0
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,101.5,2.11,53.73,1.33,8,56.67,34,2.86,14.29,82.86,0,1,100
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,94.92,1.42,28.89,0,11.03,31.62,57.35,3.33,27.78,68.89,0,1,100
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,73.45,1.06,20.85,0.91,10.91,13.64,74.55,8,34,58,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,53.15,1.83,34.62,1.3,7.79,36.36,54.55,6.9,25.86,67.24,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,116.5,1.91,39.12,3.16,10.76,48.1,37.97,11.81,15.97,72.22,0,2,100
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,149.98,2.46,44.66,1.15,13.22,54.6,31.03,6.47,18.91,74.63,0,1,100
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,174.45,2.27,42.66,2.37,4.27,44.55,48.82,7.65,12.35,80,0,3,100
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,76.45,2.12,40.07,1.03,10.31,46.39,42.27,3.33,21.11,75.56,0,1,100
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,78.57,2.18,40.16,0.88,4.39,35.09,59.65,4.23,22.54,73.24,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,50.57,0.86,13.46,2.6,6.49,29.87,61.04,4.65,25.58,69.77,1,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,61.98,1.13,18.24,0,6.31,10.81,82.88,10.71,39.29,50,0,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,54.47,0.91,16.46,1.2,7.23,24.1,67.47,9.3,25.58,65.12,0,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,123.45,2.24,37.68,1.22,7.93,39.02,51.83,5.3,21.97,72.73,0,1,100
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,170.7,2.22,48.96,0.46,6.88,50.46,42.2,1.8,13.96,84.23,0,3,100
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,118.97,1.55,38.84,0,5.11,40.91,53.98,1.75,11.4,86.84,0,2,100
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,101.53,2.74,55.87,1.8,13.51,59.46,25.23,5.88,17.65,76.47,0,4,100
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,124.6,1.66,22.32,4.84,9.14,24.19,61.83,10.53,32.46,57.02,0,2,100
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,215.18,2.69,41.44,1.29,7.74,50.32,40.65,4.14,15.41,80.45,1,5,83.33
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,207.82,2.53,42.3,0.99,6.58,38.49,53.95,5.85,13.3,80.85,0,3,100
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,206.23,2.83,51.62,1.51,8.3,53.96,36.23,3.1,14.34,82.56,0,1,100
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,129.18,2.02,40.27,0.56,7.26,40.78,51.4,6.87,22.9,70.23,1,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,53.72,1.53,31.31,0,10,40,50,3.85,25,71.15,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.91,3.23,1.61,27.42,67.74,13.33,8.89,77.78,0,3,100
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,34.02,1.52,7.58,36.36,54.55,5,23.75,71.25,0,3,100
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,167.43,2.17,39.46,1.14,6.44,35.23,57.2,9.94,19.25,70.81,0,6,100
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,176.57,2.18,42.86,0.78,3.14,35.69,60.39,8.57,12.86,78.57,0,2,100
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,174.8,2.27,43.84,1.28,4.26,34.47,60,4.83,14.48,80.69,0,2,100
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,108.2,1.8,41.37,1.32,4.64,34.44,59.6,3.61,15.66,80.72,0,1,100
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,71.42,1.74,40.41,1.16,9.3,45.35,44.19,5.26,15.79,78.95,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,113.32,1.74,32.78,2.15,4.84,33.87,59.14,5.41,15.32,79.28,1,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.3,1.25,25.04,3.73,7.46,28.36,60.45,10.77,15.38,73.85,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,132.07,1.81,38.42,0.44,6.17,48.9,44.49,2.89,11.56,85.55,0,1,100
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,159.18,1.99,45.23,1.5,10.11,53.93,34.46,3.17,17.19,79.64,0,3,100
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,26.02,1.54,5.38,26.15,66.92,8.06,22.58,69.35,0,4,100
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,53.12,1.06,21.23,0,3.33,32.22,64.44,0,17.39,82.61,0,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,81.25,1.73,32.7,0,5.94,35.64,58.42,4.69,15.62,79.69,0,1,100
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.05,1.15,22.71,2.38,9.52,20.24,67.86,8.7,34.78,56.52,0,1,100
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,133.72,1.78,32.11,2.59,5.7,17.62,74.09,12.05,32.53,55.42,0,1,100
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,33.82,1,8,19,72,4.76,28.57,66.67,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,161.62,2.02,36.79,1.16,9.65,47.49,41.7,3.23,16.67,80.11,0,2,100
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,225.32,2.75,40.92,1.82,24.55,30.91,42.73,3.27,40.82,55.92,0,1,100
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,219.63,2.75,41.64,1.22,11.01,38.23,49.54,2.26,24.43,73.3,0,1,100
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,185.27,2.26,36.58,1.64,9.21,37.5,51.64,3.23,19.89,76.88,0,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,153.72,2.13,35.45,4.1,8.61,31.15,56.15,7.84,22.22,69.93,0,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,145,1.84,32.49,2.04,6.53,32.24,59.18,6.15,18.46,75.38,0,2,100
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,89.6,1.91,34.06,1.42,2.84,56.03,39.72,3.57,5.36,91.07,0,1,100
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,87.88,1.79,31.91,2.08,3.47,36.11,58.33,6.02,10.84,83.13,0,2,100
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,23.75,0.69,8.33,49.31,41.67,2.86,15.24,81.9,0,2,100
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,132.78,1.7,36.02,1.98,9.9,44.06,44.06,3.42,20.55,76.03,0,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.05,1.53,34.83,2.99,3.73,46.27,47.01,8.33,7.29,84.38,0,1,100
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.55,5.83,5.83,7.77,80.58,25.81,41.94,32.26,0,1,100
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,16.27,7.2,4,8.8,80,34.48,24.14,41.38,0,1,100
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,31.99,3.06,11.73,38.27,46.94,6.72,22.39,70.9,0,7,100
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,16.83,2.13,7.09,10.64,80.14,12.82,33.33,53.85,0,2,100
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,30.35,0.62,9.26,50.62,39.51,3.91,16.41,79.69,0,2,100
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,125.7,1.68,25.29,1.07,11.23,28.34,59.36,7.96,29.2,62.83,1,1,50
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,122.67,1.57,24,0.52,5.21,28.65,65.62,8.16,16.33,75.51,0,1,100
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,159.38,2.1,34.08,0.93,9.26,41.67,48.15,4.6,18.97,76.44,0,1,100
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,103.85,2.04,35.92,2.48,6.83,40.37,50.31,8.7,20,71.3,0,1,100
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,182.27,2.25,39.14,1.6,9.2,44.4,44.8,4,20.5,75.5,0,4,100
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,86.12,1.91,34.14,0.85,6.78,38.14,54.24,3.7,18.52,77.78,0,1,100
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,131.43,2.09,37.43,1.56,7.29,30.21,60.94,10.71,19.64,69.64,0,2,100
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,183.95,2.55,47.02,0.38,10.65,50.57,38.4,2.93,17.57,79.5,0,3,100
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,122.85,2.41,48.12,0,11.7,53.8,34.5,3.47,14.45,82.08,0,3,100
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,168.2,2.47,57.41,3.21,11.23,62.57,22.99,6.76,13.06,80.18,0,3,100
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,178.32,2.58,50.3,0.5,9.55,55.78,34.17,2.35,14.55,83.1,1,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,141.15,2.57,53.29,2.27,6.06,62.12,29.55,3.55,10.65,85.8,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,172.25,2.92,57.64,0.72,11.59,67.39,20.29,1.36,11.31,87.33,0,1,100
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,184.18,2.39,33.78,1.01,10.44,24.58,63.97,2.86,31.43,65.71,0,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.42,1.36,23.15,0.97,11.65,7.28,80.1,3.77,64.15,32.08,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,100.83,1.48,22.55,0.61,7.88,27.27,64.24,6.52,25,68.48,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70,1.19,17.94,1.85,10.19,23.15,64.81,7.02,35.09,57.89,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,88.9,1.29,22.22,2.52,6.92,27.67,62.89,10.13,20.25,69.62,0,2,100
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.05,1.41,24.6,2.83,6.6,36.79,53.77,13.24,20.59,66.18,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,190.55,2.38,49.37,1.2,9.6,49.6,39.6,5.31,16.73,77.96,0,2,100
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,228.07,2.82,56.4,1.7,10.2,48.98,39.12,4.19,16.77,79.03,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,183.48,2.32,47.2,0.82,9.47,41.15,48.56,4.59,19.9,75.51,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,189.98,2.4,47.45,0.39,8.17,44.75,46.69,4.59,16.33,79.08,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,147.23,1.94,44.37,0,7.51,35.68,56.81,6.08,17.57,76.35,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,114.67,1.53,33.14,0,4.49,30.13,65.38,2.3,17.24,80.46,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,153.62,2.23,49.5,1.1,9.94,37.02,51.93,4.51,18.05,77.44,0,1,100
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,100.38,1.43,32.74,2.53,7.59,49.37,40.51,3.64,12.73,83.64,0,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.71,1.98,5.94,35.64,56.44,5.26,19.3,75.44,0,2,100
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,113.17,1.4,27.67,1.78,7.69,40.83,49.7,4.39,15.79,79.82,0,1,100
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,135.98,1.66,33.16,0.88,11.95,37.61,49.56,1.44,24.46,74.1,0,1,100
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,156.48,1.91,35.45,1.55,12.4,32.17,53.88,4.26,29.08,66.67,0,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,147.57,2.17,40.81,1.24,9.09,28.51,61.16,3.23,24.19,72.58,0,1,100
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,107.98,1.32,20.94,3.51,15.79,33.33,47.37,6.36,33.64,60,0,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,108.5,1.39,21.55,0.6,4.76,34.52,60.12,4.95,18.81,76.24,1,2,66.67
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,13.39,5.11,5.84,16.06,72.99,14.81,27.78,57.41,0,1,100
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,109.93,1.69,33.61,1.95,6.49,46.75,44.81,6.9,14.66,78.45,1,2,66.67
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,61.07,1.27,26.06,1.25,5,30,63.75,5.45,14.55,80,0,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.02,2.8,45.2,0,15.28,34.72,50,0,32.14,67.86,0,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72,1.64,25.76,0.97,7.77,23.3,67.96,10.91,21.82,67.27,0,1,100
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,146.25,1.88,36.05,0.88,10.53,36.84,51.75,3.14,23.9,72.96,0,1,100
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,248.5,3.15,54.19,0.56,10.7,50.99,37.75,2.82,18.36,78.81,0,2,100
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,133.82,2.97,55.49,2.02,9.6,50.51,37.88,5.41,15.14,79.46,1,4,80
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,256.12,3.2,54.95,1.4,12.32,50.7,35.57,4.57,18,77.43,0,6,100
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,234.88,3.05,56.66,0.64,9.97,49.84,39.55,3.45,14.11,82.45,0,7,100
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,213.98,2.97,57.48,1.05,10.18,54.04,34.74,3.41,14.33,82.25,0,3,100
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,223.25,2.79,54.46,1.96,8.82,50,39.22,3.77,14.73,81.51,0,3,100
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,174.6,2.27,50.81,0.86,9.01,42.06,48.07,2.69,16.14,81.17,0,2,100
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,139.43,2.02,45.8,0,5.8,43.96,50.24,1.5,15.04,83.46,0,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,113.75,1.7,36.8,1.12,3.93,40.45,54.49,5.77,11.54,82.69,0,1,100
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,21.17,2.6,11.04,14.94,71.43,12.07,39.66,48.28,0,2,100
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,16.49,2.54,4.24,6.78,86.44,18.52,44.44,37.04,0,1,100
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,15.47,2.7,3.6,1.8,91.89,27.27,45.45,27.27,0,3,100
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,218.68,2.88,42.44,3,16.82,38.14,42.04,5.83,30.42,63.75,0,3,100
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,115.4,1.92,29,1.85,10.65,33.33,54.17,3.65,27.74,68.61,0,1,100
