"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,86.2,0,1,1,2,13,16,23,0.7,0,0,4.38,2,0,0,2,2,0,0,0,0,0,0,0,0
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,69,135.1,1,7,4,12,23,32,46,1.6,4.35,3.12,5,3,8,4,2,2,1,3,0,0,2,0,0,0
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,54,76.48,0,1,1,2,9,16,18,1.34,0,0,8.38,0,1,0,0,5,0,0,0,0,0,12,13,-1
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,58,89.18,4,1,7,12,14,21,25,2.04,28.57,19.05,9.71,0,2,2,0,1,1,0,0,0,-1,27,44,-17
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,73,119.1,0,4,4,8,10,17,19,1.81,0,0,10.65,1,1,3,2,5,0,0,0,0,0,32,28,4
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,109.58,3,1,0,4,16,25,30,2.48,18.75,12,9.92,0,5,0,0,2,1,0,0,0,-1,40,47,-7
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,162.08,7,2,3,12,24,29,34,3.57,29.17,24.14,12.31,0,7,2,2,4,2,1,0,0,-1,62,77,-15
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,72,126.52,5,6,4,15,13,22,26,2.89,38.46,22.73,13.14,1,5,0,2,4,2,0,0,0,-2,29,21,8
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,79,191.87,5,2,2,9,19,25,31,2.67,26.32,20,10.68,0,5,2,6,8,0,2,0,0,2,79,80,-1
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,191.78,6,3,1,10,23,29,34,3.89,26.09,20.69,13.41,0,6,2,6,12,1,2,0,0,1,68,60,8
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,136.5,4,2,1,7,25,34,39,5,16,11.76,14.71,1,2,1,2,6,1,0,0,0,-1,45,29,16
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,2,1,2,5,5,12,14,1.27,40,16.67,10.58,2,1,0,1,2,0,0,0,0,0,24,20,4
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,180.5,8,2,3,13,27,41,50,4.8,29.63,19.51,11.71,0,4,4,5,3,0,1,0,0,1,80,71,9
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,157.1,4,1,2,7,28,36,42,4.53,14.29,11.11,12.58,1,3,2,6,4,0,1,0,0,1,80,42,38
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,103.27,0,2,1,3,7,12,24,0.5,0,0,4.17,1,6,0,2,3,1,0,0,0,-1,0,0,0
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.15,5,1,2,8,22,32,35,5.28,22.73,15.62,16.5,0,1,1,6,3,4,0,0,0,-4,40,34,6
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,313.9,3,7,8,18,43,67,100,3.69,6.98,4.48,5.51,6,6,3,4,3,2,1,0,0,-1,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,324.4,1,2,5,8,31,48,73,2.33,3.23,2.08,4.85,1,4,3,7,1,2,0,0,0,-2,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,255.2,1,5,5,11,37,61,87,2.71,2.7,1.64,4.44,2,1,1,3,1,6,0,0,0,-6,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.75,0,0,2,2,7,9,17,0.41,0,0,4.56,1,0,1,2,1,1,0,0,0,-1,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.62,1,2,2,5,14,19,29,1.95,7.14,5.26,10.26,0,3,1,0,3,1,0,0,0,-1,31,44,-13
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.9,0,2,2,4,9,17,22,1.46,0,0,8.59,0,4,0,5,4,3,1,0,0,-2,19,27,-8
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,170,2,5,3,10,39,59,70,4.19,5.13,3.39,7.1,0,4,0,5,6,0,0,0,0,0,9,3,6
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,2,0,1,3,7,9,10,1.33,28.57,22.22,14.78,1,0,0,0,2,0,0,0,0,0,15,12,3
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,1,2,2,5,23,33,57,1.56,4.35,3.03,4.73,1,1,0,3,4,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.4,2,3,1,6,20,29,42,1.86,10,6.9,6.41,1,2,1,0,4,0,1,0,0,1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,4,2,3,9,26,39,61,3.07,15.38,10.26,7.87,1,2,2,5,3,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.32,1,3,0,4,18,32,52,1.52,5.56,3.12,4.75,2,1,0,3,2,1,1,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,4,6,3,13,38,54,82,2.6,10.53,7.41,4.81,6,6,1,2,1,2,0,0,0,-2,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174,2,7,7,16,41,67,96,3.56,4.88,2.99,5.31,6,2,1,2,5,1,0,0,0,-1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,148.07,2,5,3,10,22,31,50,1.69,9.09,6.45,5.45,3,5,0,4,10,1,0,0,0,-1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.2,0,2,0,2,12,17,28,1,0,0,5.88,0,2,0,0,1,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,60.98,0,1,1,2,11,15,21,0.58,0,0,3.87,0,0,0,0,2,2,1,0,0,-1,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,138.1,3,2,1,6,11,14,21,1.64,27.27,21.43,11.71,1,4,2,1,8,0,0,0,0,0,66,60,6
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,150.53,2,1,3,6,17,22,26,2.15,11.76,9.09,9.77,0,3,3,4,17,3,0,0,0,-3,49,59,-10
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,181.17,7,4,2,13,30,40,47,4.63,23.33,17.5,11.57,0,4,3,1,14,0,1,0,0,1,57,63,-6
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,165.12,3,3,6,12,32,43,50,4.38,9.38,6.98,10.19,0,2,1,3,7,2,0,0,0,-2,63,67,-4
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,256,5,3,6,14,54,73,85,7.32,9.26,6.85,10.03,0,12,4,0,15,2,1,0,0,-1,98,91,7
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,275.4,10,7,6,23,32,44,50,6.12,31.25,22.73,13.91,1,13,6,2,9,1,0,0,0,-1,150,126,24
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,218.2,7,6,6,19,37,54,58,7.16,18.92,12.96,13.26,1,5,4,1,6,0,2,0,0,2,157,101,56
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,269.05,7,11,8,26,36,42,61,3.88,19.44,16.67,9.24,0,15,5,2,11,3,0,0,0,-3,0,0,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,273.27,4,10,8,22,35,42,65,4.33,11.43,9.52,10.31,0,22,3,0,26,2,3,0,0,1,0,0,0
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,76.32,3,3,0,6,14,16,24,1.03,21.43,18.75,6.44,0,5,2,1,4,0,1,0,0,1,1,0,1
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,133.6,1,5,2,8,13,23,29,2.1,7.69,4.35,9.13,0,6,3,0,11,0,1,0,0,1,0,0,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,142.72,1,1,5,7,13,20,28,1.31,7.69,5,6.55,1,4,0,1,10,1,1,0,0,0,1,0,1
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,90.23,5,1,3,9,13,17,20,2.22,38.46,29.41,13.06,0,2,0,1,6,0,0,0,0,0,2,2,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,53,125.38,2,3,3,8,10,13,19,1.11,20,15.38,8.54,0,8,2,0,7,2,0,0,0,-2,0,0,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,148.3,1,4,3,8,12,18,30,1.33,8.33,5.56,7.39,1,6,5,2,12,2,0,0,0,-2,0,0,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.33,1,0,3,4,19,24,32,1.94,5.26,4.17,8.08,0,10,0,0,5,0,0,0,0,0,1,2,-1
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,223.47,8,2,4,14,48,63,81,4.55,16.67,12.7,7.22,0,7,2,12,3,3,1,0,0,-2,24,17,7
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,149.5,3,2,5,10,30,42,62,2.37,10,7.14,5.64,0,6,1,7,7,4,1,0,0,-3,11,19,-8
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,1,0,0,1,6,9,17,0.44,16.67,11.11,4.89,0,2,1,1,2,1,0,0,0,-1,1,0,1
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,158.18,4,2,6,12,35,57,73,4.12,11.43,7.02,7.23,1,5,1,10,13,3,0,0,0,-3,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,1,0,2,3,8,14,17,1.36,12.5,7.14,9.71,0,2,0,6,4,0,1,0,0,1,24,13,11
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0,0,1,1,2,6,9,0.38,0,0,6.33,0,2,1,4,2,1,0,0,0,-1,15,21,-6
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,52.83,4,1,0,5,12,13,17,1.56,33.33,30.77,12,0,1,0,0,3,1,1,0,0,0,5,12,-7
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,113.85,4,3,0,7,16,21,27,2.35,25,19.05,11.19,0,3,0,2,1,3,2,0,0,-1,0,1,-1
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,71.83,1,0,0,1,8,9,11,0.82,12.5,11.11,9.11,0,1,0,1,6,1,0,0,0,-1,2,2,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,155.32,3,3,2,8,22,30,38,3.78,13.64,10,12.6,2,3,1,2,8,4,1,0,0,-3,1,1,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,127.18,1,1,1,3,24,31,36,4.19,4.17,3.23,13.52,0,6,0,3,5,6,5,0,0,-1,4,4,0
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,109.73,2,2,2,6,18,26,27,3.08,11.11,7.69,11.85,1,1,0,6,9,4,2,0,0,-2,2,9,-7
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,140.87,4,3,1,8,25,38,40,5.25,16,10.53,13.82,0,3,0,3,7,4,3,0,1,0,1,3,-2
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,145.35,1,3,1,5,20,27,29,3.11,5,3.7,11.52,1,3,0,6,4,7,3,0,0,-4,2,0,2
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.28,2,0,1,3,10,12,19,1.96,20,16.67,16.33,0,1,0,1,4,0,0,0,0,0,3,5,-2
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,252.48,6,4,3,13,54,72,81,10.59,11.11,8.33,14.71,0,4,3,4,14,1,1,0,0,0,29,31,-2
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,142.57,3,2,1,6,21,30,31,4.1,14.29,10,13.67,0,3,0,4,11,3,0,1,0,-4,0,1,-1
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,2,0,0,2,10,11,13,1.6,20,18.18,14.55,0,2,0,1,8,3,1,0,0,-2,0,1,-1
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,51.82,0,0,2,2,7,11,11,1.64,0,0,14.91,0,2,0,0,3,0,1,0,0,1,0,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,183.87,8,5,2,15,31,43,45,7.38,25.81,18.6,17.16,1,0,1,4,6,0,1,0,0,1,0,0,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,138.83,5,5,2,12,29,38,40,6.94,17.24,13.16,18.26,0,0,1,2,4,0,0,0,0,0,0,1,-1
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,164.23,6,3,2,11,29,41,65,3.68,20.69,14.63,8.98,0,4,2,3,7,0,0,0,0,0,3,4,-1
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,251.48,11,7,2,20,43,63,87,6.23,25.58,17.46,9.89,1,7,3,2,11,0,1,0,0,1,1,2,-1
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,226.58,9,3,2,14,42,63,79,6.89,21.43,14.29,10.94,0,4,4,1,11,0,2,0,0,2,1,2,-1
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,238.47,3,4,3,10,42,51,72,2.2,7.14,5.88,4.31,1,9,2,1,7,2,1,0,0,-1,1,0,1
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,258.3,4,2,10,16,42,59,103,2.87,9.52,6.78,4.86,6,13,1,4,7,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,217.07,2,9,7,18,36,53,87,2.04,5.56,3.77,3.85,3,4,2,3,10,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,185.68,5,6,6,17,32,50,73,2.73,15.62,10,5.46,0,4,4,4,6,2,0,0,0,-2,0,1,-1
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,270.15,5,6,9,20,70,98,148,5.15,7.14,5.1,5.26,3,4,5,7,13,2,2,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,155.82,5,2,2,9,37,47,78,1.82,13.51,10.64,3.87,1,4,1,3,3,2,1,1,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,175.62,4,4,4,12,37,54,96,3.36,10.81,7.41,6.22,1,5,1,2,6,3,0,0,0,-3,1,1,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,210.02,5,2,5,12,42,62,104,2.99,11.9,8.06,4.82,4,6,1,4,8,3,1,0,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,153.48,1,0,2,3,24,40,70,2.1,4.17,2.5,5.25,3,3,0,6,2,2,0,0,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.32,1,2,0,3,24,39,67,2.05,4.17,2.56,5.26,4,2,1,6,2,1,0,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,186.78,1,7,4,12,35,50,82,2.39,2.86,2,4.78,3,8,4,8,7,6,1,0,0,-5,0,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,171.38,4,10,1,15,35,49,65,1.86,11.43,8.16,3.8,4,9,2,4,5,1,0,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,66.77,1,2,3,6,8,10,21,0.31,12.5,10,3.1,3,3,0,1,2,1,1,0,0,0,0,0,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,230.42,5,2,6,13,32,48,60,4.15,15.62,10.42,8.65,1,27,5,2,17,1,2,0,0,1,1,7,-6
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,238.52,12,5,6,23,35,61,74,6.07,34.29,19.67,9.95,0,19,3,3,8,2,1,0,0,-1,2,1,1
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,178.72,3,3,4,10,31,39,51,2.95,9.68,7.69,7.56,0,5,0,2,7,1,4,0,0,3,0,1,-1
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,95.42,0,0,1,1,12,17,20,1.89,0,0,11.12,0,1,3,6,2,1,0,0,0,-1,1,1,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,130.3,2,4,1,7,22,27,36,3.46,9.09,7.41,12.81,0,5,3,2,5,1,1,0,0,0,0,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,173.85,3,2,4,9,31,45,58,5.03,9.68,6.67,11.18,0,1,0,0,13,2,0,0,0,-2,12,12,0
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,201.03,8,5,2,15,39,60,77,5.89,20.51,13.33,9.82,0,4,2,1,13,2,2,0,0,0,39,42,-3
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,130.58,4,4,2,10,18,30,36,3.17,22.22,13.33,10.57,0,4,1,0,7,2,1,0,0,-1,35,46,-11
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,224.17,8,3,6,17,71,90,114,8.34,11.27,8.89,9.27,2,7,1,1,11,1,0,0,0,-1,12,24,-12
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,206.13,5,7,4,16,45,55,70,4.41,11.11,9.09,8.02,0,11,1,1,10,2,0,0,0,-2,35,55,-20
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.15,2,3,1,6,18,21,28,2.34,11.11,9.52,11.14,0,1,0,0,8,0,0,0,0,0,1,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,176.03,4,3,1,8,20,28,46,2.13,20,14.29,7.61,5,7,2,3,3,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,252.93,2,6,9,17,29,41,69,2.75,6.9,4.88,6.71,5,7,1,3,5,2,0,0,0,-2,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,95.68,2,1,3,6,13,20,33,1.16,15.38,10,5.8,0,9,0,2,3,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,215.5,3,7,5,15,24,46,74,3.25,12.5,6.52,7.07,2,8,0,3,4,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,210.15,1,3,3,7,32,50,73,3.21,3.12,2,6.42,3,9,2,2,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,132.97,0,6,4,10,14,25,36,1.18,0,0,4.72,6,2,0,0,5,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,257.4,3,6,5,14,44,50,82,2.98,6.82,6,5.96,7,16,1,2,6,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,164.73,0,5,3,8,15,23,39,1.41,0,0,6.13,1,10,3,1,3,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,156.87,1,2,2,5,15,20,37,0.97,6.67,5,4.85,1,4,0,2,3,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,171.33,1,3,2,6,13,17,28,1.01,7.69,5.88,5.94,2,5,1,1,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,147.77,3,5,3,11,12,21,34,1.28,25,14.29,6.1,4,6,0,1,2,4,0,0,0,-4,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.28,1,3,3,7,16,20,35,0.94,6.25,5,4.7,2,4,1,2,0,1,0,0,0,-1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,132.78,2,2,7,11,11,15,23,0.66,18.18,13.33,4.4,2,4,1,1,4,0,0,0,0,0,0,0,0
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,130.18,2,1,2,5,31,36,45,2.94,6.45,5.56,8.17,0,2,0,1,7,1,0,0,0,-1,0,1,-1
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,170.58,6,3,0,9,30,42,47,5.56,20,14.29,13.24,0,1,1,3,6,1,1,0,0,0,0,0,0
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,189.77,5,7,4,16,22,25,33,2.77,22.73,20,11.08,0,4,0,0,7,0,1,0,0,1,9,9,0
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,153.48,3,0,9,12,13,23,29,2.66,23.08,13.04,11.57,0,8,0,1,11,3,0,0,0,-3,13,9,4
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,1,0,2,3,11,15,18,1.65,9.09,6.67,11,0,1,0,2,6,0,0,0,0,0,14,14,0
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,70.5,1,0,2,3,9,11,12,1.06,11.11,9.09,9.64,0,7,1,3,7,1,1,0,0,0,0,1,-1
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.63,2,2,3,7,23,30,38,2.64,8.7,6.67,8.8,1,6,2,2,3,2,0,1,0,-3,16,14,2
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,143.63,1,1,1,3,14,23,30,2.55,7.14,4.35,11.09,0,5,1,3,12,2,2,0,0,0,1,1,0
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,183.5,3,1,2,6,36,45,48,5.09,8.33,6.67,11.31,0,11,2,5,12,5,2,0,0,-3,6,4,2
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,185.02,4,2,3,9,28,34,45,2.89,14.29,11.76,8.5,0,6,2,2,5,3,0,0,0,-3,0,0,0
