"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,137.72,0.44,0,0,0.44,0.87,0.87,0.87,0.03,50,50,4,8.28,1.74,0,6.97,1.31,0.87,0,0,0.44,-0.44,0,0,0
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,132.57,0,0,0.45,0.45,0.45,0.45,0.45,0,0,0,1,10.41,0.91,0,7.24,1.81,0.45,0.45,0,0,0,0,0,0
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,217.52,0.28,0,0,0.28,1.38,1.66,2.21,0.12,20,16.67,7.33,9.38,0.28,1.1,1.1,1.38,1.66,1.38,0.28,0.28,-0.28,6.9,13.79,-6.9
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,119.17,0,0,0,0,3.02,4.03,4.03,0.28,0,0,7,8.56,0,2.01,1.01,2.01,0.5,0,0,0,-0.5,5.54,10.57,-5.03
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,121.9,0,0,0,0,2.95,3.45,3.94,0.16,0,0,4.57,8.86,0,0.98,0.49,0.98,0.49,0,0,0,-0.49,27.56,27.07,0.49
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,63,93.05,0,0,0,0,1.93,2.58,4.51,0.21,0,0,8.25,10.96,1.93,2.58,0.64,0,1.29,0.64,0,0,-0.64,26.44,23.86,2.58
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,42,58.67,1.02,0,0,1.02,2.05,2.05,3.07,0.48,50,50,23.5,7.16,0,1.02,1.02,1.02,0,1.02,0,0,1.02,20.45,10.23,10.23
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,282.18,0.21,0,0.21,0.43,1.49,1.7,1.7,0.1,14.29,12.5,5.88,8.93,0.85,0.21,4.25,1.28,0.64,1.28,0,0,0.64,0,0,0
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,143.1,0,0,0,0,0.84,0.84,0.84,0,0,0,0.5,9.22,1.26,1.26,5.03,0.42,0.42,0,0,0,-0.42,0,0,0
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,171.18,0,0.35,0,0.35,0,0,0.7,0,0,0,0,7.36,1.05,1.4,7.36,0.7,1.4,0.7,0,0,-0.7,0,0,0
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,127.87,0,0,0,0,0.47,0.47,0.47,0,0,0,1,6.1,0.47,0,5.63,1.41,1.41,0,0,0,-1.41,0,0,0
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,143.82,0,0,0,0,1.25,2.09,2.09,0.1,0,0,4.8,5.42,0.42,0.42,0.83,0.42,0.42,0,0,0,-0.42,22.53,20.03,2.5
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,181.77,0,0,0,0,1.65,1.98,1.98,0.18,0,0,9.17,5.94,0.33,0.99,1.65,0.99,0.33,0.66,0,0,0.33,13.53,23.77,-10.23
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,219,0,0,0,0,2.47,2.47,2.74,0.09,0,0,3.78,4.93,1.37,2.19,0.82,0.82,0.27,1.1,0,0,0.82,19.73,24.66,-4.93
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,149.32,0,0,0,0,1.61,2.01,2.41,0.26,0,0,13,4.82,0.8,1.61,0.8,0.4,0.4,1.21,0,0,0.8,30.14,23.31,6.83
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,227.05,0.26,0,0,0.26,2.64,3.17,4.23,0.2,10,8.33,6.25,5.55,0.26,1.59,1.06,1.32,0.26,0.26,0,0,0,26.43,21.67,4.76
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.22,1.84,0.92,0,2.76,7.83,9.68,10.6,0.93,23.53,19.05,9.57,6.45,1.84,4.15,0,1.38,0.46,0.46,0,0,0,28.11,26.72,1.38
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,67.25,1.78,0.89,0,2.68,3.57,5.35,7.14,0.75,50,33.33,14,5.35,0.89,7.14,0,0.89,0,1.78,0,0,1.78,24.09,33.01,-8.92
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,161.75,1.11,0.74,0,1.85,5.19,6.68,7.42,0.54,21.43,16.67,8.06,3.34,0,3.71,1.11,0,0,0.37,0,0,0.37,15.95,19.29,-3.34
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,133.13,0,0.45,0,0.45,1.35,2.25,2.25,0.22,0,0,9.8,2.7,0.45,1.8,0.45,0,0,0.45,0,0,0.45,15.77,22.08,-6.31
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,77,201.77,0.59,0.3,0,0.89,2.68,3.87,4.76,0.56,22.22,15.38,14.38,4.76,0.3,2.68,0.89,0.89,0.3,0.3,0,0,0,20.52,26.17,-5.65
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,173.3,0.69,0.35,0,1.04,2.42,2.42,4.15,0.47,28.57,28.57,19.43,5.19,1.04,3.12,0.69,0.69,0,0,0,0,0,21.12,21.47,-0.35
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,56.28,1.07,0,0,1.07,9.59,9.59,10.66,0.8,11.11,11.11,8.33,4.26,2.13,5.33,0,0,0,0,0,0,0,10.66,11.73,-1.07
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,67.77,0,0.89,0,0.89,4.43,4.43,4.43,0.38,0,0,8.6,2.66,0,2.66,0.89,0.89,0,0,0,0,0,31.87,48.69,-16.82
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.17,0,0.68,0,0.68,2.72,4.76,5.44,0.2,0,0,4.29,4.08,0.68,3.4,0.68,0.68,0,1.36,0,0,1.36,34.03,25.86,8.17
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,193.33,0,0,0.62,0.62,0.31,0.31,0.31,0,0,0,1,8.38,0.31,1.55,3.41,1.24,0.31,0,0,0,-0.31,0,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,79,264.32,0,0,0.23,0.23,0.23,0.23,0.23,0,0,0,0,7.04,1.36,0.68,3.18,1.59,0,0.45,0,0,0.45,0,0,0
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,118.53,0,0,0,0,1.52,1.52,1.52,0.01,0,0,0.67,11.14,1.52,1.52,9.62,0,0.51,1.01,0.51,0.51,0.51,0,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,146.9,0,0,0,0,2.45,2.45,2.86,0.04,0,0,1.83,9.8,3.27,2.45,8.17,1.63,0,0.82,0,0,0.82,0,0,0
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,159.5,0,0.38,0,0.38,0.75,0.75,0.75,0,0,0,0.5,6.02,1.5,0.75,6.77,0,0.38,0,0,0,-0.38,0,0,0
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,46,76.32,0,0,0,0,0.79,0.79,0.79,0,0,0,0,11.79,3.14,0,5.5,0,0,0.79,0,0,0.79,0,0,0
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,147.13,0,0,0,0,1.63,2.04,2.04,0.2,0,0,9.6,4.49,1.22,3.67,4.49,2.04,0,0.41,0,0,0.41,28.14,35.07,-6.93
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,167.27,0,0,0.36,0.36,1.79,1.79,2.15,0.25,0,0,13.8,6.1,1.79,2.51,3.95,1.43,0,0.72,0,0,0.72,39.82,44.84,-5.02
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,86.82,0,0,0,0,4.84,5.53,5.53,0.18,0,0,3.25,2.76,0,2.07,5.53,2.07,0.69,0.69,0,0,0,26.95,33.17,-6.22
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,169.72,0.35,0.35,0.35,1.06,3.18,3.54,3.54,0.34,11.11,10,9.7,4.6,1.41,1.41,2.83,1.06,0,0.35,0,0,0.35,42.07,38.89,3.18
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,101.5,0.59,0.59,0,1.18,2.96,3.55,3.55,0.53,20,16.67,15,2.96,1.77,4.14,3.55,0.59,0,0.59,0,0,0.59,27.78,40.2,-12.41
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,94.92,0,0,0,0,0,0,0,0,0,0,0,13.91,0.63,0,3.16,1.26,0.63,0,0,0,-0.63,0,0,0
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,73.45,0,0,0,0,0,0,0.82,0,0,0,0,8.99,0.82,1.63,3.27,0.82,0.82,0,0,0,-0.82,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,53.15,0,0,0,0,0,1.13,1.13,0.02,0,0,2,7.9,1.13,0,1.13,2.26,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,116.5,0,0,0,0,1.03,2.06,2.06,0.02,0,0,0.75,7.21,1.03,1.03,5.15,0.52,1.55,0.52,0,0,-1.03,0,0,0
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,149.98,0,0,0,0,0,0,1.2,0,0,0,0,11.6,0,0,5.2,1.6,0.4,0,0,0,-0.4,0,0,0
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,174.45,0,0.34,0,0.34,0.69,0.69,0.69,0.01,0,0,1,13.07,0.34,0.34,4.13,3.1,0.69,0,0,0,-0.69,0,0,0
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,76.45,0,0,0,0,0,0,0.78,0,0,0,0,13.34,2.35,1.57,3.92,0.78,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,78.57,0,0.76,0,0.76,0,0,0,0,0,0,0,10.69,0.76,1.53,8.4,0.76,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,50.57,0,0,0,0,0,0,0,0,0,0,0,5.93,4.75,1.19,1.19,1.19,1.19,1.19,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,61.98,0,0,0,0,0,0,0,0,0,0,0,8.71,0.97,1.94,2.9,5.81,0.97,0.97,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,54.47,0,0,0,0,1.1,1.1,1.1,0.13,0,0,12,7.71,3.3,1.1,2.2,0,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,123.45,0,0.49,0,0.49,0.49,0.97,1.46,0.04,0,0,4.5,7.78,2.92,1.46,3.4,1.94,2.43,0.49,0,0,-1.94,0,0,0
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,170.7,0,0.35,0,0.35,0.35,1.05,1.76,0.02,0,0,1.67,9.49,3.16,1.41,1.41,1.05,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,118.97,0,0,0,0,1.01,1.01,1.01,0.01,0,0,0.5,6.05,1.01,1.01,7.06,1.51,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,101.53,0,0,1.18,1.18,2.95,2.95,2.95,0.02,0,0,0.8,11.23,2.36,0.59,4.14,0,0,0,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,124.6,0,0,0,0,1.44,1.93,1.93,0.05,0,0,2.75,3.37,2.41,3.37,2.41,0,0.96,0.96,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,215.18,0,0,0.28,0.28,0.28,0.56,0.56,0,0,0,0.5,3.35,0.56,1.39,1.67,0.28,0.56,0.84,0,0,0.28,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,207.82,0,0,0,0,0.29,0.87,1.73,0.04,0,0,4.67,2.6,0.58,0.58,4.62,0.29,0.58,0,0,0,-0.58,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,206.23,0,0,0,0,0.58,1.16,1.16,0.03,0,0,2.25,5.53,0.29,2.91,6.4,0.58,0.58,0,0,0,-0.58,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,129.18,0,0,0,0,0.93,1.39,1.39,0,0,0,0.33,3.72,0,1.86,3.25,0.46,0,0.46,0,0,0.46,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,53.72,0,0,0,0,1.12,1.12,1.12,0.01,0,0,1,1.12,3.35,1.12,7.82,0,0,0,0,0,0,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,1.91,1.91,0,3.82,4.77,5.73,7.64,0.51,40,33.33,8.83,0.95,2.86,0.95,2.86,0,1.91,1.91,0,0,0,4.77,4.77,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,0,0,0,0,0,0,0,0,0,0,0,13.66,3.42,1.37,8.88,0,0,1.37,0,0,1.37,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,167.43,0,0,0.36,0.36,0.36,0.72,0.72,0.01,0,0,1,11.83,2.87,1.08,7.88,1.79,0.36,1.08,0,0,0.72,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,176.57,0,0,0,0,0,0.34,0.68,0.01,0,0,3,11.55,1.36,0,5.1,1.7,0,0,0,0,0,0,0.34,-0.34
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,174.8,0,0,0.34,0.34,3.43,3.43,3.78,0.05,0,0,1.4,15.45,4.81,1.03,2.4,0,0,0.34,0,0,0.34,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,108.2,0,0,0,0,2.22,2.77,2.77,0.05,0,0,1.8,8.87,2.22,0.55,3.88,0.55,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,71.42,0,0,0,0,4.2,4.2,5.04,0.02,0,0,0.4,11.76,6.72,0.84,3.36,0,0,0,0,0,0,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,113.32,0.53,0,0,0.53,3.71,5.29,5.82,0.65,14.29,10,12.3,3.18,2.12,2.12,1.06,1.59,0,0,0,0,0,28.06,25.41,2.65
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.3,0,0,0,0,0.8,2.39,2.39,0.22,0,0,9,2.39,4.78,5.58,3.19,2.39,0,0.8,0,0,0.8,20.72,27.89,-7.17
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,132.07,1.82,0,0,1.82,6.36,7.72,7.72,1,28.57,23.53,13,4.54,0.45,3.18,0,0.45,0,0.45,0,0,0.45,27.71,26.35,1.36
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,159.18,0,0.38,0,0.38,3.39,4.15,4.15,0.45,0,0,10.91,2.26,2.26,4.52,0.75,2.26,0,0.38,0,0,0.38,34.68,36.19,-1.51
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,0,0.82,0,0.82,3.3,6.59,7.41,0.75,0,0,11.38,3.3,0.82,1.65,1.65,0,0,0,0,0,0,19.77,23.89,-4.12
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,53.12,0,0,0,0,0,0,0,0,0,0,0,4.52,0,0,7.91,2.26,1.13,0,0,0,-1.13,0,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,81.25,0,0,0,0,3.69,3.69,4.43,0.02,0,0,0.6,5.17,0.74,0.74,7.38,0.74,0,0,0,0,0,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.05,0,0,0.71,0.71,3.57,3.57,3.57,0.26,0,0,7.4,2.14,1.43,3.57,3.57,0.71,0,1.43,0,0,1.43,16.42,25.7,-9.28
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,133.72,0.45,0,0,0.45,4.49,5.83,6.73,0.68,10,7.69,11.62,1.35,1.35,2.24,5.38,1.79,1.35,1.79,0,0,0.45,5.83,10.77,-4.94
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,0,0,0,0,1.8,2.69,2.69,0.39,0,0,14.33,3.59,1.8,2.69,6.29,1.8,0.9,0.9,0,0,0,13.47,18.86,-5.39
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,161.62,0,0.37,0,0.37,2.97,2.97,3.34,0.21,0,0,7,3.71,1.86,2.23,1.86,0.37,0.37,0.37,0,0,0,9.28,10.02,-0.74
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,225.32,0.8,0.27,0,1.07,2.4,2.66,2.66,0.27,33.33,30,10,3.73,0.53,3.2,0.8,2.66,0.8,1.33,0,0,0.53,1.6,2.4,-0.8
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,219.63,1.09,0.27,0,1.37,4.37,5.46,5.46,0.76,25,20,13.95,3.55,0.82,3.01,0.82,2.73,0.82,1.91,0,0,1.09,1.09,1.91,-0.82
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,185.27,1.62,0.65,0,2.27,4.53,5.18,5.83,0.8,35.71,31.25,15.44,4.86,0,4.86,0.97,1.62,0.32,0.97,0,0,0.65,0.65,2.91,-2.27
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,153.72,0,0.39,0,0.39,3.51,4.68,5.85,0.25,0,0,5.33,3.51,0.78,1.95,1.17,1.17,0.39,1.17,0,0,0.78,0.39,1.95,-1.56
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,145,0.83,0,0,0.83,3.72,5.38,7.03,0.56,22.22,15.38,10.38,5.79,0.83,3.31,0.41,2.48,0.83,0.83,0,0,0,0.83,1.24,-0.41
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,89.6,0,0,0,0,2.68,4.69,5.36,0.48,0,0,10.14,2.68,1.34,2.01,2.01,2.68,1.34,1.34,0,0,0,3.35,4.02,-0.67
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,87.88,0,0.68,0,0.68,2.73,3.41,4.78,0.18,0,0,5.4,7.51,0.68,2.73,1.37,0.68,0,1.37,0,0,1.37,0,1.37,-1.37
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,0.71,0,0,0.71,4.28,4.28,5.7,0.6,16.67,16.67,14,4.99,0.71,2.85,0,2.14,1.43,1.43,0,0,0,0.71,1.43,-0.71
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,132.78,0,0,0,0,3.16,4.52,4.97,0.33,0,0,7.3,3.16,0,0.9,0.9,1.81,0.9,0.45,0.45,0.45,-0.45,1.36,3.62,-2.26
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.05,0,0.71,0,0.71,3.57,3.57,3.57,0.18,0,0,5,3.57,0.71,3.57,0.71,0.71,0,0,0,0,0,0,0.71,-0.71
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0,0,0,0,8.65,8.65,8.65,0.37,0,0,4.25,9.73,0,2.16,2.16,5.41,1.08,0,0,0,-1.08,1.08,4.33,-3.24
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0,0.93,0,0.93,1.87,2.8,2.8,0.17,0,0,6,0.93,0,1.87,2.8,0.93,0,0,0,0,0,0.93,4.67,-3.74
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,0.52,0,0,0.52,1.04,2.08,2.08,0.2,50,25,9.5,1.04,1.04,1.56,2.08,1.04,0,0,0,0,0,0,0,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.81,0,0,0.81,1.63,2.44,3.26,0.22,50,33.33,9,0.81,0.81,2.44,2.44,0.81,0,1.63,0,0,1.63,0,0,0
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,0.6,1.19,0,1.79,5.37,5.97,5.97,0.7,11.11,10,11.8,4.77,1.19,0.6,1.19,1.19,0.6,0,0,0,-0.6,0.6,4.18,-3.58
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,125.7,0,0,0,0,1.43,1.91,2.39,0.01,0,0,0.5,3.82,1.91,1.91,0.48,3.34,1.91,0,0,0,-1.91,0,0,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,122.67,0,0,0,0,1.96,2.45,2.45,0.19,0,0,7.8,5.38,0.98,1.96,2.93,2.93,0.49,1.47,0,0,0.98,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,159.38,0,0,0,0,1.88,1.88,1.88,0.02,0,0,0.8,6.4,1.13,0.75,1.51,2.26,0,0.75,0,0,0.75,0,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,103.85,0,0,0,0,1.73,1.73,2.89,0.02,0,0,1,5.2,1.73,0.58,4.04,3.47,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,182.27,0.33,0,0,0.33,1.32,1.65,1.65,0.13,25,20,7.6,6.25,1.98,2.3,4.61,4.28,0,0.66,0,0,0.66,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,86.12,0,0,0,0,0.7,1.39,1.39,0.04,0,0,3,9.06,1.39,1.39,2.09,0.7,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,131.43,0,0,0,0,1.83,2.28,2.28,0.08,0,0,3.4,8.67,2.28,0.91,4.11,1.37,1.37,0.46,0,0,-0.91,0,0,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,183.95,0,0,0,0,1.63,1.96,1.96,0.02,0,0,1,6.52,2.94,1.96,1.63,0.98,0.33,0,0,0,-0.33,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,122.85,0,0,0,0,0,0,0.49,0,0,0,0,8.3,1.47,0.49,4.4,0.98,0.98,0.49,0,0,-0.49,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,168.2,0,0,0,0,0.71,0.71,0.71,0.01,0,0,1,11.41,1.07,2.14,1.78,0,0.36,0.36,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,178.32,0,0,0,0,2.02,2.36,2.36,0.01,0,0,0.43,12.79,2.02,1.01,3.36,1.35,0,0.34,0,0,0.34,0,0,0
