"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,87.02,88.2,81.06,84.35,86.69,90.73,7.4,0.99,69.69,16.28,93.1,17.27,124.45,19.11,8.91,0.91,6.41,53.41,75.83,105.34,8,10.62,93.92
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,69,136.88,94.33,79.02,83.17,83.7,89.39,15.47,0.93,113.21,30.06,163.14,33.01,217.68,42.38,14.99,1.78,14.54,83.15,130.13,175.3,13.21,13.66,96.91
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,54,76.63,86.88,81.24,82.37,86.15,79.52,7.15,1.08,50.93,11.76,74.12,15.86,98.13,15.78,5.59,1.44,6.07,39.17,58.26,82.35,4.15,14.04,90.82
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,58,89.62,100,82.96,84.56,85.08,92.09,16.88,0,75.7,15.55,104.97,19.17,142.8,25.04,8.97,0.77,16.88,60.15,85.8,117.76,8.2,22.3,100
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,73,119.5,82.03,80.76,85.1,85.43,83.2,9.45,2.07,73.63,17.54,112.82,19.76,146.7,25.01,9.31,1.88,7.38,56.09,93.06,121.69,7.43,12.83,88.2
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,110.3,71.7,80.03,83.09,86.77,77.39,7.88,3.11,75.23,18.77,107.9,21.96,159.68,24.34,9.31,2.72,4.77,56.46,85.94,135.34,6.59,10.47,83.43
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,162.45,89.96,84.51,84.1,86.06,84.91,18.63,2.08,120.32,22.05,152.66,28.86,201.32,32.62,12.72,2.26,16.55,98.27,123.8,168.7,10.46,15.48,90.57
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,73,128.9,92.18,80.97,81.14,84.25,83.33,21.21,1.8,88.27,20.74,128.08,29.78,170.26,31.82,12.95,2.59,19.41,67.53,98.3,138.44,10.36,24.03,91.32
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,79,206.1,91.06,84.32,85.28,87.55,88.84,18.33,1.8,154.55,28.73,219.26,37.85,279.93,39.8,19.18,2.41,16.53,125.82,181.41,240.13,16.77,11.86,93.73
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,198.93,70.15,80.2,83.58,85.76,81.58,17.41,7.41,156.75,38.69,218.48,42.92,283.27,47.04,21.08,4.76,10,118.06,175.56,236.23,16.32,11.11,80.85
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,86.72,85.7,84.93,87.7,88.41,19.14,2.93,128.75,21.48,177.82,31.55,237.13,33.26,18.23,2.39,16.21,107.27,146.27,203.87,15.84,14.87,86.36
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,84.01,81.24,85.2,85.23,88.24,10.19,1.94,65.03,15.02,97.03,16.85,118.49,20.54,8.1,1.08,8.25,50.01,80.18,97.95,7.02,15.67,87.08
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,92.04,82.64,83.51,85.43,89.15,23.25,2.01,156.99,32.97,217.65,42.99,288.94,49.27,20.05,2.44,21.24,124.02,174.66,239.67,17.61,14.81,93.9
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,93.83,83.48,85.55,86.51,91.82,13.22,0.87,136.25,26.97,178.81,30.2,239.3,37.3,18.29,1.63,12.35,109.28,148.61,202,16.66,9.7,96.77
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,72.82,79.97,80.91,84.6,85.6,8.44,3.15,76.58,19.18,103.65,24.45,144.1,26.23,9.99,1.68,5.29,57.4,79.2,117.87,8.31,11.02,83.58
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,93.06,83.9,85.71,86.29,90.36,14.49,1.08,135.5,26,187.66,31.29,235.9,37.47,17.53,1.87,13.41,109.5,156.37,198.43,15.66,10.69,95.85
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,90.06,83.33,85.1,86.69,90.52,35.7,3.94,270.47,54.11,376.32,65.88,494.5,75.9,34.87,3.65,31.76,216.36,310.44,418.6,31.22,13.2,92.72
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,77.71,83.91,85.96,88.16,87.12,34.51,9.9,265.14,50.84,384.65,62.8,503.11,67.59,34.82,5.15,24.61,214.3,321.85,435.52,29.67,13.02,80.53
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,88.34,87.96,89.02,89.98,90.25,22.66,2.99,200.58,27.46,281.38,34.7,385.05,42.87,23.52,2.54,19.67,173.12,246.68,342.18,20.98,11.3,89.11
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,100,82.28,78.5,81.62,88.43,2.18,0,41.19,8.87,52.87,14.48,71.98,16.21,4.28,0.56,2.18,32.32,38.39,55.77,3.72,5.29,100
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,81.17,75.69,78.48,82.26,86.49,8.32,1.93,79.54,25.55,106.65,29.25,145.48,31.37,9.86,1.54,6.39,53.99,77.4,114.11,8.32,10.46,92.45
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,59.51,76.37,77.5,79.18,72.08,5.88,4,83.7,25.9,116.68,33.88,147.16,38.7,10.35,4.01,1.88,57.8,82.8,108.46,6.34,7.03,84.56
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,100,85.07,88.07,90.19,93.81,18.77,0,172.93,30.34,237.43,32.15,305.27,33.2,20.93,1.38,18.77,142.59,205.28,272.07,19.55,10.85,100
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,77.63,79.56,79.63,82.8,80.53,3.02,0.87,46.28,11.89,62.53,16,90.02,18.7,6.37,1.54,2.15,34.39,46.53,71.32,4.83,6.53,92.68
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,100,90.06,89.79,91.65,90.73,5.74,0,81.98,9.05,125.3,14.25,177.35,16.16,8.81,0.9,5.74,72.93,111.05,161.19,7.91,7,100
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,100,92.88,92.28,93.64,95.98,11.84,0,83.63,6.41,123.67,10.34,166.22,11.29,10.5,0.44,11.84,77.22,113.33,154.93,10.06,14.16,100
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,90.39,93.01,92.39,93.88,93.56,10.16,1.08,114.88,8.64,172.88,14.23,232.2,15.15,15.55,1.07,9.08,106.24,158.65,217.05,14.48,8.84,87.5
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,100,81,81.55,84.71,88.03,8.15,0,78.38,18.39,117.87,26.66,167.85,30.29,9.19,1.25,8.15,59.99,91.21,137.56,7.94,10.4,100
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,95.95,89.81,90.24,90.9,89.91,23.47,0.99,144.44,16.38,215.84,23.35,290.52,29.09,17.56,1.97,22.48,128.06,192.49,261.43,15.59,16.25,93.96
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,94.92,85.48,86.25,86.91,87.52,22.04,1.18,149.53,25.39,216.86,34.57,287.68,43.34,18.1,2.58,20.86,124.14,182.29,244.34,15.52,14.74,95.35
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,86.03,80.79,83.37,85.33,91.54,18.05,2.93,144.38,34.32,201.27,40.14,267.73,46.03,18.94,1.75,15.12,110.06,161.13,221.7,17.19,12.5,91.46
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,65.38,78.79,83.89,86.97,86.24,1.87,0.99,49.38,13.29,74.12,14.23,110.49,16.55,6.14,0.98,0.88,36.09,59.89,93.94,5.16,3.79,92.55
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,100,81.46,82.69,84.68,84.6,5.98,0,58.54,13.32,72.78,15.24,94.23,17.05,6.21,1.13,5.98,45.22,57.54,77.18,5.08,10.22,100
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,100,86.27,86.64,88.32,91.7,8.86,0,115.03,18.3,153.47,23.66,209.94,27.76,14.04,1.27,8.86,96.73,129.81,182.18,12.77,7.7,100
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,85.04,87.35,84.57,86.86,86.46,16.37,2.88,132.51,19.19,164.51,30.02,216.94,32.82,15.13,2.37,13.49,113.32,134.49,184.12,12.76,12.35,84.99
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,89.77,87.19,86.97,88.38,90.39,19.84,2.26,153.44,22.54,206.16,30.9,266.52,35.05,20.41,2.17,17.58,130.9,175.26,231.47,18.24,12.93,89.97
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,89.66,88.31,90.6,92,90.73,17.94,2.07,186.57,24.69,259.71,26.95,330.73,28.76,23.49,2.4,15.87,161.88,232.76,301.97,21.09,9.62,91.62
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,91.48,83.37,86.15,87.74,89.89,30.19,2.81,270.05,53.86,384.48,61.82,500.65,69.97,34.95,3.93,27.38,216.19,322.66,430.68,31.02,11.18,94.78
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,84.22,82.97,84.63,86.23,85.53,53.21,9.97,277.4,56.95,396.25,71.97,518.89,82.89,36.93,6.25,43.24,220.45,324.28,436,30.68,19.18,82.49
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,93.99,79.75,82.73,86.1,85.14,33.16,2.12,209.19,53.13,301.21,62.87,415.05,67.01,28.2,4.92,31.04,156.06,238.34,348.04,23.28,15.85,96.01
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,83.87,82.85,84.41,85.54,85.83,37.6,7.23,195.83,40.53,276.26,51.02,379.45,64.15,23.07,3.81,30.37,155.3,225.24,315.3,19.26,19.2,82.16
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,90.08,87.6,89.39,91.21,88.04,36.14,3.98,250.2,35.42,350.03,41.54,465.47,44.83,28.7,3.9,32.16,214.78,308.49,420.64,24.8,14.44,88.76
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,90.92,88.4,90.24,91.44,93.33,10.82,1.08,70.09,9.2,92.98,10.06,130.68,12.23,8.68,0.62,9.74,60.89,82.92,118.45,8.06,15.44,88.26
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,90.64,83.11,84.73,86.5,85.53,9.59,0.99,98.75,20.07,139.94,25.22,189.48,29.58,14.24,2.41,8.6,78.68,114.72,159.9,11.83,9.71,95.07
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,76.95,78.61,81.7,82.59,78.07,13.92,4.17,97.52,26.53,133.05,29.8,176.99,37.32,11.43,3.21,9.75,70.99,103.25,139.67,8.22,14.27,84.28
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,100,86.78,85.45,86.97,90.43,16.6,0,89.48,13.63,115.26,19.62,145.65,21.82,12,1.27,16.6,75.85,95.64,123.83,10.73,18.55,100
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,84.15,83.51,81.95,84.24,86.27,9.56,1.8,83.9,16.57,105.96,23.34,150.55,28.17,9.74,1.55,7.76,67.33,82.62,122.38,8.19,11.39,89.14
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,84.67,80.84,81.88,85.04,81.81,11.1,2.01,82.38,19.53,123.12,27.25,183.37,32.25,10.03,2.23,9.09,62.85,95.87,151.12,7.8,13.47,89.71
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,59.03,84.37,86.13,88.42,85.16,7.03,4.88,81.34,15.07,118.52,19.09,169.36,22.19,10.56,1.84,2.15,66.27,99.43,147.17,8.72,8.64,67.62
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,91.65,85.08,86.54,87.55,88.02,32.81,2.99,228.44,40.05,311.92,48.53,392.37,55.82,24.62,3.35,29.82,188.39,263.39,336.55,21.27,14.36,92.53
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,100,88.93,89.82,90.83,92.88,24.07,0,139.56,17.37,196.72,22.3,261.35,26.39,16.57,1.27,24.07,122.19,174.42,234.96,15.3,17.25,100
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,100,97.01,88.62,90.67,89.41,3.09,0,34.08,1.05,42.52,5.46,71.83,7.39,3.04,0.36,3.09,33.03,37.06,64.44,2.68,9.07,100
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,86.72,89.85,91.81,91.74,92.58,21.81,3.34,156.04,17.63,233.18,20.79,280.74,25.27,26.46,2.12,18.47,138.41,212.39,255.47,24.34,13.98,81.06
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,84.67,83.55,84.3,86.31,90.81,9.94,1.8,64.75,12.75,100.51,18.72,131.44,20.84,8.5,0.86,8.14,52,81.79,110.6,7.64,15.35,85.88
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,100,87.39,83.68,85.76,88.62,3.66,0,46.49,6.71,68.68,13.39,86,14.28,5.06,0.65,3.66,39.78,55.29,71.72,4.41,7.87,100
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,100,85.41,85.28,87.5,87.25,9.07,0,43.43,7.42,54.01,9.32,73.92,10.56,5.61,0.82,9.07,36.01,44.69,63.36,4.79,20.88,100
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,85.19,84.66,85.96,87.28,81.47,11.56,2.01,87.3,15.82,126.52,20.67,181.36,26.43,9.32,2.12,9.55,71.48,105.85,154.93,7.2,13.24,87.29
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,100,88.74,87.36,87.89,89.43,8.54,0,62.56,7.94,79.81,11.55,103.14,14.21,6.77,0.8,8.54,54.62,68.26,88.93,5.97,13.65,100
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,100,89.82,91.45,92.71,96.98,18.07,0,167.73,19.02,235.47,22.01,329.02,25.87,22.49,0.7,18.07,148.71,213.46,303.15,21.79,10.77,100
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,82.43,85.5,89.51,91.86,91.88,10.23,2.18,103.81,17.6,150.28,17.62,218.62,19.36,12.33,1.09,8.05,86.21,132.66,199.26,11.24,9.85,87.61
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,100,87.98,88.65,89.38,92.28,12.17,0,106.03,14.49,145.15,18.58,189.57,22.52,13.62,1.14,12.17,91.54,126.57,167.05,12.48,11.48,100
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,100,81.37,84.74,87.33,89.03,13.16,0,110.88,25.39,157.54,28.36,224.36,32.55,15.1,1.86,13.16,85.49,129.18,191.81,13.24,11.87,100
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,82.23,82.01,85.2,87.34,87.33,8.93,1.93,117.72,25.83,175.83,30.55,239.78,34.77,15.37,2.23,7,91.89,145.28,205.01,13.14,7.59,92.53
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,82.51,79.73,83.1,86.05,87.53,9.15,1.94,71.52,18.18,103.88,21.13,141.86,23,7.79,1.11,7.21,53.34,82.75,118.86,6.68,12.79,89.33
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,92.94,86.1,86.87,88.98,88.98,26.31,2,269.98,43.57,388.72,58.76,515.99,63.89,40.39,5,24.31,226.41,329.96,452.1,35.39,9.75,95.41
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,100,90.41,90.26,91.09,90.11,14.97,0,131.69,13.97,193.51,20.87,255.42,24.97,18.04,1.98,14.97,117.72,172.64,230.45,16.06,11.37,100
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,100,92.67,90.33,91.19,92.66,9.13,0,64.85,5.13,91.36,9.78,121.87,11.78,6.69,0.53,9.13,59.72,81.58,110.09,6.16,14.08,100
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,82.36,88.93,82.11,85.29,88.86,5.37,1.15,55.65,6.93,71.05,15.48,89.3,15.4,5.98,0.75,4.22,48.72,55.57,73.9,5.23,9.65,83.41
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,93.82,85.04,84.97,87.17,88.63,31.12,2.05,174.49,30.69,230.96,40.85,310.91,45.77,26.28,3.37,29.07,143.8,190.11,265.14,22.91,17.83,93.32
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,90.89,83.91,87.33,88.97,92.67,31.82,3.19,136.75,26.23,187.07,27.13,247.65,30.7,21.75,1.72,28.63,110.52,159.94,216.95,20.03,23.27,87.84
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,85.52,76.21,79.37,84.24,80.64,16.48,2.79,125.75,39.26,182.09,47.33,270.42,50.59,14.79,3.55,13.69,86.49,134.76,219.83,11.24,13.11,92.89
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,92.68,84.69,86.29,89.05,89.6,37.2,2.94,229.54,41.5,313.2,49.75,426.11,52.42,28.85,3.35,34.26,188.04,263.45,373.69,25.5,16.21,92.92
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,82.29,84.78,86.53,88.89,89.27,27.84,5.99,232.19,41.67,312.36,48.62,420.96,52.64,31.02,3.73,21.85,190.52,263.74,368.32,27.29,11.99,85.63
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,87.68,84.22,84.49,84.87,87.75,21.64,3.04,217.71,40.78,286.71,52.62,358.73,63.96,25.28,3.53,18.6,176.93,234.09,294.77,21.75,9.94,92.55
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,90.2,86.12,86.1,88.4,91.01,35.07,3.81,233.15,37.59,321.7,51.93,454.23,59.61,31.29,3.09,31.26,195.56,269.77,394.62,28.2,15.04,89.86
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,91.11,86.77,89.43,91.03,91.67,33.11,3.23,220.22,33.58,324.25,38.31,425.98,41.99,26.62,2.42,29.88,186.64,285.94,383.99,24.2,15.03,90.38
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,94.38,88.35,90.2,91.79,91.31,33.42,1.99,197.41,26.02,292.34,31.77,396.39,35.45,25.22,2.4,31.43,171.39,260.57,360.94,22.82,16.93,92.35
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,94.82,88.19,90.7,92,93.34,36.63,2,273.63,36.65,410.05,42.05,562.1,48.87,36.18,2.58,34.63,236.98,368,513.23,33.6,13.39,94.54
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,86.58,84.73,88.94,91.15,89.7,14.06,2.18,115.39,20.8,175.78,21.85,252.13,24.47,13.06,1.5,11.88,94.59,153.93,227.66,11.56,12.18,89.52
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,84.73,88.4,89.41,91.25,86.97,18.14,3.27,175.35,23.01,245.26,29.04,335.39,32.18,22.02,3.3,14.87,152.34,216.22,303.21,18.72,10.35,85.79
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,100,87.62,88.89,90.08,90.16,30.05,0,187.73,26.52,267.78,33.46,363.76,40.05,24.82,2.71,30.05,161.21,234.32,323.71,22.11,16.01,100
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,89.84,88.5,89,90.56,88.45,15.91,1.8,162.73,21.15,226.68,28.03,307.04,32.02,20.21,2.64,14.11,141.58,198.65,275.02,17.57,9.78,91.49
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,100,82.38,84.18,86.25,85.69,7.7,0,98.45,21.05,139.62,26.23,194.8,31.06,11.02,1.84,7.7,77.4,113.39,163.74,9.18,7.82,100
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,94.02,80.89,82.61,84.69,86.13,29.38,1.87,184.05,43.48,266.54,56.09,356.74,64.47,27.02,4.35,27.51,140.57,210.45,292.27,22.67,15.96,95.7
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,95.61,85.33,86.86,87.56,86.45,23.5,1.08,156.14,26.84,221.46,33.51,282.43,40.12,18.31,2.87,22.42,129.3,187.95,242.31,15.44,15.05,95.98
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,91.88,83.62,87.01,86.99,94.99,9.85,0.87,45.42,8.9,65.1,9.72,90.83,13.59,6.83,0.36,8.98,36.52,55.38,77.24,6.47,21.69,90.22
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,88.65,88.28,87.55,88.5,88.29,24.3,3.11,203.46,27.01,299.34,42.55,385.41,50.08,26.83,3.56,21.19,176.45,256.79,335.33,23.27,11.94,88.49
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,100,87.81,88.19,89.93,91.85,33.85,0,194.75,27.04,318.57,42.65,433.94,48.6,25.93,2.3,33.85,167.71,275.92,385.34,23.63,17.38,100
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,89.92,83.13,82.28,84.5,84.13,17.3,1.94,143.69,29.16,205.5,44.26,273.7,50.19,16.12,3.04,15.36,114.53,161.24,223.51,13.08,12.04,93.35
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,100,80.19,80.01,81.96,83.21,7.86,0,72.34,17.87,99.25,24.8,129.75,28.56,9.27,1.87,7.86,54.47,74.45,101.19,7.4,10.87,100
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,93.22,82.47,84.68,86.69,87.63,12.78,0.93,114.11,24.25,162.28,29.36,229.55,35.25,16.22,2.29,11.85,89.86,132.92,194.3,13.93,11.2,96.16
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,100,84.65,86.15,87.75,89.96,19.18,0,158.85,28.81,224.55,36.1,307.77,42.95,21.86,2.44,19.18,130.04,188.45,264.82,19.42,12.07,100
