"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,0,0,0,0,5.37,6.44,9.67,0.12,0,0,1.83,7.52,3.22,3.22,3.22,1.07,0,0,0,0,0,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,0,0.94,0.94,1.87,3.75,3.75,6.56,0.25,0,0,6.75,1.87,0.94,4.68,1.87,5.62,0.94,0.94,0,0,0,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,0,0,1.06,1.06,6.33,9.5,9.5,0.43,0,0,4.56,3.17,3.17,1.06,0,5.28,0,2.11,0,0,2.11,0,0,0
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,1.11,0,1.11,2.23,6.68,8.91,12.25,0.41,16.67,12.5,4.62,3.34,1.11,1.11,4.46,6.68,2.23,0,0,0,-2.23,0,0,0
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,0,1.11,0,1.11,8.88,11.1,15.55,0.18,0,0,1.6,2.22,4.44,0,2.22,1.11,0,0,0,0,0,0,0,0
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,1.06,0,1.06,2.12,11.64,12.7,15.87,1.4,9.09,8.33,11,1.06,0,4.23,2.12,5.29,0,1.06,0,0,1.06,0,2.12,-2.12
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,2.13,1.06,0,3.19,11.71,18.09,28.74,1.62,18.18,11.76,8.94,1.06,2.13,6.39,12.77,4.26,2.13,3.19,1.06,1.06,1.06,1.06,2.13,-1.06
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,1.05,1.05,0,2.1,9.47,15.78,22.1,1.6,11.11,6.67,10.13,2.1,1.05,1.05,5.26,1.05,1.05,0,0,0,-1.05,1.05,0,1.05
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,1.06,0,4.23,5.29,2.12,5.29,6.35,0.24,50,20,4.6,7.41,4.23,2.12,0,1.06,2.12,0,0,0,-2.12,0,0,0
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,0,0,0.95,0.95,2.86,3.81,3.81,0.17,0,0,4.5,6.67,1.91,1.91,0.95,2.86,0,0,0,0,0,0,0,0
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,0,0,1.13,1.13,5.66,5.66,9.05,0.29,0,0,5.2,10.18,3.39,1.13,3.39,4.53,0,0,0,0,0,0,0,0
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,0,1.11,0,1.11,2.22,3.34,4.45,0.12,0,0,3.67,14.46,0,4.45,1.11,3.34,0,0,0,0,0,0,0,0
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,1.9,0.95,0,2.85,4.75,6.65,8.54,0.52,40,28.57,7.86,4.75,0.95,3.8,1.9,5.7,0,1.9,0,0,1.9,0,0,0
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,0,0.97,0,0.97,5.82,6.79,8.73,0.37,0,0,5.43,2.91,1.94,0.97,0.97,2.91,0.97,0,0,0,-0.97,0,0,0
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,3.41,0,0,3.41,9.1,12.51,17.06,1.31,37.5,27.27,10.45,2.27,0,1.14,3.41,5.69,0,0,0,0,0,27.29,23.88,3.41
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,0,0,0,0,3.41,4.55,6.83,0.28,0,0,6.25,5.69,2.28,1.14,5.69,0,0,0,0,0,0,0,0,0
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,1.08,0,1.08,2.16,4.32,4.32,8.63,0.08,25,25,1.75,1.08,1.08,2.16,3.24,1.08,1.08,0,0,0,-1.08,49.64,34.53,15.11
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,1.73,0.87,0.87,3.46,12.12,14.72,16.45,1.6,14.29,11.76,10.88,0.87,0.87,1.73,2.6,0,0,0,0,0,0,35.51,32.91,2.6
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,1.19,0,0,1.19,8.32,9.51,9.51,0.36,14.29,12.5,3.75,4.75,1.19,3.57,0,2.38,0,0,0,0,0,0,0,0
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,0,1.06,1.06,2.12,6.35,6.35,9.52,0.14,0,0,2.17,0,2.12,1.06,5.29,1.06,2.12,2.12,0,0,0,0,0,0
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,0,0,2.37,2.37,9.46,13.01,16.56,0.53,0,0,4.09,5.91,1.18,1.18,4.73,1.18,0,2.37,0,0,2.37,0,0,0
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,0,1.86,0,1.86,11.18,16.76,20.49,1.02,0,0,6.06,2.79,3.73,1.86,2.79,3.73,0,0.93,0,0,0.93,36.32,39.12,-2.79
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,0.91,0,0,0.91,9.12,12.77,15.51,0.53,10,7.14,4.14,2.74,0,2.74,2.74,7.3,0,0,0,0,0,36.49,35.57,0.91
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,0,0,0,0,10.74,14.64,15.61,1.01,0,0,6.87,0.98,3.9,2.93,2.93,3.9,0,0,0,0,0,35.13,19.52,15.61
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,0.98,1.96,0,2.94,6.85,7.83,8.81,0.6,14.29,12.5,7.62,0,0.98,4.89,2.94,1.96,0,2.94,0,0,2.94,36.2,25.44,10.76
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,0,0,0,0,4.51,6.31,7.21,0.43,0,0,6.86,2.7,2.7,1.8,2.7,4.51,0,0,0,0,0,0,0,0
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,0,0,0.71,0.71,3.56,5.69,7.12,0.22,0,0,3.88,5.69,0,2.85,4.27,0,1.42,0,0,0,-1.42,0,0,0
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,1,0,1,2,2.99,4.99,9.98,0.15,33.33,20,3,3.99,3.99,3.99,2.99,0,0,0,0,0,0,0,0,0
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,0,0,0,0,4.07,6.11,11.2,0.47,0,0,7.67,3.05,1.02,1.02,4.07,1.02,1.02,0,0,0,-1.02,0,0,0
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,0,2.02,0,2.02,6.05,8.07,8.07,0.17,0,0,2.12,9.08,2.02,1.01,9.08,5.04,1.01,0,0,0,-1.01,0,0,0
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,2.05,3.07,0,5.12,12.29,19.46,24.59,1.24,16.67,10.53,6.37,3.07,1.02,2.05,4.1,5.12,1.02,0,0,0,-1.02,4.1,3.07,1.02
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,1.17,0,1.17,2.34,12.85,21.03,25.71,1.51,9.09,5.56,7.17,3.51,0,3.51,2.34,8.18,0,0,1.17,1.17,0,1.17,4.67,-3.51
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,2.33,1.17,1.17,4.67,9.33,14,19.84,1.11,25,16.67,7.92,1.17,0,3.5,3.5,8.17,0,1.17,0,0,1.17,0,1.17,-1.17
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,2.31,1.15,0,3.46,9.23,17.31,23.09,1.24,25,13.33,7.13,3.46,3.46,4.62,0,2.31,1.15,1.15,0,0,0,11.54,12.7,-1.15
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,0,0,0,0,6.19,13.42,15.48,0.67,0,0,5,1.03,4.13,2.06,1.03,2.06,0,1.03,0,0,1.03,30.97,26.84,4.13
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,1.17,0,0,1.17,7.03,11.72,14.07,0.97,16.67,10,8.3,0,4.69,1.17,0,4.69,0,0,0,0,0,25.79,18.76,7.03
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,1.04,0,1.04,2.08,10.42,15.63,18.75,1.67,10,6.67,10.67,2.08,2.08,5.21,1.04,5.21,0,1.04,0,0,1.04,25,22.92,2.08
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,0,1.11,0,1.11,8.91,10.02,14.48,0.36,0,0,3.56,4.46,0,1.11,5.57,1.11,0,0,0,0,0,0,0,0
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,0.86,0,0,0.86,4.32,6.05,9.51,0.21,20,14.29,3.43,8.64,1.73,0,4.32,3.46,0,0,0,0,0,0,0,0
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,0,0,0,0,7.62,8.71,11.97,0.22,0,0,2.5,5.44,2.18,3.27,3.27,7.62,1.09,0,0,0,-1.09,0,0,0
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,0.8,0,0,0.8,5.58,8.77,11.16,0.36,14.29,9.09,4.09,1.59,1.59,0,2.39,3.99,0.8,1.59,0,0,0.8,0,0,0
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,0.66,0,0.66,1.33,10.63,11.95,15.27,0.59,6.25,5.56,4.94,3.98,3.32,0.66,4.65,2.66,0,0,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,1.7,0.85,0.85,3.41,7.67,11.93,15.33,0.55,22.22,14.29,4.57,3.41,0,2.56,2.56,4.26,0,0,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,0,1.03,0,1.03,9.26,12.35,14.41,0.68,0,0,5.5,5.15,0,3.09,9.26,2.06,1.03,0,0,0,-1.03,0,0,0
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,0,0,1.74,1.74,5.21,9.55,10.42,0.18,0,0,1.91,4.34,1.74,3.47,6.08,1.74,0.87,0.87,0,0,0,0,0,0
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,0,0,0.94,0.94,10.38,13.21,16.98,0.51,0,0,3.86,1.89,0.94,0.94,7.55,4.72,0,0.94,0,0,0.94,0,0,0
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,0,0,0,0,5.04,5.04,10.09,0.12,0,0,2.4,5.04,2.02,4.04,3.03,2.02,1.01,1.01,0,0,0,0,0,0
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,0.81,0,0.81,1.62,2.42,4.85,6.46,0.39,33.33,16.67,8,4.04,1.62,2.42,0.81,2.42,0.81,0,0,0,-0.81,0,0,0
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,0,1.82,0,1.82,4.55,9.1,11.83,0.37,0,0,4.1,1.82,3.64,4.55,3.64,0,1.82,0,0,0,-1.82,0,0,0
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,0,0,0,0,8.29,15.54,18.65,0.32,0,0,2.07,3.11,3.11,0,3.11,2.07,0,0,0,0,0,0,0,0
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,1.17,1.17,0,2.34,9.37,12.88,18.73,1.03,12.5,9.09,8,4.68,1.17,1.17,5.85,0,1.17,2.34,0,0,1.17,0,0,0
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,0.93,0.93,0,1.85,5.56,8.35,10.2,0.45,16.67,11.11,5.33,4.64,1.85,0,4.64,1.85,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,0.93,0.93,1.85,3.7,7.41,12.96,14.81,0.47,12.5,7.14,3.64,4.63,0.93,2.78,6.48,0,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,1.39,0,0.69,2.08,6.24,8.32,11.78,0.53,22.22,16.67,6.42,6.24,0.69,2.77,4.85,4.85,0,0.69,0,0,0.69,0,0,0
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,0,0,1.85,1.85,8.32,12.01,16.64,0.55,0,0,4.54,8.32,0.92,2.77,6.47,4.62,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,0,0.93,0.93,1.86,4.64,5.57,6.49,0.31,0,0,5.5,5.57,1.86,4.64,7.42,4.64,0,0,0,0,0,0,0,0
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,0,0,0,0,7.63,11.44,15.25,0.29,0,0,2.5,2.86,0,1.91,3.81,1.91,0.95,0.95,0,0,0,0,0,0
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,0,0,1.13,1.13,2.26,4.51,7.89,0.07,0,0,1.5,6.77,2.26,1.13,1.13,3.38,0,0,0,0,0,0,0,0
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,0,1.03,0,1.03,4.12,8.23,14.4,0.14,0,0,1.75,9.26,2.06,2.06,4.12,1.03,1.03,0,0,0,-1.03,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,0,0,0.95,0.95,4.74,7.58,9.48,0.23,0,0,3,2.84,0.95,0,0.95,4.74,1.9,0,0,0,-1.9,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,0.91,0,0,0.91,8.16,8.16,8.16,0.34,11.11,11.11,4.22,1.81,0,0,0.91,3.63,0.91,0,0,0,-0.91,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,0.88,2.63,1.75,5.26,14.9,16.65,20.15,0.68,5.88,5.26,4.11,1.75,0,0,2.63,4.38,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,0,0,0.66,0.66,5.94,8.58,11.21,0.24,0,0,2.77,3.3,0.66,0.66,0.66,3.3,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,0,0,0,0,3.13,7.83,11.74,0.34,0,0,4.4,2.35,0,0,0,2.35,0,0,0,0,0,0,0,0
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,0,0,0,0,6.61,8.08,9.55,0.24,0,0,3,3.67,0.73,0.73,2.94,2.2,0,0,0,0,0,0,0,0
"Brian Gionta","BRIAN.GIONTA","09-10","MTL","R","R",1979-01-18,30,43,52.98,1.13,0,0,1.13,13.59,20.39,26.05,1.54,8.33,5.56,7.56,1.13,0,2.27,2.27,2.27,1.13,0,0,0,-1.13,0,0,0
"Brian Gionta","BRIAN.GIONTA","10-11","MTL","R","R",1979-01-18,31,52,56.58,1.06,1.06,0,2.12,9.54,12.73,15.91,0.84,11.11,8.33,6.58,0,0,2.12,1.06,3.18,0,2.12,0,0,2.12,0,0,0
"Brian Gionta","BRIAN.GIONTA","13-14","MTL","R","R",1979-01-18,34,50,52.37,1.15,0,0,1.15,12.6,13.75,17.19,0.8,9.09,8.33,5.83,0,1.15,1.15,0,1.15,0,1.15,0,0,1.15,0,4.58,-4.58
"Brian Rafalski","BRIAN.RAFALSKI","07-08","DET","D","R",1973-09-28,33,54,69.67,0,0,0.86,0.86,6.89,11.2,15.5,0.64,0,0,5.69,2.58,2.58,0.86,3.44,1.72,0,0,0,0,0,0,0,0
"Brian Rafalski","BRIAN.RAFALSKI","08-09","DET","D","R",1973-09-28,34,49,69.37,0,0,0.86,0.86,6.05,8.65,10.38,0.14,0,0,1.6,1.73,1.73,0.86,3.46,4.32,0,0.86,0,0,0.86,0,0,0
"Brian Rafalski","BRIAN.RAFALSKI","09-10","DET","D","R",1973-09-28,35,52,81.25,0,0.74,0.74,1.48,10.34,14.03,16.98,0.59,0,0,4.21,3.69,1.48,1.48,0.74,2.22,0,0,0,0,0,0,0,0
"Brooks Orpik","BROOKS.ORPIK","08-09","PIT","D","L",1980-09-26,27,57,69.65,0,0.86,2.58,3.45,0,3.45,5.17,0.08,0,0,2.25,6.03,4.31,0,7.75,2.58,0,0,0,0,0,0,0,0
"Brooks Orpik","BROOKS.ORPIK","09-10","PIT","D","L",1980-09-26,28,50,65.12,0,0,0,0,5.53,8.29,9.21,0.34,0,0,4.11,7.37,1.84,0,11.98,0.92,0.92,0.92,0,0,0,0,0,0
