"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,374.33,8.14,18.7,58,97,87,307,79,126,132,20,21
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,624.22,8.44,19.17,75,155,144,546,125,221,238,43,37
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,938.05,11.44,24.99,119,353,167,757,210,449,292,60,42
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,498.57,8.75,18.46,53,156,115,418,92,212,202,42,37
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,9.43,18.59,4,13,10,57,8,15,20,6,5
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,91.22,8.29,17.59,10,29,25,69,12,38,47,15,4
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.3,8.02,16.95,6,55,64,118,11,70,100,16,12
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,536.45,6.71,14.72,64,118,164,515,92,163,237,40,39
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1049.85,14.19,29.42,134,221,118,843,233,359,264,65,54
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,543.05,12.93,27.4,88,132,68,414,150,211,166,65,35
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,995.07,12.92,26.98,171,242,131,772,284,368,264,66,79
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,991.92,13.23,27.27,160,238,159,754,264,330,308,66,64
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1060.9,13.26,28.07,195,245,151,781,328,347,318,74,72
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1025.97,12.51,26.1,157,225,170,788,324,345,348,77,79
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,745.2,13.07,26.75,139,166,117,560,202,227,219,62,58
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,281.7,11.74,25.13,40,59,50,203,76,95,106,30,15
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1007.67,12.29,25.35,219,201,148,764,320,286,308,85,90
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,919.83,12.96,26.66,185,220,184,682,299,294,305,68,88
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1151.4,17.71,37.09,104,214,113,861,279,344,256,71,64
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,593.47,16.04,34.04,62,125,65,485,143,214,148,47,42
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,408.23,15.7,32.96,55,69,44,369,135,108,94,35,36
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1064.08,16.63,34.19,102,236,174,832,220,348,347,78,61
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1468.85,17.91,37.92,127,352,309,1008,307,520,660,145,102
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1402.4,17.75,36.4,158,310,213,1081,425,498,458,128,131
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1189.67,18.88,38.24,139,300,177,819,353,444,410,97,109
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1549.2,18.89,38.39,157,389,278,1119,463,577,533,117,141
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,862.57,17.6,35.63,102,180,133,595,212,265,276,56,64
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,990.43,12.38,26.64,177,258,122,840,309,373,261,69,101
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,854.87,11.55,24.58,143,242,150,653,235,314,269,52,61
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,965.33,11.77,24.79,134,275,196,826,235,362,359,79,72
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,534.17,11.87,25.14,84,167,114,367,142,219,200,46,45
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,940.97,12.06,24.99,127,307,168,744,235,385,330,76,80
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,601.05,12.27,24.69,73,150,144,458,150,199,246,55,54
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,587.18,8.27,18.76,101,172,66,447,149,232,138,32,33
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,754.23,10.06,22.52,140,184,107,638,207,245,186,36,53
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,615.4,8.92,19.24,105,157,105,534,164,218,164,31,30
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,556.22,8.56,17.66,72,131,60,546,121,179,115,36,32
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,191.28,10.07,21,27,36,17,211,52,51,41,12,8
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,886.55,13.23,27.39,120,206,141,722,247,308,278,50,51
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,980.33,13.62,28.2,132,235,130,778,277,360,285,75,64
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,432.97,13.53,28.23,67,118,45,360,137,167,117,36,26
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,418.27,13.94,28.97,68,99,73,328,146,156,149,35,28
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1009.77,16.03,32.76,156,257,151,806,335,380,338,94,96
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,968.32,15.13,31.39,181,254,173,799,372,374,369,96,84
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1183.03,15.36,32.19,198,323,173,978,453,492,401,110,116
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,507.75,13.36,27.65,108,124,52,436,203,189,119,44,59
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,152.67,10.9,21.25,33,40,27,130,52,48,49,14,16
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,532.77,14.8,30.65,54,159,84,462,119,230,167,45,39
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,797.4,13.52,30.16,113,170,100,720,234,265,171,29,51
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,809.45,14.2,30.41,78,180,86,742,225,279,177,47,51
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,407.63,13.59,28.68,65,98,33,353,123,134,85,30,26
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,548.33,15.23,31.95,68,133,79,399,136,179,129,27,39
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,253.25,14.9,30.92,18,44,27,221,59,73,69,18,20
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,797.05,13.28,28.07,100,160,82,648,234,257,163,48,70
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,674.57,12.26,26.46,110,145,79,557,216,215,167,51,66
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,155.95,17.33,35.55,23,26,26,126,53,40,45,8,7
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,149.83,10.7,23.17,26,38,13,123,47,53,32,8,19
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,129.58,14.4,31.02,10,19,15,106,30,39,39,8,6
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,686.42,15.6,31.55,56,120,64,546,203,222,191,53,51
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1260.2,16.16,33,106,269,196,960,285,439,434,94,76
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1270.05,16.28,32.92,155,250,198,1035,340,379,396,116,89
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,661.3,17.4,35.24,58,126,122,510,133,190,255,63,46
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1071.9,14.1,32.2,180,238,127,832,325,336,227,44,69
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1137.05,14.21,32.31,180,326,162,897,335,453,298,50,71
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1285.57,15.68,34.28,176,283,178,1080,323,401,318,69,82
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1275.13,17,36.15,166,310,225,994,327,457,382,70,72
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1076.45,16.82,34.7,122,240,123,807,267,336,273,70,59
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,36,516.28,14.34,29.88,86,89,75,374,155,153,146,39,28
"Adrian Kempe","ADRIAN.KEMPE","16-17","L.A","L","L",1996-09-13,20,25,267.6,10.7,22.11,56,47,38,222,96,65,77,17,25
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,81,943.55,11.65,24.13,210,242,61,889,343,315,167,83,88
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,81,980.18,12.1,24.45,157,217,138,894,285,304,258,71,81
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,821.95,11.91,24.13,154,191,119,704,270,259,236,64,70
"Akim Aliu","AKIM.ALIU","12-13","CGY","R","R",1989-04-24,23,5,50.55,10.11,20.89,5,16,7,41,10,20,19,9,3
"Alain Nasreddine","ALAIN.NASREDDINE","07-08","PIT","D","L",1975-07-10,32,6,65.37,10.9,25.34,4,11,5,69,9,18,16,3,4
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,61,664.93,10.9,21.88,99,161,82,574,179,239,195,57,48
"Alan Quine","ALAN.QUINE","17-18","NYI","C","L",1993-02-25,24,21,235.62,11.22,22.97,34,51,29,181,58,76,68,21,13
"Alan Quine","ALAN.QUINE","18-19","CGY","C","L",1993-02-25,25,13,119.6,9.2,19.43,19,31,18,97,26,39,34,14,8
"Alan Quine","ALAN.QUINE","19-20","CGY","C","L",1993-02-25,26,9,87.4,9.71,20.19,16,17,17,75,26,21,26,6,5
"Alec Martinez","ALEC.MARTINEZ","09-10","L.A","D","L",1987-07-26,22,4,58.63,14.66,31.38,9,6,12,40,14,11,18,2,5
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,60,780.25,13,27.32,150,184,117,609,221,251,199,53,48
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,630.05,12.35,26.24,120,144,83,506,194,200,155,46,48
"Alec Martinez","ALEC.MARTINEZ","12-13","L.A","D","L",1987-07-26,25,27,362.15,13.41,28.44,64,89,38,321,126,116,70,17,28
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,61,785.43,12.88,27.42,125,144,91,754,229,222,176,48,66
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,56,867.38,15.49,31.87,130,174,130,755,266,279,266,64,67
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,78,1244.37,15.95,33.26,208,243,220,1068,396,384,402,89,97
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,82,1341.3,16.36,33.74,265,251,229,1130,495,393,403,108,127
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,1354.33,17.59,36.33,192,226,176,1086,400,400,419,114,114
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,1052.73,17.55,35.53,97,195,146,842,279,330,330,84,91
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,716.38,17.47,35.65,108,148,115,454,235,230,237,62,55
"Alec Martinez","ALEC.MARTINEZ","19-20","VGK","D","L",1987-07-26,32,10,189.85,18.98,36.61,36,38,12,138,68,63,43,16,18
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,719.98,13.33,27.92,132,181,114,555,217,257,202,45,55
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,976.12,13.75,28.52,117,247,118,673,273,377,301,73,79
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,66,907.42,13.75,29.55,104,211,115,626,246,356,287,61,70
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,61,849.45,13.93,29.44,154,221,118,555,290,304,238,56,60
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,79,1222.05,15.47,31.91,217,315,284,788,366,474,557,124,106
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,1253.32,15.28,31.54,221,332,264,812,381,478,518,131,86
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,942.13,14.27,29.28,183,277,104,602,323,378,228,80,71
"Aleksi Saarela","ALEKSI.SAARELA","19-20","FLA","C","L",1997-01-07,22,9,106.05,11.78,23.46,12,14,9,91,23,20,27,14,5
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,993.2,13.42,30.19,176,304,157,650,281,403,268,34,52
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,957.58,13.3,29.63,154,306,165,709,282,407,298,41,47
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,22,283.4,12.88,28.4,33,88,56,208,68,111,94,14,19
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,630.02,13.4,28.99,104,202,95,456,184,270,167,25,45
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,69,1007.82,14.61,30.67,165,259,148,721,281,362,284,46,78
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,38,462.6,12.17,26.21,98,105,84,361,153,153,149,29,38
