"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,1.99,42.93,47.02,13.1,1.79,38.1,76.34,17.74,5.91,3,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,1.27,26.57,32.58,10.11,2.25,55.06,71.43,21.43,7.14,1,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,1.49,29.86,47.5,3.75,0,48.75,85.51,10.14,4.35,1,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,2.65,46.39,54.25,7.19,0,38.56,81.58,14.47,3.95,2,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,2.18,44.02,52.75,8.79,3.3,35.16,77.84,14.59,7.57,4,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,2.9,49.05,48.28,12.07,2.87,36.78,75.38,18.46,6.15,1,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,2.96,51.24,59.04,9.04,1.6,30.32,82.71,13.55,3.74,2,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,3.45,66.24,68.6,17.39,0.97,13.04,79.76,17.52,2.72,3,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,3.47,66.04,71.03,14.95,1.4,12.62,82.94,14.71,2.35,2,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,3.37,66.05,70.83,17.36,2.78,9.03,83.15,13.26,3.58,3,0,0
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,3.81,56.9,51.54,26.43,2.2,19.82,63.2,30.86,5.93,4,0,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,4.17,60.02,62.71,14.41,1.27,21.61,79.89,17.36,2.75,3,2,40
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,3.9,54.46,57.97,14.49,1.45,26.09,80.46,13.79,5.75,2,0,0
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,3.11,50.3,52.08,8.33,1.39,38.19,81.76,13.84,4.4,1,0,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,2.16,43.49,38.04,12.27,1.84,47.85,66.9,26.06,7.04,1,0,0
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,2.81,45.04,46.36,8.18,4.55,40.91,71.43,20,8.57,3,0,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,2.35,41.46,37.25,9.15,0.65,52.94,75.45,20,4.55,1,0,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,2,33.89,27.66,12.23,4.79,55.32,59.23,28.46,12.31,3,0,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,1.62,30.92,29.27,8.54,1.22,60.98,66.97,30.28,2.75,1,0,0
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,3.23,44.78,46.83,19.05,3.97,30.16,67.13,27.27,5.59,1,0,0
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,3.01,41.53,41.27,6.35,1.06,51.32,75.31,18.52,6.17,1,0,0
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,2.07,38.02,46.43,10.71,0,42.86,75,23.21,1.79,1,0,0
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,3.68,60.62,73.28,13.74,0.76,12.21,81.59,15.92,2.49,2,0,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,1.25,25.01,41,7,2,50,79.78,15.73,4.49,1,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0.96,17.75,16.67,11.11,4.63,67.59,49.12,33.33,17.54,2,0,0
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,2.22,43.83,53.85,7.69,1.92,36.54,79.25,15.09,5.66,1,0,0
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,1.4,22.54,47.93,11.83,1.18,39.05,77.14,18.57,4.29,1,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,1.05,18.03,17.5,5.83,3.33,73.33,65.91,20.45,13.64,1,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,2.21,38.76,44.95,14.65,1.52,38.89,78.24,19.69,2.07,0,0,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,2.88,47.53,58.62,7.76,0,33.62,83.11,13.51,3.38,3,0,0
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,2.43,41.95,54.69,8.59,2.34,34.38,77.21,17.65,5.15,0,0,0
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,2.14,42.13,54.36,6.71,3.36,35.57,81.01,12.66,6.33,2,0,0
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,1.99,37.58,67.09,8.23,2.53,22.15,83.94,10.88,5.18,2,0,0
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,1.4,26.87,35.54,4.13,1.65,58.68,85,10,5,0,0,0
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,3.37,54.65,66.8,10.25,0.82,22.13,83.39,14.38,2.24,2,0,0
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,1.91,33.24,48.68,11.18,1.32,38.82,76.51,19.28,4.22,4,0,0
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,1.11,22.06,32.38,9.52,0.95,57.14,70.83,25,4.17,1,0,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,0.67,12.36,57.14,11.43,2.86,28.57,84.72,12.5,2.78,0,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,2.58,58.44,69.4,14.93,1.49,14.18,81.99,16.11,1.9,1,0,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,2.22,52.23,62.1,11.29,0.81,25.81,81.65,15.19,3.16,3,0,0
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,2.05,36.57,40.43,5.32,2.66,51.6,78.01,15.6,6.38,0,0,0
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,3.28,67.35,69.54,10.66,1.52,18.27,81.75,12.98,5.26,8,0,0
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,3.47,66.53,75.3,12.05,0.6,12.05,85.61,12.95,1.44,0,0,0
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,3.29,47.18,34.23,18.85,3.85,43.08,59,31.03,9.96,6,0,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,3.38,48.06,53.43,10.11,2.17,34.3,81.61,14.05,4.35,3,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,3.02,48.63,53.16,10.97,1.69,34.18,79.7,15.04,5.26,4,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,3.95,62.24,72.44,11.54,1.28,14.74,85.14,12.05,2.81,2,0,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,3.54,61.3,64.45,12.5,0.78,22.27,85.5,12.99,1.51,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,3.72,61.12,71.65,7.09,3.94,17.32,85.08,9.94,4.97,2,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,2.93,52.38,58.79,10.91,2.42,27.88,77.36,16.98,5.66,3,0,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,3.02,58.67,61.75,12.02,3.83,22.4,83.06,11.98,4.96,2,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,3.38,64.07,68.84,14.49,0.72,15.94,80.86,15.31,3.83,2,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,2.04,42.31,33.33,10.14,3.62,52.9,75.18,18.98,5.84,1,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,2.82,62.69,61.18,12.5,0.66,25.66,82.06,14.8,3.14,5,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,3.25,65.9,61.98,16.53,0,21.49,85.25,14.75,0,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,1.22,21.22,30.68,13.64,4.55,51.14,67.53,25.97,6.49,1,0,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,3.55,46.63,40.84,12.98,2.67,43.51,64.04,28.09,7.87,3,0,0
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,3.25,45.83,49.65,11.89,1.05,37.41,75.46,20.51,4.03,5,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,2.26,37.89,30.52,10.8,1.88,56.81,72.67,22.67,4.67,2,0,0
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,2.32,35.94,44.86,14.02,1.87,39.25,68.09,26.6,5.32,2,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,2.07,33.94,40.94,9.4,0.67,48.99,77.21,18.38,4.41,0,1,100
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,2.27,44.51,45,10.5,1.5,43,79.41,16.47,4.12,1,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,206.18,2.61,47.66,57.73,11.82,0.91,29.55,80.26,15.79,3.95,2,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,137.77,2.26,51.09,61.72,7.81,0.78,29.69,82.52,15.38,2.1,1,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,234.92,2.94,58.66,63.9,9.76,0.49,25.85,84.5,14.39,1.11,2,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,221.15,3.07,58.22,59.18,12.76,1.53,26.53,78.6,18.52,2.88,3,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.35,1.5,31.27,33.71,6.74,1.12,58.43,80.77,15.38,3.85,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,178.58,3.97,56.42,60,19.26,1.48,19.26,74.63,20.49,4.88,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,257.52,3.79,58.8,68.23,9.9,2.08,19.79,81.05,15.09,3.86,2,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,98.62,4.48,69,76.56,9.38,3.12,10.94,81.03,12.93,6.03,2,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,231.95,3.87,58.17,57.69,12.64,1.1,28.57,76.49,19.12,4.38,2,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,218.4,3.26,61.9,57.93,13.41,1.83,26.83,75.76,19.91,4.33,3,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,135.4,2.94,48.6,37.31,14.18,0.75,47.76,66.41,23.44,10.16,3,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,267.05,3.34,54.72,57.85,14.35,2.69,25.11,80.95,14.58,4.46,3,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,167.62,2.1,35.2,40.89,8.37,3.45,47.29,75.69,16.57,7.73,6,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,157.97,1.95,37.97,29.19,14.59,1.08,55.14,65.79,31.58,2.63,2,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,176.1,2.23,45.1,41.14,10.29,2.86,45.71,75,18.33,6.67,3,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,151.1,1.96,39.76,30.73,6.7,3.35,59.22,70.07,16.79,13.14,3,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.92,1.87,35.78,26.55,10.17,1.69,61.58,67.46,25.4,7.14,1,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,133.62,1.97,36.92,26.59,10.98,1.16,61.27,65.79,27.19,7.02,3,0,0
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,131.4,1.68,35.71,41.45,10.53,2.63,45.39,76.06,18.31,5.63,3,0,0
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,171.82,2.53,53.95,72.73,8.48,0,18.79,90.31,8.67,1.02,0,0,0
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,193.27,2.48,41.34,44.5,10.09,3.67,41.74,72.83,20.65,6.52,0,0,0
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,155.93,2,35.62,34.21,8.42,3.16,54.21,71.03,20.69,8.28,5,0,0
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,1.33,28.08,16.67,7.41,2.78,73.15,72.88,20.34,6.78,2,0,0
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,71.1,1.87,36.01,35,7.5,5,52.5,66.13,20.97,12.9,1,0,0
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.97,1.89,34.86,29.57,5.91,2.69,61.83,74.77,17.12,8.11,2,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,144.98,2.07,35.4,46.53,15.97,2.78,34.72,72.92,22.92,4.17,0,0,0
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,184.2,2.3,39.71,43.72,10.55,2.01,43.72,78.26,17.39,4.35,2,0,0
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,190.08,2.35,44.16,46.86,12.56,1.93,38.65,77.32,18.56,4.12,3,0,0
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,79,228.18,2.89,52.17,57.69,10.58,2.88,28.85,81.3,14.5,4.2,2,0,0
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,81,111,1.37,27.8,37.16,7.43,2.03,53.38,74.75,18.18,7.07,1,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,67,174.75,2.61,53.19,60.12,8.33,0,31.55,87.57,9.73,2.7,2,0,0
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,337.22,4.11,57.28,41.99,22.42,2.14,33.45,65.14,30.57,4.29,1,1,50
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,77,326.85,4.24,58.15,57.39,11.34,1.37,29.9,76.65,19.51,3.85,3,0,0
"Alex Kovalev","ALEX.KOVALEV","09-10","OTT","R","L",1973-02-24,36,75,246.35,3.28,55.26,56.38,9.57,2.13,31.91,80.88,15.54,3.59,0,0,0
"Alex Kovalev","ALEX.KOVALEV","10-11","OTT","R","L",1973-02-24,37,54,125.58,2.33,42.83,33.85,13.08,1.54,51.54,63.87,28.57,7.56,3,0,0
"Alex Kovalev","ALEX.KOVALEV","10-11","PIT","R","L",1973-02-24,37,20,73.58,3.68,64.75,75,9.62,3.85,11.54,84.72,9.72,5.56,1,0,0
"Alex Nylander","ALEX.NYLANDER","19-20","CHI","L","R",1998-03-02,21,64,74.57,1.17,22.31,30.53,8.42,0,61.05,76.47,17.65,5.88,1,0,0
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,82,456.72,5.57,84.03,50,30.37,1.87,17.76,66.74,29.52,3.74,2,0,0
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,425.37,5.38,88.53,76.17,11.4,2.07,10.36,79.75,16.46,3.8,2,1,33.33
"Alex Ovechkin","ALEX.OVECHKIN","09-10","WSH","L","R",1985-09-17,23,71,361.95,5.1,85.48,76.19,11.9,1.19,10.71,79.43,16.51,4.07,4,0,0
"Alex Ovechkin","ALEX.OVECHKIN","10-11","WSH","L","R",1985-09-17,24,76,346.35,4.56,83.73,72.9,17.42,0.65,9.03,81.84,15.79,2.37,2,0,0
"Alex Ovechkin","ALEX.OVECHKIN","11-12","WSH","L","R",1985-09-17,25,75,280.13,3.74,74.03,76.83,10.37,1.22,11.59,80.19,16.72,3.1,3,0,0
"Alex Ovechkin","ALEX.OVECHKIN","12-13","WSH","L","R",1985-09-17,26,48,218.2,4.55,85.01,78.12,12.5,0,9.38,82.38,15.86,1.76,1,0,0
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,77,391,5.08,93.37,72.09,17.44,0.58,9.88,77.96,16.22,5.82,7,0,0
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,79,306.77,3.88,83.28,77.22,12.03,0,10.76,85.71,12.24,2.04,4,1,20
"Alex Ovechkin","ALEX.OVECHKIN","15-16","WSH","L","R",1985-09-17,29,77,337.47,4.38,89.86,83.43,10.65,0,5.92,79.32,14.66,6.02,12,0,0
"Alex Ovechkin","ALEX.OVECHKIN","16-17","WSH","L","R",1985-09-17,30,80,302.72,3.78,75.7,78.26,5.98,2.17,13.59,84.66,7.67,7.67,8,0,0
"Alex Ovechkin","ALEX.OVECHKIN","17-18","WSH","L","R",1985-09-17,31,79,339.82,4.3,87.33,78.48,13.92,0,7.59,81.36,14.97,3.67,11,0,0
"Alex Ovechkin","ALEX.OVECHKIN","18-19","WSH","L","R",1985-09-17,32,80,355.1,4.44,90.46,79.73,10.81,0,9.46,84.66,13.15,2.19,6,0,0
"Alex Ovechkin","ALEX.OVECHKIN","19-20","WSH","L","R",1985-09-17,33,67,326.03,4.87,90.66,79.53,9.45,0.79,10.24,84.91,9.17,5.92,13,0,0
