"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,2.09,40.44,0.45,5.84,35.07,41.81,4.05,13.94,44.96,0.45,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,1.55,30.08,0,7.75,32.1,39.85,2.21,14.39,42.07,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.54,3.82,1.91,32.46,80.19,5.73,3.82,33.41,0,2.86
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,33.54,1.37,6.83,32.79,49.19,2.73,12.98,38.94,0,2.05
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,2.27,39.98,1.03,5.83,34.28,52.11,5.49,10.63,43.54,0,2.06
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,2.21,42.49,0.67,2.68,31.51,52.3,4.02,6.03,38.22,0,0.67
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,2.35,44.54,0.99,3.64,28.8,47.35,2.32,7.62,41.06,0,0.66
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,1.87,41.73,1.07,3.73,29.87,49.08,1.6,6.94,38.41,0,0.53
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,1.8,40.91,1.63,7.33,31.75,31.75,4.07,10.58,51.29,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,1.77,31.8,2.09,4.69,33.38,57.89,3.13,8.87,47.98,0.52,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,1.26,24.38,3.95,7.91,32.42,64.84,5.54,7.91,40.33,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,1.87,38.03,0.44,6.16,51.92,44.88,2.64,8.8,69.52,0,0.88
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,2.1,45.72,1.43,10.01,53.64,33.61,2.5,13.95,68.3,0,1.07
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,25.62,1.65,5.77,28.01,71.67,4.12,11.53,35.42,0,3.3
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,1.09,20.7,0,4.41,33.08,65.05,0,11.03,44.1,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,1.77,32.09,0,4.33,26.71,43.31,2.17,7.22,38.25,0,0.72
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,1.16,21.76,2.85,11.38,24.18,81.8,4.27,17.07,27.74,0,0.71
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,1.81,31.11,2.21,5.31,15.5,63.76,4.43,12.4,22.58,0,0.89
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,32.18,0.9,7.19,17.07,64.67,1.8,10.78,25.15,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,2.03,35.72,1.11,9.6,46.15,39.88,2.22,11.82,55.75,0,0.74
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,2.95,41.49,1.49,21.6,29.55,35.01,1.99,26.82,39.73,0,0.25
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,2.93,41.4,1.03,9.99,35.11,43.31,1.28,14.86,46.64,0,0.26
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,2.36,37.04,1.55,8.7,37.9,49.71,2.17,11.49,48.15,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,2.23,35.25,4.11,8.22,30.63,53.03,4.86,13.07,42.2,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,1.88,32.56,2.02,6.87,33.16,59.85,3.24,10.11,40.84,0,0.81
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,1.99,34.53,1.28,2.56,54.48,35.89,2.56,3.85,69.86,0,0.64
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,1.83,31.46,2.01,3.35,37.54,56.98,3.35,6.03,48.94,0,1.34
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,22.82,0.71,8.55,50.59,42.76,2.14,11.4,61.28,0,1.43
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,1.74,34.39,1.77,10.18,39.82,40.26,2.21,14.6,49.55,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,1.54,34.49,2.83,3.53,44.51,45.22,5.65,5.65,57.94,0,0.71
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.32,6.49,6.49,8.65,89.78,8.65,14.06,10.82,0,1.08
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,15.89,8.41,4.67,10.28,93.46,9.35,6.54,11.21,0,0.93
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,30.63,3.11,11.93,38.92,47.74,4.67,15.57,49.3,0,3.63
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,15.99,2.44,8.14,12.21,91.99,4.07,10.58,17.1,0,1.63
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,29.78,0.6,8.95,48.92,38.18,2.98,12.53,60.85,0,1.19
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,127.8,1.7,24.39,0.94,10.33,25.35,53.99,4.23,15.96,33.8,0.47,0.47
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,128.1,1.64,23.44,0.47,4.68,27.17,62.3,3.75,7.49,37.94,0,0.47
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,164.33,2.16,34.1,0.73,7.3,34.69,38.7,3.29,12.05,51.48,0,0.37
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,110.42,2.17,36.14,2.17,7.06,37.49,46.19,5.43,13.58,47.82,0,0.54
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,184.3,2.28,38.8,1.3,7.49,37.44,36.79,2.6,13.67,51.11,0,1.3
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,88.03,1.96,33.97,0.68,5.45,33.4,44.3,2.04,10.22,45.67,0,0.68
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,137.02,2.17,36.99,1.31,6.57,25.84,52.98,5.25,10.51,35.47,0,0.88
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,190.23,2.64,46.85,0.32,9.15,44.16,31.86,2.21,13.56,63.4,0,0.95
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,132.75,2.6,48.91,0,9.94,44.75,26.67,2.71,12.2,70.06,0,1.36
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,172.97,2.54,57.76,2.08,7.63,41.63,14.92,5.2,10.41,64.52,0,1.04
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,184.47,2.67,50.62,0.33,6.18,36.75,22.44,1.95,10.41,59.2,0.33,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,147.05,2.67,53.66,1.22,3.26,35.5,15.91,2.45,7.34,62.84,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,180.48,3.06,58.46,0.66,5.32,33.24,9.31,1.33,8.31,69.15,0,0.33
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,185.5,2.41,32.91,0.97,10.35,23.94,61.78,1.29,14.56,30.08,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.47,1.36,22.49,1.09,13.04,8.15,90.16,1.09,18.47,9.23,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,102.62,1.51,21.95,0.58,7.6,26.9,63.73,3.51,13.45,37.42,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70.58,1.2,17.31,1.7,9.35,21.25,60.36,3.4,17,28.05,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,90.32,1.31,21.66,3.32,7.31,29.23,68.42,5.98,10.63,36.54,0,1.33
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.75,1.42,23.78,2.7,7.19,35.06,52.13,8.09,13.48,40.45,0,0.9
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,200.18,2.5,49.52,0.9,7.19,39.56,29.97,3.9,12.29,62.04,0,0.6
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,235.2,2.9,56.18,1.28,8.16,38.01,29.59,3.32,13.78,64.54,0,0.77
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,190.08,2.41,47,0.63,7.89,32.51,37.56,2.84,12.94,48.61,0,0.32
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,201.48,2.55,48,0.3,7.15,36.93,36.03,2.68,10.72,50.03,0,0.89
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,148.23,1.95,43.45,0,6.48,30.76,49.79,3.64,10.52,46.14,0,1.21
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,118.75,1.58,33.34,0,3.54,24.76,52.55,1.01,7.58,37.39,0,0.51
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,160.03,2.32,50,0.75,7.12,26.62,35.99,2.25,9.37,41.24,0,0.37
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,101.5,1.45,32.53,2.36,7.09,47.29,39.01,2.36,8.28,55.57,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.35,2.09,6.26,37.55,59.46,3.13,11.47,44.85,0,2.09
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,114.92,1.42,27.13,1.57,7.31,36.55,44.9,2.61,9.92,48.03,0,0.52
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,136.57,1.67,31.91,0.88,12.3,37.34,49.21,0.88,15.38,45.25,0,0.44
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,157.05,1.92,34.44,1.53,12.23,31.71,53.87,2.29,15.66,35.91,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,149.4,2.2,40.01,1.61,8.84,27.71,59.84,2.01,12.05,36.14,0,0.4
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,112.13,1.37,20.64,3.21,14.45,33.18,43.88,3.75,20.33,39.6,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,116.63,1.5,21.58,1.03,4.12,32.41,55.56,3.09,11.32,42.7,0.51,1.03
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,12.67,5.86,6.69,18.41,83.68,6.69,12.55,25.94,0,0.84
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,112.47,1.73,32.83,2.13,5.33,39.48,36.81,4.8,9.07,50.68,0.53,1.07
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,62.85,1.31,25.99,0.95,3.82,24.82,49.64,2.86,7.64,45.82,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.07,2.8,45.05,0,11.77,27.82,38.52,0,19.26,41.73,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72.3,1.64,25.05,0.83,6.64,19.92,58.92,4.98,9.96,30.71,0,0.83
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,156.47,2.01,36.47,0.77,10.35,35.28,46.02,1.92,15.72,49.47,0,0.38
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,255.47,3.23,54.37,0.47,9.39,43.92,31.94,2.35,15.74,67.64,0,0.47
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,137.22,3.05,55.89,1.75,8.75,45.04,32.79,4.37,12.68,66.9,0.44,1.75
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,269.62,3.37,55.7,1.11,10.01,42.28,28.93,3.56,14.69,64.76,0,1.34
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,244.22,3.17,57.47,0.49,8.35,39.31,30.22,2.7,11.79,68.79,0,1.72
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,225.12,3.13,58.3,0.8,8,43.18,26.39,2.67,11.73,70.1,0,0.8
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,236.6,2.96,55.04,1.52,7.1,41.34,30.68,2.79,11.16,65.93,0,0.76
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,178.33,2.32,51.21,0.67,7.07,33.31,37.68,2.02,12.11,62.58,0,0.67
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,145.02,2.1,46.6,0,4.96,39.3,43.03,0.83,8.27,49.23,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,122.45,1.83,37.55,0.98,3.92,38.22,48.02,2.94,6.37,46.06,0,0.49
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,19.92,2.56,10.88,14.72,70.38,4.48,14.72,17.92,0,1.28
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,15.84,2.52,4.19,6.71,85.56,4.19,10.07,8.39,0,0.84
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,14.94,2.98,3.97,1.98,101.21,5.95,9.92,5.95,0,2.98
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,222.08,2.92,40.44,2.97,15.67,34.31,38.63,4.05,20.8,41.34,0,0.81
