"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,282.88,11.32,18.45,52,61,43,260,95,88,90,17,21
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,309.03,18.18,29.92,29,62,44,274,58,96,82,22,13
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,123.73,15.47,25.51,27,25,7,119,52,33,19,7,9
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,743.77,15.18,24.98,90,163,123,604,171,243,225,31,29
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,975.03,17.41,28.7,114,214,194,802,209,328,329,48,46
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,654.73,15.23,24.73,80,108,88,596,150,179,185,46,39
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,414.02,15.33,25.39,61,104,101,336,104,150,171,35,32
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,327.2,13.09,21.7,63,68,50,274,118,105,112,27,20
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,102.47,6.83,11.29,10,25,6,114,16,35,18,9,5
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,206.28,8.97,14.82,16,48,30,219,22,66,63,24,12
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,117,7.31,11.82,12,30,29,113,24,41,41,7,9
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,158.13,9.3,15.36,29,47,17,109,40,58,40,14,9
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,301.87,7.36,11.9,58,94,34,222,85,117,72,27,23
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,504.6,9.17,15.08,117,153,71,485,157,204,144,36,11
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,603.58,11.18,18.24,103,112,52,558,194,197,101,20,37
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,251.83,6.14,10.14,34,75,23,258,53,100,51,14,22
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.55,5.55,9.12,21,18,8,68,26,27,15,5,5
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1325.75,20.71,33.87,142,284,211,918,309,466,418,74,56
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1214.9,18.98,31.16,136,233,248,797,294,382,466,50,55
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,245.47,14.44,23.6,22,53,39,207,47,80,58,9,14
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,1062.55,18.01,29.69,120,222,195,877,247,332,338,51,60
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,665.12,16.22,26.73,111,110,51,525,285,177,141,33,42
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,54.97,7.85,12.91,9,12,8,51,15,13,16,6,6
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,938.38,11.73,19.3,129,278,205,815,194,349,305,40,47
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,606.65,9.19,15.06,104,115,181,555,157,174,266,32,28
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,114.07,8.77,14.43,20,22,17,106,36,33,34,9,6
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,904.03,14.35,23.52,128,219,365,620,200,296,568,54,38
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,831.22,12.79,20.98,131,171,223,630,224,243,363,52,39
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,486.2,10.57,17.19,67,100,143,497,111,150,222,29,38
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,144.3,9.62,15.74,25,34,29,147,40,49,58,20,4
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,222.9,11.14,18.27,25,47,83,220,38,64,123,18,15
"Adam Clendening","ADAM.CLENDENING","14-15","CHI","D","R",1992-10-26,21,4,52.68,13.17,21.95,13,7,4,49,27,14,15,8,4
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,296.7,17.45,28.61,54,54,34,254,97,79,72,24,13
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,310.9,15.54,25.8,40,41,32,294,91,68,79,26,21
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,118.18,13.13,21.54,22,31,11,98,44,47,26,6,14
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,490.1,15.81,26.18,134,92,35,391,226,144,95,42,40
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,79.67,15.93,26.56,8,16,8,75,21,28,25,10,7
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,214.17,8.92,14.71,40,49,20,229,68,68,45,11,14
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,172.28,8.61,14.22,27,35,19,188,38,46,41,15,7
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,155.45,8.18,13.35,23,35,10,156,34,52,28,11,10
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,169.1,9.95,16.34,26,44,28,144,44,62,53,12,10
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,90.42,11.3,18.69,9,12,21,74,23,16,39,12,7
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,545.6,12.4,20.28,76,106,92,496,128,164,167,31,47
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,721.75,10.46,17.27,117,171,86,715,185,234,196,75,61
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,306.98,11.81,19.4,72,88,42,237,101,120,80,25,23
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,232.73,10.12,16.52,54,69,24,187,76,89,62,23,12
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,685.63,10.55,17.37,99,192,105,577,159,255,197,59,55
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,661.68,11.82,19.55,98,191,99,503,160,233,188,58,54
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1514.07,24.03,39.48,129,382,299,1041,300,616,641,60,82
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,240.18,20.02,32.4,27,63,44,199,51,85,92,15,8
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,825.65,19.66,32.21,77,214,192,610,146,295,355,59,39
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1297.13,19.36,31.81,158,292,278,1013,302,452,469,54,70
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,842.48,17.93,29.42,83,198,223,646,159,266,357,38,52
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1323.3,18.9,31.32,197,293,165,964,439,418,298,72,101
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,63.93,12.79,20.37,9,11,12,58,17,15,26,8,2
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,613.15,10.95,17.91,148,129,43,571,200,175,106,51,40
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,730.63,12.38,20.41,195,165,71,668,252,213,147,59,42
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,546.15,11.87,19.52,69,167,179,389,100,209,268,22,22
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,828.65,11.2,18.32,87,180,349,721,142,255,485,43,37
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,1217.65,14.85,24.29,135,404,383,939,241,514,585,64,42
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,676.35,11.87,19.48,57,185,271,501,112,253,413,43,40
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,63.08,10.51,17.28,4,14,12,66,8,16,23,6,5
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,120.77,10.98,18.3,11,33,56,84,15,43,85,16,4
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,205.83,10.29,17.06,6,60,105,145,12,79,154,17,12
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,787.08,9.84,16.16,71,154,366,690,106,215,479,41,44
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1343.85,18.16,29.77,179,256,204,1101,305,421,388,67,59
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,769.37,18.32,30.01,160,170,122,564,260,269,240,68,40
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1390.18,18.05,29.55,246,296,251,1069,431,456,428,70,93
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1330.78,17.74,29.07,234,292,286,941,395,404,493,74,77
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1586.12,19.83,32.59,303,313,346,1009,544,448,633,90,82
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1490.12,18.17,29.88,247,274,340,1026,511,432,593,85,88
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,1002.42,17.59,28.82,228,189,147,689,348,265,279,73,62
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,438.18,18.26,29.72,88,81,123,261,147,127,209,35,19
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1349,16.45,27.13,328,240,238,925,524,346,437,90,100
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,71,1197.57,16.87,27.71,285,257,232,785,479,340,368,73,96
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,1340.33,20.62,33.74,156,242,138,964,383,395,291,72,67
"Adam Larsson","ADAM.LARSSON","12-13","N.J","D","R",1992-11-12,19,37,669.75,18.1,29.72,71,133,87,573,159,226,182,48,45
"Adam Larsson","ADAM.LARSSON","13-14","N.J","D","R",1992-11-12,20,26,462.4,17.78,28.91,63,73,50,434,150,116,105,35,39
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,64,1341.63,20.96,34.45,117,269,319,927,247,401,589,83,64
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,82,1846.1,22.51,36.99,145,412,497,1162,341,612,1014,157,107
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,79,1591.82,20.15,33.12,181,336,291,1225,457,538,574,134,135
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,63,1381.73,21.93,36.09,153,326,286,944,378,485,565,100,112
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,82,1773.1,21.62,35.69,173,419,402,1237,491,631,724,120,147
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,49,971.73,19.83,32.8,103,188,191,650,219,280,372,57,66
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,1100.25,13.75,22.52,208,281,146,949,355,408,289,71,103
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,74,1037.37,14.02,23.1,150,273,276,786,247,353,443,54,62
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,82,1316.03,16.05,26.51,228,327,369,981,375,441,607,85,74
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,670.03,14.89,24.5,119,185,178,458,192,247,293,51,46
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,78,1141.78,14.64,24.16,141,351,326,857,258,444,545,79,82
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,49,733.12,14.96,24.65,82,168,242,520,171,231,389,61,56
"Adam Mair","ADAM.MAIR","07-08","BUF","C","R",1979-02-15,28,71,630.73,8.88,14.51,107,177,74,498,158,242,149,33,36
"Adam Mair","ADAM.MAIR","08-09","BUF","C","R",1979-02-15,29,75,793.42,10.58,17.33,155,192,119,685,231,254,201,36,54
"Adam Mair","ADAM.MAIR","09-10","BUF","C","R",1979-02-15,30,69,637.28,9.24,15.16,112,168,113,554,173,230,174,32,30
"Adam Mair","ADAM.MAIR","10-11","N.J","C","R",1979-02-15,31,65,591.12,9.09,14.98,74,139,72,598,124,188,129,36,33
"Adam McQuaid","ADAM.MCQUAID","09-10","BOS","D","R",1986-10-12,22,19,203.93,10.73,17.34,27,36,19,234,54,53,43,12,8
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,996,14.87,24.44,123,225,188,813,256,339,348,50,52
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,72,1076.57,14.95,24.59,138,253,150,886,293,384,323,75,65
"Adam McQuaid","ADAM.MCQUAID","12-13","BOS","D","R",1986-10-12,25,32,457.35,14.29,23.54,72,122,48,392,142,171,125,36,27
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,30,481.43,16.05,26.51,72,106,107,377,153,173,195,35,29
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,63,1161.47,18.44,30.15,173,283,235,882,364,415,460,96,99
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,64,1154.57,18.04,29.77,187,285,276,868,391,425,550,103,87
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,1404.25,18.24,30.11,206,344,275,1101,480,532,574,114,119
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,38,596.72,15.7,25.99,109,135,99,484,207,209,196,45,60
"Adam McQuaid","ADAM.MCQUAID","18-19","CBJ","D","R",1986-10-12,31,14,159.78,11.41,18.84,34,42,28,140,53,50,51,14,16
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,629.08,17.47,28.94,58,165,127,538,125,247,240,50,39
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,890.83,15.1,24.94,126,184,134,813,252,287,216,31,52
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,57,903.53,15.85,26.06,92,190,104,870,245,299,206,47,51
"Adam Pardy","ADAM.PARDY","10-11","CGY","D","L",1984-03-29,26,30,440.62,14.69,23.88,69,110,40,387,131,147,92,30,26
"Adam Pardy","ADAM.PARDY","11-12","DAL","D","L",1984-03-29,27,36,592.9,16.47,27.3,78,138,99,454,147,189,152,27,39
"Adam Pardy","ADAM.PARDY","12-13","BUF","D","L",1984-03-29,28,17,280.62,16.51,26.73,19,50,41,242,60,83,87,18,20
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,865.25,14.42,23.59,104,166,105,712,241,269,200,48,70
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,826.03,15.02,24.73,113,161,150,657,226,250,284,52,67
"Adam Pardy","ADAM.PARDY","15-16","EDM","D","L",1984-03-29,31,9,182.02,20.22,33.17,25,30,37,142,56,45,62,9,7
"Adam Pardy","ADAM.PARDY","15-16","WPG","D","L",1984-03-29,31,14,183.32,13.09,21.82,28,40,30,146,49,59,60,8,19
"Adam Pelech","ADAM.PELECH","15-16","NYI","D","L",1994-08-16,21,9,158.22,17.58,29.15,12,21,23,132,35,50,55,9,6
"Adam Pelech","ADAM.PELECH","16-17","NYI","D","L",1994-08-16,22,44,740.7,16.83,27.68,59,125,77,602,209,229,220,56,51
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,78,1503.38,19.27,31.7,116,297,321,1096,308,485,660,99,79
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,78,1453.1,18.63,30.64,168,269,281,1161,358,406,530,123,93
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,38,803.02,21.13,34.59,67,148,195,551,150,220,384,67,50
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,1591.43,20.94,34.52,313,351,192,1041,595,521,322,47,72
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,1782.75,22.28,36.83,391,406,356,1135,702,591,587,57,79
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,1849.45,22.55,36.75,318,343,330,1391,563,500,530,71,89
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,1624.63,21.66,35.53,209,354,400,1182,395,528,660,73,76
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,1295.87,20.25,33.13,142,273,221,968,312,399,410,73,60
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,36,588,16.33,26.47,92,99,111,426,165,170,192,40,28
"Adrian Kempe","ADRIAN.KEMPE","16-17","L.A","L","L",1996-09-13,20,25,305.77,12.23,20.19,67,51,43,268,114,71,86,19,26
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,81,1079.82,13.33,21.94,274,264,65,990,438,344,176,85,92
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,81,1174.52,14.5,23.87,224,243,156,1057,385,342,290,72,86
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,1104.83,16.01,26.43,271,208,158,830,472,287,283,67,81
"Akim Aliu","AKIM.ALIU","12-13","CGY","R","R",1989-04-24,23,5,54.32,10.86,18.11,6,16,7,44,11,21,19,9,3
"Alain Nasreddine","ALAIN.NASREDDINE","07-08","PIT","D","L",1975-07-10,32,6,77.3,12.88,21.47,4,15,6,82,10,24,17,3,4
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,61,763.77,12.52,20.64,116,169,105,667,210,251,230,61,48
"Alan Quine","ALAN.QUINE","17-18","NYI","C","L",1993-02-25,24,21,246.45,11.74,19.29,35,53,34,195,60,78,74,21,13
"Alan Quine","ALAN.QUINE","18-19","CGY","C","L",1993-02-25,25,13,123.47,9.5,15.72,20,31,18,102,27,39,34,14,8
"Alan Quine","ALAN.QUINE","19-20","CGY","C","L",1993-02-25,26,9,88.25,9.81,15.89,16,17,18,76,26,21,27,6,5
"Alec Martinez","ALEC.MARTINEZ","09-10","L.A","D","L",1987-07-26,22,4,61.63,15.41,25.68,11,6,12,45,16,11,18,2,5
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,60,916.72,15.28,25.06,212,210,125,688,317,284,211,56,49
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,750.72,14.72,24.1,173,162,96,588,271,228,174,48,48
"Alec Martinez","ALEC.MARTINEZ","12-13","L.A","D","L",1987-07-26,25,27,432.62,16.02,26.41,78,101,49,385,148,136,82,18,28
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,61,956.93,15.69,25.68,184,167,99,880,326,262,198,52,67
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,56,1115.4,19.92,32.65,167,200,200,935,361,330,353,67,74
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,78,1649.75,21.15,34.81,302,278,331,1341,586,446,560,96,107
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,82,1774.58,21.64,35.65,350,285,342,1429,661,464,559,115,133
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,1760.42,22.86,37.6,280,266,279,1333,591,469,582,121,130
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,1281.78,21.36,35.2,133,216,210,1005,354,365,422,87,97
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,882.18,21.52,35.61,149,160,158,538,306,251,319,67,57
"Alec Martinez","ALEC.MARTINEZ","19-20","VGK","D","L",1987-07-26,32,10,214.72,21.47,35.43,44,39,14,159,85,66,46,16,19
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,923.27,17.1,27.96,226,208,126,654,363,304,229,51,58
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,1242.42,17.5,28.57,227,285,145,833,464,435,352,85,88
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,66,1282.38,19.43,32.04,202,258,192,824,433,433,427,69,73
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,61,1184.1,19.41,31.67,287,268,170,715,532,366,316,62,70
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,79,1743.53,22.07,36.38,367,391,418,938,683,592,781,135,124
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,1833.02,22.35,36.67,391,415,424,960,749,607,758,145,109
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,1320.98,20.01,33,295,326,149,721,610,455,303,89,90
"Aleksi Saarela","ALEKSI.SAARELA","19-20","FLA","C","L",1997-01-07,22,9,110.23,12.25,20.41,12,15,9,98,24,22,27,14,5
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,1374.48,18.57,30.25,299,401,175,758,520,554,312,40,56
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,1342.63,18.65,30.62,324,361,177,798,610,504,330,46,53
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,22,394.6,17.94,29.45,75,104,61,240,149,132,106,16,23
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,859.27,18.28,30.14,186,236,121,571,343,320,210,27,47
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,69,1214.4,17.6,28.9,237,293,157,835,407,419,306,51,82
