"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Aaron Gagnon","AARON.GAGNON","10-11","DAL","C","R",1986-04-24,24,19,143.03,33.59,40.23,46.78,50.43,52.76,3.03,5.99,49.22,73.14,79.83,90.83,126.86,124.72,5.63,5.04,-2.96,-23.92,-11,2.14,0.59,6.16,91.81
"Aaron Gagnon","AARON.GAGNON","11-12","WPG","C","R",1986-04-24,25,7,65.65,0,52.16,57.25,55.25,58.09,0,0.99,31.79,29.16,53.59,40.02,71.93,58.25,2.98,2.15,-0.99,2.63,13.57,13.68,0.83,0,96.6
"Aaron Gagnon","AARON.GAGNON","12-13","WPG","C","R",1986-04-24,26,10,73.27,55.08,49.77,49.22,50.16,52.64,4.93,4.02,30.06,30.34,44.18,45.58,64.15,63.73,2.99,2.69,0.91,-0.28,-1.4,0.42,0.3,16.4,86.75
"Aaron Johnson","AARON.JOHNSON","07-08","NYI","D","L",1983-04-30,24,30,342.2,55.7,46.16,45.93,47.1,44.19,14.95,11.89,153.33,178.86,206.53,243.18,288.69,324.18,11.15,14.08,3.06,-25.53,-36.65,-35.49,-2.93,9.75,93.35
"Aaron Johnson","AARON.JOHNSON","08-09","CHI","D","L",1983-04-30,25,38,460.53,69.94,49.54,52.81,52.29,50.4,23.75,10.21,210.88,214.82,301.88,269.75,379.89,346.65,14.57,14.34,13.54,-3.94,32.13,33.24,0.23,11.26,95.25
"Aaron Johnson","AARON.JOHNSON","09-10","CGY","D","L",1983-04-30,26,22,253.17,50.39,53.93,54.18,54.22,52.4,10.97,10.8,139.92,119.54,195.9,165.66,254.27,214.69,10.17,9.24,0.17,20.38,30.24,39.58,0.93,7.84,90.97
"Aaron Johnson","AARON.JOHNSON","09-10","EDM","D","L",1983-04-30,26,19,301.17,41.27,41.89,42,39.9,41.52,9.67,13.76,129.09,179.11,181.41,250.47,231.48,348.63,10.73,15.11,-4.09,-50.02,-69.06,-117.15,-4.38,7.49,92.32
"Aaron Johnson","AARON.JOHNSON","11-12","CBJ","D","L",1983-04-30,28,56,793.07,42.06,47.14,47.35,46.23,52.05,28.02,38.6,363.68,407.81,488.78,543.53,638.21,742.17,30.9,28.47,-10.58,-44.13,-54.75,-103.96,2.43,7.7,90.53
"Aaron Johnson","AARON.JOHNSON","12-13","BOS","D","L",1983-04-30,29,10,138.4,49.62,58.27,58.87,59.91,53.72,3.88,3.94,72.76,52.1,104.41,72.95,149.2,99.86,5.2,4.48,-0.06,20.66,31.46,49.34,0.72,5.33,92.44
"Aaron MacKenzie","AARON.MACKENZIE","08-09","COL","D","L",1981-03-07,27,5,66.07,100,60.91,58.04,55.17,64.29,1.07,0,32.52,20.87,46.58,33.68,56.91,46.25,1.62,0.9,1.07,11.65,12.9,10.66,0.72,3.29,100
"Aaron Miller","AARON.MILLER","07-08","VAN","D","R",1971-08-11,36,57,828.23,47.88,45.34,45.02,45.18,47.81,29.88,32.53,321.62,387.76,450.09,549.72,592.3,718.54,25.07,27.37,-2.65,-66.14,-99.63,-126.24,-2.3,9.29,91.61
"Aaron Ness","AARON.NESS","11-12","NYI","D","L",1990-05-18,21,9,149.23,41.18,36.78,41.13,41.21,48.04,2.94,4.2,48.24,82.93,81.45,116.56,110.94,158.26,5.27,5.7,-1.26,-34.69,-35.11,-47.32,-0.43,6.09,94.94
"Aaron Ness","AARON.NESS","13-14","NYI","D","L",1990-05-18,23,20,273.02,17.69,43.46,44.57,45.98,45.23,3,13.96,120.11,156.24,175.49,218.25,250.96,294.87,10,12.11,-10.96,-36.13,-42.76,-43.91,-2.11,2.5,91.07
"Aaron Ness","AARON.NESS","15-16","WSH","D","L",1990-05-18,25,8,97.35,76.59,55.79,52.14,56.3,48.46,6.15,1.88,45.94,36.41,65.01,59.68,102.53,79.59,3.61,3.84,4.27,9.53,5.33,22.94,-0.23,13.39,94.84
"Aaron Ness","AARON.NESS","17-18","WSH","D","L",1990-05-18,27,8,94.7,61.19,44.68,43.39,43.05,45.86,6.07,3.85,45.67,56.55,61.25,79.91,75.33,99.66,3.43,4.05,2.22,-10.88,-18.66,-24.33,-0.62,13.29,93.19
"Aaron Ness","AARON.NESS","19-20","ARI","D","L",1990-05-18,29,24,292.63,49.44,51.47,49.69,49.55,50.93,12.82,13.11,152.71,144.01,208.29,210.93,271.19,276.12,10.93,10.53,-0.29,8.7,-2.64,-4.93,0.4,8.39,90.9
"Aaron Palushaj","AARON.PALUSHAJ","11-12","MTL","R","R",1989-09-07,22,38,282.68,54.04,52.69,52.76,55.66,53.17,8.03,6.83,126.93,113.98,187.98,168.31,292.81,233.28,9.97,8.78,1.2,12.95,19.67,59.53,1.19,6.33,94.01
"Aaron Palushaj","AARON.PALUSHAJ","12-13","COL","R","R",1989-09-07,23,25,263.12,45.91,49.59,48.94,48.78,52.86,11.91,14.03,142.57,144.94,184.81,192.83,241.59,253.68,10.72,9.56,-2.12,-2.37,-8.02,-12.09,1.16,8.35,90.32
"Aaron Rome","AARON.ROME","07-08","CBJ","D","L",1983-09-27,23,17,259.82,40.13,50.47,51.15,48.63,50.83,5.98,8.92,115.82,113.65,157.69,150.62,190.51,201.21,8.27,8,-2.94,2.17,7.07,-10.7,0.27,5.16,92.15
"Aaron Rome","AARON.ROME","08-09","CBJ","D","L",1983-09-27,24,8,113.35,58.73,60.9,59.34,56.91,64.87,4.07,2.86,57.08,36.65,80.25,54.99,98.45,74.54,4.69,2.54,1.21,20.43,25.26,23.91,2.15,7.13,92.2
"Aaron Rome","AARON.ROME","09-10","VAN","D","L",1983-09-27,25,49,678.53,43.89,49.86,49.2,50.49,47.59,23.17,29.62,330,331.79,450.06,464.62,606.16,594.47,24.7,27.2,-6.45,-1.79,-14.56,11.69,-2.5,7.02,91.07
"Aaron Rome","AARON.ROME","10-11","VAN","D","L",1983-09-27,26,56,846.1,48.73,47.2,49.11,50.22,47.66,28.18,29.65,372.81,416.96,538.23,557.73,742.43,735.85,30.49,33.49,-1.47,-44.15,-19.5,6.58,-3,7.56,92.89
"Aaron Rome","AARON.ROME","11-12","VAN","D","L",1983-09-27,27,43,598.7,42.41,51.88,51.77,51.37,49.19,15.81,21.47,298.9,277.25,403.58,375.97,549.27,520.06,21.53,22.24,-5.66,21.65,27.61,29.21,-0.71,5.29,92.26
"Aaron Rome","AARON.ROME","12-13","DAL","D","L",1983-09-27,28,27,366.13,44.3,41.42,41.62,44.45,43.63,12.87,16.18,143.7,203.25,200.48,281.26,294.01,367.47,11.68,15.09,-3.31,-59.55,-80.78,-73.46,-3.41,8.96,92.04
"Aaron Rome","AARON.ROME","13-14","DAL","D","L",1983-09-27,29,25,299.92,37.07,48,48.73,48.93,49.2,10.12,17.18,131.94,142.96,191.58,201.58,275.83,287.92,11.97,12.36,-7.06,-11.02,-10,-12.09,-0.39,7.67,87.98
"Aaron Volpatti","AARON.VOLPATTI","10-11","VAN","L","L",1985-05-30,25,15,97.28,40.12,54.52,49.9,48.63,46.39,2.05,3.06,45.81,38.22,59.02,59.25,75.18,79.41,2.76,3.19,-1.01,7.59,-0.23,-4.23,-0.43,4.48,91.99
"Aaron Volpatti","AARON.VOLPATTI","11-12","VAN","L","L",1985-05-30,26,23,202.92,45.44,44.78,45.29,45.71,47.33,4.88,5.86,74.6,92,109.52,132.29,155.2,184.35,5.41,6.02,-0.98,-17.4,-22.77,-29.15,-0.61,6.54,93.63
"Aaron Volpatti","AARON.VOLPATTI","12-13","VAN","L","L",1985-05-30,27,16,114.73,49.88,50.64,50.94,50.49,51.42,2.06,2.07,40.26,39.25,61.41,59.15,81.8,80.22,2.54,2.4,-0.01,1.01,2.26,1.58,0.14,5.12,94.73
"Aaron Volpatti","AARON.VOLPATTI","12-13","WSH","L","L",1985-05-30,27,17,156.35,36.89,41.62,46.15,42.73,43.51,2.94,5.03,60.84,85.35,89.85,104.86,113.02,151.45,4.83,6.27,-2.09,-24.51,-15.01,-38.43,-1.44,4.83,94.11
"Aaron Volpatti","AARON.VOLPATTI","13-14","WSH","L","L",1985-05-30,28,41,299.48,37.01,39.76,40.12,40.03,40.01,4.09,6.96,100.33,152.03,139.23,207.84,194.52,291.44,7.13,10.69,-2.87,-51.7,-68.61,-96.92,-3.56,4.08,95.42
"Aaron Voros","AARON.VOROS","07-08","MIN","L","L",1981-07-02,26,55,422.58,44.69,40.26,40.47,41.96,44.82,15.99,19.79,154.77,229.66,215.69,317.26,290.39,401.64,11.82,14.55,-3.8,-74.89,-101.57,-111.25,-2.73,10.33,91.38
"Aaron Voros","AARON.VOROS","08-09","NYR","L","L",1981-07-02,27,54,511.88,46.49,53.09,51.61,54.52,48.28,19.13,22.02,275.98,243.9,370.41,347.24,497.08,414.65,23.7,25.39,-2.89,32.08,23.17,82.43,-1.69,6.93,90.97
"Aaron Voros","AARON.VOROS","09-10","NYR","L","L",1981-07-02,28,41,249.15,45.48,44.1,44.99,43.98,41.96,8.26,9.9,100.28,127.09,141.85,173.45,192.13,244.69,7.99,11.05,-1.64,-26.81,-31.6,-52.56,-3.06,8.24,92.21
"Aaron Voros","AARON.VOROS","10-11","ANA","L","L",1981-07-02,29,12,66.32,17.54,48.87,48.22,45.28,46.58,1.07,5.03,28.95,30.29,43.38,46.58,51.21,61.88,2.18,2.5,-3.96,-1.34,-3.2,-10.67,-0.32,3.7,83.39
"Aaron Ward","AARON.WARD","07-08","BOS","D","R",1973-01-17,34,64,1051.48,56.67,50.27,50.58,51.72,48.39,40.59,31.03,485.81,480.6,685.93,670.26,913.6,852.72,35.41,37.77,9.56,5.21,15.67,60.88,-2.36,8.36,93.54
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,1034.47,54.9,49.92,50.92,50.44,50.03,38.87,31.93,498.82,500.4,697.48,672.34,920.19,904.31,37.17,37.12,6.94,-1.58,25.14,15.88,0.05,7.79,93.62
"Aaron Ward","AARON.WARD","09-10","ANA","D","R",1973-01-17,36,17,216.15,52.97,47.39,47.12,47.9,41.01,8.93,7.93,107.83,119.69,153.55,172.3,194.58,211.64,8.32,11.97,1,-11.86,-18.75,-17.06,-3.65,8.28,93.37
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,903.12,37.74,46.07,46.66,47.16,43.26,30.2,49.82,400.44,468.67,571.98,653.91,791.4,886.59,31.93,41.88,-19.62,-68.23,-81.93,-95.19,-9.95,7.54,89.37
"Adam Boqvist","ADAM.BOQVIST","19-20","CHI","D","R",2000-08-15,19,41,563.95,52.72,46.47,47.06,48.2,48.27,31.11,27.9,305.11,351.49,401.29,451.35,533.55,573.35,25.86,27.71,3.21,-46.38,-50.06,-39.8,-1.85,10.2,92.06
"Adam Brooks","ADAM.BROOKS","19-20","TOR","C","L",1996-05-06,23,7,51.6,74.81,54.99,49.59,48.47,53.99,2.94,0.99,22.04,18.04,32.33,32.87,42.31,44.99,2.37,2.02,1.95,4,-0.54,-2.68,0.35,13.34,94.51
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,682.63,34.58,45.31,44.55,44.23,43.85,14.65,27.71,261.76,315.95,330.98,411.95,419.43,528.8,18.04,23.1,-13.06,-54.19,-80.97,-109.37,-5.06,5.6,91.23
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,476.43,60.97,55.68,54.71,54.27,56.76,17.43,11.16,241.14,191.98,309.1,255.84,391.87,330.19,17.97,13.69,6.27,49.16,53.26,61.68,4.28,7.23,94.19
"Adam Burish","ADAM.BURISH","09-10","CHI","R","R",1983-01-06,26,13,112.07,61.42,52.24,52.35,51.1,48.17,6.24,3.92,63.62,58.16,85.27,77.61,111.1,106.33,4.48,4.82,2.32,5.46,7.66,4.77,-0.34,9.81,93.26
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,754.28,49.6,47.6,46.49,45.18,45.83,22.94,23.31,318.08,350.1,440.75,507.32,592.43,718.73,22.08,26.1,-0.37,-32.02,-66.57,-126.3,-4.02,7.21,93.34
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,65,693.18,50.93,48.01,48.74,49.17,47.99,21.81,21.01,299.82,324.72,438.32,461.01,611.11,631.69,20.63,22.36,0.8,-24.9,-22.69,-20.58,-1.73,7.27,93.53
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,46,422.57,26.13,42.54,43.99,44,44.46,3.82,10.8,162.81,219.92,247.43,315,345.17,439.26,12.77,15.95,-6.98,-57.11,-67.57,-94.09,-3.18,2.35,95.09
"Adam Burish","ADAM.BURISH","13-14","S.J","R","R",1983-01-06,30,15,125.27,24.87,55.39,58.95,54.46,64.37,1.95,5.89,58.47,47.09,97.28,67.74,118.42,99.01,5.71,3.16,-3.94,11.38,29.54,19.41,2.55,3.34,87.49
"Adam Burish","ADAM.BURISH","14-15","S.J","R","R",1983-01-06,31,20,190.88,25.1,36.41,35.63,37.64,32.56,3,8.95,61.23,106.96,87.55,158.17,129.15,214.01,4.33,8.97,-5.95,-45.73,-70.62,-84.86,-4.64,4.9,91.63
"Adam Clendening","ADAM.CLENDENING","14-15","VAN","D","R",1992-10-26,21,17,262.68,55.92,52.01,51.98,50.22,44.09,12.7,10.01,138.95,128.21,186.81,172.59,235.61,233.54,9.59,12.16,2.69,10.74,14.22,2.07,-2.57,9.14,92.19
"Adam Clendening","ADAM.CLENDENING","15-16","EDM","D","R",1992-10-26,22,20,286.9,58.98,47.62,46.08,46.65,48.77,13.17,9.16,140.93,155.01,196.99,230.48,265.76,303.98,11.74,12.33,4.01,-14.08,-33.49,-38.22,-0.59,9.35,94.09
"Adam Clendening","ADAM.CLENDENING","15-16","PIT","D","R",1992-10-26,22,9,112.28,73.76,48.73,50.05,52.67,51.35,5.82,2.07,55.9,58.81,71.69,71.55,97.27,87.41,3.81,3.61,3.75,-2.91,0.14,9.86,0.2,10.41,96.48
"Adam Clendening","ADAM.CLENDENING","16-17","NYR","D","R",1992-10-26,23,31,438.05,53.34,52.82,54.11,55.1,51.97,18.62,16.29,205.69,183.73,308.6,261.77,428.55,349.15,17.92,16.56,2.33,21.96,46.83,79.4,1.36,9.05,91.13
"Adam Clendening","ADAM.CLENDENING","17-18","ARI","D","R",1992-10-26,24,5,76.33,44.46,44.55,43.42,42.06,34.94,4.05,5.06,39.77,49.5,53.35,69.53,68.81,94.79,2.83,5.27,-1.01,-9.73,-16.18,-25.98,-2.44,10.18,89.78
"Adam Cracknell","ADAM.CRACKNELL","10-11","STL","R","R",1985-07-15,25,24,206.52,52.72,50.15,48.63,49.25,44.75,10.17,9.12,88.77,88.24,123.25,130.21,177.47,182.87,6.1,7.53,1.05,0.53,-6.96,-5.4,-1.43,11.46,89.66
"Adam Cracknell","ADAM.CRACKNELL","12-13","STL","R","R",1985-07-15,27,20,170.95,68.14,59.13,57.52,56.84,56.89,6.01,2.81,84.45,58.36,120.14,88.74,160.71,122.01,6.15,4.66,3.2,26.09,31.4,38.7,1.49,7.12,95.19
"Adam Cracknell","ADAM.CRACKNELL","13-14","STL","R","R",1985-07-15,28,19,150.85,49.46,51.11,50.8,50.31,45.7,6,6.13,69.87,66.84,97.01,93.94,125.92,124.35,4.68,5.56,-0.13,3.03,3.07,1.57,-0.88,8.59,90.83
"Adam Cracknell","ADAM.CRACKNELL","14-15","CBJ","R","R",1985-07-15,29,17,157.73,9.49,38.08,38.17,39.13,33.44,0.94,8.96,58.46,95.06,80.67,130.67,107.23,166.78,3.26,6.49,-8.02,-36.6,-50,-59.55,-3.23,1.61,90.57
"Adam Cracknell","ADAM.CRACKNELL","15-16","EDM","R","R",1985-07-15,30,8,83.95,0,47.75,51.83,51.56,56.45,0,2.01,39.88,43.63,58.85,54.69,79.39,74.59,3.15,2.43,-2.01,-3.75,4.16,4.8,0.72,0,95.39
"Adam Cracknell","ADAM.CRACKNELL","15-16","VAN","R","R",1985-07-15,30,44,505.15,48.67,46.14,45.83,45.85,41.65,11.14,11.75,207.31,241.96,287.37,339.69,393.92,465.3,14.17,19.85,-0.61,-34.65,-52.32,-71.38,-5.68,5.37,95.14
"Adam Cracknell","ADAM.CRACKNELL","16-17","DAL","R","R",1985-07-15,31,69,677.6,56.48,51.97,52.01,50.94,49.76,25.87,19.93,331.86,306.75,487.65,449.92,669.41,644.76,25.79,26.04,5.94,25.11,37.73,24.65,-0.25,7.8,93.5
"Adam Erne","ADAM.ERNE","16-17","T.B","L","L",1995-04-20,21,26,278.82,24.67,48.12,50.34,49.66,50.71,3.98,12.15,121.53,131.03,180.78,178.37,241.67,244.98,8.6,8.36,-8.17,-9.5,2.41,-3.31,0.24,3.27,90.73
"Adam Erne","ADAM.ERNE","17-18","T.B","L","L",1995-04-20,22,23,229.85,50.4,53.26,54.55,53.75,53,8.86,8.72,111.21,97.58,152.74,127.25,201.91,173.75,7.51,6.66,0.14,13.63,25.49,28.16,0.85,7.97,91.06
"Adam Erne","ADAM.ERNE","18-19","T.B","L","L",1995-04-20,23,65,631.37,58.54,48.91,49,49.19,51.22,28.13,19.92,291.07,304.01,412.8,429.65,548,566.01,21.76,20.72,8.21,-12.94,-16.85,-18.01,1.04,9.66,93.45
"Adam Erne","ADAM.ERNE","19-20","DET","L","L",1995-04-20,24,56,599.72,22.54,42.86,42.88,42.79,42.26,8.74,30.03,216.06,288.1,309.29,411.96,412.43,551.4,17.37,23.73,-21.29,-72.04,-102.67,-138.97,-6.36,4.05,89.58
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,1162.62,46.85,50.5,50.3,49.92,50.66,36.95,41.92,539.77,528.98,722.54,713.82,914.67,917.54,37.12,36.15,-4.97,10.79,8.72,-2.87,0.97,6.85,92.08
"Adam Foote","ADAM.FOOTE","07-08","COL","D","R",1971-07-10,36,12,199.3,50.63,46.05,43.83,43.11,48.89,4.01,3.91,79.23,92.82,95.98,123,123.61,163.09,6.16,6.44,0.1,-13.59,-27.02,-39.48,-0.28,5.06,95.79
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,42,661.72,38.44,44.78,44.55,43.03,47.92,19.51,31.25,278.69,343.71,379.7,472.55,485.25,642.42,22.28,24.21,-11.74,-65.02,-92.85,-157.17,-1.93,7,90.91
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,1093.4,50.98,44.17,43.94,43.91,46.24,46.26,44.48,483.74,611.52,661.78,844.38,860.07,1098.58,37.62,43.73,1.78,-127.78,-182.6,-238.51,-6.11,9.56,92.73
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,695.63,39.36,42.8,42.69,42.22,48.09,24.46,37.68,306.01,409.02,406.03,545.12,532.95,729.34,26.28,28.37,-13.22,-103.01,-139.09,-196.39,-2.09,7.99,90.79
"Adam Fox","ADAM.FOX","19-20","NYR","D","R",1998-02-17,21,70,1149.98,59.88,52.88,52.69,51.64,52.58,66.14,44.31,619.52,552.03,831.52,746.7,1079.16,1010.53,52.49,47.34,21.83,67.49,84.82,68.63,5.15,10.68,91.97
"Adam Gaudette","ADAM.GAUDETTE","17-18","VAN","C","R",1996-10-03,20,5,59.87,100,47.46,46.04,45.22,47.89,1.95,0,28.36,31.4,38.86,45.55,52.92,64.12,2.5,2.72,1.95,-3.04,-6.69,-11.2,-0.22,6.88,100
"Adam Gaudette","ADAM.GAUDETTE","18-19","VAN","C","R",1996-10-03,21,56,534.08,40.85,44.88,45.97,46.12,38.12,16.87,24.43,244.33,300.05,337.3,396.46,455.53,532.14,14.93,24.24,-7.56,-55.72,-59.16,-76.61,-9.31,6.9,91.86
"Adam Gaudette","ADAM.GAUDETTE","19-20","VAN","C","R",1996-10-03,22,59,630.95,44.65,42.89,45.95,46.02,46.06,26.69,33.09,285.87,380.63,419.44,493.36,561.46,658.45,23.03,26.97,-6.4,-94.76,-73.92,-96.99,-3.94,9.34,91.31
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,381.07,43.57,38.06,37.36,36.12,35.75,6.1,7.9,120.52,196.12,171.52,287.6,215.93,381.96,8.2,14.74,-1.8,-75.6,-116.08,-166.03,-6.54,5.06,95.97
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,625.88,38.1,48.68,48.09,47.18,49.08,12.36,20.08,291.77,307.6,377.87,407.82,475.58,532.42,20.87,21.65,-7.72,-15.83,-29.95,-56.84,-0.78,4.24,93.47
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,953.9,38.41,55.27,53.5,50.11,56.7,23,36.88,465.93,377.09,623.86,542.13,785.5,782.01,35.78,27.32,-13.88,88.84,81.73,3.49,8.46,4.94,90.22
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,502.42,36.81,47.49,46.45,44.24,45.69,13.82,23.72,215.38,238.19,277.17,319.55,353.35,445.36,13.53,16.08,-9.9,-22.81,-42.38,-92.01,-2.55,6.42,90.04
"Adam Hall","ADAM.HALL","12-13","CAR","R","R",1980-08-14,32,6,56.57,0,43.01,48.04,47.69,48.45,0,1.93,20.24,26.82,33.55,36.29,45.65,50.08,1.88,2,-1.93,-6.58,-2.74,-4.43,-0.12,0,92.8
"Adam Hall","ADAM.HALL","12-13","PHI","R","R",1980-08-14,32,11,92.22,34.45,47.33,47.07,42.01,39.22,2.06,3.92,38.28,42.6,54.01,60.73,65.25,90.08,2.42,3.75,-1.86,-4.32,-6.72,-24.83,-1.33,5.38,90.8
"Adam Hall","ADAM.HALL","12-13","T.B","R","R",1980-08-14,32,20,160.53,67,42.36,40.84,36.09,42.05,4.08,2.01,57.12,77.73,73.03,105.81,84.54,149.74,3.44,4.74,2.07,-20.61,-32.78,-65.2,-1.3,7.14,97.41
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,539.57,30.07,42.46,43.29,44.3,41.26,12.03,27.98,195.3,264.62,274.57,359.64,391.99,492.87,12.6,17.94,-15.95,-69.32,-85.07,-100.88,-5.34,6.16,89.43
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,74,1080.32,53.4,52,52.51,52.23,55.49,49.19,42.92,503.44,464.77,683.38,618.07,894.58,818.22,41.27,33.11,6.27,38.67,65.31,76.36,8.16,9.77,90.77
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,565.88,44.98,52.11,55.41,56.06,55.34,15.83,19.36,246.16,226.26,370.16,297.87,510.63,400.31,20.87,16.84,-3.53,19.9,72.29,110.32,4.03,6.43,91.44
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,1030.8,50.22,50.33,52.57,52.99,55.73,36.42,36.1,437.53,431.72,639.12,576.55,867.93,770.04,41.39,32.88,0.32,5.81,62.57,97.89,8.51,8.32,91.64
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,75,1030.48,47.73,44.37,45.54,45.36,47.89,35.16,38.5,436.6,547.39,607.38,726.35,823.33,991.63,38.74,42.15,-3.34,-110.79,-118.97,-168.3,-3.41,8.05,92.97
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,80,1112.23,55.42,46.55,45.99,45.53,51.13,48.81,39.26,445.44,511.42,601.35,706.21,775.13,927.2,40.58,38.79,9.55,-65.98,-104.86,-152.07,1.79,10.96,92.32
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,1071.28,44.22,45.05,45.17,45.89,46.68,37.97,47.89,476.27,580.83,668.17,811.09,886.45,1045.36,39.95,45.64,-9.92,-104.56,-142.92,-158.91,-5.69,7.97,91.75
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,57,772.4,65.46,49.91,50.74,50.2,51.49,33.91,17.89,386.74,388.17,563.44,547.02,738.51,732.71,32.95,31.04,16.02,-1.43,16.42,5.8,1.91,8.77,95.39
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,24,295.25,45.23,44.94,45.77,46.12,46.74,9.2,11.14,144.32,176.84,202.72,240.15,265.83,310.5,12.03,13.71,-1.94,-32.52,-37.43,-44.67,-1.68,6.37,93.7
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,1035.15,52.06,46.65,46.15,45.91,48.07,38.74,35.68,440.71,503.92,653.1,761.99,876.13,1032.33,39.13,42.28,3.06,-63.21,-108.89,-156.2,-3.15,8.79,92.92
