"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,162.15,0,1,0,1,2,2,2,0.01,0,0,0.5,16,4,2,18,0,1,0,0,0,-1,0,0,0
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,47,78.42,0,0,0,0,1,1,1,0,0,0,0,15,4,0,7,0,0,1,0,0,1,0,0,0
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,50.32,0,0,0,0,4,6,6,0.46,0,0,7.67,3,1,2,4,3,0,0,0,0,0,18,22,-4
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,154.17,0,0,0,0,4,5,5,0.48,0,0,9.6,12,3,9,11,5,0,1,0,0,1,73,92,-19
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,179.33,0,0,1,1,6,6,7,0.77,0,0,12.83,17,5,7,11,4,0,2,0,0,2,125,134,-9
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,91.13,0,0,0,0,7,8,8,0.26,0,0,3.25,4,0,3,9,3,1,2,0,0,1,42,53,-11
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,175.83,1,1,1,3,10,11,11,0.98,10,9.09,8.91,13,4,4,8,3,0,1,0,0,1,126,116,10
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,107.42,1,1,0,2,5,6,6,0.9,20,16.67,15,6,3,7,6,1,0,1,0,0,1,55,72,-17
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,95.78,0,0,0,0,0,0,0,0,0,0,0,22,1,0,5,2,1,0,0,0,-1,0,0,0
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,74.6,0,0,0,0,0,0,1,0,0,0,0,11,1,2,4,1,1,0,0,0,-1,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,54.38,0,0,0,0,0,1,1,0.02,0,0,2,7,1,0,1,2,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,118.5,0,0,0,0,2,4,4,0.03,0,0,0.75,14,2,2,10,1,3,1,0,0,-2,0,0,0
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,154.63,0,0,0,0,0,0,3,0,0,0,0,30,0,0,13,4,1,0,0,0,-1,0,0,0
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,182.83,0,1,0,1,2,2,2,0.02,0,0,1,42,2,1,12,9,2,0,0,0,-2,0,0,0
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,77.6,0,0,0,0,0,0,1,0,0,0,0,17,3,2,5,1,0,0,0,0,0,0,0,0
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,80.3,0,1,0,1,0,0,0,0,0,0,0,15,1,2,11,1,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,52.28,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,1,1,1,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,64.98,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,7,1,1,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,59.7,0,0,0,0,1,1,1,0.12,0,0,12,9,3,1,2,0,0,0,0,0,0,0,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,132.32,0,1,0,1,1,2,3,0.09,0,0,4.5,19,8,3,7,4,5,2,0,0,-3,0,0,0
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,176.37,0,1,0,1,1,3,5,0.05,0,0,1.67,29,9,4,4,3,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,123,0,0,0,0,2,2,2,0.01,0,0,0.5,13,2,2,14,3,0,0,0,0,0,0,0,0
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,103.88,0,0,2,2,5,5,5,0.04,0,0,0.8,19,4,1,7,0,0,0,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,128,0,0,0,0,3,4,4,0.11,0,0,2.75,7,5,8,5,0,2,2,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,231.95,0,0,1,1,3,4,4,0.03,0,0,0.75,14,2,6,6,1,3,3,0,0,0,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,219.58,0,0,0,0,1,3,6,0.14,0,0,4.67,9,2,2,16,1,2,0,0,0,-2,1,0,1
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,221.97,0,0,0,0,2,5,5,0.1,0,0,2,21,2,10,22,2,2,0,0,0,-2,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,0,0,0,0,2,3,3,0.01,0,0,0.33,8,0,4,7,1,0,1,0,0,1,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,0,0,0,0,1,1,1,0.01,0,0,1,1,3,1,7,0,0,0,0,0,0,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,2,2,0,4,5,6,8,0.53,40,33.33,8.83,1,3,1,3,0,2,2,0,0,0,5,5,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,0,0,0,0,0,0,0,0,0,0,0,20,5,2,13,0,0,2,0,0,2,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,0,0,1,1,1,2,2,0.02,0,0,1,34,9,3,22,5,1,3,0,0,2,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,0,0,0,0,0,1,2,0.03,0,0,3,35,4,0,15,5,0,0,0,0,0,0,1,-1
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,0,0,1,1,10,10,11,0.14,0,0,1.4,46,14,3,7,0,0,1,0,0,1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,0,0,0,0,4,5,5,0.09,0,0,1.8,19,4,1,7,1,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,0,0,0,0,5,6,7,0.03,0,0,0.5,15,9,1,4,0,0,0,0,0,0,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,1,0,0,1,7,10,11,1.23,14.29,10,12.3,6,4,4,2,3,0,0,0,0,0,54,51,3
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,0,0,0,0,1,3,3,0.27,0,0,9,4,6,7,4,3,0,1,0,0,1,28,36,-8
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,4,0,0,4,14,17,17,2.21,28.57,23.53,13,10,2,7,0,1,0,1,0,0,1,64,66,-2
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,0,1,0,1,9,11,11,1.2,0,0,10.91,8,6,12,2,6,0,1,0,0,1,99,102,-3
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,0,1,0,1,4,8,9,0.91,0,0,11.38,4,1,2,2,0,0,0,0,0,0,24,29,-5
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,2,1,0,0,0,-1,0,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,0,0,0,0,5,5,6,0.03,0,0,0.6,7,1,1,10,1,0,0,0,0,0,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,0,0,1,1,5,5,5,0.37,0,0,7.4,3,2,5,5,1,0,2,0,0,2,23,36,-13
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,1,0,0,1,10,13,15,1.51,10,7.69,11.62,3,3,5,12,4,3,4,0,0,1,13,30,-17
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,0,0,0,0,2,3,3,0.43,0,0,14.33,4,2,3,7,2,1,1,0,0,0,15,21,-6
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,0,1,0,1,8,8,9,0.56,0,0,7,10,5,6,5,1,1,1,0,0,0,26,29,-3
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,3,1,0,4,11,12,12,1.17,27.27,25,9.75,16,3,13,3,10,3,6,0,0,3,7,9,-2
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,4,1,0,5,16,20,20,2.79,25,20,13.95,15,3,14,3,10,3,7,0,0,4,5,7,-2
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,5,2,0,7,14,16,18,2.47,35.71,31.25,15.44,17,0,18,3,6,1,3,0,0,2,4,9,-5
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,0,1,0,1,9,13,16,0.72,0,0,5.54,9,2,6,3,3,1,3,0,0,2,1,5,-4
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,2,0,0,2,9,13,17,1.35,22.22,15.38,10.38,14,2,8,1,6,2,2,0,0,0,2,3,-1
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,0,0,0,0,4,7,8,0.71,0,0,10.14,6,2,3,3,4,2,2,0,0,0,6,9,-3
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,0,1,0,1,4,5,7,0.27,0,0,5.4,13,1,4,2,1,0,2,0,0,2,3,2,1
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1,0,0,1,6,6,8,0.84,16.67,16.67,14,7,1,4,0,3,2,2,0,0,0,1,2,-1
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,0,0,0,0,7,10,11,0.73,0,0,7.3,7,0,2,2,4,2,1,1,1,-1,5,9,-4
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,0,1,0,1,5,5,5,0.25,0,0,5,5,1,5,1,1,0,0,0,0,0,0,3,-3
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0,0,0,0,8,8,8,0.34,0,0,4.25,9,0,2,2,5,1,0,0,0,-1,1,4,-3
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0,1,0,1,2,3,3,0.18,0,0,6,1,0,2,3,1,0,0,0,0,0,1,5,-4
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1,0,0,1,2,4,4,0.38,50,25,9.5,2,2,3,4,2,0,0,0,0,0,0,0,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,1,0,0,1,2,3,4,0.27,50,33.33,9,1,1,3,3,1,0,2,0,0,2,0,0,0
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1,2,0,3,9,10,10,1.18,11.11,10,11.8,8,2,1,2,2,1,0,0,0,-1,1,7,-6
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,127.8,0,0,0,0,3,4,5,0.02,0,0,0.5,8,4,4,1,7,4,0,0,0,-4,0,0,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,128.1,0,0,0,0,4,5,5,0.39,0,0,7.8,13,3,4,6,6,1,3,0,0,2,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,164.33,0,0,0,0,6,6,6,0.05,0,0,0.83,18,3,2,4,6,0,2,0,0,2,0,1,-1
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,110.42,0,0,0,0,3,3,5,0.03,0,0,1,9,3,1,7,6,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,184.3,1,0,0,1,4,5,5,0.38,25,20,7.6,19,6,7,14,13,0,2,0,0,2,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,88.03,0,0,0,0,1,2,2,0.06,0,0,3,13,2,2,3,1,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,137.02,0,0,0,0,4,5,5,0.17,0,0,3.4,19,5,2,9,3,3,1,0,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,190.23,0,0,0,0,5,6,6,0.06,0,0,1,22,9,6,5,3,1,0,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,132.75,0,0,0,0,1,1,2,0.03,0,0,3,21,3,1,9,2,2,1,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,172.97,0,0,0,0,2,2,2,0.02,0,0,1,34,3,6,5,0,1,1,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,184.47,0,0,0,0,6,7,7,0.03,0,0,0.43,39,6,3,10,4,0,1,0,0,1,0,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,147.05,0,0,0,0,7,7,7,0.03,0,0,0.43,36,5,2,5,2,0,1,0,0,1,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,180.48,0,0,0,0,9,9,9,0.04,0,0,0.44,40,3,2,5,4,1,2,0,0,1,0,0,0
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,185.5,1,1,0,2,25,30,31,3.15,4,3.33,10.5,8,9,8,4,6,0,7,0,0,7,0,3,-3
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.47,0,0,0,0,6,6,7,0.61,0,0,10.17,3,3,4,3,3,0,0,0,0,0,4,4,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,102.62,0,0,0,0,0,1,3,0.07,0,0,7,9,4,1,3,2,0,1,0,0,1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70.58,0,0,0,0,1,1,2,0.06,0,0,6,3,0,0,3,0,1,0,0,0,-1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,90.32,0,0,0,0,2,2,2,0.09,0,0,4.5,8,0,1,1,2,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.75,0,0,1,1,0,2,2,0.02,0,0,1,11,1,1,3,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,200.18,0,0,0,0,4,4,4,0.21,0,0,5.25,34,10,1,11,3,1,2,0,0,1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,235.2,0,1,1,2,3,3,3,0.01,0,0,0.33,36,7,6,11,4,1,3,0,0,2,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,190.08,0,0,0,0,4,5,6,0.25,0,0,5,27,7,6,10,1,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,201.48,1,1,0,2,2,3,3,0.14,50,33.33,4.67,31,7,2,12,3,2,3,0,0,1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,148.23,0,0,0,0,4,5,9,0.03,0,0,0.6,25,3,1,12,1,0,1,0,0,1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,118.75,0,2,0,2,2,2,2,0.05,0,0,2.5,24,2,1,6,3,0,1,0,0,1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,160.03,0,0,0,0,3,4,4,0.07,0,0,1.75,20,4,1,7,2,0,1,0,0,1,0,0,0
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,101.5,0,0,0,0,3,3,3,0.16,0,0,5.33,9,0,2,0,0,1,1,0,0,0,1,2,-1
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,1,0,0,1,4,4,4,0.38,25,25,9.5,1,0,1,0,1,0,0,0,0,0,2,2,0
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,114.92,1,0,1,2,8,8,9,0.78,12.5,12.5,9.75,4,2,10,3,2,0,0,0,0,0,1,0,1
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,136.57,0,0,0,0,1,4,4,0.16,0,0,4,6,1,9,3,2,1,1,0,0,0,3,7,-4
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,157.05,1,1,0,2,9,10,12,0.56,11.11,10,5.6,4,4,7,3,3,3,0,0,0,-3,1,4,-3
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,149.4,0,0,0,0,6,7,7,0.59,0,0,8.43,5,3,5,7,1,1,3,0,0,2,2,4,-2
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,112.13,0,2,0,2,4,6,10,0.48,0,0,8,3,2,4,12,5,0,1,0,0,1,3,2,1
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,116.63,1,0,0,1,7,11,13,0.47,14.29,9.09,4.27,9,7,7,6,5,3,3,0,0,0,3,9,-6
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,1,0,0,1,7,15,15,0.96,14.29,6.67,6.4,3,2,5,9,8,2,1,0,0,-1,1,4,-3
