"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,2.47,60.15,81,9,1,23,121,14,2,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,2.73,48.88,42,4,0,16,61,9,2,2,0
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,2.25,52.01,100,24,4,36,167,40,11,2,0
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,2.31,51.15,82,25,3,49,129,29,5,3,0
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,1.62,29.58,38,19,3,31,79,36,8,1,0
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,1.72,32.44,84,20,3,51,119,32,10,2,0
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,4.3,63.43,116,69,5,56,232,111,9,2,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,4.28,58.88,189,32,7,80,319,67,18,3,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,3.27,50.52,123,27,9,95,201,49,15,1,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,0.89,14.88,30,13,6,57,43,18,8,0,0
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,1.14,23.87,46,18,2,66,71,22,5,2,0
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,1.41,30.26,57,17,2,73,79,25,7,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,2.56,54.32,105,14,0,27,168,18,4,1,0
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,1.15,25.06,16,4,2,63,29,6,9,4,0
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,1.79,29.77,57,15,3,59,89,22,6,3,0
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,1.78,33.09,44,15,4,60,65,22,9,2,0
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,2.05,34.44,53,13,0,68,85,24,8,4,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,2.01,38.96,31,9,8,78,78,18,12,3,1
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,2.01,41.91,73,10,4,90,118,17,7,2,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,2.19,42.98,77,15,3,109,126,35,12,2,0
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,1.99,42.93,79,22,3,64,142,33,11,3,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,1.27,26.57,29,9,2,49,50,15,5,1,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,1.49,29.86,38,3,0,39,59,7,3,1,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,2.65,46.39,83,11,0,59,124,22,6,2,0
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,2.18,44.02,96,16,6,64,144,27,14,4,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,2.9,49.05,84,21,5,64,147,36,12,1,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,2.96,51.24,111,17,3,57,177,29,8,2,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,3.45,66.24,142,36,2,27,264,58,9,3,0
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,3.47,66.04,152,32,3,27,282,50,8,2,0
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,3.37,66.05,102,25,4,13,232,37,10,3,0
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,3.81,56.9,117,60,5,45,213,104,20,4,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,4.17,60.02,148,34,3,51,290,63,10,3,2
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,3.9,54.46,40,10,1,18,70,12,5,2,0
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,3.11,50.3,75,12,2,55,130,22,7,1,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,2.16,43.49,62,20,3,78,95,37,10,1,0
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,2.81,45.04,51,9,5,45,75,21,9,3,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,2.35,41.46,57,14,1,81,83,22,5,1,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,2,33.89,52,23,9,104,77,37,16,3,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,1.62,30.92,48,14,2,100,73,33,3,1,0
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,3.23,44.78,118,48,10,76,192,78,16,1,0
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,3.01,41.53,78,12,2,97,122,30,10,1,0
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,2.07,38.02,26,6,0,24,42,13,1,1,0
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,3.68,60.62,96,18,1,16,164,32,5,2,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,1.25,25.01,41,7,2,50,71,14,4,1,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0.96,17.75,18,12,5,73,28,19,10,2,0
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,2.22,43.83,28,4,1,19,42,8,3,1,0
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,1.4,22.54,81,20,2,66,108,26,6,1,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,1.05,18.03,21,7,4,88,29,9,6,1,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,2.21,38.76,89,29,3,77,151,38,4,0,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,2.88,47.53,68,9,0,39,123,20,5,3,0
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,2.43,41.95,70,11,3,44,105,24,7,0,0
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,2.14,42.13,81,10,5,53,128,20,10,2,0
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,1.99,37.58,106,13,4,35,162,21,10,2,0
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,1.4,26.87,43,5,2,71,68,8,4,0,0
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,3.37,54.65,163,25,2,54,261,45,7,2,0
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,1.91,33.24,74,17,2,59,127,32,7,4,0
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,1.11,22.06,34,10,1,60,51,18,3,1,0
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,0.67,12.36,40,8,2,20,61,9,2,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,2.58,58.44,93,20,2,19,173,34,4,1,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,2.22,52.23,77,14,1,32,129,24,5,3,0
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,2.05,36.57,76,10,5,97,110,22,9,0,0
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,3.28,67.35,137,21,3,36,233,37,15,8,0
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,3.47,66.53,125,20,1,20,238,36,4,0,0
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,3.29,47.18,89,49,10,112,154,81,26,6,0
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,3.38,48.06,148,28,6,95,244,42,13,3,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,3.02,48.63,126,26,4,81,212,40,14,4,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,3.95,62.24,113,18,2,23,212,30,7,2,0
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,3.54,61.3,165,32,2,57,283,43,5,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,3.72,61.12,91,9,5,22,154,18,9,2,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,2.93,52.38,97,18,4,46,164,36,12,3,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,3.02,58.67,113,22,7,41,201,29,12,2,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,3.38,64.07,95,20,1,22,169,32,8,2,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,2.04,42.31,46,14,5,73,103,26,8,1,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,2.82,62.69,93,19,1,39,183,33,7,5,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,3.25,65.9,75,20,0,26,156,27,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,1.22,21.22,27,12,4,45,52,20,5,1,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,3.55,46.63,107,34,7,114,171,75,21,3,0
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,3.25,45.83,142,34,3,107,206,56,11,5,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,2.26,37.89,65,23,4,121,109,34,7,2,0
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,2.32,35.94,48,15,2,42,64,25,5,2,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,2.07,33.94,61,14,1,73,105,25,6,0,1
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,2.27,44.51,90,21,3,86,135,28,7,1,0
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,206.18,2.61,47.66,127,26,2,65,183,36,9,2,0
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,137.77,2.26,51.09,79,10,1,38,118,22,3,1,0
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,234.92,2.94,58.66,131,20,1,53,229,39,3,2,0
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,221.15,3.07,58.22,116,25,3,52,191,45,7,3,0
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.35,1.5,31.27,30,6,1,52,42,8,2,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,178.58,3.97,56.42,81,26,2,26,153,42,10,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,257.52,3.79,58.8,131,19,4,38,231,43,11,2,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,98.62,4.48,69,49,6,2,7,94,15,7,2,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,231.95,3.87,58.17,105,23,2,52,192,48,11,2,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,218.4,3.26,61.9,95,22,3,44,175,46,10,3,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,135.4,2.94,48.6,50,19,1,64,85,30,13,3,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,267.05,3.34,54.72,129,32,6,56,272,49,15,3,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,167.62,2.1,35.2,83,17,7,96,137,30,14,6,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,157.97,1.95,37.97,54,27,2,102,100,48,4,2,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,176.1,2.23,45.1,72,18,5,80,135,33,12,3,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,151.1,1.96,39.76,55,12,6,106,96,23,18,3,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.92,1.87,35.78,47,18,3,109,85,32,9,1,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,133.62,1.97,36.92,46,19,2,106,75,31,8,3,0
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,131.4,1.68,35.71,63,16,4,69,108,26,8,3,0
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,171.82,2.53,53.95,120,14,0,31,177,17,2,0,0
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,193.27,2.48,41.34,97,22,8,91,134,38,12,0,0
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,155.93,2,35.62,65,16,6,103,103,30,12,5,0
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,1.33,28.08,18,8,3,79,43,12,4,2,0
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,71.1,1.87,36.01,28,6,4,42,41,13,8,1,0
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.97,1.89,34.86,55,11,5,115,83,19,9,2,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,144.98,2.07,35.4,67,23,4,50,105,33,6,0,0
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,184.2,2.3,39.71,87,21,4,87,144,32,8,2,0
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,190.08,2.35,44.16,97,26,4,80,150,36,8,3,0
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,79,228.18,2.89,52.17,120,22,6,60,213,38,11,2,0
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,81,111,1.37,27.8,55,11,3,79,74,18,7,1,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,67,174.75,2.61,53.19,101,14,0,53,162,18,5,2,0
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,337.22,4.11,57.28,118,63,6,94,228,107,15,1,1
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,77,326.85,4.24,58.15,167,33,4,87,279,71,14,3,0
"Alex Kovalev","ALEX.KOVALEV","09-10","OTT","R","L",1973-02-24,36,75,246.35,3.28,55.26,106,18,4,60,203,39,9,0,0
"Alex Kovalev","ALEX.KOVALEV","10-11","OTT","R","L",1973-02-24,37,54,125.58,2.33,42.83,44,17,2,67,76,34,9,3,0
"Alex Kovalev","ALEX.KOVALEV","10-11","PIT","R","L",1973-02-24,37,20,73.58,3.68,64.75,39,5,2,6,61,7,4,1,0
"Alex Nylander","ALEX.NYLANDER","19-20","CHI","L","R",1998-03-02,21,64,74.57,1.17,22.31,29,8,0,58,52,12,4,1,0
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,82,456.72,5.57,84.03,107,65,4,38,321,142,18,2,0
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,425.37,5.38,88.53,147,22,4,20,378,78,18,2,1
"Alex Ovechkin","ALEX.OVECHKIN","09-10","WSH","L","R",1985-09-17,23,71,361.95,5.1,85.48,128,20,2,18,332,69,17,4,0
"Alex Ovechkin","ALEX.OVECHKIN","10-11","WSH","L","R",1985-09-17,24,76,346.35,4.56,83.73,113,27,1,14,311,60,9,2,0
"Alex Ovechkin","ALEX.OVECHKIN","11-12","WSH","L","R",1985-09-17,25,75,280.13,3.74,74.03,126,17,2,19,259,54,10,3,0
"Alex Ovechkin","ALEX.OVECHKIN","12-13","WSH","L","R",1985-09-17,26,48,218.2,4.55,85.01,75,12,0,9,187,36,4,1,0
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,77,391,5.08,93.37,124,30,1,17,375,78,28,7,0
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,79,306.77,3.88,83.28,122,19,0,17,294,42,7,4,1
"Alex Ovechkin","ALEX.OVECHKIN","15-16","WSH","L","R",1985-09-17,29,77,337.47,4.38,89.86,141,18,0,10,303,56,23,12,0
"Alex Ovechkin","ALEX.OVECHKIN","16-17","WSH","L","R",1985-09-17,30,80,302.72,3.78,75.7,144,11,4,25,276,25,25,8,0
"Alex Ovechkin","ALEX.OVECHKIN","17-18","WSH","L","R",1985-09-17,31,79,339.82,4.3,87.33,124,22,0,12,288,53,13,11,0
"Alex Ovechkin","ALEX.OVECHKIN","18-19","WSH","L","R",1985-09-17,32,80,355.1,4.44,90.46,118,16,0,14,309,48,8,6,0
"Alex Ovechkin","ALEX.OVECHKIN","19-20","WSH","L","R",1985-09-17,33,67,326.03,4.87,90.66,101,12,1,13,287,31,20,13,0
"Alex Picard","ALEX.PICARD","08-09","OTT","D","L",1985-07-05,23,47,158.38,3.37,49.2,75,22,2,55,126,35,6,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,43,81.25,1.89,36.04,30,7,4,47,60,16,5,1,0
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,79,235.22,2.98,52.39,111,35,2,61,201,48,8,1,0
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,81,231.88,2.86,54.82,112,26,0,118,202,42,6,2,0
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,47,131.77,2.8,55.15,56,17,4,61,110,34,6,2,0
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,81,225.68,2.79,50.71,98,28,3,110,167,45,13,3,0
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,197.53,2.57,48.41,75,21,5,106,150,44,15,3,0
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,70,165.38,2.36,49.72,48,22,5,103,94,35,8,2,0
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,78,194,2.49,49.99,73,23,4,108,127,38,11,2,0
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,234.98,3.05,59.91,95,21,5,54,207,36,13,4,0
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,70,192.57,2.75,55.63,88,11,1,60,161,25,4,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,69,217.15,3.15,66.94,111,15,2,25,224,23,9,5,0
"Alex Radulov","ALEX.RADULOV","07-08","NSH","R","L",1986-07-05,21,81,247.8,3.06,42.48,72,39,9,135,134,74,18,1,0
"Alex Radulov","ALEX.RADULOV","16-17","MTL","R","L",1986-07-05,30,76,212.47,2.8,60.14,109,19,3,40,174,34,6,2,0
"Alex Radulov","ALEX.RADULOV","17-18","DAL","R","L",1986-07-05,31,79,267.88,3.39,68.08,146,28,2,44,272,42,5,2,0
"Alex Radulov","ALEX.RADULOV","18-19","DAL","R","L",1986-07-05,32,68,214.32,3.15,71.09,111,13,1,40,213,26,11,3,0
"Alex Radulov","ALEX.RADULOV","19-20","DAL","R","L",1986-07-05,33,57,151.68,2.66,53.04,80,12,1,69,117,29,13,11,0
"Alex Semin","ALEX.SEMIN","07-08","WSH","L","R",1984-03-03,23,63,278.98,4.43,67.16,103,52,3,37,191,95,10,2,0
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,247.75,4,64.9,121,22,2,43,225,53,8,1,0
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,245.65,3.37,57.9,110,23,4,53,225,48,11,3,0
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,63,203.62,3.23,58.22,97,20,2,42,182,37,5,1,0
"Alex Semin","ALEX.SEMIN","11-12","WSH","R","R",1984-03-03,27,74,192.67,2.6,52.13,88,12,5,61,160,34,12,3,0
"Alex Semin","ALEX.SEMIN","12-13","CAR","R","R",1984-03-03,28,44,154.97,3.52,63.12,85,16,2,22,162,29,8,2,0
"Alex Semin","ALEX.SEMIN","13-14","CAR","R","R",1984-03-03,29,63,219.98,3.49,58.85,128,23,2,38,233,41,4,2,0
"Alex Semin","ALEX.SEMIN","14-15","CAR","R","R",1984-03-03,30,54,84.72,1.57,30.45,42,11,2,43,64,16,5,2,0
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,127.63,1.68,24.19,53,31,6,72,92,50,14,3,0
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,106.53,1.78,26.11,38,19,3,92,63,24,4,0,0
"Alex Steen","ALEX.STEEN","09-10","STL","C","L",1984-03-01,25,68,182.6,2.69,44.89,99,20,1,60,167,34,4,1,0
"Alex Steen","ALEX.STEEN","10-11","STL","C","L",1984-03-01,26,72,221.72,3.08,55.23,117,27,1,52,201,40,6,2,0
"Alex Steen","ALEX.STEEN","11-12","STL","C","L",1984-03-01,27,43,107.6,2.5,48.1,53,12,0,48,97,20,1,0,0
"Alex Steen","ALEX.STEEN","12-13","STL","C","L",1984-03-01,28,40,101.77,2.54,49.07,71,13,2,43,104,24,2,0,0
"Alex Steen","ALEX.STEEN","13-14","STL","C/L","L",1984-03-01,29,68,225.52,3.32,59.16,113,30,1,48,228,53,10,3,0
