"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,47,68.03,0,49.98,50.9,52.33,44.58,0,2.59,38.7,38.73,51.89,50.06,68.41,62.33,2.5,3.11,-2.59,-0.03,1.83,6.09,-0.61,0,93.3
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,59,87.17,62.62,54.82,55.45,54.99,51.46,5.53,3.3,36.14,29.79,47.48,38.14,63.63,52.08,3.39,3.19,2.23,6.35,9.34,11.55,0.19,15.31,88.91
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,45,59.68,26.72,64.72,64.52,61.6,60.9,1.87,5.13,47.89,26.1,56.74,31.2,69.48,43.32,3.68,2.36,-3.26,21.79,25.55,26.16,1.32,3.91,80.35
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,49,65.12,50,56.51,57.03,54.25,62.54,1.99,1.99,37.7,29.01,53.28,40.15,63.16,53.26,4,2.4,0,8.69,13.13,9.9,1.6,5.28,93.14
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,45,57.47,100,54.87,59.16,60.21,61.08,1.13,0,38.6,31.75,59.5,41.08,73.89,48.82,3.77,2.4,1.13,6.85,18.42,25.07,1.37,2.92,100
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,51,65.28,100,49.42,49.34,46.84,55.34,1.99,0,34.32,35.13,45.03,46.23,54.67,62.05,3.71,3,1.99,-0.81,-1.2,-7.38,0.72,5.78,100
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,55,73.63,50,40.18,40.22,43.64,39.92,3.41,3.41,28.67,42.68,38.58,57.33,53.26,68.79,2.55,3.84,0,-14.02,-18.75,-15.53,-1.29,11.88,92.02
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,54,60.37,32.2,44.5,48.02,48.29,54.55,2.92,6.15,31.81,39.69,45.71,49.48,56.73,60.76,3.88,3.23,-3.23,-7.87,-3.78,-4.03,0.65,9.18,84.5
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,57,62.45,100,50.84,47.28,47.19,56.6,1.04,0,27.95,27.03,33.76,37.64,46.42,51.95,2.02,1.55,1.04,0.92,-3.88,-5.52,0.47,3.71,100
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,56,56.93,41.14,50.84,50.55,48.39,49.64,2.28,3.26,34.05,32.92,45.71,44.72,61.61,65.72,2.9,2.94,-0.98,1.13,0.99,-4.11,-0.04,6.69,90.11
"Alex Ovechkin","ALEX.OVECHKIN","07-08","WSH","L","R",1985-09-17,21,55,54.63,80.92,52.31,57.5,58.24,56.04,8.67,2.04,37.2,33.92,57.67,42.62,76.24,54.66,3.36,2.64,6.62,3.28,15.05,21.58,0.72,23.29,93.98
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,58,56.77,50,55.53,56.76,56.84,51.3,3.27,3.27,37.3,29.87,57.34,43.67,69.88,53.07,3.34,3.17,0,7.43,13.67,16.82,0.17,8.76,89.07
"Alex Ovechkin","ALEX.OVECHKIN","13-14","WSH","L","R",1985-09-17,27,58,51.98,50,55.29,59.49,60.11,59.78,4.82,4.82,40.42,32.69,63.39,43.17,82.68,54.87,3.84,2.59,0,7.73,20.22,27.81,1.26,11.94,85.24
"Alex Ovechkin","ALEX.OVECHKIN","14-15","WSH","L","R",1985-09-17,28,58,72.4,75.49,63.22,61.29,60.28,69.58,5.13,1.67,39.69,23.09,52.26,33.01,71.54,47.14,4.02,1.76,3.46,16.6,19.25,24.41,2.26,12.93,92.79
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,57,87.2,84.18,51.8,54.68,56.22,59.33,3.41,0.64,39.44,36.69,57.52,47.66,73.38,57.15,4.14,2.83,2.77,2.75,9.85,16.23,1.3,8.64,98.26
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,55,84.55,55.3,48.05,51.73,51.92,48.77,2.85,2.31,31.52,34.08,44.98,41.96,60.65,56.17,3.1,3.26,0.55,-2.55,3.02,4.48,-0.16,9.05,93.23
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,52,77.9,48.76,53.27,56.32,56.51,49.69,2.26,2.38,38.11,33.44,53.02,41.12,71.65,55.14,3.1,3.13,-0.12,4.68,11.9,16.51,-0.04,5.94,92.88
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,47,51.45,75.97,54.31,56.98,59.98,55.87,3.43,1.08,29.07,24.45,43.01,32.48,67.62,45.11,2.27,1.8,2.34,4.62,10.53,22.51,0.48,11.79,95.57
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,57,71.93,62.42,49.61,47.22,46.64,50.41,2.58,1.55,36.83,37.4,47.48,53.07,58.5,66.92,3.07,3.02,1.03,-0.58,-5.59,-8.42,0.05,7,95.85
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,56,73.2,65.55,60.13,55.5,55.69,55.89,4.82,2.53,38.61,25.61,48.41,38.82,66.35,52.8,3.19,2.52,2.29,13.01,9.59,13.56,0.67,12.48,90.11
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,49,69.92,72.69,45.33,45.32,44.98,40.15,4.25,1.6,30.43,36.69,40.13,48.42,52.29,63.95,2.27,3.39,2.65,-6.26,-8.29,-11.66,-1.12,13.96,95.65
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,56,79.83,58.11,50.32,52.03,52.44,51.68,2.91,2.1,31.33,30.94,43.37,39.98,56.43,51.18,2.54,2.38,0.81,0.4,3.38,5.25,0.17,9.28,93.22
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,57,61.13,41.29,48.86,48.19,53.9,42.12,2.89,4.1,31.46,32.92,45.52,48.94,64.03,54.77,2.49,3.43,-1.22,-1.46,-3.42,9.27,-0.93,9.17,87.54
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,57,70.38,32.46,47.34,40.82,44.43,36.51,1.59,3.3,27.72,30.84,33.61,48.74,47.14,58.96,1.93,3.35,-1.71,-3.12,-15.12,-11.82,-1.42,5.72,89.3
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,52,52.88,80,50.47,47.77,46.09,52.94,4.22,1.06,34.97,34.32,44.05,48.15,54.07,63.25,3.88,3.45,3.17,0.65,-4.11,-9.18,0.43,12.07,96.93
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,53,55.87,0,51.79,50.25,48.94,37.55,0,2.32,35.84,33.36,43.54,43.1,55.82,58.25,1.85,3.07,-2.32,2.48,0.44,-2.43,-1.22,0,93.05
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,59,64.07,30.26,54.15,52.94,54.88,61.88,2.89,6.67,42.84,36.27,52.28,46.48,66.71,54.85,4.64,2.86,-3.77,6.57,5.81,11.86,1.78,6.75,81.62
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,45,56.83,32.47,51.71,54.24,50.94,51.26,2.12,4.41,30.07,28.08,46.77,39.47,50.66,48.78,2.79,2.65,-2.29,1.98,7.31,1.88,0.14,7.06,84.29
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,53,53.87,42.35,51.59,50.19,54.74,54.68,2.41,3.27,30.03,28.18,45.34,45,64.04,52.95,2.86,2.37,-0.87,1.85,0.35,11.09,0.49,8.01,88.38
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,37,54.03,48.76,61.56,53.85,53.6,44.66,3.26,3.43,38.89,24.29,50.13,42.95,59.9,51.86,2.32,2.88,-0.17,14.6,7.17,8.04,-0.56,8.4,85.87
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,60,56.7,64.92,59.33,57.99,55.27,56.53,3.94,2.13,54.55,37.39,63.31,45.86,81.12,65.66,4.9,3.77,1.81,17.16,17.45,15.46,1.13,7.22,94.31
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,54,56.37,60,57.74,57.08,57.99,51.76,2.97,1.98,42.5,31.1,58.29,43.82,79.57,57.65,3.76,3.5,0.99,11.4,14.47,21.93,0.26,6.99,93.63
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,54,57.02,57.65,55.79,56.33,58.95,59.38,3.09,2.27,43.27,34.29,54.72,42.42,72.78,50.69,5.2,3.56,0.82,8.98,12.3,22.1,1.64,7.15,93.37
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,43,56.68,100,46.83,42.74,41.46,45.67,5.08,0,27.31,31.01,38.94,52.17,48.01,67.77,3.07,3.65,5.08,-3.69,-13.22,-19.76,-0.58,18.6,100
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,50,62.97,0,48.54,50.05,46.62,58.01,0,2.94,28.61,30.34,36.35,36.28,44.97,51.5,2.73,1.97,-2.94,-1.72,0.07,-6.53,0.75,0,90.3
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,39,53.03,31.63,46.84,43.78,41.35,47.66,1.05,2.27,31.45,35.7,39.45,50.65,48.65,68.99,3.58,3.93,-1.22,-4.24,-11.2,-20.34,-0.35,3.35,93.63
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,45,53.95,39.41,47.42,51.39,46.71,56.74,2.24,3.44,29.86,33.11,43.24,40.9,51.2,58.41,2.9,2.21,-1.2,-3.25,2.34,-7.21,0.69,7.49,89.62
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,51,63.2,78.82,48.88,48.54,46.36,53.52,3.82,1.03,30.75,32.16,38.29,40.59,44.81,51.84,2.96,2.57,2.79,-1.41,-2.31,-7.03,0.39,12.41,96.81
"Andy Greene","ANDY.GREENE","14-15","N.J","D","L",1982-10-30,31,46,61.85,18.2,38.72,38.69,37.34,37.46,0.9,4.05,24.16,38.25,34.69,54.97,41.4,69.47,2.41,4.02,-3.15,-14.09,-20.27,-28.06,-1.61,3.73,89.4
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,57,52.77,44.4,54.1,50.68,51.86,49.18,3.51,4.4,39.74,33.71,51.13,49.76,68.32,63.41,3.07,3.17,-0.89,6.03,1.38,4.91,-0.1,8.84,86.95
"Andy Sutton","ANDY.SUTTON","09-10","NYI","D","L",1975-03-10,34,38,52.73,0,51.17,50.82,49.69,52.49,0,0,27.27,26.02,40.77,39.46,51.04,51.68,2.75,2.49,0,1.25,1.31,-0.64,0.26,0,100
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,54,55.6,41.14,39.49,41.88,42.2,36.7,2.33,3.33,25.91,39.7,34.71,48.16,45.79,62.72,1.61,2.77,-1,-13.79,-13.46,-16.93,-1.17,9,91.6
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,61,69.28,46.55,57.94,55.97,54.75,54.32,3.62,4.16,40.61,29.48,51.77,40.72,63.17,52.21,3.54,2.98,-0.54,11.13,11.05,10.96,0.56,8.91,85.9
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,51,50.48,37.58,52.7,53.96,56,55.7,2.21,3.67,38.91,34.92,52.17,44.51,65.44,51.43,3.66,2.91,-1.46,3.99,7.65,14.01,0.75,5.68,89.48
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,50,56.7,65.82,59.69,57.67,58.34,65.01,4.1,2.13,37.74,25.48,46.13,33.86,55.68,39.77,3.19,1.71,1.97,12.25,12.26,15.92,1.47,10.85,91.65
"Anton Volchenkov","ANTON.VOLCHENKOV","07-08","OTT","D","L",1982-02-25,25,47,50.73,68.37,59.75,57.13,54.61,54.03,2.38,1.1,36.89,24.85,50.67,38.02,65.52,54.46,2.93,2.5,1.28,12.04,12.64,11.06,0.44,6.44,95.57
"Anze Kopitar","ANZE.KOPITAR","08-09","L.A","C","L",1987-08-24,21,58,64.42,50,55.35,53.2,50.72,59.16,3.03,3.03,41.35,33.36,55.18,48.55,65.34,63.48,3.55,2.45,0,7.99,6.63,1.85,1.1,7.32,90.93
"Anze Kopitar","ANZE.KOPITAR","09-10","L.A","C","L",1987-08-24,22,53,65.78,39.41,44.98,38.95,40.3,33.61,1.83,2.82,22.71,27.78,31.75,49.78,41.73,61.82,1.49,2.94,-0.99,-5.07,-18.02,-20.09,-1.45,8.07,89.86
"Anze Kopitar","ANZE.KOPITAR","11-12","L.A","C","L",1987-08-24,24,54,61.48,0,51.26,49.94,51.2,47.93,0,3.78,30.67,29.16,43.56,43.66,55.94,53.31,2.37,2.58,-3.78,1.51,-0.11,2.63,-0.2,0,87.05
"Anze Kopitar","ANZE.KOPITAR","13-14","L.A","C","L",1987-08-24,26,55,61.32,57.65,55.16,56.79,58.44,54.87,2.88,2.11,32.34,26.29,44.9,34.16,61.58,43.79,2.43,2,0.76,6.05,10.74,17.79,0.43,8.9,91.96
"Barret Jackman","BARRET.JACKMAN","07-08","STL","D","L",1981-03-05,26,56,66.55,0,56.96,55.47,55.96,63.3,0,1.81,36.25,27.39,45.42,36.46,57.46,45.22,2.49,1.44,-1.81,8.86,8.96,12.23,1.05,0,93.38
"Barret Jackman","BARRET.JACKMAN","08-09","STL","D","L",1981-03-05,27,62,84.32,33.33,53.26,51.94,50.57,52.11,1.43,2.86,32.55,28.57,43.26,40.03,55.3,54.06,2.81,2.58,-1.43,3.98,3.23,1.25,0.23,4.39,89.99
"Barret Jackman","BARRET.JACKMAN","09-10","STL","D","L",1981-03-05,28,48,60.13,62.27,42.29,44.63,45.14,41.57,5.09,3.08,30.31,41.36,42.25,52.41,55.31,67.21,2.75,3.87,2.01,-11.05,-10.16,-11.9,-1.12,16.79,92.55
"Barret Jackman","BARRET.JACKMAN","11-12","STL","D","L",1981-03-05,30,57,58.92,0,52.89,54.54,58.76,60.86,0,0,35.05,31.22,48.53,40.45,66.14,46.43,3.31,2.13,0,3.83,8.09,19.71,1.18,0,100
"Ben Lovejoy","BEN.LOVEJOY","13-14","ANA","D","R",1984-02-20,29,54,59.48,78.18,54.22,53.16,46.38,49.18,3.9,1.09,27.11,22.9,38.29,33.74,46.39,53.63,2.41,2.49,2.81,4.22,4.55,-7.24,-0.08,14.4,95.24
"Blake Wheeler","BLAKE.WHEELER","13-14","WPG","R","R",1986-08-31,27,57,58.57,55.92,50.66,51.47,51.08,48.79,5.22,4.12,35.93,34.98,50.17,47.3,64.59,61.85,2.89,3.03,1.11,0.94,2.87,2.74,-0.14,14.54,88.23
"Blake Wheeler","BLAKE.WHEELER","14-15","WPG","R","R",1986-08-31,28,52,51.35,54.42,49.45,51.72,51.44,56.48,5.61,4.7,32.74,33.46,45.67,42.64,59.49,56.16,3.72,2.86,0.91,-0.72,3.04,3.33,0.85,17.13,85.96
"Bobby Ryan","BOBBY.RYAN","14-15","OTT","R","R",1987-03-17,27,51,51.42,67.54,44.67,47.62,51.32,40.75,4.52,2.17,28.14,34.85,41.21,45.33,56.51,53.59,2.29,3.33,2.35,-6.71,-4.12,2.92,-1.04,16.04,93.77
"Brad Boyes","BRAD.BOYES","08-09","STL","R","R",1982-04-17,26,62,51.98,51.93,50.1,53.97,56.48,57.83,4.82,4.47,30.15,30.03,47.35,40.39,67.25,51.83,3.32,2.42,0.36,0.12,6.96,15.42,0.9,16,85.13
"Brad Richards","BRAD.RICHARDS","09-10","DAL","C","L",1980-05-02,29,51,58.13,41.88,49.61,53.84,51.42,49.76,2.07,2.88,31.68,32.17,50.98,43.7,61.92,58.5,3.21,3.24,-0.81,-0.5,7.28,3.42,-0.03,6.55,91.05
"Brad Richards","BRAD.RICHARDS","10-11","DAL","C","L",1980-05-02,30,42,51.18,66.67,49.78,50.64,46.33,56.56,2.53,1.27,26.93,27.16,41.03,40,51.75,59.95,3.39,2.6,1.27,-0.23,1.03,-8.21,0.79,9.4,95.34
"Brad Richards","BRAD.RICHARDS","11-12","NYR","C","L",1980-05-02,31,53,57.6,65.05,57.94,59.7,53.87,66.44,2.09,1.12,32.05,23.27,49.67,33.52,55.98,47.94,4.04,2.04,0.97,8.78,16.15,8.04,2,6.53,95.17
"Brad Stuart","BRAD.STUART","08-09","DET","D","L",1979-11-06,28,42,53.87,27.93,49.76,51.43,50.3,45.25,2.07,5.35,29.29,29.57,44.2,41.74,53.11,52.47,2.28,2.76,-3.27,-0.28,2.45,0.63,-0.48,7.07,81.92
"Brad Stuart","BRAD.STUART","09-10","DET","D","L",1979-11-06,29,55,69.43,29.75,39.08,43.16,41.4,38.98,1.87,4.41,25.48,39.72,40.57,53.44,49.28,69.76,2.25,3.52,-2.54,-14.24,-12.87,-20.47,-1.27,7.33,88.9
"Brad Stuart","BRAD.STUART","11-12","DET","D","L",1979-11-06,31,48,55.12,33.33,45.26,46.1,47.39,42.01,1.01,2.02,29.02,35.11,39.99,46.76,50.89,56.49,2.23,3.08,-1.01,-6.08,-6.77,-5.61,-0.85,3.49,94.23
"Braydon Coburn","BRAYDON.COBURN","07-08","PHI","D","L",1985-02-27,22,63,75.27,54.18,55.39,58.07,59.37,66.82,4.81,4.07,37.47,30.18,55.87,40.33,70.78,48.44,4.5,2.23,0.74,7.29,15.54,22.34,2.26,12.83,86.53
"Braydon Coburn","BRAYDON.COBURN","08-09","PHI","D","L",1985-02-27,23,64,90.35,50,53.91,52.66,52.11,49.14,1.33,1.33,36.14,30.89,47.57,42.77,61,56.06,2.67,2.76,0,5.25,4.81,4.94,-0.09,3.69,95.68
"Braydon Coburn","BRAYDON.COBURN","09-10","PHI","D","L",1985-02-27,24,58,70.43,66.09,58.27,57.89,57.05,65,4.88,2.5,31.97,22.9,44.14,32.1,63.73,47.98,3.99,2.15,2.38,9.07,12.04,15.75,1.84,15.27,89.06
"Braydon Coburn","BRAYDON.COBURN","10-11","PHI","D","L",1985-02-27,25,53,58.3,46.27,57.34,61.18,57.91,61.02,1.91,2.22,40.12,29.85,56.93,36.12,71.24,51.78,4.67,2.98,-0.31,10.27,20.81,19.46,1.69,4.77,92.55
"Braydon Coburn","BRAYDON.COBURN","11-12","PHI","D","L",1985-02-27,26,58,69.1,75.97,41.78,47.82,46.19,44.12,2.55,0.81,25.93,36.13,41.75,45.55,51.46,59.96,2.51,3.18,1.75,-10.2,-3.8,-8.5,-0.67,9.85,97.76
"Braydon Coburn","BRAYDON.COBURN","13-14","PHI","D","L",1985-02-27,28,52,63.6,51.8,51.26,51.63,51.79,49.36,2.04,1.9,30.31,28.82,43.54,40.78,55.63,51.79,2.57,2.63,0.14,1.49,2.75,3.84,-0.07,6.72,93.42
"Brenden Dillon","BRENDEN.DILLON","13-14","DAL","D","L",1990-11-13,22,54,59.47,0,44.32,38.7,41.86,29.81,0,4.99,27.48,34.52,32.71,51.81,46.13,64.06,1.62,3.82,-4.99,-7.04,-19.1,-17.93,-2.2,0,85.53
"Brent Burns","BRENT.BURNS","07-08","MIN","D","R",1985-03-09,22,63,74.27,74.52,51.95,56.76,53.43,55.97,4.75,1.62,24.3,22.47,38.98,29.69,48.75,42.49,2.2,1.73,3.13,1.83,9.29,6.25,0.47,19.55,92.77
"Brent Burns","BRENT.BURNS","10-11","MIN","D","R",1985-03-09,25,47,65.95,31.7,59.64,61.25,57.08,49.23,1.83,3.94,32.15,21.76,47.32,29.94,55.44,41.69,2.33,2.4,-2.11,10.39,17.38,13.76,-0.07,5.69,81.9
"Brent Burns","BRENT.BURNS","11-12","S.J","D","R",1985-03-09,26,49,57.92,11.79,46.87,55.13,53.34,42.16,0.96,7.21,34.41,39,59.37,48.33,70.56,61.71,2.42,3.33,-6.25,-4.59,11.04,8.85,-0.9,2.8,81.51
"Brent Burns","BRENT.BURNS","14-15","S.J","D","R",1985-03-09,29,46,51.25,50,53.22,48.72,49.38,48.96,2.35,2.35,35.68,31.36,46.48,48.92,63.2,64.79,3.03,3.16,0,4.32,-2.45,-1.59,-0.13,6.59,92.5
"Brent Seabrook","BRENT.SEABROOK","07-08","CHI","D","R",1985-04-20,22,68,64.7,44.4,48.72,48.93,51.17,51.52,2.87,3.59,30.83,32.44,38.34,40.02,50.54,48.22,2.36,2.22,-0.72,-1.61,-1.68,2.32,0.14,9.3,88.94
"Brent Seabrook","BRENT.SEABROOK","08-09","CHI","D","R",1985-04-20,23,52,64.82,83.3,50.63,53.08,54.32,50,8.59,1.72,34.4,33.54,47.29,41.8,60.52,50.88,2.68,2.68,6.87,0.86,5.49,9.64,0,24.97,94.87
"Brent Seabrook","BRENT.SEABROOK","09-10","CHI","D","R",1985-04-20,24,58,86.58,57.82,54.38,53.6,51.9,49.34,3.97,2.9,36.72,30.8,45.9,39.73,55.86,51.77,3.13,3.21,1.07,5.92,6.17,4.1,-0.08,10.81,90.6
"Brent Seabrook","BRENT.SEABROOK","11-12","CHI","D","R",1985-04-20,26,42,64.92,40,63.96,65.31,61.21,63.54,1.72,2.58,37.66,21.22,50.54,26.84,67.46,42.75,3.45,1.98,-0.86,16.44,23.7,24.7,1.47,4.56,87.85
"Brent Seabrook","BRENT.SEABROOK","13-14","CHI","D","R",1985-04-20,28,55,64.68,57.61,59.97,53.6,53.41,58.93,4.88,3.59,38.49,25.69,47.99,41.54,60.21,52.52,3.27,2.28,1.29,12.8,6.45,7.69,0.99,12.68,86.02
"Brent Seabrook","BRENT.SEABROOK","14-15","CHI","D","R",1985-04-20,29,44,62.95,38.75,52.13,53.52,55.74,49.36,1.77,2.8,33.12,30.41,47.29,41.06,65.18,51.75,2.59,2.66,-1.03,2.71,6.22,13.43,-0.07,5.35,90.79
"Bret Hedican","BRET.HEDICAN","07-08","CAR","D","L",1970-08-10,37,46,53.2,50,53.92,55.35,50.6,62.58,1.05,1.05,36.19,30.92,46.96,37.88,58.96,57.55,3.23,1.93,0,5.27,9.08,1.41,1.3,2.9,96.61
"Brett Clark","BRETT.CLARK","10-11","T.B","D","L",1976-12-23,33,56,58.32,53.73,51.25,52.39,50.04,45.16,1.11,0.96,27.84,26.48,42.56,38.67,58.13,58.02,1.87,2.27,0.15,1.36,3.89,0.1,-0.4,3.99,96.39
"Brian Campbell","BRIAN.CAMPBELL","07-08","BUF","D","L",1979-05-23,28,41,63.32,29.52,45.73,47.88,47.89,41.51,1.9,4.55,29.65,35.19,40.91,44.53,53.56,58.27,2.04,2.87,-2.64,-5.54,-3.62,-4.71,-0.83,6.42,87.08
"Brian Campbell","BRIAN.CAMPBELL","08-09","CHI","D","L",1979-05-23,29,52,66.18,59.39,50.22,50.1,53.46,52.27,2.67,1.82,34.42,34.13,39.78,39.62,48.64,42.34,2.5,2.28,0.84,0.3,0.16,6.3,0.22,7.74,94.66
"Brian Campbell","BRIAN.CAMPBELL","09-10","CHI","D","L",1979-05-23,30,52,68.47,89.63,71.57,69.31,66.26,65.03,7.05,0.81,47.84,19.01,62.17,27.52,76.22,38.81,3.6,1.94,6.23,28.83,34.65,37.41,1.66,14.73,95.71
"Brian Campbell","BRIAN.CAMPBELL","11-12","FLA","D","L",1979-05-23,32,49,90.95,10.73,40.12,42.62,44.3,42.61,0.61,5.11,28.09,41.92,38.06,51.25,50.33,63.28,2.28,3.07,-4.49,-13.83,-13.19,-12.95,-0.79,2.18,87.82
"Brian Campbell","BRIAN.CAMPBELL","13-14","FLA","D","L",1979-05-23,34,43,76.65,23.13,36.02,43.13,47.97,33.93,0.73,2.42,18.73,33.28,31.83,41.96,47.35,51.36,1.33,2.59,-1.69,-14.54,-10.14,-4.01,-1.26,3.89,92.73
"Brian Campbell","BRIAN.CAMPBELL","14-15","FLA","D","L",1979-05-23,35,50,81.65,0,46.12,53.23,54.81,49.17,0,0.79,23.97,28,38.59,33.9,52.94,43.65,1.96,2.03,-0.79,-4.03,4.69,9.29,-0.07,0,97.17
