"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,198.93,6,3,1,10,25,31,36,4.25,24,19.35,13.71,0,6,2,6,12,1,2,0,0,1,76,63,13
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,4,2,2,8,25,34,39,5,16,11.76,14.71,1,2,1,2,6,1,0,0,0,-1,45,29,16
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,2,1,2,5,5,12,14,1.27,40,16.67,10.58,2,1,0,1,2,0,0,0,0,0,24,20,4
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,8,2,3,13,27,41,50,4.8,29.63,19.51,11.71,0,4,4,5,3,0,1,0,0,1,81,74,7
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,5,2,2,9,34,43,49,5.79,14.71,11.63,13.47,1,3,2,6,4,0,1,0,0,1,85,43,42
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,0,3,1,4,8,13,26,0.57,0,0,4.38,1,6,0,2,3,1,0,0,0,-1,0,0,0
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,5,1,2,8,22,32,35,5.28,22.73,15.62,16.5,0,1,1,6,3,4,0,0,0,-4,41,34,7
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,5,7,8,20,48,75,109,4.46,10.42,6.67,5.95,6,6,3,4,3,2,1,0,0,-1,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,3,2,6,11,35,52,79,2.81,8.57,5.77,5.4,1,4,3,7,1,2,0,0,0,-2,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,1,5,5,11,39,64,90,2.98,2.56,1.56,4.66,2,1,1,3,1,6,0,0,0,-6,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,0,0,2,2,8,10,18,0.53,0,0,5.3,1,0,1,2,1,1,0,0,0,-1,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,1,2,2,5,14,19,29,1.95,7.14,5.26,10.26,0,3,1,0,3,1,0,0,0,-1,32,44,-12
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,0,2,2,4,9,17,22,1.46,0,0,8.59,0,4,0,5,4,3,1,0,0,-2,20,27,-7
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,2,5,3,10,40,60,71,4.37,5,3.33,7.28,0,4,0,5,6,0,0,0,0,0,9,3,6
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,2,0,1,3,7,9,10,1.33,28.57,22.22,14.78,1,0,0,0,2,0,0,0,0,0,15,12,3
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,1,2,2,5,23,33,57,1.56,4.35,3.03,4.73,1,1,0,3,4,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,3,3,1,7,21,30,43,2.13,14.29,10,7.1,1,2,1,0,4,0,1,0,0,1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,4,2,3,9,26,39,61,3.07,15.38,10.26,7.87,1,2,2,5,3,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,1,3,0,4,18,32,53,1.52,5.56,3.12,4.75,2,1,0,3,2,1,1,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,4,6,3,13,38,54,82,2.6,10.53,7.41,4.81,6,6,1,2,1,2,0,0,0,-2,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,2,7,7,16,41,67,96,3.56,4.88,2.99,5.31,6,2,1,2,5,1,0,0,0,-1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,2,5,3,10,22,31,50,1.69,9.09,6.45,5.45,3,5,0,4,11,1,0,0,0,-1,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,0,2,0,2,12,17,28,1,0,0,5.88,0,2,0,0,1,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,0,1,1,2,11,15,21,0.58,0,0,3.87,0,0,0,0,2,2,1,0,0,-1,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,3,2,1,6,12,15,22,1.72,25,20,11.47,1,4,2,1,8,0,0,0,0,0,72,61,11
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,3,1,3,7,18,23,27,2.34,16.67,13.04,10.17,0,4,3,4,17,3,0,0,0,-3,51,63,-12
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,8,5,2,15,36,46,53,5.93,22.22,17.39,12.89,0,4,3,1,14,0,1,0,0,1,61,65,-4
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,3,4,6,13,36,50,57,5.1,8.33,6,10.2,0,2,1,3,7,2,1,0,0,-1,69,68,1
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,5,5,6,16,55,74,86,7.47,9.09,6.76,10.09,0,12,4,0,15,2,1,0,0,-1,104,93,11
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,13,9,8,30,38,51,59,7.07,34.21,25.49,13.86,1,13,6,2,10,1,0,0,0,-1,160,129,31
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,7,6,6,19,37,55,59,7.25,18.92,12.73,13.18,1,6,4,1,6,0,2,0,0,2,162,103,59
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,8,12,9,29,38,44,63,4.13,21.05,18.18,9.39,0,15,5,2,11,3,0,0,0,-3,0,0,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,4,12,14,30,41,48,71,5.52,9.76,8.33,11.5,0,26,4,1,27,2,3,0,0,1,0,0,0
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,3,4,0,7,17,20,28,1.57,17.65,15,7.85,0,5,2,1,4,0,1,0,0,1,1,0,1
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,1,6,2,9,19,31,39,3.36,5.26,3.23,10.84,0,6,3,0,11,0,1,0,0,1,0,0,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,1,1,7,9,14,21,30,1.38,7.14,4.76,6.57,1,4,0,1,10,1,1,0,0,0,1,0,1
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,5,1,3,9,17,23,26,3.04,29.41,21.74,13.22,0,2,0,1,6,0,0,0,0,0,2,2,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,2,4,3,9,10,13,19,1.11,20,15.38,8.54,0,9,2,0,7,2,0,0,0,-2,0,0,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,1,4,3,8,12,18,30,1.33,8.33,5.56,7.39,1,6,5,2,12,2,0,0,0,-2,0,0,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,1,1,3,5,20,25,33,1.98,5,4,7.92,0,10,0,0,5,0,0,0,0,0,1,2,-1
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,11,5,6,22,65,84,108,6.01,16.92,13.1,7.15,0,7,2,12,3,4,1,0,0,-3,29,20,9
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,7,2,9,18,43,58,83,3.6,16.28,12.07,6.21,0,6,1,7,7,4,1,0,0,-3,12,20,-8
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,1,0,0,1,6,9,17,0.44,16.67,11.11,4.89,0,2,1,1,2,1,0,0,0,-1,1,0,1
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,4,2,10,16,40,65,82,5.26,10,6.15,8.09,1,5,1,10,13,3,0,0,0,-3,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,1,0,2,3,8,14,17,1.36,12.5,7.14,9.71,0,2,0,6,4,0,1,0,0,1,24,13,11
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0,0,1,1,2,6,9,0.38,0,0,6.33,0,2,1,4,2,1,0,0,0,-1,15,21,-6
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,4,1,0,5,12,13,17,1.56,33.33,30.77,12,0,1,0,0,3,1,1,0,0,0,5,12,-7
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,4,3,0,7,16,21,27,2.35,25,19.05,11.19,0,4,0,2,1,3,2,0,0,-1,0,1,-1
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,1,0,0,1,8,10,12,0.98,12.5,10,9.8,0,1,0,1,6,1,0,0,0,-1,2,2,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,3,3,2,8,24,35,43,4.77,12.5,8.57,13.63,2,3,1,3,8,5,1,0,0,-4,1,1,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,1,1,1,3,26,33,38,4.5,3.85,3.03,13.64,0,6,0,3,5,6,5,0,0,-1,5,4,1
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,2,2,2,6,18,26,27,3.08,11.11,7.69,11.85,1,1,0,6,9,4,2,0,0,-2,2,9,-7
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,4,3,1,8,25,38,40,5.25,16,10.53,13.82,0,3,0,3,7,4,3,0,1,0,1,3,-2
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,1,3,1,5,20,27,31,3.11,5,3.7,11.52,1,3,0,6,4,8,4,0,0,-4,3,0,3
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,2,0,1,3,10,12,19,1.96,20,16.67,16.33,0,1,0,1,4,0,0,0,0,0,3,5,-2
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,6,4,3,13,57,76,85,11.25,10.53,7.89,14.8,0,4,3,4,14,1,1,0,0,0,30,33,-3
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,3,3,1,7,24,33,34,4.98,12.5,9.09,15.09,0,3,0,4,11,3,0,1,0,-4,0,1,-1
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,2,0,0,2,10,11,13,1.6,20,18.18,14.55,0,2,0,1,8,3,1,0,0,-2,0,1,-1
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,0,0,2,2,7,11,11,1.64,0,0,14.91,0,2,0,0,3,0,1,0,0,1,0,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,8,5,2,15,34,46,48,8.13,23.53,17.39,17.67,1,0,1,4,6,0,1,0,0,1,0,0,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,6,5,2,13,30,39,41,7.06,20,15.38,18.1,0,0,1,2,4,0,0,0,0,0,0,1,-1
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,7,3,2,12,30,42,67,3.9,23.33,16.67,9.29,0,4,2,3,7,0,0,0,0,0,3,4,-1
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,13,8,3,24,50,71,95,7.79,26,18.31,10.97,1,7,3,2,11,0,1,0,0,1,1,2,-1
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,10,4,2,16,46,68,85,7.9,21.74,14.71,11.62,0,4,4,1,11,0,2,0,0,2,1,2,-1
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,4,4,3,11,44,54,76,2.47,9.09,7.41,4.57,1,9,2,1,7,2,1,0,0,-1,1,0,1
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,5,4,11,20,45,66,111,3.79,11.11,7.58,5.74,6,13,1,4,7,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,2,10,7,19,39,59,95,2.5,5.13,3.39,4.24,3,4,2,3,10,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,5,6,6,17,36,54,81,2.92,13.89,9.26,5.41,0,4,4,4,6,2,0,0,0,-2,0,1,-1
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,5,7,10,22,72,101,154,5.34,6.94,4.95,5.29,3,5,6,7,13,2,2,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,5,2,3,10,38,50,83,2.11,13.16,10,4.22,1,4,1,3,3,2,1,1,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,4,4,4,12,39,56,99,3.6,10.26,7.14,6.43,1,5,2,2,6,3,0,0,0,-3,1,1,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,5,4,5,14,43,64,108,3.15,11.63,7.81,4.92,4,6,1,4,8,3,1,0,0,-2,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,2,1,4,7,27,43,75,2.36,7.41,4.65,5.49,3,3,0,6,2,2,1,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,1,2,0,3,24,39,67,2.05,4.17,2.56,5.26,4,2,1,6,2,1,0,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,1,9,5,15,38,53,89,2.61,2.63,1.89,4.92,3,8,5,8,7,6,1,0,0,-5,0,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,4,11,2,17,35,50,66,1.98,11.43,8,3.96,4,9,2,4,5,1,0,0,0,-1,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,1,2,3,6,8,10,22,0.31,12.5,10,3.1,3,4,0,1,2,1,1,0,0,0,0,0,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,5,3,10,18,37,54,66,5.96,13.51,9.26,11.04,1,29,5,3,17,2,3,0,0,1,1,7,-6
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,12,5,6,23,36,64,79,6.48,33.33,18.75,10.12,0,19,3,3,8,2,1,0,0,-1,2,1,1
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,4,3,4,11,32,40,52,2.95,12.5,10,7.38,0,5,0,2,7,1,4,0,0,3,0,1,-1
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,0,0,1,1,13,18,21,2.05,0,0,11.39,0,1,3,6,2,1,0,0,0,-1,1,1,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,3,5,2,10,23,29,39,4.08,13.04,10.34,14.07,0,5,3,2,5,1,1,0,0,0,0,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,3,2,6,11,31,46,59,5.42,9.68,6.52,11.78,0,1,0,0,13,2,0,0,0,-2,12,13,-1
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,206.18,9,5,2,16,41,64,81,6.31,21.95,14.06,9.86,0,4,2,1,13,2,2,0,0,0,42,43,-1
"Alex Galchenyuk","ALEX.GALCHENYUK","16-17","MTL","C","L",1994-02-12,22,61,137.77,6,4,4,14,21,33,39,3.39,28.57,18.18,10.27,0,5,1,0,7,2,1,0,0,-1,43,49,-6
"Alex Galchenyuk","ALEX.GALCHENYUK","17-18","MTL","C","L",1994-02-12,23,80,234.92,8,5,9,22,76,99,125,8.99,10.53,8.08,9.08,2,7,1,1,12,1,0,0,0,-1,12,24,-12
"Alex Galchenyuk","ALEX.GALCHENYUK","18-19","ARI","C","L",1994-02-12,24,72,221.15,8,7,5,20,55,71,87,6.6,14.55,11.27,9.3,0,11,1,1,10,3,0,0,0,-3,37,55,-18
"Alex Galchenyuk","ALEX.GALCHENYUK","19-20","PIT","C","L",1994-02-12,25,45,67.35,2,3,1,6,18,21,28,2.34,11.11,9.52,11.14,0,1,0,0,8,0,0,0,0,0,1,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","08-09","PIT","D","L",1985-07-30,23,45,178.58,4,3,1,8,21,29,47,2.26,19.05,13.79,7.79,5,7,2,3,3,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,257.52,2,6,9,17,30,42,71,2.82,6.67,4.76,6.71,5,7,1,3,5,2,0,0,0,-2,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","DAL","D","L",1985-07-30,25,22,98.62,3,1,3,7,14,21,34,1.25,21.43,14.29,5.95,0,9,0,2,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,60,231.95,4,7,7,18,28,52,83,3.83,14.29,7.69,7.37,2,9,0,3,4,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,67,218.4,2,4,3,9,35,56,81,3.68,5.71,3.57,6.57,3,9,3,2,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,46,135.4,0,7,4,11,14,25,38,1.18,0,0,4.72,6,2,0,0,5,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,267.05,3,6,6,15,45,51,86,3.09,6.67,5.88,6.06,8,16,1,2,6,1,1,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,80,167.62,0,5,3,8,15,23,39,1.41,0,0,6.13,1,10,3,1,3,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,81,157.97,1,2,2,5,15,20,37,0.97,6.67,5,4.85,1,4,0,2,3,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,176.1,1,3,3,7,13,18,29,1.08,7.69,5.56,6,2,5,1,1,4,0,0,0,0,0,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,77,151.1,3,5,3,11,12,21,35,1.28,25,14.29,6.1,4,6,0,1,2,4,0,0,0,-4,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,139.92,1,3,3,7,16,20,35,0.94,6.25,5,4.7,2,4,1,2,0,1,0,0,0,-1,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,68,133.62,2,2,7,11,11,15,23,0.66,18.18,13.33,4.4,2,4,1,1,4,0,0,0,0,0,0,0,0
"Alex Iafallo","ALEX.IAFALLO","18-19","L.A","C","L",1993-12-21,24,78,131.4,2,2,2,6,31,36,45,2.94,6.45,5.56,8.17,0,2,0,1,7,1,0,0,0,-1,0,1,-1
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,68,171.82,6,3,0,9,31,43,48,5.72,19.35,13.95,13.3,0,1,1,3,6,1,1,0,0,0,0,0,0
"Alex Kerfoot","ALEX.KERFOOT","17-18","COL","C","L",1994-08-11,23,78,193.27,5,8,4,17,22,25,33,2.77,22.73,20,11.08,0,4,0,0,7,0,1,0,0,1,9,11,-2
"Alex Kerfoot","ALEX.KERFOOT","18-19","COL","C","L",1994-08-11,24,78,155.93,4,1,9,14,14,24,31,2.82,28.57,16.67,11.75,0,8,0,1,11,3,0,0,0,-3,13,10,3
"Alex Kerfoot","ALEX.KERFOOT","19-20","TOR","C","L",1994-08-11,25,62,82.55,1,0,2,3,11,15,18,1.65,9.09,6.67,11,0,1,0,2,6,0,0,0,0,0,14,14,0
"Alex Killorn","ALEX.KILLORN","12-13","T.B","C","L",1989-09-14,23,38,71.1,1,0,2,3,9,11,12,1.06,11.11,9.09,9.64,0,7,1,3,7,1,1,0,0,0,0,1,-1
"Alex Killorn","ALEX.KILLORN","13-14","T.B","C","L",1989-09-14,24,82,154.97,2,2,3,7,23,30,38,2.64,8.7,6.67,8.8,1,6,2,2,3,2,0,1,0,-3,16,14,2
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,144.98,1,1,1,3,14,23,30,2.55,7.14,4.35,11.09,0,5,1,3,12,2,2,0,0,0,1,1,0
"Alex Killorn","ALEX.KILLORN","15-16","T.B","C","L",1989-09-14,26,80,184.2,3,1,2,6,36,45,48,5.09,8.33,6.67,11.31,0,11,2,5,12,5,2,0,0,-3,6,5,1
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,190.08,4,3,3,10,29,35,46,2.94,13.79,11.43,8.4,0,6,2,2,5,3,0,0,0,-3,1,0,1
