"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,77.63,79.56,79.63,82.8,80.53,2.71,0.78,41.56,10.68,56.15,14.37,80.83,16.79,5.72,1.38,1.93,30.88,41.78,64.04,4.34,6.53,92.68
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,100,90.06,89.79,91.65,90.73,3.27,0,46.7,5.16,71.38,8.12,101.03,9.21,5.02,0.51,3.27,41.54,63.26,91.82,4.51,7,100
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.4,100,92.73,92.12,93.54,95.84,7.24,0,54.3,4.25,80.26,6.86,108.49,7.49,6.72,0.29,7.24,50.04,73.39,101,6.43,13.34,100
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,90.39,93.01,92.39,93.88,93.56,5.05,0.54,57.12,4.3,85.96,7.08,115.46,7.53,7.73,0.53,4.51,52.83,78.88,107.92,7.2,8.84,87.5
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.32,100,81.93,82.19,85.13,88.03,4.51,0,43.42,9.58,65.29,14.15,92.47,16.15,5.09,0.69,4.51,33.84,51.14,76.32,4.4,10.4,100
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,95.95,89.81,90.24,90.9,89.91,9.2,0.39,56.62,6.42,84.62,9.15,113.89,11.4,6.88,0.77,8.81,50.2,75.46,102.49,6.11,16.25,93.96
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174,94.92,85.33,86.15,86.79,87.35,7.6,0.41,50.93,8.76,74.16,11.92,98.2,14.94,6.14,0.89,7.19,42.18,62.23,83.26,5.26,14.92,95.35
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,148.07,86.03,80.79,83.31,85.24,91.52,7.31,1.19,58.5,13.91,81.18,16.27,107.74,18.65,7.65,0.71,6.13,44.6,64.92,89.09,6.94,12.5,91.46
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.2,65.38,78.79,83.89,86.97,86.24,1.55,0.82,41.04,11.04,61.6,11.83,91.82,13.75,5.1,0.81,0.73,29.99,49.77,78.07,4.29,3.79,92.55
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,60.98,100,81.46,82.69,84.68,84.6,5.88,0,57.6,13.11,71.61,15,92.72,16.78,6.11,1.11,5.88,44.49,56.62,75.94,5,10.22,100
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,138.1,100,85.29,85.68,87.48,90.8,3.45,0,46.1,7.95,61.53,10.28,84.27,12.06,5.45,0.55,3.45,38.15,51.25,72.21,4.9,7.47,100
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,150.53,84.36,87.04,84.28,86.61,86,6.19,1.15,51.39,7.65,64.17,11.97,84.61,13.08,5.8,0.94,5.04,43.74,52.2,71.53,4.86,12.05,84.99
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,181.17,88.67,86.2,86.01,87.5,89.03,5.86,0.75,46.61,7.46,62.9,10.23,81.26,11.61,5.84,0.72,5.11,39.15,52.67,69.65,5.12,12.56,89.97
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,165.12,89.15,87.8,90.09,91.69,89.54,6.18,0.75,61.67,8.57,85.44,9.4,110.93,10.05,7.37,0.86,5.43,53.1,76.05,100.87,6.51,10.02,91.22
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,256,90.84,83.09,85.64,87.35,89.12,6.53,0.66,60.92,12.4,85.09,14.27,111.68,16.18,7.55,0.92,5.88,48.52,70.82,95.5,6.63,10.73,94.69
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,275.4,81.73,82.06,83.85,85.6,84.45,9.72,2.17,55.72,12.18,80.2,15.45,105.99,17.83,7.12,1.31,7.55,43.54,64.75,88.16,5.81,17.44,82.16
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,218.2,93.99,80.01,82.81,86.13,84.89,9.12,0.58,56.99,14.24,81.48,16.92,112.1,18.06,7.58,1.35,8.54,42.75,64.56,94.04,6.23,16,95.91
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,269.05,82.29,81.4,83.21,84.43,84.33,7.49,1.61,39.56,9.04,56.39,11.38,77.58,14.31,4.57,0.85,5.88,30.52,45.01,63.28,3.72,18.93,82.16
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,273.27,87.57,86.34,88.19,90.24,85.68,6.16,0.87,47.61,7.53,66.31,8.88,88.83,9.61,5.11,0.85,5.28,40.08,57.43,79.22,4.26,12.93,88.4
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,76.32,90.03,86.8,89.09,90.32,92.22,7.67,0.85,47.56,7.23,64.6,7.91,89.66,9.61,5.78,0.49,6.82,40.33,56.69,80.05,5.29,16.12,88.26
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,133.6,89.91,80.46,82.28,84.16,81.45,3.96,0.44,35.43,8.6,50.66,10.91,68.4,12.87,4.73,1.08,3.52,26.82,39.75,55.53,3.66,11.18,94.83
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,142.72,74.08,78.11,81.37,82.27,77.43,5.01,1.75,39.79,11.15,54.71,12.53,72.8,15.69,4.63,1.35,3.26,28.63,42.18,57.11,3.28,12.6,84.28
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,90.23,100,84.35,82.7,84.61,87.93,10.31,0,48.84,9.06,62.38,13.05,79.77,14.51,6.15,0.84,10.31,39.77,49.33,65.26,5.31,21.12,100
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,53,125.38,82.47,83.14,81.5,83.87,85.92,4.05,0.86,39.09,7.93,49.21,11.17,70.09,13.48,4.53,0.74,3.19,31.16,38.04,56.61,3.79,10.37,89.14
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,148.3,84.67,80.62,81.74,84.89,81.54,4.49,0.81,32.88,7.9,49.36,11.02,73.28,13.05,3.99,0.9,3.68,24.98,38.34,60.23,3.08,13.66,89.71
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.33,55.56,84.04,85.92,88.29,84.86,3.07,2.45,39.91,7.58,58.59,9.6,84.14,11.16,5.18,0.93,0.61,32.33,48.99,72.99,4.26,7.69,67.62
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,223.47,88.25,82.55,84.7,86.16,85.26,6.03,0.8,49.58,10.48,68.9,12.44,87.89,14.11,4.95,0.86,5.22,39.1,56.45,73.77,4.1,12.16,92.34
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,149.5,100,87.66,88.56,89.77,91.36,6.07,0,43.95,6.19,63.38,8.19,86.19,9.82,4.8,0.45,6.07,37.76,55.19,76.37,4.34,13.81,100
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,100,97.01,88.62,90.67,89.41,3.45,0,38.03,1.17,47.45,6.09,80.15,8.25,3.39,0.4,3.45,36.86,41.35,71.91,2.99,9.07,100
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,158.18,84.35,88.97,91.02,91.06,91.19,6.83,1.27,53.93,6.69,79.93,7.89,97.65,9.59,8.32,0.8,5.56,47.25,72.04,88.07,7.51,12.66,81.06
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,84.67,83.55,84.3,86.31,90.81,6.43,1.16,41.9,8.25,65.04,12.11,85.06,13.49,5.5,0.56,5.27,33.65,52.93,71.57,4.94,15.35,85.88
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,100,87.39,83.68,85.76,88.62,2.89,0,36.72,5.3,54.24,10.58,67.92,11.28,4,0.51,2.89,31.42,43.67,56.64,3.48,7.87,100
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,52.83,100,85.09,85.02,87.33,86.51,9.07,0,48.07,8.43,60.08,10.58,82.68,11.99,5.97,0.93,9.07,39.65,49.49,70.69,5.04,18.88,100
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,113.85,85.19,84.5,85.85,87.22,81.39,6.09,1.06,45.45,8.34,66.11,10.89,95.03,13.93,4.89,1.12,5.03,37.11,55.21,81.1,3.77,13.4,87.29
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,71.83,100,88.43,86.82,87.48,88.39,6.36,0,50.67,6.63,63.55,9.65,82.97,11.87,5.09,0.67,6.36,44.04,53.9,71.1,4.42,12.55,100
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,155.32,100,88.54,90.23,91.75,96.28,6.2,0,56.79,7.35,78.56,8.5,111.17,9.99,7,0.27,6.2,49.45,70.06,101.18,6.73,10.92,100
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,127.18,80.74,85.12,89.25,91.73,91.45,4.31,1.03,47.5,8.3,69.03,8.31,101.27,9.13,5.5,0.51,3.28,39.2,60.72,92.14,4.99,9.08,87.61
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,109.73,100,87.28,88.05,88.8,91.32,5.55,0,54.36,7.92,74.82,10.16,97.63,12.31,6.56,0.62,5.55,46.43,64.66,85.32,5.94,10.21,100
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,140.87,100,81.11,84.42,87.14,88.73,5.61,0,46.45,10.81,65.46,12.08,93.93,13.86,6.24,0.79,5.61,35.63,53.39,80.07,5.45,12.07,100
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,145.35,80.56,82.01,85.13,87.18,87.11,3.3,0.8,47.01,10.32,70.27,12.27,95.27,14.01,6.08,0.9,2.51,36.7,58,81.27,5.18,7.02,92.28
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.28,82.51,79.73,83.1,86.05,87.53,5.53,1.17,43.22,10.99,62.78,12.77,85.73,13.9,4.71,0.67,4.36,32.24,50.01,71.83,4.04,12.79,89.33
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,252.48,92.94,85.8,86.4,88.77,88.56,6.25,0.48,61.01,10.09,87.02,13.7,115.87,14.66,8.85,1.14,5.78,50.91,73.32,101.22,7.71,10.25,95.29
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,142.57,100,89.68,89.61,90.61,88.71,5.59,0,51.11,5.88,75.72,8.78,101.44,10.51,6.55,0.83,5.59,45.23,66.94,90.93,5.72,10.94,100
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,100,92.67,90.33,91.19,92.66,6.56,0,46.63,3.69,65.69,7.03,87.62,8.47,4.81,0.38,6.56,42.94,58.66,79.15,4.43,14.08,100
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,51.82,100,90.41,85.26,87.95,89.66,6.22,0,64.43,6.83,82.27,14.22,103.4,14.17,6.92,0.8,6.22,57.6,68.05,89.22,6.13,9.65,100
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,183.87,93.64,85.18,84.94,87.13,88.21,9.85,0.67,55.51,9.66,73.12,12.97,98.65,14.57,8.2,1.1,9.19,45.85,60.16,84.08,7.1,17.75,93.07
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,138.83,90.33,83.45,87.02,88.69,92.45,12.88,1.38,57.17,11.34,78.58,11.73,104,13.27,9.1,0.74,11.5,45.84,66.85,90.73,8.36,22.53,87.84
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,164.23,83.73,75.51,78.81,83.82,79.88,5.25,1.02,44.22,14.34,64.32,17.29,95.73,18.48,5.15,1.3,4.23,29.88,47.03,77.24,3.85,11.86,92.89
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,251.48,91.36,83.66,85.33,88.39,88.2,7.42,0.7,50.69,9.9,69.06,11.87,95.26,12.51,5.97,0.8,6.72,40.79,57.19,82.75,5.17,14.63,92.92
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,226.58,79.68,83.17,85.44,88.08,88.14,6.22,1.59,54.53,11.03,74.14,12.63,101.17,13.69,7.06,0.95,4.63,43.49,61.51,87.48,6.11,11.41,85.63
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,238.47,86.59,83.56,84.25,84.43,86.73,4.94,0.76,52.14,10.26,67.96,12.7,84.43,15.56,5.69,0.87,4.17,41.88,55.26,68.86,4.82,9.47,92.55
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,258.3,88.38,85.34,85.2,87.81,89.94,6.73,0.89,50.85,8.73,69.45,12.06,99.73,13.85,6.42,0.72,5.84,42.12,57.39,85.88,5.7,13.23,89.86
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,217.07,89.74,86.05,88.76,90.45,90.4,7.81,0.89,55.69,9.03,81.6,10.34,107.55,11.36,6.17,0.66,6.92,46.66,71.26,96.19,5.51,14.02,90.11
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,185.68,94.23,87.36,89.56,91.22,90.48,10.5,0.64,58.12,8.41,88.04,10.27,118.96,11.46,7.37,0.78,9.86,49.71,77.77,107.5,6.59,18.07,92.35
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,270.15,94.32,87.62,90.26,91.64,92.77,7.38,0.44,57.61,8.14,86.52,9.34,118.96,10.85,7.35,0.57,6.94,49.47,77.18,108.1,6.78,12.81,94.54
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,155.82,85.61,84.37,88.56,90.88,89.08,4.99,0.84,43.23,8.01,65.15,8.41,93.87,9.42,4.71,0.58,4.15,35.22,56.73,84.45,4.13,11.55,89.52
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,175.62,84.73,88.23,89.27,91.11,86.68,6.2,1.12,58.94,7.86,82.52,9.92,112.67,10.99,7.34,1.13,5.08,51.08,72.6,101.67,6.21,10.52,85.79
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,210.02,100,87.25,88.53,89.73,89.64,7.69,0,51.84,7.58,73.81,9.56,100,11.44,6.7,0.77,7.69,44.26,64.25,88.56,5.92,14.84,100
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,153.48,86.22,87.81,88.41,90.06,87.04,4.4,0.7,57.21,7.94,81.15,10.64,110.43,12.19,6.83,1.02,3.7,49.27,70.5,98.24,5.81,7.69,91.14
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.32,100,82.38,84.18,86.25,85.69,3.39,0,43.33,9.26,61.45,11.54,85.74,13.67,4.85,0.81,3.39,34.07,49.91,72.07,4.04,7.82,100
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,186.78,92.63,79.38,81.61,83.84,84.95,7.56,0.6,53.76,13.97,79.94,18.02,107.46,20.71,7.89,1.4,6.95,39.79,61.92,86.75,6.49,14.05,95.7
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,171.38,95.25,85.46,86.81,87.54,85.84,7.58,0.38,53.34,9.08,75.08,11.41,96.43,13.72,6.09,1,7.2,44.27,63.67,82.71,5.09,14.2,95.83
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,66.77,90.98,82.23,86,85.48,94.01,7.89,0.78,37.01,8,53.66,8.73,71.92,12.21,5.08,0.32,7.11,29.02,44.92,59.7,4.75,21.32,90.22
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,230.42,85.62,86.69,85.79,86.9,85.33,4.82,0.81,45.8,7.03,66.91,11.08,86.51,13.04,5.39,0.93,4.01,38.77,55.83,73.47,4.46,10.53,88.49
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,238.52,100,87.42,87.76,89.53,91.39,8.24,0,47.25,6.8,76.95,10.73,104.53,12.23,6.14,0.58,8.24,40.44,66.22,92.3,5.56,17.45,100
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,178.72,89.5,82.64,81.87,84.23,83.83,5.55,0.65,46.6,9.79,67.1,14.86,89.97,16.85,5.29,1.02,4.9,36.82,52.24,73.12,4.27,11.91,93.35
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,95.42,100,79.35,78.85,81.16,81.61,4.94,0,43.19,11.24,58.15,15.59,77.34,17.96,5.22,1.18,4.94,31.95,42.56,59.38,4.04,11.44,100
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,130.3,91.36,81.82,84.08,86.15,86.21,4.53,0.43,50.26,11.17,71.4,13.52,100.95,16.23,6.59,1.05,4.1,39.09,57.88,84.72,5.54,9.01,96.16
