"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,79,206.1,2.04,0.87,0.58,3.49,7.28,9.02,10.77,1.09,28,22.58,12.1,0,1.75,0.58,1.75,2.33,0,0.58,0,0,0.58,24.16,25.91,-1.75
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,81,198.93,1.81,0.9,0.3,3.02,7.54,9.35,10.86,1.28,24,19.35,13.71,0,1.81,0.6,1.81,3.62,0.3,0.6,0,0,0.3,22.92,19,3.92
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,56,138.33,1.73,0.87,0.87,3.47,10.84,14.75,16.92,2.17,16,11.76,14.71,0.43,0.87,0.43,0.87,2.6,0.43,0,0,0,-0.43,19.52,12.58,6.94
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,62.73,1.91,0.96,1.91,4.78,4.78,11.48,13.39,1.21,40,16.67,10.58,1.91,0.96,0,0.96,1.91,0,0,0,0,0,22.96,19.13,3.83
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,82,184.68,2.6,0.65,0.97,4.22,8.77,13.32,16.24,1.56,29.63,19.51,11.71,0,1.3,1.3,1.62,0.97,0,0.32,0,0,0.32,26.32,24.04,2.27
"Adam Henrique","ADAM.HENRIQUE","19-20","ANA","C","L",1990-02-06,29,70,161.75,1.85,0.74,0.74,3.34,12.61,15.95,18.18,2.15,14.71,11.63,13.47,0.37,1.11,0.74,2.23,1.48,0,0.37,0,0,0.37,31.53,15.95,15.58
"Adam Larsson","ADAM.LARSSON","11-12","N.J","D","R",1992-11-12,18,65,105.12,0,1.71,0.57,2.28,4.57,7.42,14.84,0.33,0,0,4.38,0.57,3.42,0,1.14,1.71,0.57,0,0,0,-0.57,0,0,0
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,81,139.42,2.15,0.43,0.86,3.44,9.47,13.77,15.06,2.27,22.73,15.62,16.5,0,0.43,0.43,2.58,1.29,1.72,0,0,0,-1.72,17.64,14.63,3.01
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,76,326.95,0.92,1.28,1.47,3.67,8.81,13.76,20,0.82,10.42,6.67,5.95,1.1,1.1,0.55,0.73,0.55,0.37,0.18,0,0,-0.18,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,79,338.07,0.53,0.35,1.06,1.95,6.21,9.23,14.02,0.5,8.57,5.77,5.4,0.18,0.71,0.53,1.24,0.18,0.35,0,0,0,-0.35,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,80,261.4,0.23,1.15,1.15,2.52,8.95,14.69,20.66,0.68,2.56,1.56,4.66,0.46,0.23,0.23,0.69,0.23,1.38,0,0,0,-1.38,0,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,64.87,0,0,1.85,1.85,7.4,9.25,16.65,0.49,0,0,5.3,0.92,0,0.92,1.85,0.92,0.92,0,0,0,-0.92,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","17-18","L.A","L","L",1996-09-13,21,79,89.82,0.67,1.34,1.34,3.34,9.35,12.69,19.37,1.3,7.14,5.26,10.26,0,2,0.67,0,2,0.67,0,0,0,-0.67,21.38,29.39,-8.02
"Adrian Kempe","ADRIAN.KEMPE","18-19","L.A","L","L",1996-09-13,22,77,108.93,0,1.1,1.1,2.2,4.96,9.36,12.12,0.8,0,0,8.59,0,2.2,0,2.75,2.2,1.65,0.55,0,0,-1.1,11.02,14.87,-3.86
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,67,171.5,0.7,1.75,1.05,3.5,13.99,20.99,24.84,1.53,5,3.33,7.28,0,1.4,0,1.75,2.1,0,0,0,0,0,3.15,1.05,2.1
"Alan Quine","ALAN.QUINE","16-17","NYI","C","L",1993-02-25,23,58,66.82,1.8,0,0.9,2.69,6.29,8.08,8.98,1.19,28.57,22.22,14.78,0.9,0,0,0,1.8,0,0,0,0,0,13.47,10.78,2.69
"Alec Martinez","ALEC.MARTINEZ","10-11","L.A","D","L",1987-07-26,23,59,105.33,0.57,1.14,1.14,2.85,13.1,18.8,32.47,0.89,4.35,3.03,4.73,0.57,0.57,0,1.71,2.28,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","11-12","L.A","D","L",1987-07-26,24,51,90.75,1.98,1.98,0.66,4.63,13.88,19.83,28.43,1.41,14.29,10,7.1,0.66,1.32,0.66,0,2.64,0,0.66,0,0,0.66,0,0,0
"Alec Martinez","ALEC.MARTINEZ","13-14","L.A","D","L",1987-07-26,26,59,120.67,1.99,0.99,1.49,4.48,12.93,19.39,30.33,1.53,15.38,10.26,7.87,0.5,0.99,0.99,2.49,1.49,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,54,108.58,0.55,1.66,0,2.21,9.95,17.68,29.29,0.84,5.56,3.12,4.75,1.11,0.55,0,1.66,1.11,0.55,0.55,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,76,153.05,1.57,2.35,1.18,5.1,14.9,21.17,32.15,1.02,10.53,7.41,4.81,2.35,2.35,0.39,0.78,0.39,0.78,0,0,0,-0.78,0,0,0
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,80,174.97,0.69,2.4,2.4,5.49,14.06,22.98,32.92,1.22,4.88,2.99,5.31,2.06,0.69,0.34,0.69,1.71,0.34,0,0,0,-0.34,0,0,0
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,75,149.08,0.8,2.01,1.21,4.02,8.85,12.48,20.12,0.68,9.09,6.45,5.45,1.21,2.01,0,1.61,4.43,0.4,0,0,0,-0.4,0,0,0
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,57,72.23,0,1.66,0,1.66,9.97,14.12,23.26,0.83,0,0,5.88,0,1.66,0,0,0.83,0,0,0,0,0,0,0,0
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,61.15,0,0.98,0.98,1.96,10.79,14.72,20.61,0.57,0,0,3.87,0,0,0,0,1.96,1.96,0.98,0,0,-0.98,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","13-14","FLA","C","L",1995-09-02,18,54,142.85,1.26,0.84,0.42,2.52,5.04,6.3,9.24,0.72,25,20,11.47,0.42,1.68,0.84,0.42,3.36,0,0,0,0,0,30.24,25.62,4.62
"Aleksander Barkov","ALEKSANDER.BARKOV","14-15","FLA","C","L",1995-09-02,19,71,154.77,1.16,0.39,1.16,2.71,6.98,8.92,10.47,0.91,16.67,13.04,10.17,0,1.55,1.16,1.55,6.59,1.16,0,0,0,-1.16,19.77,24.42,-4.65
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,64,185.5,2.59,1.62,0.65,4.85,11.64,14.88,17.14,1.92,22.22,17.39,12.89,0,1.29,0.97,0.32,4.53,0,0.32,0,0,0.32,19.73,21.02,-1.29
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,59,174.77,1.03,1.37,2.06,4.46,12.36,17.17,19.57,1.75,8.33,6,10.2,0,0.69,0.34,1.03,2.4,0.69,0.34,0,0,-0.34,23.69,23.34,0.34
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,77,265.8,1.13,1.13,1.35,3.61,12.42,16.7,19.41,1.69,9.09,6.76,10.09,0,2.71,0.9,0,3.39,0.45,0.23,0,0,-0.23,23.48,20.99,2.48
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,82,284.73,2.74,1.9,1.69,6.32,8.01,10.75,12.43,1.49,34.21,25.49,13.86,0.21,2.74,1.26,0.42,2.11,0.21,0,0,0,-0.21,33.72,27.18,6.53
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,66,222.3,1.89,1.62,1.62,5.13,9.99,14.84,15.92,1.96,18.92,12.73,13.18,0.27,1.62,1.08,0.27,1.62,0,0.54,0,0,0.54,43.72,27.8,15.92
"Ales Hemsky","ALES.HEMSKY","07-08","EDM","R","R",1983-08-13,24,74,281.85,1.7,2.55,1.92,6.17,8.09,9.37,13.41,0.88,21.05,18.18,9.39,0,3.19,1.06,0.43,2.34,0.64,0,0,0,-0.64,0,0,0
"Ales Hemsky","ALES.HEMSKY","08-09","EDM","R","R",1983-08-13,25,72,300.42,0.8,2.4,2.8,5.99,8.19,9.59,14.18,1.1,9.76,8.33,11.5,0,5.19,0.8,0.2,5.39,0.4,0.6,0,0,0.2,0,0,0
"Ales Hemsky","ALES.HEMSKY","09-10","EDM","R","R",1983-08-13,26,21,81.97,2.2,2.93,0,5.12,12.44,14.64,20.5,1.15,17.65,15,7.85,0,3.66,1.46,0.73,2.93,0,0.73,0,0,0.73,0.73,0,0.73
"Ales Hemsky","ALES.HEMSKY","10-11","EDM","R","R",1983-08-13,27,47,146.15,0.41,2.46,0.82,3.69,7.8,12.73,16.01,1.38,5.26,3.23,10.84,0,2.46,1.23,0,4.52,0,0.41,0,0,0.41,0,0,0
"Ales Hemsky","ALES.HEMSKY","11-12","EDM","R","R",1983-08-13,28,67,144.63,0.41,0.41,2.9,3.73,5.81,8.71,12.45,0.57,7.14,4.76,6.57,0.41,1.66,0,0.41,4.15,0.41,0.41,0,0,0,0.41,0,0.41
"Ales Hemsky","ALES.HEMSKY","12-13","EDM","R","R",1983-08-13,29,35,98.3,3.05,0.61,1.83,5.49,10.38,14.04,15.87,1.86,29.41,21.74,13.22,0,1.22,0,0.61,3.66,0,0,0,0,0,1.22,1.22,0
"Ales Hemsky","ALES.HEMSKY","13-14","EDM","R","R",1983-08-13,30,54,127.07,0.94,1.89,1.42,4.25,4.72,6.14,8.97,0.52,20,15.38,8.54,0,4.25,0.94,0,3.31,0.94,0,0,0,-0.94,0,0,0
"Ales Hemsky","ALES.HEMSKY","14-15","DAL","R","R",1983-08-13,31,75,150.35,0.4,1.6,1.2,3.19,4.79,7.18,11.97,0.53,8.33,5.56,7.39,0.4,2.39,2,0.8,4.79,0.8,0,0,0,-0.8,0,0,0
"Ales Hemsky","ALES.HEMSKY","15-16","DAL","R","R",1983-08-13,32,74,119.97,0.5,0.5,1.5,2.5,10,12.5,16.5,0.99,5,4,7.92,0,5,0,0,2.5,0,0,0,0,0,0.5,1,-0.5
"Ales Kotalik","ALES.KOTALIK","07-08","BUF","R","R",1978-12-23,28,78,251.97,2.62,1.19,1.43,5.24,15.48,20,25.72,1.43,16.92,13.1,7.15,0,1.67,0.48,2.86,0.71,0.95,0.24,0,0,-0.71,6.91,4.76,2.14
"Ales Kotalik","ALES.KOTALIK","08-09","BUF","R","R",1978-12-23,29,55,165.72,2.53,0.72,3.26,6.52,15.57,21,30.05,1.3,16.28,12.07,6.21,0,2.17,0.36,2.53,2.53,1.45,0.36,0,0,-1.09,4.34,7.24,-2.9
"Ales Kotalik","ALES.KOTALIK","09-10","CGY","R","R",1978-12-23,30,26,53.77,1.12,0,0,1.12,6.7,10.04,18.97,0.49,16.67,11.11,4.89,0,2.23,1.12,1.12,2.23,1.12,0,0,0,-1.12,1.12,0,1.12
"Ales Kotalik","ALES.KOTALIK","09-10","NYR","R","R",1978-12-23,30,45,165.78,1.45,0.72,3.62,5.79,14.48,23.53,29.68,1.9,10,6.15,8.09,0.36,1.81,0.36,3.62,4.71,1.09,0,0,0,-1.09,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,74,92.72,0.65,0,1.29,1.94,5.18,9.06,11,0.88,12.5,7.14,9.71,0,1.29,0,3.88,2.59,0,0.65,0,0,0.65,15.53,8.41,7.12
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,79,75.97,0,0,0.79,0.79,1.58,4.74,7.11,0.3,0,0,6.33,0,1.58,0.79,3.16,1.58,0.79,0,0,0,-0.79,11.85,16.59,-4.74
"Alex Burmistrov","ALEX.BURMISTROV","16-17","ARI","C","L",1991-10-21,24,24,53.3,4.5,1.13,0,5.63,13.51,14.63,19.14,1.76,33.33,30.77,12,0,1.13,0,0,3.38,1.13,1.13,0,0,0,5.63,13.51,-7.88
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,114.65,2.09,1.57,0,3.66,8.37,10.99,14.13,1.23,25,19.05,11.19,0,2.09,0,1.05,0.52,1.57,1.05,0,0,-0.52,0,0.52,-0.52
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,70,73.18,0.82,0,0,0.82,6.56,8.2,9.84,0.8,12.5,10,9.8,0,0.82,0,0.82,4.92,0.82,0,0,0,-0.82,1.64,1.64,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,77,169.93,1.06,1.06,0.71,2.82,8.47,12.36,15.18,1.68,12.5,8.57,13.63,0.71,1.06,0.35,1.06,2.82,1.77,0.35,0,0,-1.41,0.35,0.35,0
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,45,129.38,0.46,0.46,0.46,1.39,12.06,15.3,17.62,2.09,3.85,3.03,13.64,0,2.78,0,1.39,2.32,2.78,2.32,0,0,-0.46,2.32,1.86,0.46
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,47,114.22,1.05,1.05,1.05,3.15,9.46,13.66,14.18,1.62,11.11,7.69,11.85,0.53,0.53,0,3.15,4.73,2.1,1.05,0,0,-1.05,1.05,4.73,-3.68
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,67,143.2,1.68,1.26,0.42,3.35,10.47,15.92,16.76,2.2,16,10.53,13.82,0,1.26,0,1.26,2.93,1.68,1.26,0,0.42,0,0.42,1.26,-0.84
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,76,151.2,0.4,1.19,0.4,1.98,7.94,10.71,12.3,1.23,5,3.7,11.52,0.4,1.19,0,2.38,1.59,3.17,1.59,0,0,-1.59,1.19,0,1.19
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,99.33,1.21,0,0.6,1.81,6.04,7.25,11.48,1.18,20,16.67,16.33,0,0.6,0,0.6,2.42,0,0,0,0,0,1.81,3.02,-1.21
"Alex Chiasson","ALEX.CHIASSON","13-14","DAL","R","R",1990-10-01,22,78,262.97,1.37,0.91,0.68,2.97,13.01,17.34,19.39,2.57,10.53,7.89,14.8,0,0.91,0.68,0.91,3.19,0.23,0.23,0,0,0,6.84,7.53,-0.68
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,76,145.47,1.24,1.24,0.41,2.89,9.9,13.61,14.02,2.05,12.5,9.09,15.09,0,1.24,0,1.65,4.54,1.24,0,0.41,0,-1.65,0,0.41,-0.41
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,75,83.45,1.44,0,0,1.44,7.19,7.91,9.35,1.15,20,18.18,14.55,0,1.44,0,0.72,5.75,2.16,0.72,0,0,-1.44,0,0.72,-0.72
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,79,52.57,0,0,2.28,2.28,7.99,12.55,12.55,1.87,0,0,14.91,0,2.28,0,0,3.42,0,1.14,0,0,1.14,0,0,0
"Alex Chiasson","ALEX.CHIASSON","18-19","EDM","R","R",1990-10-01,27,73,188.5,2.55,1.59,0.64,4.77,10.82,14.64,15.28,2.59,23.53,17.39,17.67,0.32,0,0.32,1.27,1.91,0,0.32,0,0,0.32,0,0,0
"Alex Chiasson","ALEX.CHIASSON","19-20","EDM","R","R",1990-10-01,28,64,142.2,2.53,2.11,0.84,5.49,12.66,16.46,17.3,2.98,20,15.38,18.1,0,0,0.42,0.84,1.69,0,0,0,0,0,0,0.42,-0.42
"Alex Debrincat","ALEX.DEBRINCAT","17-18","CHI","R","R",1997-12-18,19,81,166.45,2.52,1.08,0.72,4.33,10.81,15.14,24.15,1.41,23.33,16.67,9.29,0,1.44,0.72,1.08,2.52,0,0,0,0,0,1.08,1.44,-0.36
"Alex Debrincat","ALEX.DEBRINCAT","18-19","CHI","R","R",1997-12-18,20,80,262.77,2.97,1.83,0.69,5.48,11.42,16.21,21.69,1.78,26,18.31,10.97,0.23,1.6,0.69,0.46,2.51,0,0.23,0,0,0.23,0.23,0.46,-0.23
"Alex Debrincat","ALEX.DEBRINCAT","19-20","CHI","R","R",1997-12-18,21,69,239.75,2.5,1,0.5,4,11.51,17.02,21.27,1.98,21.74,14.71,11.62,0,1,1,0.25,2.75,0,0.5,0,0,0.5,0.25,0.5,-0.25
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,246.92,0.97,0.97,0.73,2.67,10.69,13.12,18.47,0.6,9.09,7.41,4.57,0.24,2.19,0.49,0.24,1.7,0.49,0.24,0,0,-0.24,0.24,0,0.24
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,79,267.27,1.12,0.9,2.47,4.49,10.1,14.82,24.92,0.85,11.11,7.58,5.74,1.35,2.92,0.22,0.9,1.57,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,229.7,0.52,2.61,1.83,4.96,10.19,15.41,24.81,0.65,5.13,3.39,4.24,0.78,1.04,0.52,0.78,2.61,0,0,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,49,193.7,1.55,1.86,1.86,5.27,11.15,16.73,25.09,0.9,13.89,9.26,5.41,0,1.24,1.24,1.24,1.86,0.62,0,0,0,-0.62,0,0.31,-0.31
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,79,279.58,1.07,1.5,2.15,4.72,15.45,21.68,33.05,1.15,6.94,4.95,5.29,0.64,1.07,1.29,1.5,2.79,0.43,0.43,0,0,0,0,0,0
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,43,160.07,1.87,0.75,1.12,3.75,14.24,18.74,31.11,0.79,13.16,10,4.22,0.37,1.5,0.37,1.12,1.12,0.75,0.37,0.37,0,-0.75,0,0,0
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,61,178.57,1.34,1.34,1.34,4.03,13.1,18.82,33.26,1.21,10.26,7.14,6.43,0.34,1.68,0.67,0.67,2.02,1.01,0,0,0,-1.01,0.34,0.34,0
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,71,214.32,1.4,1.12,1.4,3.92,12.04,17.92,30.24,0.88,11.63,7.81,4.92,1.12,1.68,0.28,1.12,2.24,0.84,0.28,0,0,-0.56,0,0,0
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,49,165.45,0.73,0.36,1.45,2.54,9.79,15.59,27.2,0.86,7.41,4.65,5.49,1.09,1.09,0,2.18,0.73,0.73,0.36,0,0,-0.36,0,0,0
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,67,136.47,0.44,0.88,0,1.32,10.55,17.15,29.46,0.9,4.17,2.56,5.26,1.76,0.88,0.44,2.64,0.88,0.44,0,0,0,-0.44,0,0,0
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,194.72,0.31,2.77,1.54,4.62,11.71,16.33,27.42,0.8,2.63,1.89,4.92,0.92,2.47,1.54,2.47,2.16,1.85,0.31,0,0,-1.54,0,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,54,175.35,1.37,3.76,0.68,5.82,11.98,17.11,22.58,0.68,11.43,8,3.96,1.37,3.08,0.68,1.37,1.71,0.34,0,0,0,-0.34,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,58,70.53,0.85,1.7,2.55,5.1,6.81,8.51,18.72,0.26,12.5,10,3.1,2.55,3.4,0,0.85,1.7,0.85,0.85,0,0,0,0,0,0
"Alex Frolov","ALEX.FROLOV","07-08","L.A","L","R",1982-06-19,25,71,252.13,1.19,0.71,2.38,4.28,8.8,12.85,15.71,1.42,13.51,9.26,11.04,0.24,6.9,1.19,0.71,4.05,0.48,0.71,0,0,0.24,0.24,1.67,-1.43
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,76,247.03,2.91,1.21,1.46,5.59,8.74,15.54,19.19,1.57,33.33,18.75,10.12,0,4.61,0.73,0.73,1.94,0.49,0.24,0,0,-0.24,0.49,0.24,0.24
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,80,180.62,1.33,1,1.33,3.65,10.63,13.29,17.27,0.98,12.5,10,7.38,0,1.66,0,0.66,2.33,0.33,1.33,0,0,1,0,0.33,-0.33
"Alex Frolov","ALEX.FROLOV","10-11","NYR","L","R",1982-06-19,28,42,97.47,0,0,0.62,0.62,8,11.08,12.93,1.26,0,0,11.39,0,0.62,1.85,3.69,1.23,0.62,0,0,0,-0.62,0.62,0.62,0
"Alex Galchenyuk","ALEX.GALCHENYUK","13-14","MTL","C","L",1994-02-12,19,64,132.22,1.36,2.27,0.91,4.54,10.44,13.16,17.7,1.85,13.04,10.34,14.07,0,2.27,1.36,0.91,2.27,0.45,0.45,0,0,0,0,0,0
"Alex Galchenyuk","ALEX.GALCHENYUK","14-15","MTL","C","L",1994-02-12,20,78,177.45,1.01,0.68,2.03,3.72,10.48,15.55,19.95,1.83,9.68,6.52,11.78,0,0.34,0,0,4.4,0.68,0,0,0,-0.68,4.06,4.4,-0.34
"Alex Galchenyuk","ALEX.GALCHENYUK","15-16","MTL","C","L",1994-02-12,21,79,206.18,2.62,1.46,0.58,4.66,11.93,18.62,23.57,1.84,21.95,14.06,9.86,0,1.16,0.58,0.29,3.78,0.58,0.58,0,0,0,12.22,12.51,-0.29
