"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,169.72,2.26,44.46,1,37,151,100,2,49,187,0,0
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,101.5,2.11,53.73,2,12,85,51,4,20,116,0,1
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,94.92,1.42,28.89,0,15,43,78,3,25,62,0,1
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,73.45,1.06,20.85,1,12,15,82,4,17,29,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,53.15,1.83,34.62,1,6,28,42,4,15,39,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,116.5,1.91,39.12,5,17,76,60,17,23,104,0,2
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,149.98,2.46,44.66,2,23,95,54,13,38,150,0,1
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,174.45,2.27,42.66,5,9,94,103,13,21,136,0,3
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,76.45,2.12,40.07,1,10,45,41,3,19,68,0,1
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,78.57,2.18,40.16,1,5,40,68,3,16,52,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,50.57,0.86,13.46,2,5,23,47,2,11,30,1,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,61.98,1.13,18.24,0,7,12,92,3,11,14,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,54.47,0.91,16.46,1,6,20,56,4,11,28,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,123.45,2.24,37.68,2,13,64,85,7,29,96,0,1
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,170.7,2.22,48.96,1,15,110,92,4,31,187,0,3
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,118.97,1.55,38.84,0,9,72,95,2,13,99,0,2
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,101.53,2.74,55.87,2,15,66,28,8,24,104,0,4
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,124.6,1.66,22.32,9,17,45,115,12,37,65,0,2
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,215.18,2.69,41.44,4,24,156,126,11,41,214,1,5
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,207.82,2.53,42.3,3,20,117,164,11,25,152,0,3
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,73,206.23,2.83,51.62,4,22,143,96,8,37,213,0,1
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,129.18,2.02,40.27,1,13,73,92,9,30,92,1,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,53.72,1.53,31.31,0,7,28,35,2,13,37,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.91,4,2,34,84,6,4,35,0,3
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,34.02,2,10,48,72,4,19,57,0,3
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,167.43,2.17,39.46,3,17,93,151,16,31,114,0,6
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,176.57,2.18,42.86,2,8,91,154,12,18,110,0,2
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,174.8,2.27,43.84,3,10,81,141,7,21,117,0,2
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,108.2,1.8,41.37,2,7,52,90,3,13,67,0,1
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,71.42,1.74,40.41,1,8,39,38,4,12,60,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,113.32,1.74,32.78,4,9,63,110,6,17,88,1,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.3,1.25,25.04,5,10,38,81,7,10,48,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,132.07,1.81,38.42,1,14,111,101,5,20,148,0,1
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,159.18,1.99,45.23,4,27,144,92,7,38,176,0,3
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,26.02,2,7,34,87,5,14,43,0,4
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,53.12,1.06,21.23,0,3,29,58,0,8,38,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,81.25,1.73,32.7,0,6,36,59,3,10,51,0,1
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.05,1.15,22.71,4,16,34,114,6,24,39,0,1
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,133.72,1.78,32.11,5,11,34,143,10,27,46,0,1
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,33.82,1,8,19,72,2,12,28,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,161.62,2.02,36.79,3,25,123,108,6,31,149,0,2
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,225.32,2.75,40.92,6,81,102,141,8,100,137,0,1
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,219.63,2.75,41.64,4,36,125,162,5,54,162,0,1
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,185.27,2.26,36.58,5,28,114,157,6,37,143,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,153.72,2.13,35.45,10,21,76,137,12,34,107,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,145,1.84,32.49,5,16,79,145,8,24,98,0,2
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,89.6,1.91,34.06,2,4,79,56,4,6,102,0,1
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,87.88,1.79,31.91,3,5,52,84,5,9,69,0,2
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,23.75,1,12,71,60,3,16,86,0,2
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,132.78,1.7,36.02,4,20,89,89,5,30,111,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.05,1.53,34.83,4,5,62,63,8,7,81,0,1
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.55,6,6,8,83,8,13,10,0,1
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,16.27,9,5,11,100,10,7,12,0,1
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,31.99,6,23,75,92,9,30,95,0,7
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,16.83,3,10,15,113,5,13,21,0,2
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,30.35,1,15,82,64,5,21,102,0,2
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,125.7,1.68,25.29,2,21,53,111,9,33,71,1,1
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,122.67,1.57,24,1,10,55,126,8,16,74,0,1
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,159.38,2.1,34.08,2,20,90,104,8,33,133,0,1
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,103.85,2.04,35.92,4,11,65,81,10,23,82,0,1
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,182.27,2.25,39.14,4,23,111,112,8,41,151,0,4
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,86.12,1.91,34.14,1,8,45,64,3,15,63,0,1
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,131.43,2.09,37.43,3,14,58,117,12,22,78,0,2
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,183.95,2.55,47.02,1,28,133,101,7,42,190,0,3
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,122.85,2.41,48.12,0,20,92,59,6,25,142,0,3
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,168.2,2.47,57.41,6,21,117,43,15,29,178,0,3
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,178.32,2.58,50.3,1,19,111,68,5,31,177,1,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,141.15,2.57,53.29,3,8,82,39,6,18,145,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,172.25,2.92,57.64,1,16,93,28,3,25,193,0,1
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,184.18,2.39,33.78,3,31,73,190,4,44,92,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.42,1.36,23.15,2,24,15,165,2,34,17,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,100.83,1.48,22.55,1,13,45,106,6,23,63,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70,1.19,17.94,2,11,25,70,4,20,33,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,88.9,1.29,22.22,4,11,44,100,8,16,55,0,2
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.05,1.41,24.6,3,7,39,57,9,14,45,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,190.55,2.38,49.37,3,24,124,99,13,41,191,0,2
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,228.07,2.82,56.4,5,30,144,115,13,52,245,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,183.48,2.32,47.2,2,23,100,118,9,39,148,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,189.98,2.4,47.45,1,21,115,120,9,32,155,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,147.23,1.94,44.37,0,16,76,121,9,26,113,0,3
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,114.67,1.53,33.14,0,7,47,102,2,15,70,0,1
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,153.62,2.23,49.5,2,18,67,94,6,24,103,0,1
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,100.38,1.43,32.74,4,12,78,64,4,14,92,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.71,2,6,36,57,3,11,43,0,2
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,113.17,1.4,27.67,3,13,69,84,5,18,91,0,1
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,135.98,1.66,33.16,2,27,85,112,2,34,103,0,1
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,156.48,1.91,35.45,4,32,83,139,6,41,94,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,147.57,2.17,40.81,3,22,69,148,4,30,90,0,1
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,107.98,1.32,20.94,6,27,57,81,7,37,66,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,108.5,1.39,21.55,1,8,58,101,5,19,77,1,2
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,13.39,7,8,22,100,8,15,31,0,1
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,109.93,1.69,33.61,3,10,72,69,8,17,91,1,2
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,61.07,1.27,26.06,1,4,24,51,3,8,44,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.02,2.8,45.2,0,11,25,36,0,18,38,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72,1.64,25.76,1,8,24,70,6,12,37,0,1
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,146.25,1.88,36.05,2,24,84,118,5,38,116,0,1
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,248.5,3.15,54.19,2,38,181,134,10,65,279,0,2
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,133.82,2.97,55.49,4,19,100,75,10,28,147,1,4
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,256.12,3.2,54.95,5,44,181,127,16,63,271,0,6
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,234.88,3.05,56.66,2,31,155,123,11,45,263,0,7
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,213.98,2.97,57.48,3,29,154,99,10,42,241,0,3
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,223.25,2.79,54.46,6,27,153,120,11,43,238,0,3
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,174.6,2.27,50.81,2,21,98,112,6,36,181,0,2
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,139.43,2.02,45.8,0,12,91,104,2,20,111,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,113.75,1.7,36.8,2,7,72,97,6,12,86,0,1
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,21.17,4,17,23,110,7,23,28,0,2
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,16.49,3,5,8,102,5,12,10,0,1
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,15.47,3,4,2,102,6,10,6,0,3
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,218.68,2.88,42.44,10,56,127,140,14,73,153,0,3
"Alex Steen","ALEX.STEEN","08-09","STL","C","L",1984-03-01,24,60,115.4,1.92,29,4,23,72,117,5,38,94,0,1
"Alex Steen","ALEX.STEEN","09-10","STL","C","L",1984-03-01,25,68,74.37,1.09,16.44,3,11,43,67,7,20,60,0,1
"Alex Steen","ALEX.STEEN","10-11","STL","C","L",1984-03-01,26,71,68.38,0.96,17.58,4,12,28,82,6,18,38,0,0
"Alex Steen","ALEX.STEEN","11-12","STL","C","L",1984-03-01,27,40,69.58,1.74,30.25,1,10,55,72,3,11,64,0,1
"Alex Steen","ALEX.STEEN","12-13","STL","C","L",1984-03-01,28,38,60.87,1.6,30.68,8,13,40,69,10,19,49,0,5
"Alex Steen","ALEX.STEEN","13-14","STL","C/L","L",1984-03-01,29,68,124.15,1.83,31.91,4,24,146,89,8,31,169,0,1
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,70,118.75,1.7,31.29,6,26,133,106,9,30,177,0,3
"Alex Steen","ALEX.STEEN","15-16","STL","L","L",1984-03-01,31,66,109.7,1.66,30.7,7,18,115,94,8,20,148,0,1
"Alex Steen","ALEX.STEEN","16-17","STL","L","L",1984-03-01,32,76,129.55,1.7,33.48,3,27,133,90,7,30,176,0,2
"Alex Steen","ALEX.STEEN","17-18","STL","L","L",1984-03-01,33,75,89.83,1.2,27.59,3,15,103,64,5,17,127,0,0
"Alex Steen","ALEX.STEEN","18-19","STL","L","L",1984-03-01,34,64,123.52,1.93,42.7,1,22,106,64,1,29,139,0,0
"Alex Steen","ALEX.STEEN","19-20","STL","L","L",1984-03-01,35,53,123.7,2.33,49.88,5,13,105,62,7,18,139,0,1
"Alex Tanguay","ALEX.TANGUAY","07-08","CGY","L","L",1979-11-21,27,77,126.9,1.65,22.79,6,31,61,134,8,54,81,0,1
"Alex Tanguay","ALEX.TANGUAY","10-11","CGY","L","L",1979-11-21,30,77,97.5,1.27,22.46,1,17,67,99,4,26,80,0,0
"Alex Tanguay","ALEX.TANGUAY","11-12","CGY","L","L",1979-11-21,31,62,79.88,1.29,24.82,2,10,47,87,5,20,62,0,2
"Alex Tanguay","ALEX.TANGUAY","12-13","CGY","L","L",1979-11-21,32,38,50,1.32,25.8,2,13,33,58,2,14,39,0,0
"Alex Tanguay","ALEX.TANGUAY","14-15","COL","L","L",1979-11-21,34,76,111.53,1.47,28.25,6,19,70,101,9,24,91,0,3
"Alex Wennberg","ALEX.WENNBERG","14-15","CBJ","C","L",1994-09-22,19,68,121.92,1.79,30.68,7,17,78,106,9,26,100,0,1
"Alex Wennberg","ALEX.WENNBERG","17-18","CBJ","C","L",1994-09-22,22,63,65.57,1.04,24.33,8,8,27,77,9,13,29,0,1
"Alex Wennberg","ALEX.WENNBERG","18-19","CBJ","C","L",1994-09-22,23,73,94,1.29,31.77,9,22,31,122,11,26,35,0,3
"Alex Wennberg","ALEX.WENNBERG","19-20","CBJ","C","L",1994-09-22,24,53,81.6,1.54,33.97,3,16,40,92,4,19,51,0,0
"Alexei Emelin","ALEXEI.EMELIN","11-12","MTL","D","L",1986-04-25,25,66,84.98,1.29,21.84,1,4,27,102,5,14,31,0,1
"Alexei Emelin","ALEXEI.EMELIN","12-13","MTL","D","L",1986-04-25,26,36,80.77,2.24,41.58,3,10,28,65,6,17,37,0,0
"Alexei Emelin","ALEXEI.EMELIN","13-14","MTL","D","L",1986-04-25,27,58,99.47,1.72,29.35,3,7,45,88,5,15,66,0,0
"Alexei Emelin","ALEXEI.EMELIN","14-15","MTL","D","L",1986-04-25,28,66,154.43,2.34,45.28,5,14,93,79,7,28,145,0,1
"Alexei Emelin","ALEXEI.EMELIN","15-16","MTL","D","L",1986-04-25,29,71,145.47,2.05,43.46,0,19,98,71,6,25,137,0,1
"Alexei Emelin","ALEXEI.EMELIN","16-17","MTL","D","L",1986-04-25,30,74,183.95,2.49,51.34,3,18,130,69,9,30,198,0,2
"Alexei Emelin","ALEXEI.EMELIN","17-18","NSH","D","L",1986-04-25,31,76,121.7,1.6,28.09,5,13,57,91,8,26,65,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","08-09","TOR","L","L",1980-04-09,28,80,67.82,0.85,14.86,5,7,28,79,6,18,33,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","10-11","L.A","L","L",1980-04-09,30,59,59.08,1,17.46,1,9,1,96,3,12,1,0,1
"Alexei Zhitnik","ALEXEI.ZHITNIK","07-08","ATL","D","L",1972-10-10,34,65,75.3,1.16,18.31,1,13,31,53,3,28,50,0,2
"Alexey Marchenko","ALEXEY.MARCHENKO","15-16","DET","D","R",1992-01-02,23,66,135.93,2.06,40.17,4,17,71,111,8,22,81,0,0
"Alexey Marchenko","ALEXEY.MARCHENKO","16-17","DET","D","R",1992-01-02,24,27,65.9,2.44,52.11,2,12,44,22,5,20,65,0,1
