"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS%","NZS%","DZS%","OTF%","OZF%","NZF%","DZF%","Ice_F","Ice_A","Ice%"
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,236.03,2.95,44.73,1.56,7.79,49.09,41.56,4.38,15.69,79.93,0,5,100
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.87,1.82,33.38,1.88,6.57,35.68,55.87,3.82,16.79,79.39,0,0,0
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,72.88,1.74,33.29,2.92,11.68,32.85,52.55,6.58,27.63,65.79,0,0,0
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,166.42,2.16,38.56,2.11,8.1,35.21,54.58,4.82,19.88,75.3,0,1,100
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,138.72,1.87,32.54,1.79,8.04,48.21,41.96,3.43,13.71,82.86,0,1,100
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,78,207.98,2.67,47.55,1.29,7.1,55.81,35.81,2.49,11.39,86.12,0,0,0
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,183.95,2.24,42.92,1.09,6.52,55.07,37.32,3.21,15.66,81.12,0,4,100
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,57.18,1.04,19.77,1.82,5.45,20,72.73,10.81,21.62,67.57,0,0,0
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,69.62,3.03,45.62,1.71,11.11,60.68,26.5,3.74,14.95,81.31,0,3,100
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.73,1.12,19.49,1.58,3.68,42.11,52.63,3.64,9.09,87.27,0,3,100
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,202.3,3.21,58.77,1,7.96,66.17,24.88,1.23,11.89,86.89,0,0,0
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,80,271.03,3.39,60.31,2.33,11.3,57.14,29.24,4.46,14.48,81.06,0,2,100
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,124,1.61,33.77,3.28,8.74,37.16,50.82,7.63,17.8,74.58,0,0,0
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,150.13,2.46,47.73,1.4,8.88,46.73,42.99,4.49,17.98,77.53,0,2,100
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,162.15,2,40.77,0.9,9.5,51.13,38.46,3.72,19.53,76.74,1,1,50
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,47,78.42,1.67,35.86,0,4.85,53.4,41.75,2.15,8.6,89.25,0,0,0
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,50.32,0.63,9.86,7.22,12.37,17.53,62.89,19.57,39.13,41.3,0,0,0
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,154.17,2.11,36.6,1.2,10.04,48.19,40.56,3.09,15.46,81.44,0,1,100
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,179.33,2.24,41.79,2.64,9.24,54.79,33.33,3.41,15.15,81.44,0,0,0
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,91.13,2.03,36.91,1.96,6.54,41.18,50.33,3.81,18.1,78.1,1,1,50
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,175.83,2.34,45.09,0.34,12.88,52.88,33.9,0.8,19.92,79.28,0,0,0
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,107.42,2.24,54.38,1.25,7.5,58.12,33.12,2.63,13.16,84.21,0,1,100
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,95.78,1.43,27.82,0,11.03,31.62,57.35,3.26,27.17,69.57,0,1,100
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,74.6,1.08,19.95,0.88,11.5,13.27,74.34,7.69,34.62,57.69,0,0,0
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,54.38,1.88,33.71,2.5,7.5,37.5,52.5,8.2,24.59,67.21,0,0,0
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,118.5,1.94,38.59,3.14,10.69,48.43,37.74,11.64,16.44,71.92,0,2,100
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,154.63,2.53,44.9,1.1,12.71,55.8,30.39,6.22,18.18,75.6,0,1,100
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,182.83,2.37,43.49,2.29,4.13,45.87,47.71,7.18,11.6,81.22,0,3,100
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,77.6,2.16,40.43,1.02,10.2,46.94,41.84,3.3,20.88,75.82,0,1,100
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,80.3,2.23,40.24,0.86,4.31,35.34,59.48,4.11,21.92,73.97,0,0,0
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,52.28,0.89,13.23,2.5,6.25,31.25,60,4.35,23.91,71.74,1,0,0
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,64.98,1.18,18.37,0,6.09,11.3,82.61,8.82,32.35,58.82,0,0,0
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,59.7,1,17.26,1.12,6.74,25.84,66.29,8.16,22.45,69.39,0,0,0
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,132.32,2.41,38.32,1.19,8.33,39.88,50.6,5.56,20.83,73.61,0,1,100
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,176.37,2.29,49.07,0.45,6.73,51.12,41.7,1.74,13.48,84.78,0,3,100
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,123,1.6,38.9,0,6.04,41.21,52.75,1.65,12.4,85.95,0,2,100
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,103.88,2.81,56.07,1.79,13.39,59.82,25,5.8,17.39,76.81,0,4,100
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,128,1.71,22.14,4.55,8.59,26.77,60.1,9.76,30.08,60.16,0,2,100
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,231.95,2.9,41.97,1.22,8.21,51.37,39.21,4.14,15.17,80.69,1,5,83.33
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,219.58,2.68,43.01,0.94,6.6,40.25,52.2,5.29,13.46,81.25,0,3,100
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,221.97,2.96,51.96,1.44,7.94,55.23,35.38,2.85,13.17,83.99,0,1,100
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,2.09,40.44,0.54,7.03,42.16,50.27,6.43,22.14,71.43,1,0,0
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,1.55,30.08,0,9.72,40.28,50,3.77,24.53,71.7,0,0,0
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,0.91,20.54,3.23,1.61,27.42,67.74,13.33,8.89,77.78,0,3,100
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,1.6,33.54,1.52,7.58,36.36,54.55,5,23.75,71.25,0,3,100
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,2.27,39.98,1.1,6.25,36.76,55.88,9.2,17.82,72.99,0,6,100
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,2.21,42.49,0.77,3.08,36.15,60,8.33,12.5,79.17,0,2,100
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,2.35,44.54,1.23,4.51,35.66,58.61,4.55,14.94,80.52,0,2,100
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,1.87,41.73,1.27,4.46,35.67,58.6,3.41,14.77,81.82,0,1,100
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,1.8,40.91,2.25,10.11,43.82,43.82,6.17,16.05,77.78,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,1.77,31.8,2.13,4.79,34.04,59.04,5.22,14.78,80,1,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,1.26,24.38,3.62,7.25,29.71,59.42,10.29,14.71,75,0,0,0
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,1.87,38.03,0.43,5.96,50.21,43.4,3.26,10.87,85.87,0,2,100
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,2.1,45.72,1.45,10.14,54.35,34.06,2.95,16.46,80.59,0,3,100
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,1.14,25.62,1.54,5.38,26.15,66.92,8.06,22.58,69.35,0,4,100
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,1.09,20.7,0,4.3,32.26,63.44,0,20,80,0,0,0
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,1.77,32.09,0,5.83,35.92,58.25,4.55,15.15,80.3,0,1,100
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,1.16,21.76,2.37,9.47,20.12,68.05,8.7,34.78,56.52,0,1,100
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,1.81,31.11,2.55,6.12,17.86,73.47,11.24,31.46,57.3,0,2,100
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,1.55,32.18,1,8,19,72,4.76,28.57,66.67,0,0,0
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,2.03,35.72,1.15,9.92,47.71,41.22,3.17,16.93,79.89,0,2,100
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,2.95,41.49,1.7,24.65,33.71,39.94,2.9,39.13,57.97,0,1,100
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,2.93,41.4,1.15,11.17,39.26,48.42,2.04,23.67,74.29,0,1,100
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,2.36,37.04,1.59,8.89,38.73,50.79,3.52,18.59,77.89,0,0,0
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,2.23,35.25,4.28,8.56,31.91,55.25,8.07,21.74,70.19,0,0,0
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,1.88,32.56,1.98,6.75,32.54,58.73,5.97,18.66,75.37,0,2,100
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,1.99,34.53,1.36,2.72,57.82,38.1,3.36,5.04,91.6,0,1,100
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,1.83,31.46,2.01,3.36,37.58,57.05,5.75,10.34,83.91,0,2,100
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,1.24,22.82,0.69,8.33,49.31,41.67,2.86,15.24,81.9,0,2,100
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,1.74,34.39,1.92,11.06,43.27,43.75,3.33,22,74.67,0,0,0
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,1.54,34.49,2.94,3.68,46.32,47.06,8.16,8.16,83.67,0,1,100
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0.78,16.32,5.83,5.83,7.77,80.58,25.81,41.94,32.26,0,1,100
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,0.87,15.89,7.2,4,8.8,80,34.48,24.14,41.38,0,1,100
"Alex Chiasson","ALEX.CHIASSON","15-16","OTT","R","R",1990-10-01,24,77,115.63,1.5,30.63,3.06,11.73,38.27,46.94,6.72,22.39,70.9,0,7,100
"Alex Chiasson","ALEX.CHIASSON","16-17","CGY","R","R",1990-10-01,25,81,73.7,0.91,15.99,2.13,7.09,10.64,80.14,12.82,33.33,53.85,0,2,100
"Alex Chiasson","ALEX.CHIASSON","17-18","WSH","R","R",1990-10-01,26,59,100.58,1.7,29.78,0.62,9.26,50.62,39.51,3.91,16.41,79.69,0,2,100
"Alex Edler","ALEX.EDLER","07-08","VAN","D","L",1986-04-21,21,75,127.8,1.7,24.39,1.04,11.4,27.98,59.59,7.83,29.57,62.61,1,1,50
"Alex Edler","ALEX.EDLER","08-09","VAN","D","L",1986-04-21,22,78,128.1,1.64,23.44,0.5,4.95,28.71,65.84,7.62,15.24,77.14,0,1,100
"Alex Edler","ALEX.EDLER","09-10","VAN","D","L",1986-04-21,23,76,164.33,2.16,34.1,0.9,8.97,42.6,47.53,4.92,18.03,77.05,0,1,100
"Alex Edler","ALEX.EDLER","10-11","VAN","D","L",1986-04-21,24,51,110.42,2.17,36.14,2.34,7.6,40.35,49.71,8.13,20.33,71.54,0,1,100
"Alex Edler","ALEX.EDLER","11-12","VAN","D","L",1986-04-21,25,81,184.3,2.28,38.8,1.57,9.02,45.1,44.31,3.86,20.29,75.85,0,4,100
"Alex Edler","ALEX.EDLER","12-13","VAN","D","L",1986-04-21,26,45,88.03,1.96,33.97,0.81,6.5,39.84,52.85,3.53,17.65,78.82,0,1,100
"Alex Edler","ALEX.EDLER","13-14","VAN","D","L",1986-04-21,27,63,137.02,2.17,36.99,1.52,7.58,29.8,61.11,10.26,20.51,69.23,0,2,100
"Alex Edler","ALEX.EDLER","14-15","VAN","D","L",1986-04-21,28,72,190.23,2.64,46.85,0.37,10.7,51.66,37.27,2.79,17.13,80.08,0,3,100
"Alex Edler","ALEX.EDLER","15-16","VAN","D","L",1986-04-21,29,51,132.75,2.6,48.91,0,12.22,55,32.78,3.19,14.36,82.45,0,3,100
"Alex Edler","ALEX.EDLER","16-17","VAN","D","L",1986-04-21,30,68,172.97,2.54,57.76,3.14,11.52,62.83,22.51,6.49,12.99,80.52,0,3,100
"Alex Edler","ALEX.EDLER","17-18","VAN","D","L",1986-04-21,31,69,184.47,2.67,50.62,0.5,9.41,55.94,34.16,2.73,14.55,82.73,1,0,0
"Alex Edler","ALEX.EDLER","18-19","VAN","D","L",1986-04-21,32,55,147.05,2.67,53.66,2.19,5.84,63.5,28.47,3.37,10.11,86.52,0,0,0
"Alex Edler","ALEX.EDLER","19-20","VAN","D","L",1986-04-21,33,59,180.48,3.06,58.46,1.37,10.96,68.49,19.18,1.69,10.55,87.76,0,1,100
"Alex Frolov","ALEX.FROLOV","08-09","L.A","L","R",1982-06-19,26,77,185.5,2.41,32.91,1,10.67,24.67,63.67,2.82,31.69,65.49,0,0,0
"Alex Frolov","ALEX.FROLOV","09-10","L.A","L","R",1982-06-19,27,81,110.47,1.36,22.49,0.97,11.59,7.25,80.19,3.77,64.15,32.08,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","09-10","PIT","D","L",1985-07-30,24,68,102.62,1.51,21.95,0.59,7.69,27.22,64.5,6.45,24.73,68.82,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","10-11","PIT","D","L",1985-07-30,25,59,70.58,1.2,17.31,1.83,10.09,22.94,65.14,7.02,35.09,57.89,0,0,0
"Alex Goligoski","ALEX.GOLIGOSKI","11-12","DAL","D","L",1985-07-30,26,69,90.32,1.31,21.66,3.07,6.75,26.99,63.19,11.25,20,68.75,0,2,100
"Alex Goligoski","ALEX.GOLIGOSKI","12-13","DAL","D","L",1985-07-30,27,47,66.75,1.42,23.78,2.78,7.41,36.11,53.7,13.04,21.74,65.22,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","13-14","DAL","D","L",1985-07-30,28,80,200.18,2.5,49.52,1.16,9.27,50.97,38.61,4.98,15.71,79.31,0,2,100
"Alex Goligoski","ALEX.GOLIGOSKI","14-15","DAL","D","L",1985-07-30,29,81,235.2,2.9,56.18,1.66,10.6,49.34,38.41,4.06,16.88,79.06,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","15-16","DAL","D","L",1985-07-30,30,79,190.08,2.41,47,0.8,10.04,41.37,47.79,4.41,20.1,75.49,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","16-17","ARI","D","L",1985-07-30,31,79,201.48,2.55,48,0.37,8.89,45.93,44.81,4.23,16.9,78.87,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","17-18","ARI","D","L",1985-07-30,32,76,148.23,1.95,43.45,0,7.44,35.35,57.21,6.04,17.45,76.51,0,3,100
"Alex Goligoski","ALEX.GOLIGOSKI","18-19","ARI","D","L",1985-07-30,33,75,118.75,1.58,33.34,0,4.38,30.62,65,2.2,16.48,81.32,0,1,100
"Alex Goligoski","ALEX.GOLIGOSKI","19-20","ARI","D","L",1985-07-30,34,69,160.03,2.32,50,1.06,10.11,37.77,51.06,4.26,17.73,78.01,0,1,100
"Alex Iafallo","ALEX.IAFALLO","19-20","L.A","L","L",1993-12-21,25,70,101.5,1.45,32.53,2.47,7.41,49.38,40.74,3.57,12.5,83.93,0,0,0
"Alex Killorn","ALEX.KILLORN","14-15","T.B","C","L",1989-09-14,25,70,57.52,0.82,16.35,1.98,5.94,35.64,56.44,5.26,19.3,75.44,0,2,100
"Alex Killorn","ALEX.KILLORN","16-17","T.B","C","L",1989-09-14,27,81,114.92,1.42,27.13,1.73,8.09,40.46,49.71,4.31,16.38,79.31,0,1,100
"Alex Killorn","ALEX.KILLORN","17-18","T.B","C","L",1989-09-14,28,82,136.57,1.67,31.91,0.88,12.33,37.44,49.34,1.43,25,73.57,0,1,100
"Alex Killorn","ALEX.KILLORN","18-19","T.B","C","L",1989-09-14,29,82,157.05,1.92,34.44,1.54,12.31,31.92,54.23,4.26,29.08,66.67,0,0,0
"Alex Killorn","ALEX.KILLORN","19-20","T.B","C","L",1989-09-14,30,68,149.4,2.2,40.01,1.64,9.02,28.28,61.07,4,24,72,0,1,100
"Alex Kovalev","ALEX.KOVALEV","07-08","MTL","R","L",1973-02-24,34,82,112.13,1.37,20.64,3.39,15.25,35.03,46.33,5.88,31.93,62.18,0,0,0
"Alex Kovalev","ALEX.KOVALEV","08-09","MTL","R","L",1973-02-24,35,78,116.63,1.5,21.58,1.1,4.42,34.81,59.67,5.41,19.82,74.77,1,2,66.67
"Alex Ovechkin","ALEX.OVECHKIN","08-09","WSH","L","R",1985-09-17,22,79,71.7,0.91,12.67,5.11,5.84,16.06,72.99,14.81,27.78,57.41,0,1,100
"Alex Petrovic","ALEX.PETROVIC","15-16","FLA","D","R",1992-03-03,23,65,112.47,1.73,32.83,2.55,6.37,47.13,43.95,7.44,14.05,78.51,1,2,66.67
"Alex Petrovic","ALEX.PETROVIC","16-17","FLA","D","R",1992-03-03,24,48,62.85,1.31,25.99,1.2,4.82,31.33,62.65,5.08,13.56,81.36,0,0,0
"Alex Picard","ALEX.PICARD","07-08","T.B","D","L",1985-07-05,22,20,56.07,2.8,45.05,0,15.07,35.62,49.32,0,31.58,68.42,0,0,0
"Alex Picard","ALEX.PICARD","09-10","OTT","D","L",1985-07-05,24,44,72.3,1.64,25.05,0.96,7.69,23.08,68.27,10.91,21.82,67.27,0,1,100
"Alex Pietrangelo","ALEX.PIETRANGELO","10-11","STL","D","R",1990-01-18,20,78,156.47,2.01,36.47,0.83,11.2,38.17,49.79,2.86,23.43,73.71,0,1,100
"Alex Pietrangelo","ALEX.PIETRANGELO","11-12","STL","D","R",1990-01-18,21,79,255.47,3.23,54.37,0.55,10.96,51.23,37.26,2.74,18.36,78.9,0,2,100
"Alex Pietrangelo","ALEX.PIETRANGELO","12-13","STL","D","R",1990-01-18,22,45,137.22,3.05,55.89,1.98,9.9,50.99,37.13,5.21,15.1,79.69,1,4,80
"Alex Pietrangelo","ALEX.PIETRANGELO","13-14","STL","D","R",1990-01-18,23,80,269.62,3.37,55.7,1.35,12.16,51.35,35.14,4.29,17.69,78.02,0,6,100
"Alex Pietrangelo","ALEX.PIETRANGELO","14-15","STL","D","R",1990-01-18,24,77,244.22,3.17,57.47,0.63,10.66,50.16,38.56,3.24,14.16,82.6,0,7,100
"Alex Pietrangelo","ALEX.PIETRANGELO","15-16","STL","D","R",1990-01-18,25,72,225.12,3.13,58.3,1.02,10.2,55.1,33.67,3.15,13.88,82.97,0,3,100
"Alex Pietrangelo","ALEX.PIETRANGELO","16-17","STL","D","R",1990-01-18,26,80,236.6,2.96,55.04,1.89,8.81,51.26,38.05,3.49,13.97,82.54,0,3,100
"Alex Pietrangelo","ALEX.PIETRANGELO","17-18","STL","D","R",1990-01-18,27,77,178.33,2.32,51.21,0.85,8.97,42.31,47.86,2.63,15.79,81.58,0,2,100
"Alex Pietrangelo","ALEX.PIETRANGELO","18-19","STL","D","R",1990-01-18,28,69,145.02,2.1,46.6,0,5.69,45.02,49.29,1.42,14.18,84.4,0,0,0
"Alex Pietrangelo","ALEX.PIETRANGELO","19-20","STL","D","R",1990-01-18,29,67,122.45,1.83,37.55,1.08,4.3,41.94,52.69,5.31,11.5,83.19,0,1,100
"Alex Semin","ALEX.SEMIN","08-09","WSH","L","R",1984-03-03,24,62,93.77,1.51,19.92,2.6,11.04,14.94,71.43,12.07,39.66,48.28,0,2,100
"Alex Semin","ALEX.SEMIN","09-10","WSH","L/R","R",1984-03-03,25,73,71.53,0.98,15.84,2.54,4.24,6.78,86.44,18.52,44.44,37.04,0,1,100
"Alex Semin","ALEX.SEMIN","10-11","WSH","R","R",1984-03-03,26,64,60.47,0.94,14.94,2.7,3.6,1.8,91.89,27.27,45.45,27.27,0,3,100
"Alex Steen","ALEX.STEEN","07-08","TOR","C","L",1984-03-01,23,76,222.08,2.92,40.44,3.24,17.11,37.46,42.18,6.12,31.43,62.45,0,3,100
