"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Aaron Ward","AARON.WARD","08-09","BOS","D","R",1973-01-17,35,64,142.9,12.73,10.92,11.45,10.13,7.36,0.89,6.1,6.89,56.17,10.03,77.55,11.44,101.47,0.56,7.03,-5.21,-49.28,-67.52,-90.03,-6.47,12.93,89.14
"Aaron Ward","AARON.WARD","09-10","CAR","D","R",1973-01-17,36,59,138.35,19.88,11.97,13.5,12.35,13.62,1.7,6.87,6,44.14,9.94,63.72,12.55,89.05,1.14,7.2,-5.17,-38.14,-53.78,-76.5,-6.07,28.4,84.44
"Adam Burish","ADAM.BURISH","07-08","CHI","R","R",1983-01-06,24,80,223.73,11.61,11.06,10.79,9.81,6.77,0.81,6.17,6.42,51.65,8.03,66.4,10.14,93.25,0.45,6.25,-5.36,-45.23,-58.37,-83.1,-5.79,12.61,88.06
"Adam Burish","ADAM.BURISH","08-09","CHI","R","R",1983-01-06,25,66,120.92,0,9.71,9.96,7.29,9.86,0,5.73,5.4,50.25,6.99,63.24,7.62,96.88,0.54,4.94,-5.73,-44.85,-56.24,-89.27,-4.4,0,88.6
"Adam Burish","ADAM.BURISH","10-11","DAL","R","R",1983-01-06,27,63,122.9,7.6,11.6,9.35,7.6,5.93,0.53,6.41,7.57,57.71,8.02,77.74,9.37,114.03,0.43,6.82,-5.88,-50.13,-69.72,-104.66,-6.39,6.96,88.89
"Adam Burish","ADAM.BURISH","11-12","DAL","R","R",1983-01-06,28,63,93.05,0,7.49,6.41,7.87,4.2,0,8.74,5.14,63.49,5.75,83.94,10.24,119.92,0.32,7.2,-8.74,-58.35,-78.2,-109.68,-6.89,0,86.24
"Adam Burish","ADAM.BURISH","12-13","S.J","R","R",1983-01-06,29,43,58.72,12.85,7.33,6.18,5.25,9.77,1.21,8.17,3.3,41.74,4.36,66.28,5.35,96.68,0.56,5.19,-6.97,-38.44,-61.92,-91.33,-4.63,36.53,80.42
"Adam Foote","ADAM.FOOTE","07-08","CBJ","D","R",1971-07-10,36,63,296.2,11.66,13.86,13.38,12.42,9.29,0.64,4.85,7.9,49.11,10.22,66.2,12.21,86.15,0.55,5.4,-4.21,-41.21,-55.98,-73.94,-4.85,8.1,90.13
"Adam Foote","ADAM.FOOTE","08-09","COL","D","R",1971-07-10,37,41,150.93,0,7.9,6.88,5.57,4.68,0,5.96,5.01,58.41,5.89,79.76,6.79,115.06,0.36,7.28,-5.96,-53.4,-73.87,-108.28,-6.93,0,89.8
"Adam Foote","ADAM.FOOTE","09-10","COL","D","R",1971-07-10,38,67,177.88,11.26,7.18,6.31,6.85,5.15,1.07,8.45,4.75,61.37,5.8,86.07,8.11,110.33,0.41,7.65,-7.38,-56.62,-80.27,-102.22,-7.23,22.59,86.23
"Adam Foote","ADAM.FOOTE","10-11","COL","D","R",1971-07-10,39,47,132.95,4.28,10.02,9.58,7.89,7.91,0.46,10.2,6.9,61.97,9.3,87.75,9.68,113.04,0.71,8.25,-9.75,-55.07,-78.45,-103.36,-7.54,6.6,83.53
"Adam Hall","ADAM.HALL","07-08","PIT","R","R",1980-08-14,27,46,149.33,0,14.6,10.82,9.75,10.16,0,5.52,8.36,48.92,9.07,74.74,10.5,97.17,0.71,6.25,-5.52,-40.56,-65.67,-86.67,-5.54,0,88.71
"Adam Hall","ADAM.HALL","08-09","T.B","R","R",1980-08-14,28,74,187.87,0,6.14,6.68,6.29,5.84,0,6.28,3.33,50.94,5.22,73.01,6.78,101.13,0.37,5.97,-6.28,-47.61,-67.79,-94.34,-5.6,0,87.67
"Adam Hall","ADAM.HALL","10-11","T.B","R","R",1980-08-14,30,82,227.73,3.84,7.64,6.43,4.8,2.98,0.25,6.13,4.28,51.77,5.07,73.74,5.35,106.01,0.19,6.34,-5.89,-47.49,-68.67,-100.67,-6.15,5.72,88.16
"Adam Hall","ADAM.HALL","11-12","T.B","R","R",1980-08-14,31,57,161.5,0,7.07,6.5,5.57,5.23,0,8.91,4.41,57.96,5.93,85.26,6.59,111.75,0.42,7.67,-8.91,-53.55,-79.34,-105.16,-7.24,0,84.63
"Adam Hall","ADAM.HALL","13-14","PHI","R","R",1980-08-14,33,80,236.03,4.93,15.58,14.83,12.81,7.01,0.26,4.95,8.41,45.57,10.84,62.23,12.98,88.35,0.48,6.34,-4.69,-37.16,-51.39,-75.36,-5.86,3.05,89.14
"Adam Henrique","ADAM.HENRIQUE","11-12","N.J","C","L",1990-02-06,21,72,130.87,39.79,26.99,25.22,21.38,27.73,2.75,4.16,15.66,42.35,19.05,56.48,21.42,78.77,2.01,5.24,-1.41,-26.69,-37.43,-57.34,-3.23,17.57,90.17
"Adam Henrique","ADAM.HENRIQUE","12-13","N.J","C","L",1990-02-06,22,42,72.88,29.79,25.98,25.03,21.69,22.59,4.08,9.62,12.89,36.73,17.39,52.07,22.24,80.33,1.56,5.36,-5.54,-23.83,-34.68,-58.09,-3.8,31.67,73.8
"Adam Henrique","ADAM.HENRIQUE","13-14","N.J","C","L",1990-02-06,23,77,166.42,35.96,16.94,16.34,14.13,12.33,2.11,3.76,8.72,42.76,12.31,63.05,13.82,84.03,0.75,5.31,-1.65,-34.04,-50.74,-70.21,-4.56,24.19,91.21
"Adam Henrique","ADAM.HENRIQUE","14-15","N.J","C","L",1990-02-06,24,74,138.72,5.62,6.48,6.58,5.76,7.66,0.51,8.57,3.94,56.91,5.2,73.86,6,98.12,0.57,6.83,-8.06,-52.97,-68.66,-92.12,-6.26,12.95,84.94
"Adam Henrique","ADAM.HENRIQUE","15-16","N.J","C","L",1990-02-06,25,78,207.98,15.45,11.33,11.1,9.4,13.46,0.88,4.83,6.62,51.8,9.07,72.64,10.24,98.7,1.06,6.85,-3.95,-45.19,-63.57,-88.46,-5.78,13.34,90.67
"Adam Henrique","ADAM.HENRIQUE","16-17","N.J","C","L",1990-02-06,26,82,183.95,15.13,10.79,8.23,8.43,8.27,1.06,5.95,6.38,52.78,6.75,75.2,8.86,96.22,0.63,6.98,-4.89,-46.39,-68.45,-87.37,-6.35,16.61,88.73
"Adam Henrique","ADAM.HENRIQUE","17-18","ANA","C","L",1990-02-06,27,55,57.18,51.06,30.39,23.86,23.53,17.22,2.03,1.94,20.08,46,22.09,70.48,27.56,89.56,1.52,7.31,0.08,-25.92,-48.39,-62,-5.79,10.08,95.78
"Adam Henrique","ADAM.HENRIQUE","17-18","N.J","C","L",1990-02-06,27,23,69.62,16.7,18.35,15.1,11.94,15.88,2.09,10.4,13.22,58.83,15,84.33,14.96,110.36,1.77,9.36,-8.32,-45.61,-69.32,-95.4,-7.59,15.78,82.32
"Adam Henrique","ADAM.HENRIQUE","18-19","ANA","C","L",1990-02-06,28,79,88.73,7.87,11.41,12.34,10.41,9.07,0.63,7.36,7.88,61.22,10.57,75.1,11.16,96,0.66,6.65,-6.73,-53.34,-64.53,-84.84,-5.98,7.98,87.98
"Adam Larsson","ADAM.LARSSON","14-15","N.J","D","R",1992-11-12,21,63,202.3,5.89,9.45,8.28,7.94,4.62,0.3,4.79,5.65,54.14,6.55,72.51,8.35,96.8,0.33,6.86,-4.49,-48.49,-65.96,-88.45,-6.52,5.3,91.15
"Adam Larsson","ADAM.LARSSON","15-16","N.J","D","R",1992-11-12,22,80,271.03,10.77,8.2,7.9,7.36,8.2,0.66,5.47,4.93,55.25,6.28,73.28,7.63,95.99,0.62,6.89,-4.81,-50.31,-67,-88.37,-6.28,13.37,90.11
"Adam Larsson","ADAM.LARSSON","16-17","EDM","D","R",1992-11-12,23,77,124,5.02,13.57,14.05,12.51,8.61,0.45,8.52,8.17,52.03,11.81,72.24,14.28,99.88,0.65,6.89,-8.07,-43.86,-60.43,-85.59,-6.24,5.51,83.63
"Adam Larsson","ADAM.LARSSON","17-18","EDM","D","R",1992-11-12,24,61,150.13,9.54,17.06,15.46,13.84,11.52,0.8,7.62,11.23,54.57,13.44,73.52,16.19,100.75,1,7.67,-6.81,-43.35,-60.08,-84.56,-6.67,7.16,86.04
"Adam Larsson","ADAM.LARSSON","18-19","EDM","D","R",1992-11-12,25,81,162.15,11.72,16.11,16.51,15.46,15.41,1.24,9.31,10.04,52.29,13.84,70,15.76,86.19,1.17,6.44,-8.07,-42.25,-56.16,-70.43,-5.27,12.31,82.2
"Adam Larsson","ADAM.LARSSON","19-20","EDM","D","R",1992-11-12,26,47,78.42,15.05,18.38,16.41,13.49,10.21,0.67,3.76,12.83,56.97,15.25,77.68,16.84,107.96,0.77,6.73,-3.09,-44.14,-62.43,-91.12,-5.96,5.19,93.41
"Adam Lowry","ADAM.LOWRY","14-15","WPG","L","L",1993-03-29,21,80,50.32,27,25.53,24.09,20.88,21.26,1.41,3.8,12.28,35.83,16.13,50.83,17.42,66,1.49,5.52,-2.4,-23.55,-34.7,-48.58,-4.03,11.46,89.38
"Adam Lowry","ADAM.LOWRY","15-16","WPG","L","L",1993-03-29,22,73,154.17,4.87,10.35,8.91,8.26,7.52,0.36,7.07,7.46,64.59,8.67,88.61,10.58,117.45,0.68,8.37,-6.71,-57.13,-79.94,-106.87,-7.69,4.85,89.06
"Adam Lowry","ADAM.LOWRY","16-17","WPG","L","L",1993-03-29,23,80,179.33,19.44,13.86,13.03,11.11,11.49,1.93,7.99,9.15,56.89,11.83,78.98,13.67,109.35,1.02,7.84,-6.06,-47.74,-67.15,-95.68,-6.82,21.06,85.96
"Adam Lowry","ADAM.LOWRY","17-18","WPG","L","L",1993-03-29,24,45,91.13,18.03,24.83,20.83,19.39,15.41,1.4,6.35,17.16,51.93,19.24,73.1,21.49,89.33,1.14,6.25,-4.95,-34.78,-53.86,-67.83,-5.12,8.14,87.78
"Adam Lowry","ADAM.LOWRY","18-19","WPG","L","L",1993-03-29,25,75,175.83,18.7,12.77,12.45,10.28,11.48,1.34,5.81,8.48,57.88,11.03,77.58,11.81,103.09,0.91,7.03,-4.48,-49.41,-66.55,-91.28,-6.11,15.78,89.95
"Adam Lowry","ADAM.LOWRY","19-20","WPG","L","L",1993-03-29,26,48,107.42,13.36,16.51,14.08,11.89,15.72,1.12,7.28,11.07,55.98,12.96,79.06,14.09,104.43,1.22,6.56,-6.16,-44.91,-66.1,-90.34,-5.33,10.14,86.99
"Adam McQuaid","ADAM.MCQUAID","10-11","BOS","D","R",1986-10-12,23,67,95.78,34.4,14.77,15.41,13.86,21.27,2.5,4.77,8.1,46.76,12.35,67.82,16.21,100.74,1.47,5.42,-2.27,-38.66,-55.47,-84.53,-3.96,30.86,89.8
"Adam McQuaid","ADAM.MCQUAID","11-12","BOS","D","R",1986-10-12,24,69,74.6,11.07,18.36,19.35,19.02,16.14,0.7,5.62,8.98,39.9,14.08,58.66,18.32,77.99,0.87,4.51,-4.92,-30.92,-44.59,-59.67,-3.64,7.8,85.91
"Adam McQuaid","ADAM.MCQUAID","13-14","BOS","D","R",1986-10-12,26,29,54.38,9.88,22.88,20.35,18.4,14.23,0.97,8.86,13.59,45.82,16.41,64.2,20.33,90.17,0.77,4.66,-7.89,-32.23,-47.8,-69.83,-3.88,7.14,80.66
"Adam McQuaid","ADAM.MCQUAID","14-15","BOS","D","R",1986-10-12,27,61,118.5,6.18,16.96,17.73,13.76,11.53,0.5,7.61,8.95,43.79,14.13,65.59,15.14,94.89,0.78,5.98,-7.11,-34.85,-51.46,-79.75,-5.21,5.6,82.62
"Adam McQuaid","ADAM.MCQUAID","15-16","BOS","D","R",1986-10-12,28,61,154.63,18.66,20.89,16.96,14.83,14.59,1.61,7.03,10.79,40.85,14.09,68.94,16.41,94.25,0.93,5.43,-5.42,-30.07,-54.85,-77.84,-4.5,14.96,82.78
"Adam McQuaid","ADAM.MCQUAID","16-17","BOS","D","R",1986-10-12,29,77,182.83,17.6,19.66,16.81,14.05,11.56,1.23,5.75,10.28,42.04,13,64.31,15.33,93.72,0.78,5.95,-4.52,-31.75,-51.31,-78.39,-5.18,11.93,86.33
"Adam McQuaid","ADAM.MCQUAID","17-18","BOS","D","R",1986-10-12,30,36,77.6,26.03,12.19,10.63,9.37,6.97,0.78,2.22,7.52,54.2,9.09,76.36,10.65,103.03,0.46,6.09,-1.44,-46.68,-67.28,-92.38,-5.63,10.38,95.91
"Adam McQuaid","ADAM.MCQUAID","18-19","NYR","D","R",1986-10-12,31,36,80.3,15.74,14.74,14.54,13.19,10.78,1.4,7.48,9.27,53.61,11.6,68.14,13.52,89,0.84,6.99,-6.08,-44.35,-56.55,-75.47,-6.14,15.08,86.05
"Adam Pardy","ADAM.PARDY","08-09","CGY","D","L",1984-03-29,24,59,52.28,0,12.72,9.35,7.53,7.46,0,5.64,6.56,45.05,7.55,73.2,8.61,105.76,0.52,6.4,-5.64,-38.48,-65.65,-97.15,-5.89,0,87.49
"Adam Pardy","ADAM.PARDY","09-10","CGY","D","L",1984-03-29,25,55,64.98,0,18.07,13.97,14.39,12.72,0,5.74,10.66,48.35,10.66,65.64,14.17,84.31,0.66,4.5,-5.74,-37.68,-54.99,-70.14,-3.84,0,88.12
"Adam Pardy","ADAM.PARDY","13-14","WPG","D","L",1984-03-29,29,60,59.7,0,16.42,17.58,15.94,18.32,0,4.84,9.74,49.57,14.56,68.28,17.58,92.67,1.6,7.13,-4.84,-39.83,-53.72,-75.1,-5.53,0,90.23
"Adam Pardy","ADAM.PARDY","14-15","WPG","D","L",1984-03-29,30,55,132.32,16.33,14.98,16.52,13.87,11.53,0.96,4.92,9.69,54.98,12.95,65.43,14.85,92.24,1.01,7.76,-3.96,-45.3,-52.49,-77.39,-6.75,9.93,91.04
"Adam Pelech","ADAM.PELECH","17-18","NYI","D","L",1994-08-16,23,77,176.37,6.43,9.86,9.59,9.46,5.77,0.72,10.49,8.25,75.41,10.72,101.04,13.29,127.21,0.54,8.78,-9.77,-67.15,-90.32,-113.92,-8.24,8.74,86.09
"Adam Pelech","ADAM.PELECH","18-19","NYI","D","L",1994-08-16,24,77,123,5.44,8.03,7.75,6.35,4.75,0.49,8.57,5.07,58.06,6.08,72.44,6.6,97.27,0.36,7.23,-8.07,-53,-66.36,-90.68,-6.87,9.72,85.25
"Adam Pelech","ADAM.PELECH","19-20","NYI","D","L",1994-08-16,25,37,103.88,30.51,28.02,23.15,18.03,22.6,1.73,3.93,17.45,44.85,18.62,61.83,20.44,92.93,1.63,5.6,-2.21,-27.4,-43.2,-72.49,-3.96,9.89,91.23
"Adrian Aucoin","ADRIAN.AUCOIN","07-08","CGY","D","R",1973-07-03,34,75,128,5.52,19.22,17.62,17.18,14.68,0.51,8.66,11.62,48.83,13.96,65.26,16.35,78.83,1.01,5.86,-8.15,-37.22,-51.3,-62.48,-4.85,4.36,82.27
"Adrian Aucoin","ADRIAN.AUCOIN","08-09","CGY","D","R",1973-07-03,35,80,231.95,7.68,12.34,11.82,11.3,8.62,0.47,5.6,7.79,55.32,10.92,81.42,12.92,101.37,0.65,6.89,-5.13,-47.54,-70.5,-88.45,-6.24,5.98,89.89
"Adrian Aucoin","ADRIAN.AUCOIN","09-10","ARI","D","R",1973-07-03,36,82,219.58,0,12.18,11.65,13.06,10.3,0,5.76,7.78,56.14,10.44,79.2,14.77,98.28,0.78,6.83,-5.76,-48.35,-68.76,-83.52,-6.04,0,89.73
"Adrian Aucoin","ADRIAN.AUCOIN","10-11","ARI","D","R",1973-07-03,37,75,221.97,4.24,9.04,9.53,9.91,6.09,0.32,7.2,6.33,63.69,9.47,89.86,12.39,112.59,0.51,7.91,-6.88,-57.36,-80.39,-100.2,-7.4,5.04,88.69
"Adrian Aucoin","ADRIAN.AUCOIN","11-12","ARI","D","R",1973-07-03,38,64,133.45,5.36,14.27,14.55,14.43,9.39,0.42,7.38,9.91,59.55,13.54,79.49,16.55,98.2,0.7,6.77,-6.96,-49.63,-65.95,-81.64,-6.07,4.22,87.61
"Adrian Aucoin","ADRIAN.AUCOIN","12-13","CBJ","D","R",1973-07-03,39,35,54.2,0,16.3,16.1,13.98,10.87,0,2.27,7.74,39.73,10.94,57,11.89,73.15,0.55,4.54,-2.27,-31.99,-46.06,-61.26,-3.99,0,94.29
"Adrian Kempe","ADRIAN.KEMPE","19-20","L.A","L","L",1996-09-13,23,69,62.85,50.19,27.55,21.58,19.7,15.69,3.76,3.73,16.82,44.24,17.72,64.39,19.69,80.28,1.08,5.79,0.03,-27.42,-46.67,-60.58,-4.72,22.36,91.56
"Alec Martinez","ALEC.MARTINEZ","14-15","L.A","D","L",1987-07-26,27,55,87.83,13.8,29.06,22.2,14.84,19.06,0.69,4.31,12.05,29.42,14.63,51.26,14.58,83.66,0.97,4.12,-3.62,-17.37,-36.64,-69.09,-3.15,5.73,85.35
"Alec Martinez","ALEC.MARTINEZ","15-16","L.A","D","L",1987-07-26,28,77,175.02,15.45,11.1,9.1,9.12,6.83,1.06,5.78,6.48,51.91,7.65,76.47,10.26,102.26,0.52,7.11,-4.72,-45.43,-68.82,-92,-6.59,16.29,88.87
"Alec Martinez","ALEC.MARTINEZ","16-17","L.A","D","L",1987-07-26,29,81,178.98,7.29,18.59,17.64,14.68,16.53,0.31,3.96,8.63,37.8,12.82,59.88,15.14,87.96,1.09,5.5,-3.65,-29.17,-47.06,-72.82,-4.41,3.61,89.52
"Alec Martinez","ALEC.MARTINEZ","17-18","L.A","D","L",1987-07-26,30,77,181.22,10.39,20.26,17.31,13.47,10.67,0.66,5.68,12.56,49.46,14.44,68.98,15.98,102.61,0.89,7.46,-5.02,-36.9,-54.54,-86.63,-6.57,5.24,88.51
"Alec Martinez","ALEC.MARTINEZ","18-19","L.A","D","L",1987-07-26,31,60,112.47,0,15.39,14.83,12.05,10.15,0,6.51,9.06,49.81,13.09,75.19,14.02,102.35,0.72,6.38,-6.51,-40.75,-62.1,-88.33,-5.65,0,86.92
"Alec Martinez","ALEC.MARTINEZ","19-20","L.A","D","L",1987-07-26,32,41,73.7,13.35,26.72,20.46,17.28,13.6,1.57,10.2,18.72,51.35,20.09,78.09,23.58,112.84,1.27,8.07,-8.63,-32.63,-58,-89.27,-6.8,8.39,80.14
"Aleksander Barkov","ALEKSANDER.BARKOV","15-16","FLA","C","L",1995-09-02,20,65,115.05,6.72,11.87,10.59,10.09,10.91,0.52,7.17,6.94,51.52,8.66,73.11,10.37,92.35,0.73,5.96,-6.65,-44.58,-64.44,-81.99,-5.23,7.44,86.08
"Aleksander Barkov","ALEKSANDER.BARKOV","16-17","FLA","C","L",1995-09-02,21,60,75.88,0,13.38,13.87,16.12,10.1,0,4.33,6.79,43.97,9.38,58.23,13.32,69.33,0.56,5,-4.33,-37.18,-48.85,-56.01,-4.44,0,90.15
"Aleksander Barkov","ALEKSANDER.BARKOV","17-18","FLA","C","L",1995-09-02,22,73,136.37,36.62,18.17,18.44,16.41,19.7,1.76,3.05,14.72,66.3,19.83,87.69,21.17,107.84,1.79,7.3,-1.29,-51.58,-67.86,-86.68,-5.51,11.99,95.39
"Aleksander Barkov","ALEKSANDER.BARKOV","18-19","FLA","C","L",1995-09-02,23,80,167.8,4.69,23.69,19.9,17.34,15.14,0.35,7.19,14.97,48.24,17.8,71.66,19.43,92.61,1.2,6.73,-6.84,-33.27,-53.86,-73.18,-5.53,2.36,85.09
"Aleksander Barkov","ALEKSANDER.BARKOV","19-20","FLA","C","L",1995-09-02,24,64,72.83,28.29,21.17,20.25,19.35,19.99,1.65,4.18,16.39,61.05,20.97,82.59,24.29,101.28,2.22,8.91,-2.53,-44.66,-61.62,-76.99,-6.68,10.05,93.16
"Alex Biega","ALEX.BIEGA","15-16","VAN","D","R",1988-04-04,27,50,54.42,0,14.59,12.59,11.36,12.28,0,3.96,10.93,63.97,10.95,76,12,93.61,0.93,6.62,-3.96,-53.04,-65.05,-81.61,-5.69,0,93.81
"Alex Biega","ALEX.BIEGA","19-20","DET","D","R",1988-04-04,31,47,83.13,8.41,21.68,20.13,19.25,15.98,0.78,8.49,14.25,51.5,15.5,61.51,17.5,73.43,1.17,6.15,-7.71,-37.24,-46.01,-55.93,-4.98,5.47,83.52
"Alex Burmistrov","ALEX.BURMISTROV","10-11","ATL","C","L",1991-10-21,18,73,84.35,8.89,12.63,11.13,11.54,8.75,0.7,7.21,7.84,54.23,9.22,73.59,12.76,97.82,0.72,7.49,-6.51,-46.39,-64.37,-85.06,-6.77,8.98,86.7
"Alex Burmistrov","ALEX.BURMISTROV","11-12","WPG","C","L",1991-10-21,19,75,135.5,13.49,18.37,19.57,16.52,19.57,0.83,5.31,9.86,43.83,14.85,61.04,16.14,81.53,1.33,5.46,-4.48,-33.97,-46.19,-65.39,-4.13,8.4,87.89
"Alex Burmistrov","ALEX.BURMISTROV","12-13","WPG","C","L",1991-10-21,20,43,66.8,0,25.94,24.66,20.66,18.78,0,4.6,15.25,43.54,18.57,56.76,21.24,81.57,1.21,5.25,-4.6,-28.29,-38.18,-60.32,-4.03,0,89.44
"Alex Burmistrov","ALEX.BURMISTROV","15-16","WPG","C","L",1991-10-21,23,80,162.5,5.1,9.82,9.9,8.78,7.09,0.37,6.94,5.9,54.17,8.2,74.63,10.11,105.02,0.52,6.87,-6.57,-48.28,-66.43,-94.91,-6.34,6.32,87.19
"Alex Burrows","ALEX.BURROWS","07-08","VAN","L","L",1981-04-11,26,82,241.65,14.24,11.1,8.78,8.25,5.89,0.99,5.96,6.39,51.18,6.87,71.32,8.19,91.07,0.42,6.74,-4.97,-44.79,-64.45,-82.88,-6.32,15.51,88.35
"Alex Burrows","ALEX.BURROWS","08-09","VAN","L","L",1981-04-11,27,80,234.12,21.78,17.16,16.56,14.6,18.21,1.59,5.7,8.11,39.17,11.28,56.85,12.62,73.82,1.23,5.53,-4.11,-31.06,-45.56,-61.2,-4.3,19.55,85.46
"Alex Burrows","ALEX.BURROWS","09-10","VAN","L","L",1981-04-11,28,82,193.13,34.06,16.45,13.98,11.75,16.42,2.13,4.12,9.33,47.38,10.96,67.44,11.95,89.75,1.15,5.85,-1.99,-38.05,-56.48,-77.8,-4.7,22.8,91.31
"Alex Burrows","ALEX.BURROWS","10-11","VAN","L","L",1981-04-11,29,72,160.65,16.44,16.52,17.94,18.14,15,0.67,3.42,10.04,50.74,15.06,68.9,19.12,86.31,1.05,5.93,-2.75,-40.69,-53.83,-67.19,-4.88,6.69,93.26
"Alex Burrows","ALEX.BURROWS","11-12","VAN","L","L",1981-04-11,30,79,148.37,21.43,14.24,16.18,16.92,12.81,1.21,4.45,8.78,52.92,12.57,65.14,16.84,82.69,0.91,6.17,-3.24,-44.13,-52.57,-65.85,-5.26,13.81,91.59
"Alex Burrows","ALEX.BURROWS","12-13","VAN","L","L",1981-04-11,31,47,93.62,0,13.92,15.05,11.78,15.64,0,7.09,6.86,42.4,10.32,58.27,11.02,82.5,1.07,5.77,-7.09,-35.54,-47.94,-71.48,-4.7,0,83.27
"Alex Burrows","ALEX.BURROWS","13-14","VAN","L","L",1981-04-11,32,49,89.5,12.38,16.75,14.55,12.44,11.79,0.68,4.79,9.08,45.16,11.75,68.98,13.52,95.16,0.78,5.87,-4.12,-36.07,-57.24,-81.63,-5.08,7.45,89.39
"Alex Burrows","ALEX.BURROWS","14-15","VAN","L","L",1981-04-11,33,68,84.2,12.72,19.83,15.87,13.24,12.81,0.72,4.94,10.6,42.83,11.34,60.13,13.62,89.26,0.81,5.53,-4.22,-32.23,-48.78,-75.63,-4.72,6.79,88.47
"Alex Burrows","ALEX.BURROWS","15-16","VAN","L","L",1981-04-11,34,78,135.62,5.41,10.57,11.84,11.63,8.1,0.38,6.73,6.09,51.48,9.13,68.01,10.86,82.49,0.55,6.22,-6.34,-45.39,-58.88,-71.63,-5.68,6.32,86.93
"Alex Burrows","ALEX.BURROWS","16-17","VAN","L","L",1981-04-11,35,55,84.92,6.32,11.38,10.38,9.39,8.45,0.7,10.37,8.82,68.72,10.82,93.44,11.51,111.06,0.79,8.58,-9.67,-59.89,-82.62,-99.55,-7.79,7.93,84.92
"Alex Burrows","ALEX.BURROWS","17-18","OTT","L","L",1981-04-11,36,71,55.47,0,21.25,20.21,15.91,9.46,0,10.35,16.32,60.5,19.62,77.48,19.57,103.42,0.81,7.77,-10.35,-44.18,-57.86,-83.85,-6.96,0,82.89
"Alex Chiasson","ALEX.CHIASSON","14-15","OTT","R","R",1990-10-01,23,74,64.2,16.56,19.31,16.38,12.17,10.46,0.94,4.76,9.64,40.27,10.64,54.31,10.63,76.7,0.51,4.4,-3.81,-30.64,-43.67,-66.07,-3.89,9.8,88.19
